marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,1972249,R3MRWNNR8CBTB7,B00U4NATNQ,577878727,S6 Case - Bear Motion for Galaxy S6 - Premium Back Cover for Samsung Galaxy S6 - Sand (Black),Wireless,5,0,0,N,Y,Super thin  lightweight,Super thin  lightweight  and non intrusive. Feels amazing  isn't add protective as other cases but I get to enjoy and show off my phone more.,2015-08-31
US,10956619,R1DS6DKTUXAQK3,B00SZEFDH8,654620704,BLU Studio X  Unlocked Cell Phone,Wireless,5,0,0,N,Y,Five Stars,As good as the Samsung Galaxies  in my opinion.,2015-08-31
US,14805911,RWJM5E0TWUJD2,B00JRJUL9U,391166958,EZOPower 5-Port Usb Car Charger with 3-Feet Extension Cord  8-Amp  40-Watts  Black,Wireless,5,0,0,N,Y,EZOPower,I received this on time and its great. I went on a long trip and used it. I have an iPhone 4 s a BLU Android phone and my husband has a small flip phone  it worked great on all of them and I also had a blue tooth I charged on it.,2015-08-31
US,15611116,R1XTJKDYNCRGAC,B00KQ4T0HE,481551630,iPhone 6S Case &iPhone 6 Case Perfect designed 3D Phone cover for i6/6s Cute bulldog Colourful case for iphone6/6s-PC case,Wireless,1,0,0,N,Y,Very cheap case. This not protect anything. Very ...,Very cheap case. This not protect anything. Very fragil.!! After i got it I went to buy a otter case expensive but worth it.,2015-08-31
US,39298603,R2UZL3DPWEU1XW,B00M0YWKPM,685107474,iPhone 6s Plus Case,Wireless,5,0,0,N,Y,Five Stars,son loves it.,2015-08-31
US,17552454,R2EZXET9KBFFU3,B00KDZEE68,148320945,zBoost ZB575-A TRIO SOHO Tri Band AT&T 4G Cell Phone Signal Booster  up to 2 500 sq. ft.,Wireless,1,0,0,N,Y,One Star,you have to turn power off to this unit once or twice a day to keep it working,2015-08-31
US,12218556,R26VY1L1FD3LPU,B00BJN45GM,47788188,OtterBox Defender Series Case for HTC One,Wireless,5,0,0,N,Y,Five Stars,Awesome  thank you,2015-08-31
US,21872923,R2SSA4NSFCV18T,B00SA86SXW,748759272,Aduro PowerUP 30W 4-Port (6A Total) PWC-4U Charging Station / USB Travel Wall Charger / USB Desktop Charger for iPhone  iPad  Samsung Galaxy  Nexus  HTC  Motorola  LG and More,Wireless,5,0,0,N,N,Five Stars,nice  smart,2015-08-31
US,16264332,R1G6333JHJNEUQ,B00Q3I68TU,974085141,LilGadgets Connect+ Premium Volume Limited Wired Headphones with SharePort for Children / Kids,Wireless,5,0,0,N,Y,Great headphones for kids,We love these headphones. We had a pair each for our 2 and 4 year old. They loved them and thought it was great that they could share one device but each have their own set of headphones. Very comfortable as well.,2015-08-31
US,6042304,R2DRG0UZXJQ0PE,B00TN4J1TA,716174627,Anker Aluminum Multi-Angle Universal Phone and Tablet Stand for iPhone  iPad  Samsung Galaxy  HTC  Nexus and More (Silver),Wireless,5,0,0,N,Y,Five Stars,This is well worth the money.,2015-08-31
US,4811414,R3SPEGYBROLSP1,B00QQTFYAA,194128090,S5 Cable  Galaxy S5 Cable - Charging Sync Cable Cord Wire - Samsung Compatibile Galaxy S5  Note 3 Cable  Note 4 Cables,Wireless,1,1,1,N,Y,One Star,This cord didn't work at all,2015-08-31
US,16060664,R3F2UCQP76K15C,B009NLTW60,135929473,Kinivo BTC450 Bluetooth Hands-Free Car Kit for Cars with Aux Input Jack (3.5 mm) - Supports AptX,Wireless,5,0,0,N,Y,I was later able to completely hide all the wires under my dash which made me even happier. I will periodically update on this d,Initial review after having this Kinivo for 48 hours?  This has been what I've been searching for the last few years trying to use a system to sync up my calls and music.  I've used the motorola tx550 (terrible)  Satechi Soundfly BT  and numerous other failed devices.  I was not only able to set this up in literally under a minute  I was later able to completely hide all the wires under my dash which made me even happier.<br /><br />I will periodically update on this device.,2015-08-31
US,44078192,R2L3WX7SMIV8FH,B0113ISNRE,909555271,Amoner Durable-Series 10ft 8 Pin USB Charging Cable Syncing Cord  3 Piece - White,Wireless,5,0,0,N,Y,Great cords!!,Great cords!! 10ft cords for this price? And they all work just fine  will buy these again!,2015-08-31
US,2873589,R34KV4IES8WA1N,B00ZBGVBOC,414657030,BestElec Micro Bundle 3-in-1 Economy Home and Car Charger Kit ?USB AC Universal Power Home Wall Travel Charger Adapter Outlet?+ 4.2Amp Intelligent Dual-Port Rapid USB Car Charger Cigarette Charger?+?High Speed Premium (1M/3Feet) Long Flat Micro USB 2.0 Type A to Micro-B Braided Rope Sync Data Charger Cable Charging Cord,Wireless,1,0,0,N,Y,One Star,The car plug in broke within a week of using it.,2015-08-31
US,5835682,RNE3IY22V95PL,B010VRQX7K,453248560,Universal Pu Leather Folding Folio Case Cover with Keyboard for Alcatel Onetouch POP 7s   Pixi 7   POP 8   POP 7   T10  Evo 7   Evo 7 Hd   Tab 8 Hd  Tab 7   Tab 7 Hd/ Alcatel One Touch Evo 8hd 8 Inch /,Wireless,5,1,1,N,Y,Pairs well with my alcatel onetouch pop 7 tablet,Excellent addition to my alcatel one touch pop 7     case is attractive and we'll made  the keyboard works great with my tablet .. this product brings my tablet to a new level,2015-08-31
US,27545517,R65NIT67FDJ0H,B012QTQPOM,754587000,Bluetooth Headphones TOSHENG In-Ear Wireless Hands-free Phone Earphone Sport Earbuds,Wireless,4,0,0,N,N,Not bad at all.,Not bad. I LOVE these style of Bluetooth headsets. This one is slightly different from my very first pair I got over a year ago. They are the same shape but this one is not as finished as my current set.  The sound quality is not as clear as my QCY set but is pretty good. It has a nice balance of sound and the bass is sufficient. The sound quality is not like those expensive Beats or bose headphones  but it’s good enough for the price point. These go in the ear so it does block sound out. It blocks noise out so well that when I’m using these in the office  I can get more work done because I don’t hear the chatter of people around me.<br /><br />These use your standard micro usb cables so there’s no fear if you lose the cable that this set comes with. It charges up full in about an hour from dead and right out of the box it charged up in about 30 minutes. The battery life lasts me about 3 work days before needing to be recharged and that includes using it while on the way home from work which is a one hour minimum drive to and from the office.<br /><br />When using this for phone calls  you must leave the left ear piece hanging down around your neck. The microphone is on that earpiece. If you leave it in your ear  the person on the other end will not hear you clearly because the mic will be by your ear. The one thing this set is missing is a clip so you can clip that ear piece onto your collar for phone calls. If you’re like me and always moving around  if the earpieces shuffles around  the person on the phone can hear all the movement.<br /><br />Also  the volume button. It is very temperamental. When I try to hit volume up  I barely touch it and it adjusts volume. When I press down on it adjust volume it has a slow reaction. It’s almost like it works like a touch screen. Holding down the volume up and down buttons while listening to music will skip forward and back on your song list. With very minimal buttons  this is a very easy headset to use. It comes with an instructional booklet complete with photo to show you where the buttons and mic are.<br /><br />It comes with multiple ear pieces so you can change them out to the most comfortable size for you.<br /><br />I was provided a promotional sample for my honest review.s with an instructional booklet complete with photo to show you where the buttons and mic are.<br /><br />It comes with multiple ear pieces so you can change them out to the most comfortable size for you.<br /><br />I was provided a promotional sample for my honest review.,2015-08-31
US,21028313,R1KGBXK80M1R30,B00N4OL0RQ,11791847,"Waterproof Case  E LV Universal Waterproof Case For Apple 6 5S  5  4S Galaxy S6 Edge  S6  S5  S4 S3  HTC One  iPod touch  MP3 Player and many more (Fits other Smartphones up to 5.1"" diagonal) - IPX8 Certified to 100 Feet",Wireless,5,0,0,N,Y,No water here,Daughter couldn't go down the river without her phone  so we had to get a case.  This worked perfectly. Not so big that it was hard to carry  and kept the water out!  She keeps it in the bathroom now and uses it when she takes a bath.  Glad it works!,2015-08-31
US,23129086,R3MN996N2GO2RD,B003K7F82K,190427943,Ear Hook Kit Replacement for Bluetooth earhook  COMPATABLE: Lg-hbm 230 Motorola h12 h15 H270 h371 h375 h385 h390 h560 h620 h680 h681 h690 h695 h780 h790 HK100 HK200  & Plantronics 925 975 M100,Wireless,4,0,0,N,Y,Four Stars,Foam not good  clips ok so far...,2015-08-31
US,6432063,R18PBERCEATYEO,B00AMPHJOS,431730593,Oem Samsung Galaxy Stratosphere 2 II Shell Combo w/Holster & Kickstand I415,Wireless,2,0,0,N,Y,Two Stars,right after I posted favorable review I noticed it was broken.,2015-08-31
US,9979312,R1576WSQIOU45F,B00NMNYJX6,601065808,"Minisuit SPORTY Armband + Key Holder for Apple iPhone 6 Plus  6S Plus (5.5"")",Wireless,5,0,0,N,Y,Five Stars,very good,2015-08-31
US,132280,R2ZYZJI6R9ATDL,B00JQI2G5O,362894080,Spigen Slim Armor LG G3 Case with Air Cushion Technology and Hybrid Drop Protection for LG G3 2014,Wireless,5,0,0,N,Y,Five Stars,ok,2015-08-31
US,16774212,R3HXHIAJC3UZKD,B00QN1TCDQ,211203788,iPhone 6 Plus Screen Protector  Maxboost [Tempered Glass] 0.2mm Ballistic Glass Screen Protector Work with iPhone 6 Plus and Protective Case,Wireless,5,0,0,N,Y,Great product!,This product is nicer that I was expecting.  And  arrived early!,2015-08-31
US,12342819,R3MZUQRRR2555B,B00UIC2SOG,189785177,iPhone 6 Case  MagicMobile® Rugged Dual Durable Armor Case Impact Resistant Shockproof Double Layer Hard Shell with Soft Flexible Black Silicone Skin Cover,Wireless,4,0,0,N,N,... didn't give this 5 stars was that it was super tough to get on and off the phone,the only reason i didn't give this 5 stars was that it was super tough to get on and off the phone. other than that it's a solid case and it worked to expectation. i dropped my phone a few times while using this case and the case held up.<br /><br />i was given this case at a discounted rate in return for an unbiased opinion.,2015-08-31
US,40791829,RD9SH7L0OFR01,B010U9EV6E,469776990,iClever 2 in 1 Desktop Apple iWatch Bamboo Wood Stand  Compatible For Both 38mm and 42mm Apple Watch and Iphone7 6plus 6  5s  5.,Wireless,5,0,0,N,N,Beautiful Watch Stand/Charger,I purchased this as a gift for my brother who just got an Apple watch in July. He loves it! Being a person who works with wood  he especially loved the wood look  very pretty. It works quite well and was well-priced on Amazon.,2015-08-31
US,128621,R3FLFXDI6CDTS4,B002BBJMO6,3750612,Zeimax® 3 Pack of Universal Touch Screen Stylus Pen (Red + Black + Silver),Wireless,5,0,0,N,Y,Five Stars,excelente,2015-08-31
US,45384795,R3ACAUE7ZTCE7G,B00OMFPQXU,658436736,MPERO IMPACT X Series Kickstand Case for Nokia Lumia 635,Wireless,5,0,0,N,Y,Perfect fit!,The case fits perfectly on my Son's phone. Thanks for the fast shipment of the order.,2015-08-31
US,16398318,R2KWWKW7DA19B6,B00NLY1BB4,33506019,LANDFOX Dream Catcher Painting Soft TPU Case Cover For iPhone 6 6G 4.7 inch,Wireless,2,0,0,N,Y,I like the dreamcatcher graphic a lot,It's okay. I like the dreamcatcher graphic a lot. The case itself is very thin and the edging on her sides is not seamless. The edges have a small plastic &#34;tail&#34; that is left over from when the case was cut. It's not horrible but it is noticeable and annoying.<br /><br />Not sure what I expected though  afterall its $5.,2015-08-31
US,43381227,R1KBYD7KND6KUE,B00HG2QMQQ,611648817,LG G Flex Screen Protectors - EMPIRE,Wireless,5,0,0,N,Y,Five Stars,Great price and fast shipping highly recommended.,2015-08-31
US,1077816,R19SUDXUKPGJVB,B00VGJ64AO,599517601,LG AKA H788 Mobile Phone (White) - International Version No Warranty,Wireless,5,2,2,N,Y,Too Many people Sleeping on this phone,I'm not going to tell you that you should buy this phone  I'll givethe pros and the cons and let you decide for yourself Pros &#34;Durable&#34;    I don't know if Lg of America purposely makes they're phones in America easy to break the screen but this one Right here is a champion. Dropped this on cement  Hard Tile floor  on the sidewalk  and a few Other non carpeted areas. I don't know if it's the construction itself that makes it strong or maybe that LG Of Korea purposely made this phone very strong since it's marketed to teens and younger folks  or maybe it's because every time you dropped the phone instead of it's falling all in one piece and absorbing all the Impact  the back comes off and the battery comes out oftentimes but when you put it back together it works fine. I even had a few front facing dropS so many times I thought oh my God this is it my phone is shattered but I was wrong I am so confident in this phone that I Could do a ear height drop test anytime anywhere and I'm 100 percent sure it won't break and I'm 5ft 10. I don't even have a case on it it's just the screen protector and that's it.  Good Conversation starter (The Eyes)  you have no idea how many conversations have started Because of this.  Me: *Takes my phone out of my pocket to see notifications*  Her: &#34;Omg  does your phone have eyes? Thats sooo cute&#34;  Me:yeah  it's a lil phone from Korea. The Lg aka. check it out it's eye's move too. It even blinks too Her: Thats so adorable  Im ******* by the way.  Continue talking and i ended up getting so many kiks/phone number because of that but i digress. (It's Still Corvette over females doe) A great way to break the ice.  Audio  The Sounds sounds great coming through the speakers no cracking or nothing like that  it's not super loud but if you put it at full volume here and enjoy it even if you're a good distance away. earbuds  it works with every pair of earbuds I have very compatible. Crisp .plus with the LG software their version of the music app you have the option to increase t  the treble  all that. I love that features some songs just don't sound the same without all that bass.let's see what else can I say about the sound? the notifications can be nice and loud. And yeah if you're really into music this is a great phone.  Design   if you are coming from some other company and you're used to the buttons on the sideit'll take a little while but eventually you'll get used to the volume rockers and power button being on the back. and if you don't want to have to deal with that this phone has knock knock you tap on the screen twice to wake it up and then you can enter your password and all that instead of using the little button on the back. and most of the time you can use the littles options At top to adjust the volume but as I said before it's pretty easy To get used to. Plus the phone looks nice  its not ugly.  Call quality The call quality is decent. I thought since this phone was from overseas the call Quality might be off but now it's on point. Texting works normally too .  The speed  if you are used to be mid-range phones  this is quite a little Speedy One.   The Flex factor  lots of people buy Phones As fashion statement  the question is if my  put his galaxy/iPhone/Note/ on the table and you put yo phone next to theirs how would it stack up? I would give this phone a 7. Its pretty nice and if you keep it clean(its easy every not and again wipe wit a lil rubbing alcohol) you can flex on anyone. Looks like one of them $700 Flagships. If yo guy friends see the eyes however they might clown ya. But that don't matter. The eyes are cool to me and that's all that matter.  Security Lots of options to keep it safe. Bunch of lock options and it has lookout too.at least mine did you might have to install it.  accessories  If you like customization this phone comes with funny lil stickers to put on it. If you older you might not care but i found this cool.  Weight  Its not heavy. I likes this.   OsThe operating system is Kitkat  I personally like KitKat. it gets the job done and it doesn't have too many features that I'll never use thatll just drain my battery.  Memory   16 gigs of internal space . And thats good considering my other phone before this had 8 . Up to 32 gb with a memory card but I used a 64 gb chip and it's worked fine.  Auto focus lazer  Cool feature on the camera very useful. And it can shoot high resolution video  Battery   lasts a while. I can get 6 hours wifi on heavy use but if the brightness is at 100 you lose some up time. And if yiu get a replacement battery you can just switch it out bam.  Cons  Camera isn't highest quality. Kinda grainy.  Not waterproof/Water resistant. Thats how my broke. Not broke but it's messed up pretty bad.   Price. Depending on what color you get this can go up to be 300 dollars  them Amazon vendors tryna rip y'all off this a $200/$250 Phone don't be rash wait till the price go down.  Front facing camera is not that great either but you can see so its not complete trash.  Too much stuff. Too many apps pulling on the ram makes it studder occasionally. Not bad but you'll notice it.   5 inches. I came from 4.7 in  i though well .3 in isn't that big of a jump but I was wrong  sometimes I have difficulty reaching the top of the screen to pull down my notification thing. Not the phone fault my hands just wasn't  for 5 in.   Micro sim. I had a regular sim. But its alright T-Mobile switch it and gave me a new one free.  I lied at the start. You should buy this if you think it's cool,2015-08-31
US,1393265,R2ZHHWBPM9FBD8,B00KVAUEFK,91818040,Xperia Z2 Case  MOTOMO [Black] SONY Xperia Z2 Case Aluminum [Brushed Aluminum] Metal Cover Protective Case - Retail Packaging - Black/Black (61Z2PCIMAC-BK),Wireless,5,0,0,N,Y,Five Stars,love it,2015-08-31
US,11203588,R13V0HC4L9ECDE,B00WNXY06W,777383730,Twinbuys M5 Mini Mobile Card Phone for Basic Back Up Use Kids Gift 2G Micro Sim(White),Wireless,1,0,1,N,Y,does not work,Bought a puretalk prepaid sim card for this phone and the phone does not work/connect to the network. Lame...,2015-08-31
US,112013,R1IZNBOV3L5F0S,B012W7Q8DQ,520571010,Luxsure Aluminum Metal Case Underwater Waterproof Shockproof Snowproof Dustproof Durable Full Sealed Protection Case Cover with Fingerprint Recognition Touch ID for Apple iPhone 6/6S(Blue),Wireless,5,17,18,N,N,Great case!,&#34;This a great looking and highly functional case for the iPhone 6.It is a nice solid construction and doesn't add too much bulk to the phone.The case is a little stiff and not that easy to separate.You need to follow the instruction carefully.You should  remove screen protectors at first.<br />You are advised to test the case for waterproofness by placing a piece of paper in the case then dunking it in water. This I did with no problems  the paper was bone dry All the ports are sealed with stoppers so it should be completely sealed.<br />The buttons were still easy to press with the case on and the fingerprint sensor works perfectly;<br />All in all  I like this case and recommend it. &#34;,2015-08-31
US,48290383,RGAPEQ5KY83QM,B00AFYYRL4,654312522,Xtreme Bluetooth Wireless Music Receiver  - Black,Wireless,5,0,0,N,Y,You need to buy one!!!,This is my 8th time buying one of these. Not because they don't last  but because everyone always thinks they are cool and I let them have it. Love the fact that you can turn anything with an AUX input to Bluetooth!,2015-08-31
US,41485531,R2W2UYD2H35OPQ,B00RZA0EXQ,691188802,Garmin 2,Wireless,4,0,0,N,Y,Vivofit2 review,Its annoyingly good at reminding me to get up and move.  Wish it would track 'movement' as well as steps.. and of course I wish it had a vibrate feature. but so far so good.,2015-08-31
US,22116711,R3C52X39X5IW3M,B00FKNHEJW,108729355,Classy Autos 360 Rotating Polka Dot Leather Folio Case Cover for Apple iPad Mini with Stand,Wireless,3,0,0,N,Y,love polka dots,Best quality,2015-08-31
US,43418856,R1VX3PP8OVEDOH,B00OIK33LG,99837996,CamRah iPhone Camera Lens Kit with 3 Universal Lenses  Fisheye Wide Angle and Macro  2 Lens Clips  Octopus Tripod  storage bag and photo tips,Wireless,4,0,0,N,Y,I liked the macro lens the most,I liked the macro lens the most. So sharp! I gave it 4 stars because the wide angle had so much vignette. But this thing is totally worth the money! Works in Sony Xperia z3 compact.,2015-08-31
US,34899222,R32I3OFJD3C7JQ,B00QQW2O14,634201382,OREI 2 in 1 USA to India Adapter Plug,Wireless,4,0,0,N,Y,Four Stars,As past reviewers had indicated  it is a bit bulky and the connections are not tight  but it works.,2015-08-31
US,50824213,R33T5ZP2M2QGYH,B00NKZB5Q0,650573041,TUDIA Ultra Slim LITE TPU Bumper Protective Case for Motorola Moto G (2nd Gen 2014 Released ONLY),Wireless,5,0,0,N,Y,nice cover,fits perfect. doesn't interfere with pockets and purse much. clear color lets me see phone  which I wanted!,2015-08-31
US,11740675,R3SZQLFW4Q57TT,B00N1AFY1Q,922904496,OtterBox Defender Series for iPhone 6 - Black,Wireless,5,0,0,N,Y,Five Stars,Good protection.,2015-08-31
US,31060851,R2DG8BIUXJS4ZA,B00MAWP68W,562844680,Spigen Neo Hybrid Galaxy Note 4 Case with Flexible Inner TPU and Reinforced Hard Bumper Frame for Samsung Galaxy Note 4 2014,Wireless,4,0,0,N,Y,Fantastic case. Looks slick as can be,Fantastic case. Looks slick as can be. The hard buttons remain fully functional. Only reason it doesn't get a 5 is that the case is very difficult to remove  and also  the input for the charger will not fit all chargers. Otherwise  it's a beautiful case.,2015-08-31
US,10129564,R1PO1FLLNSK07D,B00N0QV4J2,821410487,MyBat Tribe Impression MyJacket Wallet with Diamante Belt for LG MS323 Optimus L70  - Blue,Wireless,5,0,0,N,N,Five Stars,Very sturdy  keeps phone nice and safe!,2015-08-31
US,6864668,RRMLJ4KHSKI2O,B0095P2F1S,86522416,Jaybird Freedom Sprint Bluetooth Headset  - Storm White,Wireless,3,0,0,N,Y,I wanted to like these headphones,They sounded okay  they had plenty of the skipping that is all too well known with bluetooth headphones  very difficult for me to get the right fit with these. I wanted to like these headphones  but the Blue Buds X were just a hands down winner  the Blue Buds just have too many better features to go with freedoms instead. Durability wise  only time will tell. But these freedoms weren't as good sounding to me  the ear hooks were not as comfortable as I was expecting  I also prefer the Blue Buds due to their smaller size. The price is higher  I bit the bullet and bought them and I am so much happier with them than I was with the cheaper alternatives. I use the Comply Foam Tips and they improve any set of headphones dramatically in My opinion.,2015-08-31
US,6348415,RNJY7OTFUE3FA,B00QEXKZN4,388826160,MyBat LG VS880 (G Vista) TUFF Hybrid Phone Protector Cover - Retail Packaging - Teal,Wireless,5,0,0,N,Y,Five Stars,Great,2015-08-31
US,5409226,R1G8HQ361F2OGF,B00G9Q8A6U,215855809,Zeimax HD Crystal Clear Screen Protector for Samsung Galaxy Note 3,Wireless,1,0,0,N,Y,broken when came in,I just received mine and it was broken I didn't even get to use it! !!!!! Horrible care!,2015-08-31
US,50535845,RU9N5CP0EULH2,B0093IHYSG,332946058,Speck Products SmartFlex Card Case for iPhone 5,Wireless,5,0,0,N,Y,Five Stars,Nice product.  Does  as advertised.  Getting used to not carrying a wallet and only carrying necessary with me.,2015-08-31
US,10484195,R3HZ3E1YG21IYU,B00NH5ZXR0,705671329,Caudabe: The Veil for iPhone 6 (4.7) Premium Ultra Thin Case [Eco-friendly retail packaging],Wireless,5,1,1,N,Y,Though the case is a lot slippery i liked it more than the leather one I bought at ...,Fits perfectly. Saved my iPhone from getting damaged quite few times  forcing me to keep using.<br />Though the case is a lot slippery i liked it more than the leather one I bought at Apple Store.<br />Looks not compromised.<br />Phone feels lot slimmer. No weight added.<br />Overall great case :),2015-08-31
US,108301,RFEZZOVUSFRVU,B011QCWYW2,814533857,HTC Desire 626 Case  HTC Desire 626s Case  ATUS® HTC Desire 626s  HTC Desire 626 Armor Series - Heavy Duty Dual Layer Holster Case Kick Stand with Locking Belt Swivel Clip + Ultra-sensitive Stylus Pen,Wireless,3,0,0,N,Y,Case is pretty decent nice snug fit on my phone but the ...,Case is pretty decent nice snug fit on my phone but the kick stand on the phone is really difficult to use.,2015-08-31
US,5421419,R3GYWKRG8YU7K4,B00CDJ6KUA,452440490,Lifeproof iPhone 5/5S Belt Clip,Wireless,5,0,0,N,Y,Five Stars,is awesome,2015-08-31
US,4439414,R3QP6739WN6HCP,B00T6P03YS,546887936,Hybridized Clarity Clear back panel,Wireless,1,0,1,N,Y,Gave it away for my son to play with don't waste your,Not what I expected at all.  Online description misleading.  Gave it away for my son to play with  don't waste your money,2015-08-31
US,3834496,R3VKL3BZ460UIX,B00G9AT7LI,66852532,LifeProof FRE iPhone 5c Waterproof Case - Retail Packaging - WHITE/CLEAR,Wireless,5,0,0,N,Y,Five Stars,Everything was great. Thank you.,2015-08-31
US,1719319,R26Y5V697YUXR0,B00NTYHQBU,170231435,Generic 3.5mm Jack Zipper earphone Earbuds with Remote and Mic for Iphone   samsung -Blue,Wireless,4,0,0,N,Y,Good value,Quality is not great but for the price is completely acceptable. Very cool design and zipper works easily; cloth cord does not tangle much. Bought these mostly for the cool and anti-tangle design  very pleased with it. Would be 5 star if not for the sound quality but I would buy these again if I needed another pair of cheap earbuds to toss in a bag and take out without having to spend ten minutes detangling them.,2015-08-31
US,16589796,R32N2H6YOFW9ET,B0113ISNRE,909555271,Amoner Durable-Series 10ft 8 Pin USB Charging Cable Syncing Cord  3 Piece - White,Wireless,1,1,2,N,Y,totally disappointed. Do not buy this product,Doesn't work on my iPad Air. Would not advised purchasing this product. I have tried different charging bricks and it's the same thing  I get a message that my iPad is not charging.,2015-08-31
US,46180395,R33FNQ2SKQ5RFQ,B00KTI2CB8,156650525,iPhone 5 Case  iPhone 5S Case  Case Ace® Silicone Slim Protective iPhone 5 5S Case Cover for Apple iPhone 5/5S,Wireless,3,2,2,N,Y,This case did not work with aftermarket charger cords; ...,This case did not work with aftermarket charger cords; but to clarify they did work with my cords purchased from Apple. I had to notch out the openings a bit to get the aftermarket cord to fit. Otherwise  durable and dependable.,2015-08-31
