9612980047,[-0.5994],[5],"[[suppose, problem]]","[[suppose problem, -0.5994, 5]]"
B004RO3QOM,"[0.8689, 0.2263, 0.0, -0.0516, 0.6249, 0.0, -0.0247]","[5, 5, 5, 3, 5, 2, 2]","[[work, great, pick, police, radar], [work, year, reading, wont, work, detection, capability, work, voice, alert, detect, train, area, month, go, bridge, intersection, town, day, mean, set, frequency, hwy, v, city, detector, location, time, worth, money, month, use], [see, digital, display], [reminder, watch, speed, doesnt, bell, whistle, bit, price, unit, pick, signal, ways], [ok, use, night, time, light, go, nothing, go, direct, radar, gun, point, car], [buy, hubby, birthday, purchase, subaru, wrx, sti, figure, lot, better, spent, radar, detector, speed, ticket, lol, work, get, position, read, hear, get, use, dont, look, detector, determine, alert, sound, beep], [arrive, expect]]","[[work great pick police radar, 0.8689, 5], [work year reading wont work detection capability work voice alert detect train area month go bridge intersection town day mean set frequency hwy v city detector location time worth money month use, 0.2263, 5], [see digital display, 0.0, 5], [reminder watch speed doesnt bell whistle bit price unit pick signal ways, -0.0516, 3], [ok use night time light go nothing go direct radar gun point car, 0.6249, 5], [buy hubby birthday purchase subaru wrx sti figure lot better spent radar detector speed ticket lol work get position read hear get use dont look detector determine alert sound beep, 0.0, 2], [arrive expect, -0.0247, 2]]"
B004ROGTM8,[-0.4784],[1],"[[fit, series, curve, disappointment]]","[[fit series curve disappointment, -0.4784, 1]]"
B004W7DQKI,[0.4215],[5],[[nice]],"[[nice, 0.4215, 5]]"
B004YE49ZA,[0.7828],[5],"[[work, love, adjustability]]","[[work love adjustability, 0.7828, 5]]"
B00576BVH8,[0.9236],[5],"[[son, buy, however, purchase, girl, borrow, havent, see, ha, guess, think]]","[[son buy however purchase girl borrow havent see ha guess think, 0.9236, 5]]"
B005AAREUO,[0.807],[5],"[[product, please]]","[[product please, 0.807, 5]]"
B005EWTKAA,"[-0.1531, 0.1531, 0.9331, 0.0, 0.9525, 0.7506]","[1, 2, 4, 1, 4, 5]","[[difficulty, change, station, addition, movie, quality, need, improvement], [cheap, price, work, like, radio, excellent, sound, touch, screen, work, downfall, subwoofer, female, hook, male], [radio, work, year, child, operate, use, phone, bluetooth, problem, purchase, adapter], [screen, go, blank, switch, input, backup, camera, work], [say, radio, start, love, love, look, dash, ford, mustang, problem, instal, influence, anyway, radio, go, vary, volume, alot, annoy, notice, bluetooth, give, hiss, play, louder, conxlude, money, problem, recommend, others, option, play, doesnt, work, option, tobplay], [piece, junk, buy, car, month, half, screen, stop, work, want, money]]","[[difficulty change station addition movie quality need improvement, -0.1531, 1], [cheap price work like radio excellent sound touch screen work downfall subwoofer female hook male, 0.1531, 2], [radio work year child operate use phone bluetooth problem purchase adapter, 0.9331, 4], [screen go blank switch input backup camera work, 0.0, 1], [say radio start love love look dash ford mustang problem instal influence anyway radio go vary volume alot annoy notice bluetooth give hiss play louder conxlude money problem recommend others option play doesnt work option tobplay, 0.9525, 4], [piece junk buy car month half screen stop work want money, 0.7506, 5]]"
B005MIVQSA,"[-0.2755, -0.2263]","[1, 1]","[[didnt, recommend, charger], [didnt, charging]]","[[didnt recommend charger, -0.2755, 1], [didnt charging, -0.2263, 1]]"
B006YZM332,[0.6615],[2],"[[review, order, env, phone, work, accept, hold, charge, say, return, simple, easy]]","[[review order env phone work accept hold charge say return simple easy, 0.6615, 2]]"
B00793S5WQ,[0.7351],[5],"[[perfect, conditionbr, thank]]","[[perfect conditionbr thank, 0.7351, 5]]"
B007AO7QVU,[-0.0772],[2],"[[flip, hinge, broke, change, phone, model]]","[[flip hinge broke change phone model, -0.0772, 2]]"
B0083EC2VA,[0.9358],[5],"[[item, take, loop, hang, add, couple, jump, ring, attach, vegeta, keychain, quality, theyre, paint, ship, way, show, saiyan, pride]]","[[item take loop hang add couple jump ring attach vegeta keychain quality theyre paint ship way show saiyan pride, 0.9358, 5]]"
B0089F2ILM,[0.4404],[5],[[product]],"[[product, 0.4404, 5]]"
B008TZM1MS,[0.3612],[4],"[[tip, galaxy, ]]","[[tip galaxy , 0.3612, 4]]"
B008UPI4GO,"[0.982, -0.2732]","[5, 5]","[[satisfy, product, time, use, road, trip, think, hr, battery, use, day, include, texting, call, watch, surf, playing, make, enjoy, phone, well, compare, samsung, battery, save, lot, way, price, case, fit, looking, star], [battery, meet, expectation, im, heavy, phone, user, battery, go, day, charge, use, phone, seeing, performance, purchase, phone, use, family]]","[[satisfy product time use road trip think hr battery use day include texting call watch surf playing make enjoy phone well compare samsung battery save lot way price case fit looking star, 0.982, 5], [battery meet expectation im heavy phone user battery go day charge use phone seeing performance purchase phone use family, -0.2732, 5]]"
B008VI7ORA,"[0.0, 0.9022]","[5, 5]","[[dosent, come, stand], [mount, pro, run, iphone, camera, add, great, mount, hold, phone, snug, buy, thanks, make]]","[[dosent come stand, 0.0, 5], [mount pro run iphone camera add great mount hold phone snug buy thanks make, 0.9022, 5]]"
B009RCQWLI,"[0.0, 0.6249, -0.5733]","[3, 4, 1]","[[china, stuff], [recommend, try, power, set, transmit, get, handle], [product, ]]","[[china stuff, 0.0, 3], [recommend try power set transmit get handle, 0.6249, 4], [product , -0.5733, 1]]"
B00A6OTATW,[0.0],[3],"[[case, vibrate, picture, receive, case, kinda, fade]]","[[case vibrate picture receive case kinda fade, 0.0, 3]]"
B00B2BYU1Q,"[-0.431, -0.6908]","[4, 1]","[[nokia, series, phone, work, need, die, battery, closest, version, findbr, newer, version, seem, bit, faster, memory, seem, feature, phone, problem, text, keyboard, bit, finger, thats, problem, phone, front, screen, icon, finger, select, easilybr, sure, problem, receive, amazon, sender, breed, make, seem, problem, phone, arrive, day, plan, job, guy], [audio, bad, quality]]","[[nokia series phone work need die battery closest version findbr newer version seem bit faster memory seem feature phone problem text keyboard bit finger thats problem phone front screen icon finger select easilybr sure problem receive amazon sender breed make seem problem phone arrive day plan job guy, -0.431, 4], [audio bad quality, -0.6908, 1]]"
B00BN42G5Y,"[0.765, 0.0129, 0.6369]","[5, 4, 5]","[[battery, job, problem, month, loses, charge, connection, something, sort, carry, im, know, expect, forever], [buy, gift, uncle, love], [charger]]","[[battery job problem month loses charge connection something sort carry im know expect forever, 0.765, 5], [buy gift uncle love, 0.0129, 4], [charger, 0.6369, 5]]"
B00C3XW5L4,[0.8591],[5],"[[use, make, difference, teleconference, mobile, sound, quality, excellent, microphone, sensitivity, perfect, work, area, dont, think, work, room, conference, speaker]]","[[use make difference teleconference mobile sound quality excellent microphone sensitivity perfect work area dont think work room conference speaker, 0.8591, 5]]"
B00C96CMDG,"[-0.7311, 0.4215, 0.4404, 0.8395, 0.6249, -0.5717]","[4, 5, 5, 5, 5, 5]","[[choice, protect, make, phone, bit, bulkier, worth, trade, avoid, damage, device, dont, use, belt, clip, find, awkward, complaint, cant, seem, get, rid, amount, oil, slick, appearance, cause, integrate, screen, protector], [work, great], [hold, time, sell, phone, case, knockoff], [drop, phone, dozen, time, graceful, person, crack, yes, add, bit, mass, size, ill, take, get, phone], [nice], [prosbr, otterbox, fail, sturdiness, improve, generation, product, tell, rubber, less, elongation, take, place, time, sure, replace, product, stay, price, competitivebr, br, consbr, con, lock, tab, edge, somehow, hole, bar, thickerreinforced, pry, groove, add, instruction, take, apart, destroying, nice]]","[[choice protect make phone bit bulkier worth trade avoid damage device dont use belt clip find awkward complaint cant seem get rid amount oil slick appearance cause integrate screen protector, -0.7311, 4], [work great, 0.4215, 5], [hold time sell phone case knockoff, 0.4404, 5], [drop phone dozen time graceful person crack yes add bit mass size ill take get phone, 0.8395, 5], [nice, 0.6249, 5], [prosbr otterbox fail sturdiness improve generation product tell rubber less elongation take place time sure replace product stay price competitivebr br consbr con lock tab edge somehow hole bar thickerreinforced pry groove add instruction take apart destroying nice, -0.5717, 5]]"
B00D8HP9IA,[0.4404],[3],"[[read, description, better, skin, case]]","[[read description better skin case, 0.4404, 3]]"
B00DFLS4M2,[-0.4973],[4],"[[dont, fit, battery, fit, charger]]","[[dont fit battery fit charger, -0.4973, 4]]"
B00E24KTYM,"[0.7269, -0.7888, 0.7579]","[5, 5, 4]","[[feel, hand], [case, star, dimple, indent], [case, bulky, matte, surface, raise, edge, phone, face, screen, doesnt, touch, surfacebr, happen, drop, phone, twice, park, lot, phone, flew, hand, edge, phone, land, surface, phone, bounce, time, come, rest, damage, phonebr, second, time, drop, phone, floor, thing, happen, land, edge, phone, bounce, damagebr, im, please, thatbr, note, volume, powersleep, button, cover, using, button, case]]","[[feel hand, 0.7269, 5], [case star dimple indent, -0.7888, 5], [case bulky matte surface raise edge phone face screen doesnt touch surfacebr happen drop phone twice park lot phone flew hand edge phone land surface phone bounce time come rest damage phonebr second time drop phone floor thing happen land edge phone bounce damagebr im please thatbr note volume powersleep button cover using button case, 0.7579, 4]]"
B00ERU4M30,[0.5719],[5],[[excellent]],"[[excellent, 0.5719, 5]]"
B00EZNSUPU,[0.5986],[4],"[[get, gift, dad, love, use, problem, front, face, camera, isnt, good, doesnt, connect, wifi, good, look, phone, look, better, slimmed]]","[[get gift dad love use problem front face camera isnt good doesnt connect wifi good look phone look better slimmed, 0.5986, 4]]"
B00F3SIVY6,"[0.6249, 0.5994, 0.4404]","[5, 5, 5]","[[expect], [case], [like, otterbox, commuter, series, job]]","[[expect, 0.6249, 5], [case, 0.5994, 5], [like otterbox commuter series job, 0.4404, 5]]"
B00FPT7X4M,[-0.0516],[5],"[[everything, come, expect, problem, inexpensive, get, pay, seller, great, job]]","[[everything come expect problem inexpensive get pay seller great job, -0.0516, 5]]"
B00GDTYYZO,[-0.4161],[3],"[[buy, body, fit, ipad, air, protect, time, see, apple, logo, month, protector, become, doesnt, look, anymore, happy]]","[[buy body fit ipad air protect time see apple logo month protector become doesnt look anymore happy, -0.4161, 3]]"
B00GGY8AUG,[0.6249],[3],"[[work, great, glue, come, apart, month]]","[[work great glue come apart month, 0.6249, 3]]"
B00GJEIO8G,[-0.4215],[2],"[[broke, use]]","[[broke use, -0.4215, 2]]"
B00GN5DHH4,[0.4404],[4],"[[unbox, set, moment, radio, seem, sturdy, issue, work, waiting, hear, thing, foam, earpads, earbuds, seem, rip, update, get, field, test]]","[[unbox set moment radio seem sturdy issue work waiting hear thing foam earpads earbuds seem rip update get field test, 0.4404, 4]]"
B00GNFK89O,[0.9812],[5],"[[investment, want, track, vehicular, activity, gps, track, use, chevy, pickup, covert, device, attach, bottom, side, pickup, bed, provide, information, say, includes, software, package, produce, report, track, vehicle, activity, google, map, ability, customize, setting, show, color, cod, range, vehicle, speed, speed, cursorvehicle, track, vehicle, route, activity, base, gps, track, life, litioum, ion, battery, day, data, record, device, service, provider, feesbr, br, wonderful, build, design, product, recommend, friend]]","[[investment want track vehicular activity gps track use chevy pickup covert device attach bottom side pickup bed provide information say includes software package produce report track vehicle activity google map ability customize setting show color cod range vehicle speed speed cursorvehicle track vehicle route activity base gps track life litioum ion battery day data record device service provider feesbr br wonderful build design product recommend friend, 0.9812, 5]]"
B00GR9PHP6,[-0.3828],[1],"[[poor, fit, phone, say, description]]","[[poor fit phone say description, -0.3828, 1]]"
B00H272V4C,[0.6801],[5],"[[sub, mustang, lol, want, know, buy, door, speaker, tweeter, want, vocal, bass, drowns]]","[[sub mustang lol want know buy door speaker tweeter want vocal bass drowns, 0.6801, 5]]"
B00H8ASMXW,[-0.6059],[4],"[[phone, hand, work, person, loving, complain, problem, man]]","[[phone hand work person loving complain problem man, -0.6059, 4]]"
B00HAUOMLG,[0.6124],[5],"[[work, thank]]","[[work thank, 0.6124, 5]]"
B00HO0ZUX6,[0.8617],[5],"[[case, snap, give, slim, look, phone, love, case]]","[[case snap give slim look phone love case, 0.8617, 5]]"
B00HRJI0EU,[-0.8124],[2],"[[gb, apps, need, transfer, one, transfer, sd, card, disappoint, purchase, fault, didnt, know, cut, corner, cost, reduction, make, phone, gb, storage, look, cheap, phone, take, look, kyocera, hydro, life, water, resistant]]","[[gb apps need transfer one transfer sd card disappoint purchase fault didnt know cut corner cost reduction make phone gb storage look cheap phone take look kyocera hydro life water resistant, -0.8124, 2]]"
B00HSFCGB6,"[-0.4497, 0.4404]","[5, 5]","[[sent, battery, rectify, problem, send, china, proper, battery, function, iphone], [product, fast, ship]]","[[sent battery rectify problem send china proper battery function iphone, -0.4497, 5], [product fast ship, 0.4404, 5]]"
B00HSR2VIC,[0.5994],[5],"[[work, device]]","[[work device, 0.5994, 5]]"
B00HUIL310,"[-0.7187, 0.9848, 0.765, 0.8519, 0.9426, 0.4019, 0.5719, 0.7845, 0.8519, 0.25, 0.6249, 0.4601, 0.6369, 0.9202, 0.7506, 0.8251, 0.8885, 0.9164, -0.3506, 0.4391, 0.6597, 0.8748, 0.3612]","[1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 2, 5, 5, 3, 4, 5, 2, 5, 1]","[[suggestion, manufacturer, support, arm, accommodate, car, slant, dash, board, civics, etc], [samsung, galaxy, ring, yes, thought, id, cut, battery, sticker, info, close, work, fine, fact, phone, hold, road, jarring, hit, fall, thought, luck, ill, try, tegra, note, tablet, hold, jarring, hit, freeways, weight, take, wont, take, point, make, phone, watch, phablets, owner, update, look, cool, look, phone, holder, stolen, car, thing, take, look, im, go, purchase, updatepurchased, vehicle, broke, ball, area, month, super, lame, think, build, im, knocking, couple, star], [buy, wife, car, car, broke, screw, turn, secure, holder, cd, slotbr, br, email, koomus, invoice, picture, issue, cskoomuscom, warranty, return, process, heard, br, device, work, warranty, return, process, nonexistent, expect, purchase, year, warranty, state], [plain, awesome, phone, holder], [work, tighten, screw, deck, aftermarket, deck, deck, car, dashboard, ball, joint, perfect, get, snap, convenient, well, phone, holder, try, let, phone, portrait, landscape, mode, placement, phone, middle, car, great, recommend, anyone], [make, magnet, itll, hold, phone, road], [productno, complaint], [item, last, month, plastic, crack, screw, hole, look, better, make, item, others], [receive, product, screw, come, didnt, fit, inside], [work, great, wish, didnt, block, radio, presets, im, okay, work, see, time, radio, serf, purpose, work], [mount, cd, slot, buick, regal, second, cover, clock, display, put, magnet, otterbox, commuter, case, iphone, plus, fit, tell, magnet, phone, secure, mount, time, fell, match, mount, magnet, phone, magnet, set, phone, mount, hold, phone, hit, bump, mount, combination, jetech, fm, transmitter, godsend, latter, carsbr, br, prosbr, br, installationbr, rotate, phone, landscape, take, phone, mountbr, hold, honk, iphone, otterbox, commuter, case, factor, mebr, safety, improves, attention, road, dont, phone, slide, falling, sit, lapbr, see, gps, navigation, phone, switch, song, watch, videosmovies, control, phone, call, use, earbuds, builtin, micbr, get, call, txt, email, etc, listen, musicbr, br, consbr, block, clock, display, littlebr, br, tldr, work, iphone, otterbox, commuter, case, use, include, magnet, control, call, video, gps, phone, enhance, safety], [take, get, use, compare, windshield, mount, closer, easier, see, complaint, block, display, car, stereo, need, tighten, screw, spread, plat, cd, slot, mount, loose, pull, need, keep, turn, screw, cant, turn, anymore, dont, try, turn, past, crackbreak, something], [work, great, look], [couple, phone, holder, clamp, vent, broke, lovebr, peasy, set, hold, cd, slot, recommend], [excellent], [handy, love, turn, upside, work, touchscreen, car, touchscreen, display, cd, slot, work, way], [worry, iphone, go, come, fly, slide, bit, magnet, feel, well], [volvo, rdesign, insert, thin, accessory, slip, afraid, break, cd, slot, iphone, fiobacci, case, plate, built, magnet, hold, let, phone, slip, work, hold, phone, issue, insert, slip, cd, slot, holster, stylish, use, look, working, get, work, stop, slip, itll, star, accessory], [mini, cooper, clubmanthis, product, fit, perfect, cd, player, play, cd, want, tho, dont, use, cd, m, magnet, provide, hold, iphone, otter, defender, case, thick, weightthought, wasnt, go, work, end, workinglove, thingdont, know], [super, sturdy, work, need, cd, slot, instal], [use, day, stay, put, dont, use, cd, way, keep, phone, handy, dash, shudder, vent, mount], [work, great]]","[[suggestion manufacturer support arm accommodate car slant dash board civics etc, -0.7187, 1], [samsung galaxy ring yes thought id cut battery sticker info close work fine fact phone hold road jarring hit fall thought luck ill try tegra note tablet hold jarring hit freeways weight take wont take point make phone watch phablets owner update look cool look phone holder stolen car thing take look im go purchase updatepurchased vehicle broke ball area month super lame think build im knocking couple star, 0.9848, 5], [buy wife car car broke screw turn secure holder cd slotbr br email koomus invoice picture issue cskoomuscom warranty return process heard br device work warranty return process nonexistent expect purchase year warranty state, 0.765, 5], [plain awesome phone holder, 0.8519, 5], [work tighten screw deck aftermarket deck deck car dashboard ball joint perfect get snap convenient well phone holder try let phone portrait landscape mode placement phone middle car great recommend anyone, 0.9426, 5], [make magnet itll hold phone road, 0.4019, 5], [productno complaint, 0.5719, 5], [item last month plastic crack screw hole look better make item others, 0.7845, 5], [receive product screw come didnt fit inside, 0.8519, 5], [work great wish didnt block radio presets im okay work see time radio serf purpose work, 0.25, 5], [mount cd slot buick regal second cover clock display put magnet otterbox commuter case iphone plus fit tell magnet phone secure mount time fell match mount magnet phone magnet set phone mount hold phone hit bump mount combination jetech fm transmitter godsend latter carsbr br prosbr br installationbr rotate phone landscape take phone mountbr hold honk iphone otterbox commuter case factor mebr safety improves attention road dont phone slide falling sit lapbr see gps navigation phone switch song watch videosmovies control phone call use earbuds builtin micbr get call txt email etc listen musicbr br consbr block clock display littlebr br tldr work iphone otterbox commuter case use include magnet control call video gps phone enhance safety, 0.6249, 5], [take get use compare windshield mount closer easier see complaint block display car stereo need tighten screw spread plat cd slot mount loose pull need keep turn screw cant turn anymore dont try turn past crackbreak something, 0.4601, 3], [work great look, 0.6369, 5], [couple phone holder clamp vent broke lovebr peasy set hold cd slot recommend, 0.9202, 5], [excellent, 0.7506, 2], [handy love turn upside work touchscreen car touchscreen display cd slot work way, 0.8251, 5], [worry iphone go come fly slide bit magnet feel well, 0.8885, 5], [volvo rdesign insert thin accessory slip afraid break cd slot iphone fiobacci case plate built magnet hold let phone slip work hold phone issue insert slip cd slot holster stylish use look working get work stop slip itll star accessory, 0.9164, 3], [mini cooper clubmanthis product fit perfect cd player play cd want tho dont use cd m magnet provide hold iphone otter defender case thick weightthought wasnt go work end workinglove thingdont know, -0.3506, 4], [super sturdy work need cd slot instal, 0.4391, 5], [use day stay put dont use cd way keep phone handy dash shudder vent mount, 0.6597, 2], [work great, 0.8748, 5], [, 0.3612, 1]]"
B00HVHQFKE,[0.5719],[5],"[[perfect, product, idaho, purchase, inch, whip, attach, antenna, vehicle]]","[[perfect product idaho purchase inch whip attach antenna vehicle, 0.5719, 5]]"
B00I16V9TG,[0.0],[1],[[work]],"[[work, 0.0, 1]]"
B00I4WYXAO,[0.8846],[5],"[[product, work, better, expect, month, go, sound, amaze, advice, anyone, get, product, reading, review, dont, leave, plug, v, outlet, turn, vehicle, auto, connect, device]]","[[product work better expect month go sound amaze advice anyone get product reading review dont leave plug v outlet turn vehicle auto connect device, 0.8846, 5]]"
B00IHG2OCQ,"[0.0, -0.5423]","[2, 1]","[[suppose, viewer, peep, make, look, view, see, product, need, inside, dark, area], [see, anything, sunlight]]","[[suppose viewer peep make look view see product need inside dark area, 0.0, 2], [see anything sunlight, -0.5423, 1]]"
B00IS6MM5Y,[0.7845],[5],"[[case, cover, phone, nice, snug]]","[[case cover phone nice snug, 0.7845, 5]]"
B00ITI24EK,"[0.7845, 0.7171, 0.6249, 0.6249, 0.8497, 0.4215, 0.6369]","[5, 4, 5, 5, 5, 5, 5]","[[work, great], [star, quality, anything, description, image, case, fit, overall, work, job, qi, charger, problem, give, charge, product], [charge, case, come, handy, make, thing, lay, phone, versus, try, find, cord, plug], [oem, wireless, charge, cover, plug, lay, blue, light, come, stay, charge, charge, sleep, issue, make, buy, oem, equipment, cost], [nice, charger, work], [case]]","[[work great, 0.7845, 5], [star quality anything description image case fit overall work job qi charger problem give charge product, 0.7171, 4], [charge case come handy make thing lay phone versus try find cord plug, 0.6249, 5], [oem wireless charge cover plug lay blue light come stay charge charge sleep issue make buy oem equipment cost, 0.6249, 5], [nice charger work, 0.8497, 5], [case, 0.4215, 5], [, 0.6369, 5]]"
B00IY1OX8M,"[0.6492, -0.3612]","[5, 5]","[[work, fine, issuesbr, charge], [handy, dont, worry, cord, get, tangle, dont, charge, day, vehicle, easy, store, awasy]]","[[work fine issuesbr charge, 0.6492, 5], [handy dont worry cord get tangle dont charge day vehicle easy store awasy, -0.3612, 5]]"
B00J36PB9C,[0.6369],[4],"[[case, g]]","[[case g, 0.6369, 4]]"
B00J6EFDAI,"[0.5719, -0.4215]","[5, 1]","[[clip, break, day, receive], [perfect, replacement]]","[[clip break day receive, 0.5719, 5], [perfect replacement, -0.4215, 1]]"
B00JAKNKN0,[0.911],[3],"[[dont, feel, battery, last, play, pretty, guess, cant, complain]]","[[dont feel battery last play pretty guess cant complain, 0.911, 3]]"
B00JKS5S00,"[0.6249, 0.4044]","[4, 1]","[[bluetooth, speaker], [worse, thing, buy, speaker, regret, buy, speaker, buy, listen, work, work, car, known, loud, buy, office, plus, charger, fall, speaker, move, use, bluetooth, phone, work, great, easy, way, waste, money, buy, junk, speaker, buy, sound, speaker, save, money, something, well]]","[[bluetooth speaker, 0.6249, 4], [worse thing buy speaker regret buy speaker buy listen work work car known loud buy office plus charger fall speaker move use bluetooth phone work great easy way waste money buy junk speaker buy sound speaker save money something well, 0.4044, 1]]"
B00JWULO4U,"[0.9588, 0.1779]","[5, 4]","[[case, buy, thing, make, port], [work, bit, get, wont, slip, get, shape, put, test, dropping, phone, feel, confident, work, extra, rubber, corner, seem, pen, offer, value, happy, package, there, nothing]]","[[case buy thing make port, 0.9588, 5], [work bit get wont slip get shape put test dropping phone feel confident work extra rubber corner seem pen offer value happy package there nothing, 0.1779, 4]]"
B00JWXW5ZE,[0.7906],[5],"[[quality, price]]","[[quality price, 0.7906, 5]]"
B00K15Q2B0,"[0.788, 0.8052, 0.2023, 0.4404]","[3, 5, 5, 5]","[[use, know, base, phone, run], [get, love, phonebr, use, phone, awhile, find, difficult, access, sd, card, try, root, find, thru, research, boot, loader, lock, root, use, hot, spot, losses, file, go, africa, horse, rid, trail, film, family, giraffe, feet, show, rider, go, share, gonebr, dont, love, phone], [purchase, return, samsung, galaxy, id, purchase, seller, condition, recommend, phone, fyi, im, use, phone, att, service, talk, problem], [work, fine, att]]","[[use know base phone run, 0.788, 3], [get love phonebr use phone awhile find difficult access sd card try root find thru research boot loader lock root use hot spot losses file go africa horse rid trail film family giraffe feet show rider go share gonebr dont love phone, 0.8052, 5], [purchase return samsung galaxy id purchase seller condition recommend phone fyi im use phone att service talk problem, 0.2023, 5], [work fine att, 0.4404, 5]]"
B00K227PG8,[0.2134],[3],[[ok]],"[[ok, 0.2134, 3]]"
B00K6YEQUK,[0.0],[5],"[[say, inch, sae, usb, cord, charge, device, usb, cord]]","[[say inch sae usb cord charge device usb cord, 0.0, 5]]"
B00KAAWEKY,"[0.7351, 0.8952]","[5, 5]","[[look, card, fit, bill], [love, work, come, handy, thank]]","[[look card fit bill, 0.7351, 5], [love work come handy thank, 0.8952, 5]]"
B00KFVM6K6,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B00KFW7Q4G,[0.0],[4],"[[case, arrive, tact, indicate, picture, order]]","[[case arrive tact indicate picture order, 0.0, 4]]"
B00KH9G2QK,"[0.5859, 0.6369]","[5, 5]","[[head, set]]","[[head set, 0.5859, 5], [, 0.6369, 5]]"
B00KNNSOMK,[-0.6542],[4],"[[cheaply, make, tell, sticker, picture, complaint, buck]]","[[cheaply make tell sticker picture complaint buck, -0.6542, 4]]"
B00KRV4E36,[-0.9221],[1],"[[buy, product, year, come, review, product, secound, time, secound, time, receive, charge, wouldnt, hold, charge, contact, seller, tell, describe, told, product, know, trick, wave, say, keep, charging, thats, battery, day, dosent, hold, charge, dy, charge, power, button, get, stuck, fustrating, im, disappoint, purchase, come, repurchase, misplace, batter, loyal, customer, say, buyer, beware, save, rude, customer, service]]","[[buy product year come review product secound time secound time receive charge wouldnt hold charge contact seller tell describe told product know trick wave say keep charging thats battery day dosent hold charge dy charge power button get stuck fustrating im disappoint purchase come repurchase misplace batter loyal customer say buyer beware save rude customer service, -0.9221, 1]]"
B00L5Z42QW,"[0.0, 0.9164, 0.6941]","[4, 5, 5]","[[hold, ups, fall, throw, need, replace, month, screen, get, see], [get, case, expect, shatter, phone, screen, need, case, protect, phone, didnt, want, spend, otterbox, surprise, case, protect, phone], [case, super, id, compare, otter, box, alot, tricky, get, want, tight]]","[[hold ups fall throw need replace month screen get see, 0.0, 4], [get case expect shatter phone screen need case protect phone didnt want spend otterbox surprise case protect phone, 0.9164, 5], [case super id compare otter box alot tricky get want tight, 0.6941, 5]]"
B00LAWC4PG,[-0.6652],[2],"[[receive, item, color, show, picture, take, time, get, case, loosen, ipod, fit, least, front, case, open, longer]]","[[receive item color show picture take time get case loosen ipod fit least front case open longer, -0.6652, 2]]"
B00LFO5SYS,[0.7783],[5],"[[keep, phone, loving]]","[[keep phone loving, 0.7783, 5]]"
B00LGRYMEQ,[-0.2755],[2],"[[tower, come, week, wouldnt, recommend]]","[[tower come week wouldnt recommend, -0.2755, 2]]"
B00LNB7YPE,[0.886],[5],"[[excellent, screen, protector, fit, lg, g, watch]]","[[excellent screen protector fit lg g watch, 0.886, 5]]"
