B0000CEPC8,[0.0],[5],"[[receive, expect]]","[[receive expect, 0.0, 5]]"
B00AX8M570,"[0.6597, 0.296, 0.2382, 0.7003, 0.0, 0.2732, -0.0572, 0.5719, 0.4215, 0.296]","[5, 2, 3, 5, 2, 5, 1, 5, 4, 3]","[[ok], [nice, casegreat, design], [item, fit, galaxy, way, iphone, wait, replacement, see, mislabeled, camera, speaker, hole, design, accordance, galaxy, lengthwidthdepthvery, strange], [feeling, case, swivel, clip, put, drop, test], [drop, phone, couple, time, crack, mini, stand], [hold, ok], [get, expect, perfect], [kickstand, wear], [work], [time, weve, purchase, case, cant, say, case, faulty, mr, dork, hip, none, wear, forgets, get, snag, thing, he, break, let, get, fourthbr, br, case, good, clip, snap, say, dork, us, bit, force, he, boy, hes, go, learn, put, phone, pocket, im, go, stop, buy, thing, he, go, break]]","[[ok, 0.6597, 5], [nice casegreat design, 0.296, 2], [item fit galaxy way iphone wait replacement see mislabeled camera speaker hole design accordance galaxy lengthwidthdepthvery strange, 0.2382, 3], [feeling case swivel clip put drop test, 0.7003, 5], [drop phone couple time crack mini stand, 0.0, 2], [hold ok, 0.2732, 5], [get expect perfect, -0.0572, 1], [kickstand wear, 0.5719, 5], [work, 0.4215, 4], [time weve purchase case cant say case faulty mr dork hip none wear forgets get snag thing he break let get fourthbr br case good clip snap say dork us bit force he boy hes go learn put phone pocket im go stop buy thing he go break, 0.296, 3]]"
B00B196IB4,[-0.6249],[1],"[[put, pressure, headset, worry, break, reviewer, note]]","[[put pressure headset worry break reviewer note, -0.6249, 1]]"
B00B3OA7R8,"[0.899, 0.4767, 0.81, 0.7351, 0.5994, -0.4457, 0.8481, 0.1243, -0.8301, 0.4926, 0.9694, 0.0, 0.4215, 0.4404, 0.0, 0.7678, 0.4939, 0.0, 0.765, -0.4215, 0.1729, 0.743, 0.6124, 0.1531, 0.6249, 0.6249, 0.8709, -0.6497, 0.8658, 0.631, 0.8591, 0.886]","[2, 4, 1, 5, 5, 5, 5, 1, 2, 1, 5, 4, 5, 5, 5, 5, 3, 1, 5, 1, 4, 5, 5, 5, 5, 5, 5, 1, 5, 2, 5, 5]","[[year, broke], [end, fray, time, try, anker, instead], [buy, always, spare, brand, seem, tablet, connection, awhile], [year, work, awesome], [seller, product, work], [work, price], [work, great, price, fit, iphone, ipod, line, original], [need, cheap, cheap, cheap], [clamshell, case, lightning, connector, end, broke, epoxygrey, glue, place, sign, bent, break, wiringepoxy, worth, money], [wire, fray, end], [cheep, one, convenience, store, cable, get, hot, burn, phone, charge, fast, thick, outer, coat, use, phone, lifeproof, case, standard, slender, case, use, case, slender, case, cable, come, phone, head, cable, difficult, get, bulkier, case, lifeproof, case, black, case, head, cable, go, iphone, thicker, oem, light, use, warranty, x, wire, separate, head, using, case, compare, oem, light, purchase, bulkier, case, work, oem, light, use, slender, case, case, longer, oem, cable, year, warranty], [havent, separation, people, cable, purchase, use, time, week, month, start, problem, connection, look, feel, connect, phone, charge, cable, come, phone, work, fine, connect, amazon, cable, cycle, charge, port, phone, change, behavior, cable, degrade, point, wouldnt, stay, connect, end, go, apple, store, buy, overprice, cable, work], [work, good], [lot, apple, lightning, amazon, warranty, mess, year, sent, refund, purchase], [work, great], [cord, work, see, crack, cord, cord, give, working, expect, amazon, make, well, product, monthsbr, amazon, please, let, know, return, get, replacement, thanks], [nice, work, thats], [disappoint, product, quality, seem, however, work, iphone, ipad, mini, frustrate, claim, apple, certify, doesnt, work, newer, apple, product, expect, amazon, think, twice, buy, amazon, product], [awesome, work, one], [downside, end, go, phone, cover, official, apple, brand, work], [work, great, cord, seem, hold], [cord, buy], [fit, promisedbr, waste, money], [purchase, problem, recommend, note, plastic, lightning, end, wider, apple, cord, doesnt, fit, slot, husband, otterbox, defender, case, fit, mine, otterbox, fine], [wire, great, awkward, plug, location, use, phone, charge, well], [charger, good, order, office, hold, well, shorter, apple, counterpart, charge, iphone], [amazonbasics, cable, excellent, quality, amaze, price], [length, work], [work, better, cheap, cord, prefer, cord, issue, month, use, gentle, cord, cord, seems, thicker, apple, brand, cord, cord, worth, price, doesnt, break, week, love, cord, isnt, super, short, make, move, phone, charge, need, arises, id, purchase], [expect, well, amazon, name, sheathe, crack, wire, lightning, connection, end, couple, week, disappoint], [work, fine, need, strain, relief, sheating, mine, lightning, connector, broke, connector, leave, wire, expose, wire, fray, dispose, maybe, fluke, expect, well], [ok, say, wow, friend, mine, recommend, rottweiler, chew, work, bull, sure, chew, work, sturdy, product, buy]]","[[year broke, 0.899, 2], [end fray time try anker instead, 0.4767, 4], [buy always spare brand seem tablet connection awhile, 0.81, 1], [year work awesome, 0.7351, 5], [seller product work, 0.5994, 5], [work price, -0.4457, 5], [work great price fit iphone ipod line original, 0.8481, 5], [need cheap cheap cheap, 0.1243, 1], [clamshell case lightning connector end broke epoxygrey glue place sign bent break wiringepoxy worth money, -0.8301, 2], [wire fray end, 0.4926, 1], [cheep one convenience store cable get hot burn phone charge fast thick outer coat use phone lifeproof case standard slender case use case slender case cable come phone head cable difficult get bulkier case lifeproof case black case head cable go iphone thicker oem light use warranty x wire separate head using case compare oem light purchase bulkier case work oem light use slender case case longer oem cable year warranty, 0.9694, 5], [havent separation people cable purchase use time week month start problem connection look feel connect phone charge cable come phone work fine connect amazon cable cycle charge port phone change behavior cable degrade point wouldnt stay connect end go apple store buy overprice cable work, 0.0, 4], [work good, 0.4215, 5], [lot apple lightning amazon warranty mess year sent refund purchase, 0.4404, 5], [work great, 0.0, 5], [cord work see crack cord cord give working expect amazon make well product monthsbr amazon please let know return get replacement thanks, 0.7678, 5], [nice work thats, 0.4939, 3], [disappoint product quality seem however work iphone ipad mini frustrate claim apple certify doesnt work newer apple product expect amazon think twice buy amazon product, 0.0, 1], [awesome work one, 0.765, 5], [downside end go phone cover official apple brand work, -0.4215, 1], [work great cord seem hold, 0.1729, 4], [cord buy, 0.743, 5], [fit promisedbr waste money, 0.6124, 5], [purchase problem recommend note plastic lightning end wider apple cord doesnt fit slot husband otterbox defender case fit mine otterbox fine, 0.1531, 5], [wire great awkward plug location use phone charge well, 0.6249, 5], [charger good order office hold well shorter apple counterpart charge iphone, 0.6249, 5], [amazonbasics cable excellent quality amaze price, 0.8709, 5], [length work, -0.6497, 1], [work better cheap cord prefer cord issue month use gentle cord cord seems thicker apple brand cord cord worth price doesnt break week love cord isnt super short make move phone charge need arises id purchase, 0.8658, 5], [expect well amazon name sheathe crack wire lightning connection end couple week disappoint, 0.631, 2], [work fine need strain relief sheating mine lightning connector broke connector leave wire expose wire fray dispose maybe fluke expect well, 0.8591, 5], [ok say wow friend mine recommend rottweiler chew work bull sure chew work sturdy product buy, 0.886, 5]]"
B00BP9EXPS,[0.3612],[5],"[[kid, koves, pooh, phone, case, thank]]","[[kid koves pooh phone case thank, 0.3612, 5]]"
B00BYJXKDK,[-0.81],[3],"[[look, nice, month, use, bottom, portion, charger, broke, make, bezel, useless, try, contact, spigen, say, say, get, hear, thing, note, issue, ]]","[[look nice month use bottom portion charger broke make bezel useless try contact spigen say say get hear thing note issue , -0.81, 3]]"
B00CJLEEI2,[-0.296],[2],"[[stop, work, week, let, color, set, spendy, charger, pay, send, defective, thing]]","[[stop work week let color set spendy charger pay send defective thing, -0.296, 2]]"
B00CRY56M4,"[0.9527, 0.7841]","[5, 4]","[[length, make, nice, great, presentation, quality, superb, purchase, gift], [try, stylus, find, good, take, time, get, use]]","[[length make nice great presentation quality superb purchase gift, 0.9527, 5], [try stylus find good take time get use, 0.7841, 4]]"
B00DVBB0XQ,"[-0.5994, 0.6249]","[5, 5]","[[work, intend, problem, year]]","[[work intend problem year, -0.5994, 5], [, 0.6249, 5]]"
B00E6M73T4,[0.9022],[5],"[[get, phone, case, way, earlier, say, super, cute]]","[[get phone case way earlier say super cute, 0.9022, 5]]"
B00EEB5O5C,[0.0772],[3],"[[protection, decrease, touch, sensitivity]]","[[protection decrease touch sensitivity, 0.0772, 3]]"
B00FB09O2Y,"[0.8316, 0.6369]","[5, 5]","[[case], [case, fit, perfect, offer, protection]]","[[case, 0.8316, 5], [case fit perfect offer protection, 0.6369, 5]]"
B00FQ7M1VI,[0.4215],[5],"[[grandson, like]]","[[grandson like, 0.4215, 5]]"
B00FVBRKF6,[-0.5773],[2],"[[month, charge, prong, get, push, unit, pop, use, week, happen, need, unit, see, reset, charge, prong, go, worth, purchase]]","[[month charge prong get push unit pop use week happen need unit see reset charge prong go worth purchase, -0.5773, 2]]"
B00GAQQWMS,[0.0],[5],[[excelent]],"[[excelent, 0.0, 5]]"
B00GAYBEJG,"[-0.6666, -0.4215, -0.0258, 0.8316, 0.8649]","[1, 2, 2, 5, 5]","[[make, broke, week, worse, item, ive, buy, amazon], [make, get, pay, second, stand, phone, case, mess, use], [cheap, knock, verizon, case, stand, broke, us], [husband, love, casehe, drop, phone, protect], [excellent, money, come, screen, save, brush, penwell, worth, money]]","[[make broke week worse item ive buy amazon, -0.6666, 1], [make get pay second stand phone case mess use, -0.4215, 2], [cheap knock verizon case stand broke us, -0.0258, 2], [husband love casehe drop phone protect, 0.8316, 5], [excellent money come screen save brush penwell worth money, 0.8649, 5]]"
B00GB39JLG,"[0.6558, 0.7549, 0.6249]","[5, 5, 5]","[[work, great], [case, fit, getting, dirty, couple, month, mark, keep, phone, protect, make, phone, bulky], [protects, phone, style, seems, better, doesnt, lose, shape]]","[[work great, 0.6558, 5], [case fit getting dirty couple month mark keep phone protect make phone bulky, 0.7549, 5], [protects phone style seems better doesnt lose shape, 0.6249, 5]]"
B00GG2M4NC,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B00GGLQ9ZW,[0.6369],[3],"[[recommend, watch, youtube, video, glue, component, replacement, screen, buy, product, wish, spent, money, buy, iphone, screen, digitizer, include]]","[[recommend watch youtube video glue component replacement screen buy product wish spent money buy iphone screen digitizer include, 0.6369, 3]]"
B00GLB9O2C,[0.7351],[5],"[[perfect, fit, phone]]","[[perfect fit phone, 0.7351, 5]]"
B00GRI8KL0,[-0.4939],[2],"[[didnt, work, describe, junk, get, effect, app, phone, return, item, disappointing]]","[[didnt work describe junk get effect app phone return item disappointing, -0.4939, 2]]"
B00GZNOHC8,"[0.8399, 0.0044, 0.0, 0.997]","[5, 4, 5, 5]","[[everything, except], [fit, look, magnet, hold, flap, close, price], [case, look, provides, protection, stand, feature, work, improve, add, hole, slot, front, flap, camera, work, front, fold, weakness, design, allow, car, dash, mount, found, workaround, incorporate, mean, improvement, case, ship, location, error, part, usps, irate, phone, call, amazon, customer, service, error, rectify, get, case, albeit, couple, day], [excellent, product, im, use, muchbr, br, credit, card, side, fit, driver, license, card, illustrate, photo, dont, fit, way, top, poke, bit, odd, driver, license, sort, expect, contain, protect, window, hand, protrude, bit, make, grab, thats, credit, card, grab, bill, fold, area, doesnt, room, fold, cash, case, thing, stuff, hop, replace, wallet, item, wallet, overstuff, card, cash, junk, moto, g, case, room, card, card, license, else, dont, blame, case, designer, g, slim, compact, case, wrongbr, br, side, fit, moto, g, st, gen, use, camera, flashflashlight, problem, take, try, figure, fold, bookstand, work, thats, download, kindle, use, book, reading, clasp, magnet, stronger, decisive, snap, plenty, job, magnet, flap, cover, case, fasten, case, close, show, case, flip, clasp, flap, backward, stick, place, case, degree, sandwich, clasp, flap, front, cover, stuck, magnets, br, im, happy, hop, replace, wallet, case, slim, lug, stuff, necessity, job, cushion, protecting, mymoto, g]]","[[everything except, 0.8399, 5], [fit look magnet hold flap close price, 0.0044, 4], [case look provides protection stand feature work improve add hole slot front flap camera work front fold weakness design allow car dash mount found workaround incorporate mean improvement case ship location error part usps irate phone call amazon customer service error rectify get case albeit couple day, 0.0, 5], [excellent product im use muchbr br credit card side fit driver license card illustrate photo dont fit way top poke bit odd driver license sort expect contain protect window hand protrude bit make grab thats credit card grab bill fold area doesnt room fold cash case thing stuff hop replace wallet item wallet overstuff card cash junk moto g case room card card license else dont blame case designer g slim compact case wrongbr br side fit moto g st gen use camera flashflashlight problem take try figure fold bookstand work thats download kindle use book reading clasp magnet stronger decisive snap plenty job magnet flap cover case fasten case close show case flip clasp flap backward stick place case degree sandwich clasp flap front cover stuck magnets br im happy hop replace wallet case slim lug stuff necessity job cushion protecting mymoto g, 0.997, 5]]"
B00H5MKSTE,[0.0],[5],[[wrks]],"[[wrks, 0.0, 5]]"
B00HMRGVOS,[0.0],[5],"[[hang, ware]]","[[hang ware, 0.0, 5]]"
B00HPN9J8O,"[0.6666, 0.4404]","[4, 4]","[[fit, glass], [apply]]","[[fit glass, 0.6666, 4], [apply, 0.4404, 4]]"
B00HQMXM7S,[0.6249],[4],"[[wish, mute, color, overall]]","[[wish mute color overall, 0.6249, 4]]"
B00HRLEKG0,"[-0.5106, 0.7475, 0.6486]","[1, 5, 3]","[[using, year, work, iphone, problem, stability, rid, pave, surface], [look, nice, seem, chinsy, construction, ergo, bit, concern], [post, break, mount, time, rode, gravel, road, look, iphone, gone, double, find, middle, road]]","[[using year work iphone problem stability rid pave surface, -0.5106, 1], [look nice seem chinsy construction ergo bit concern, 0.7475, 5], [post break mount time rode gravel road look iphone gone double find middle road, 0.6486, 3]]"
B00HTUM5DO,[0.6115],[5],"[[happy, watch]]","[[happy watch, 0.6115, 5]]"
B00HUL0PN4,[0.3818],[1],"[[think, whiteit]]","[[think whiteit, 0.3818, 1]]"
B00HV98C94,[0.9255],[5],"[[perfect, fit, love, sleek, nice]]","[[perfect fit love sleek nice, 0.9255, 5]]"
B00HVGTK16,[0.0],[5],[[case]],"[[case, 0.0, 5]]"
B00HWPD5PS,[-0.2924],[2],"[[didnt, protect, front, glass, crack, start, edge]]","[[didnt protect front glass crack start edge, -0.2924, 2]]"
B00HYZ8CUY,[0.0],[4],"[[describe, delivery]]","[[describe delivery, 0.0, 4]]"
B00IB6HKK8,[-0.8635],[2],"[[fit, iphone, c, cut, case, order, fit, charger, headphone, case, block, edge, case, phone, risk, fall]]","[[fit iphone c cut case order fit charger headphone case block edge case phone risk fall, -0.8635, 2]]"
B00IF9BTDK,[0.3384],[4],"[[like, amp, get, hook, mtx, w, box, hit, way, home, day, start, car, work, minute, blow, fuse, take, installers, shop, check, everything, volt, meter, power, sec, power, ground, solid, remote, wtf, believe, get, damage, unit, get, wait, replacement, ]]","[[like amp get hook mtx w box hit way home day start car work minute blow fuse take installers shop check everything volt meter power sec power ground solid remote wtf believe get damage unit get wait replacement , 0.3384, 4]]"
B00IIKA388,[0.7418],[4],"[[dont, jinx, thembr, nature, flatcord, tend, kink, far, come, unkinked, last, issue]]","[[dont jinx thembr nature flatcord tend kink far come unkinked last issue, 0.7418, 4]]"
B00IIYYL8M,[0.0],[5],"[[want, factory, replacement]]","[[want factory replacement, 0.0, 5]]"
B00IL7BGVG,[0.4215],[5],"[[nice, sturdy]]","[[nice sturdy, 0.4215, 5]]"
B00IPEDAD2,[-0.1351],[5],"[[make, job, nothing, excite]]","[[make job nothing excite, -0.1351, 5]]"
B00IPGVZWS,"[0.6369, 0.8519, 0.6249, 0.7906, 0.2382, 0.0, 0.1027, 0.0, 0.4939, 0.6249, 0.4927, -0.3415, 0.5719, 0.6369, 0.4019, 0.9743, 0.6369, 0.7906, -0.6442, 0.0, 0.3612, 0.5719, 0.3716, 0.0, 0.0, 0.0]","[5, 5, 5, 5, 5, 5, 4, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5, 5, 5, 3, 1, 1, 5]","[[itim], [met, expectation], [excellent, product], [cant, beat, case], [screen, cover, hole, main, button, misalign, think, cause, button, fatigue, depresses, part, button, time, sure, come, way, warp, time, case], [piece, trash], [arrive, suppose], [protecting, get, rain, water, get, screen, protector, make, screen], [twobr, bulky, get, something], [install, bulky, fit, pocket, drop, floor, damage, phone, replacement, screen, protector, real], [excellent, product], [use, otterbox, time, phone, operate, system, gone, case, show, sign, recommend], [case, buy], [okay, wife, twist, arm, bring, drop, galaxy, x, run, luck, im, glad, get, okay, im, surprise, yes, drop, phone, clumsy, skin, clerk, sprint, store, drop, ground, demo, ruggedness, bring, popcorn, smile, decent, price, im, glad, wife, persistent], [case, money], [aaa], [couldnt, answer, phone, case], [offer, good, protection, sturdy, longlasting], [otterbox, galaxy, phone, sturdy, clip, locking, system, lock, place, awesome, prouduct, otterbox, case, need], [please], [construction, working, honey], [work, amaze, break, phone, time], [case, reorder, phone], [fit, phone, protects, husband, drop, cement, phone, fine, case], [use, ridden, rain, motorcycle, dirt, road, mud, everything, time, issue, phone], [want, something, offer, maximum, protection, choice, job, akward, clip, belt, plastic, screen, cover, empedes, quality, hd, display, make, phone, fit, pocket]]","[[itim, 0.6369, 5], [met expectation, 0.8519, 5], [excellent product, 0.6249, 5], [cant beat case, 0.7906, 5], [screen cover hole main button misalign think cause button fatigue depresses part button time sure come way warp time case, 0.2382, 5], [piece trash, 0.0, 5], [arrive suppose, 0.1027, 4], [protecting get rain water get screen protector make screen, 0.0, 2], [twobr bulky get something, 0.4939, 5], [install bulky fit pocket drop floor damage phone replacement screen protector real, 0.6249, 5], [excellent product, 0.4927, 5], [use otterbox time phone operate system gone case show sign recommend, -0.3415, 5], [case buy, 0.5719, 5], [okay wife twist arm bring drop galaxy x run luck im glad get okay im surprise yes drop phone clumsy skin clerk sprint store drop ground demo ruggedness bring popcorn smile decent price im glad wife persistent, 0.6369, 5], [case money, 0.4019, 5], [aaa, 0.9743, 5], [couldnt answer phone case, 0.6369, 5], [offer good protection sturdy longlasting, 0.7906, 4], [otterbox galaxy phone sturdy clip locking system lock place awesome prouduct otterbox case need, -0.6442, 3], [please, 0.0, 5], [construction working honey, 0.3612, 5], [work amaze break phone time, 0.5719, 5], [case reorder phone, 0.3716, 3], [fit phone protects husband drop cement phone fine case, 0.0, 1], [use ridden rain motorcycle dirt road mud everything time issue phone, 0.0, 1], [want something offer maximum protection choice job akward clip belt plastic screen cover empedes quality hd display make phone fit pocket, 0.0, 5]]"
B00IRFEXJO,[-0.1531],[1],"[[fall, apart]]","[[fall apart, -0.1531, 1]]"
B00J3E30O2,[0.9712],[5],"[[please, case, solid, feel, nice, hold, shell, cushion, corner, inside, cushion, appear, keep, phone, break, cracking, drop, care, come, screen, protector, havent, use, pink, color, bright, shiny, great, case]]","[[please case solid feel nice hold shell cushion corner inside cushion appear keep phone break cracking drop care come screen protector havent use pink color bright shiny great case, 0.9712, 5]]"
B00JA3UHT2,[0.765],[5],"[[material, fit, perfetc]]","[[material fit perfetc, 0.765, 5]]"
B00JI9N8EE,[0.7935],[5],"[[expect, tight, rail, fit, effort]]","[[expect tight rail fit effort, 0.7935, 5]]"
B00JKLSMSW,[0.9419],[4],"[[bluetooth, speaker, ive, buy, people, playing, offer, price, pay, high, mids, low, use, mixzing, app, band, equalizer, gain, boost, speaker, handle, itbr, br, gripe, cant, play]]","[[bluetooth speaker ive buy people playing offer price pay high mids low use mixzing app band equalizer gain boost speaker handle itbr br gripe cant play, 0.9419, 4]]"
B00KFW01HA,[0.935],[4],"[[replace, alnico, djts, feature, work, year, alnico, price, wasnt, bander, cross, band, repeater, gripe, weaker, receiver, transmit, range, convolute, menu, overall, good, replacement, budget, use, commander, program, year, program, figure, set, single, vfo, alinco, option, voice, annoy, wouxun, try, sexy, female, british, voice, guess, gripe, budget, radio, recommend]]","[[replace alnico djts feature work year alnico price wasnt bander cross band repeater gripe weaker receiver transmit range convolute menu overall good replacement budget use commander program year program figure set single vfo alinco option voice annoy wouxun try sexy female british voice guess gripe budget radio recommend, 0.935, 4]]"
B00KJ41Z06,"[0.7717, 0.5994]","[5, 5]","[[love], [case, idea, screen, protector, attach, case, problem, come, film, protector, shot, go, piece, lint, get, trap, underneath, air, bubble, deal, wear, time, doesnt, happen, case, debris, get, trap, flap, attach, phone, meaning, chance, lose, get, need, cover, earphone, jack, bottom, charger, port, handy, protect, area, collect, dust, conclusion, say, phone, case]]","[[love, 0.7717, 5], [case idea screen protector attach case problem come film protector shot go piece lint get trap underneath air bubble deal wear time doesnt happen case debris get trap flap attach phone meaning chance lose get need cover earphone jack bottom charger port handy protect area collect dust conclusion say phone case, 0.5994, 5]]"
