B000A5T7AO,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B009E5O9UE,"[0.7382, 0.7717, 0.6794]","[5, 5, 5]","[[order, note, droid, turbo, money, nice, window, pocket, dont, see, note, button, break, turbo, put, phone, something, phone, wont, stay, use, nd, one, get, order, time, issue, take, care, contact, case, cant, use], [thank], [case, convenient, fit, everything, need, make, phone, look, recommend]]","[[order note droid turbo money nice window pocket dont see note button break turbo put phone something phone wont stay use nd one get order time issue take care contact case cant use, 0.7382, 5], [thank, 0.7717, 5], [case convenient fit everything need make phone look recommend, 0.6794, 5]]"
B009PBNG1K,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B009PYWGHW,[0.6249],[5],"[[replacement, charger, come, gps]]","[[replacement charger come gps, 0.6249, 5]]"
B009RIK2B8,"[0.0, 0.7269, 0.6369]","[5, 2, 5]","[[send, monitor, keep, blow, fuse, pyle, attempt, work, take, care, problem, edit, review], [instal, work, advertise, gave, star, word, caution, novice, instal, market, component, vehicle, work, wiring, nice, instruction, come, product], [backup, view]]","[[send monitor keep blow fuse pyle attempt work take care problem edit review, 0.0, 5], [instal work advertise gave star word caution novice instal market component vehicle work wiring nice instruction come product, 0.7269, 2], [backup view, 0.6369, 5]]"
B009UNGWG4,"[0.7172, 0.6249, -0.4576, 0.5332]","[4, 5, 1, 5]","[[show, come, foam, cover, include, foam, cover, mislead], [get, want, replacement, lose, silicon, ear, piece, plantronics, legend, happy, work, way], [fast, delivery, product, mislead, accord, information, describe, match, photo, look, coverstips, come, one, deliver, im, satisfy, purchase], [ship, product]]","[[show come foam cover include foam cover mislead, 0.7172, 4], [get want replacement lose silicon ear piece plantronics legend happy work way, 0.6249, 5], [fast delivery product mislead accord information describe match photo look coverstips come one deliver im satisfy purchase, -0.4576, 1], [ship product, 0.5332, 5]]"
B00AZHKYCW,[0.4927],[5],"[[love, product, downside, bit, slippery, bc, bling, load, rhinestone]]","[[love product downside bit slippery bc bling load rhinestone, 0.4927, 5]]"
B00B29H0BK,[0.9325],[5],"[[own, case, samsung, galaxy, sii, release, phone, look, use, case, excellent, silicone, grip, doesnt, slide, thing, allow, function, phone, feature, ie, port, button, recommend, case]]","[[own case samsung galaxy sii release phone look use case excellent silicone grip doesnt slide thing allow function phone feature ie port button recommend case, 0.9325, 5]]"
B00BC023LQ,[0.6997],[5],"[[excellent, product, fast, ship, expect, recommend]]","[[excellent product fast ship expect recommend, 0.6997, 5]]"
B00BJ8VS7G,[0.9924],[5],"[[wow, case, light, hyperion, weighs, gram, compare, caseology, carbon, fiber, case, weighs, whop, gram, twice, heavy, feel, difference, phone, gram, caseology, make, phone, heavier, hyperion, caseology, fit, glove, misalignment, people, experience, misalignment, seat, phone, access, battery, card, snap, cover, place, bulge, type, cause, hyperion, case, misalign, thats, tight, hyperion, fit, nevertheless, case, easy, put, remove, purchase, hyperion, caseologys, carbon, fiber, case, diztronics, matte, latter, weighs, gram, fine, product, hyperion, light, protects, grip, cover, chose, sidebyside, comparison, recommend]]","[[wow case light hyperion weighs gram compare caseology carbon fiber case weighs whop gram twice heavy feel difference phone gram caseology make phone heavier hyperion caseology fit glove misalignment people experience misalignment seat phone access battery card snap cover place bulge type cause hyperion case misalign thats tight hyperion fit nevertheless case easy put remove purchase hyperion caseologys carbon fiber case diztronics matte latter weighs gram fine product hyperion light protects grip cover chose sidebyside comparison recommend, 0.9924, 5]]"
B00BT6QGX4,[-0.4782],[4],"[[antiglare, good, protector, none, less]]","[[antiglare good protector none less, -0.4782, 4]]"
B00BV0AOPO,[0.5719],[5],[[excellent]],"[[excellent, 0.5719, 5]]"
B00C80QFEA,[0.9517],[5],"[[screen, guard, went, perfect, bubble, phone, responds, product, price, right, beloved, yr, pantech, look, brand, newbr, product]]","[[screen guard went perfect bubble phone responds product price right beloved yr pantech look brand newbr product, 0.9517, 5]]"
B00CDUTIX0,[0.8555],[5],"[[use, wish, make, phone, galaxy]]","[[use wish make phone galaxy, 0.8555, 5]]"
B00CL616RC,"[0.8122, 0.0]","[5, 1]","[[product, work], [purchase, iphones, work, charm, please, purchase]]","[[product work, 0.8122, 5], [purchase iphones work charm please purchase, 0.0, 1]]"
B00CS6BZU8,[0.0],[5],[[excelente]],"[[excelente, 0.0, 5]]"
B00CZC8Q34,[-0.0018],[3],"[[difficult, master, otherwise, ok]]","[[difficult master otherwise ok, -0.0018, 3]]"
B00DI2UOXA,[0.7902],[5],"[[case, fit, amaze, handy, use, day]]","[[case fit amaze handy use day, 0.7902, 5]]"
B00DJV21TU,[0.6682],[5],"[[case, love]]","[[case love, 0.6682, 5]]"
B00DPMFIOS,[0.5719],[4],"[[case, didnt, nice]]","[[case didnt nice, 0.5719, 4]]"
B00DQZT8LI,[0.3182],[5],"[[case, perfect, kindle, fire, cost, lot, one]]","[[case perfect kindle fire cost lot one, 0.3182, 5]]"
B00DR5248G,[0.4497],[2],"[[look, burn, end, plastic, cheap, shipping, wont, main, case, cool, halloween, time]]","[[look burn end plastic cheap shipping wont main case cool halloween time, 0.4497, 2]]"
B00EH9X3H2,[0.2732],[1],"[[doesnt, charge]]","[[doesnt charge, 0.2732, 1]]"
B00ESO19SQ,[0.5994],[5],[[case]],"[[case, 0.5994, 5]]"
B00F2L631W,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B00F3SIT0C,"[0.9423, 0.0]","[5, 2]","[[fit, protect, phone, case], [purchase, rubber, front, peel]]","[[fit protect phone case, 0.9423, 5], [purchase rubber front peel, 0.0, 2]]"
B00F4PIR7O,[0.3182],[5],"[[cool, case]]","[[cool case, 0.3182, 5]]"
B00F5CK1HU,[0.0],[5],"[[arrive, time, ti, work, say]]","[[arrive time ti work say, 0.0, 5]]"
B00FEG268E,[0.6956],[3],"[[side, opening, volume, button, break, paint, chip, teh, time, last, case]]","[[side opening volume button break paint chip teh time last case, 0.6956, 3]]"
B00G7H0TOM,[0.9911],[5],"[[product, th, real, glass, screen, protector, instal, others, pay, spigen, zag, year, microfiber, alcohol, wipe, dust, speck, removal, tape, thing, get, perfect, installation, set, glass, place, touch, center, watch, flow, attach, air, escape, leave, perfect, screen, stick, button, cover, black, fine, glass, get, year, use, lookbr, br, phone, hand, grade, son, pick, otterbox, defender, case, peel, defender, build, screen, protector, get, clean, install, glass, place, inner, plastic, bezel, make, seal, glass, side, know, water, resistant, ive, gone, incidents, leave, break, glass, screen, protector, phone, screen, underneath, perfect, forgo, layer, water, resistance]]","[[product th real glass screen protector instal others pay spigen zag year microfiber alcohol wipe dust speck removal tape thing get perfect installation set glass place touch center watch flow attach air escape leave perfect screen stick button cover black fine glass get year use lookbr br phone hand grade son pick otterbox defender case peel defender build screen protector get clean install glass place inner plastic bezel make seal glass side know water resistant ive gone incidents leave break glass screen protector phone screen underneath perfect forgo layer water resistance, 0.9911, 5]]"
B00G9UWP94,"[0.2732, -0.296, 0.7397, 0.7964, 0.3612, 0.85, 0.6249]","[5, 1, 5, 5, 5, 5, 5]","[[arrive, work, need, thanks], [seller, send, didnt, work, nice, considerate], [work, monitor, need, plug, laptop, work, design, quality, product, feel, hold, time], [work, adapt, hdmi, port, laptop, work, lcd, monitor, issue, laptop, try, audio, hdmi, port, resolve, work], [adapter, work, macbook, pro, produce, hdmi, try, vga, input, work, none], [say, want, connect, monitor, item, work, purpose, seems, make]]","[[arrive work need thanks, 0.2732, 5], [seller send didnt work nice considerate, -0.296, 1], [work monitor need plug laptop work design quality product feel hold time, 0.7397, 5], [work adapt hdmi port laptop work lcd monitor issue laptop try audio hdmi port resolve work, 0.7964, 5], [adapter work macbook pro produce hdmi try vga input work none, 0.3612, 5], [say want connect monitor item work purpose seems make, 0.85, 5], [, 0.6249, 5]]"
B00GFGIUBO,"[0.0, 0.0, 0.3174, -0.1406, 0.9484, 0.6249, -0.3995, 0.5625, 0.4404]","[1, 3, 5, 2, 5, 4, 3, 3, 4]","[[purchase, love, price, quality, cover, appeal, protects, phone, color, wear, price, problem, purchase, daughter, couldnt, find, anywhere, like], [case, appear, picture, color, vibrant, person, case, create, deep, rectangle, hole, screen, work, touchscreen, phone, hurt, tip, finger, nice, come, protector, end, return, item, quality], [color, come], [case, fit, iphone, come, screen, cover, add, bonus, layer, protection, pad, front, frame, side, soft, cushiony, rubbery, material, design, investment, bought, come, week], [case, buy, buy, ], [use, front, camera, see, line, bottom], [case, mint, green, picture, show, emerald, expect, minty, color], [case, protective, purchase, daughter, phone, bit, bulky, choose, phone, case, fast, shipping, great, seller], [need, case, iphone, c, complaint, havebr, outer, rubber, case, wear, hand, rest, set, warm, surface, live, texas, thats, everywherebr, br, inner, shell, make, take, selfies, annoy, youll, framing, picture, take, darn, thing, offbr, br, challenge, pull, bottom, menu, flashlightbrightnessvolume, control, menu, case, none, thing, bother, guess, buy, lol, reason, get, star, case, phone, screen, hasnt, get, crack, twice]]","[[purchase love price quality cover appeal protects phone color wear price problem purchase daughter couldnt find anywhere like, 0.0, 1], [case appear picture color vibrant person case create deep rectangle hole screen work touchscreen phone hurt tip finger nice come protector end return item quality, 0.0, 3], [color come, 0.3174, 5], [case fit iphone come screen cover add bonus layer protection pad front frame side soft cushiony rubbery material design investment bought come week, -0.1406, 2], [case buy buy , 0.9484, 5], [use front camera see line bottom, 0.6249, 4], [case mint green picture show emerald expect minty color, -0.3995, 3], [case protective purchase daughter phone bit bulky choose phone case fast shipping great seller, 0.5625, 3], [need case iphone c complaint havebr outer rubber case wear hand rest set warm surface live texas thats everywherebr br inner shell make take selfies annoy youll framing picture take darn thing offbr br challenge pull bottom menu flashlightbrightnessvolume control menu case none thing bother guess buy lol reason get star case phone screen hasnt get crack twice, 0.4404, 4]]"
B00GFZ73VS,[0.6369],[5],[[work]],"[[work, 0.6369, 5]]"
B00GJIYACG,[0.6369],[5],"[[met, expectation]]","[[met expectation, 0.6369, 5]]"
B00GOMTQOO,[-0.5423],[1],"[[glue, come, peel, star]]","[[glue come peel star, -0.5423, 1]]"
B00GU6FH7Y,[0.296],[4],[[ok]],"[[ok, 0.296, 4]]"
B00HQYNJ2O,[0.8316],[5],"[[service, protector, nice, case, hardy, grippy, fun]]","[[service protector nice case hardy grippy fun, 0.8316, 5]]"
B00HW7VRGA,[0.1027],[5],"[[work, advertise, simple, instruction, forget, make, space, door, trunk, add, speaker]]","[[work advertise simple instruction forget make space door trunk add speaker, 0.1027, 5]]"
B00I2FUJU6,[0.8096],[5],"[[sturdy, attracts, conversation, fellow, hogwartians]]","[[sturdy attracts conversation fellow hogwartians, 0.8096, 5]]"
B00I53VUEY,"[0.1027, -0.6478]","[1, 1]","[[disappoint, product, stop, work, month, use, contact, manufacturer, try, make, work, purchase, company], [luck, program, unit, point, transmit, transmit, channel, mode, emits, constant, beep, noise]]","[[disappoint product stop work month use contact manufacturer try make work purchase company, 0.1027, 1], [luck program unit point transmit transmit channel mode emits constant beep noise, -0.6478, 1]]"
B00IKQW7SO,[-0.4215],[1],[[broke]],"[[broke, -0.4215, 1]]"
B00IZYG29G,[0.7579],[5],"[[product, work, perfect, save, buy, phone]]","[[product work perfect save buy phone, 0.7579, 5]]"
B00J3LZYI0,"[0.0, 0.0]","[3, 5]","[[excelent], [take, forever, get, track, wasnt, estimate, delivery, date, wording, place, price]]","[[excelent, 0.0, 3], [take forever get track wasnt estimate delivery date wording place price, 0.0, 5]]"
B00J4E7Z2E,[-0.3089],[1],"[[didnt, connect, phone, packaging, wasnt, secure]]","[[didnt connect phone packaging wasnt secure, -0.3089, 1]]"
B00J4I4DMK,[0.7506],[5],"[[value, make]]","[[value make, 0.7506, 5]]"
B00JEKMSBG,"[-0.6381, 0.8807]","[1, 4]","[[come, piece, break, use, piece, paper, get, work, proper, fit], [speaker, work, fit]]","[[come piece break use piece paper get work proper fit, -0.6381, 1], [speaker work fit, 0.8807, 4]]"
B00JH5IYP2,"[-0.296, -0.6858, 0.0]","[1, 3, 5]","[[get, worn, dirty, look, quick, peel], [expectingvery, off, protection], [sturdy, feel, smooth, come, screen, protector]]","[[get worn dirty look quick peel, -0.296, 1], [expectingvery off protection, -0.6858, 3], [sturdy feel smooth come screen protector, 0.0, 5]]"
B00JR9SITU,[0.7311],[2],"[[return, screw, didnt, work, great, return]]","[[return screw didnt work great return, 0.7311, 2]]"
B00KKCOUMW,"[-0.5423, 0.9022]","[2, 5]","[[ship, product, look], [quality]]","[[ship product look, -0.5423, 2], [quality, 0.9022, 5]]"
B00KL4LZHW,[0.0],[1],[[doesnt]],"[[doesnt, 0.0, 1]]"
B00KOOE5SK,"[0.4215, 0.3716, 0.8316, 0.967, 0.8807, 0.6369, 0.968]","[5, 4, 5, 2, 5, 5, 4]","[[product, come, handy, device], [product, love], [idea, work, conduct, test, edge, seem, charge, plug, idea, charge, phone, giving, start, issuesbr, br, charge, phone, cant, fone, salesman, support, site, say, way, samsungs, power, management, work, depend, type, cable, use, try, use, samsung, cable, data, transfer, qistone, get, well, result, try, didnt, helpbr, br, convex, design, surface, material, charger, dont, work, move, vehicle, phone, slip], [nice, expect], [thing, charge, wire, wireless, charge, galaxy, percent, percent, qistone, charge, course, look, nice, size, perfect, taste, fit, shirt, pocket, definite, charger, want, charger, thats, go, device, charge, maybe, charge, device, want, coil, factor, wireless, charge, portability, cant, go, qistone, keep, mind, gonna, give, device, charge], [money, charge, iphone, qi, receiver, charge, super, light, look, accessory], [wireless, charger, hiccup, doesnt, charge, phonedevice, qistone, plug, wall]]","[[product come handy device, 0.4215, 5], [product love, 0.3716, 4], [idea work conduct test edge seem charge plug idea charge phone giving start issuesbr br charge phone cant fone salesman support site say way samsungs power management work depend type cable use try use samsung cable data transfer qistone get well result try didnt helpbr br convex design surface material charger dont work move vehicle phone slip, 0.8316, 5], [nice expect, 0.967, 2], [thing charge wire wireless charge galaxy percent percent qistone charge course look nice size perfect taste fit shirt pocket definite charger want charger thats go device charge maybe charge device want coil factor wireless charge portability cant go qistone keep mind gonna give device charge, 0.8807, 5], [money charge iphone qi receiver charge super light look accessory, 0.6369, 5], [wireless charger hiccup doesnt charge phonedevice qistone plug wall, 0.968, 4]]"
B00KRYCY9E,[0.0],[5],[[need]],"[[need, 0.0, 5]]"
B00KVQHMOA,[0.6237],[5],"[[work, great, hold, charge, whats, ]]","[[work great hold charge whats , 0.6237, 5]]"
B00L0ZWAMU,[0.9279],[5],"[[case, fit, color, awesomebr, recommend]]","[[case fit color awesomebr recommend, 0.9279, 5]]"
B00L34VRUO,"[0.0, 0.7655]","[3, 5]","[[million, time, picture, show, obsess, suggest, purchase, love, harley, joker], [order, get]]","[[million time picture show obsess suggest purchase love harley joker, 0.0, 3], [order get, 0.7655, 5]]"
B00LBUO8TC,"[0.5719, 0.8402, 0.4341, 0.5719, 0.872]","[4, 5, 4, 2, 5]","[[phone, cover, amaze], [product, pay, mall, product, pay, amazon, great, quality, son, use, phone, month, look, brand], [ok, fit, snugged], [son, love], [get, daughter, love, phone, make, phone, put, pocket, time, sure, quality, daughter, minor, drop, going, encourage, drop, purpose, test, d]]","[[phone cover amaze, 0.5719, 4], [product pay mall product pay amazon great quality son use phone month look brand, 0.8402, 5], [ok fit snugged, 0.4341, 4], [son love, 0.5719, 2], [get daughter love phone make phone put pocket time sure quality daughter minor drop going encourage drop purpose test d, 0.872, 5]]"
B00LXL6F1S,[0.7351],[5],"[[charge, telephone, kindle]]","[[charge telephone kindle, 0.7351, 5]]"
B00MAWPI76,[0.7717],[5],[[fit]],"[[fit, 0.7717, 5]]"
B00MG21V2Q,[0.9674],[5],"[[husband, love, case, fit, perfect, great, grip, fast, shipping, great, price, recommend, product]]","[[husband love case fit perfect great grip fast shipping great price recommend product, 0.9674, 5]]"
B00MGA00J8,"[0.2357, -0.8993, 0.0]","[3, 2, 5]","[[concept, great, case, hold, buy, daughter, month, start, come, apart, seam, piece, hold, phone, broke], [ok, drop, flap, come, get, stringy, weirdest, part, take, phone, case, greasy, hat], [month, durable]]","[[concept great case hold buy daughter month start come apart seam piece hold phone broke, 0.2357, 3], [ok drop flap come get stringy weirdest part take phone case greasy hat, -0.8993, 2], [month durable, 0.0, 5]]"
B00MHFFZTC,[0.7902],[5],"[[case, fit, need]]","[[case fit need, 0.7902, 5]]"
B00MJAX9XE,[0.6249],[5],"[[phonebr, fill, need]]","[[phonebr fill need, 0.6249, 5]]"
B00MMQ9KGU,"[0.4404, 0.1406, 0.91, 0.6249, 0.0, 0.5719]","[5, 2, 5, 4, 5, 5]","[[work], [supershieldz, brand, purchase, cover, smartphone, tablet, own, fail, bonus, cheaper, cost, others], [need], [cover, screen, experience], [price, quality], [excellent]]","[[work, 0.4404, 5], [supershieldz brand purchase cover smartphone tablet own fail bonus cheaper cost others, 0.1406, 2], [need, 0.91, 5], [cover screen experience, 0.6249, 4], [price quality, 0.0, 5], [excellent, 0.5719, 5]]"
B00MOOF9X8,"[0.8998, 0.4215]","[5, 5]","[[case, week, perform, install, nice, grip, iphone, button, accessory, work, case, work, ihome, dock, work, armband, run], [buy, couple, case, phone, try, look, awesome, case, search, dont, think, ill, buy, case, time, grip, feel, hand, protection, go, know, sure, regret, think, youll, agree]]","[[case week perform install nice grip iphone button accessory work case work ihome dock work armband run, 0.8998, 5], [buy couple case phone try look awesome case search dont think ill buy case time grip feel hand protection go know sure regret think youll agree, 0.4215, 5]]"
B00MQSMDYU,"[-0.2732, 0.6369, 0.4939, 0.7778, -0.2866, 0.4767, 0.8991, 0.4927, 0.0516, 0.6369, 0.3898, 0.7678, 0.5984, 0.7845, 0.4201, 0.6597, -0.0088, 0.1531, 0.6369, 0.7351, 0.9623, 0.8608, 0.6369, 0.0, 0.765, 0.0]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 4, 4, 5, 5, 5, 4, 5, 2, 5, 4]","[[handy, seem, charge, phone, device, wall, plug, seem, take, time, charge, wall, power], [phone, samsung, galaxy, note, iphone, anything, thats, us, usb, port, charge], [field, sale, manager, mobile, tech, company, carry, demo, device, smartwatch, bt, headset, phone, phablets, tablet, day, day, remember, charge, device, night, struggle, im, deal, battery, leave, device, vehicle, charge, stop, demo, find, spot, plug, id, care, admit, leave, backpack, hear, battery, noise, grab, cord, backpack, plug, continue, demo, work, charge, amp, output, put, test, week, charge, device, carry, mah, capacity, baby, tablet, didnt, get, charge, flashlight, come, drop, something, seat], [product, charge, phone, time, hop, charge, time, product, money], [describe, problem, product], [powerbank], [man, thing, power, phone, twice, mini, fan, shortwave, radio, show, charge, smartest, purchase, make, time], [power], [awesome, say, make, found, market], [look, ismart, technology, work, get, multiple, charge, edge, recommend, person, battery, oh, cant, forget, build, lead], [product, amazingone, thing, ive, buy, amazonfast, shipping, product, work, buy], [look, great, work], [side, dy, te, purchase, product], [buy, item, son, travel, europe, use, convenient, charge, time, charge, phone, faster, charge, car, use, phone, plan, use, road, trip, yes, recommend, gadget], [bring, life, saver, europe, take, charge, unit, power, charge, phone, time, recharge, recommend], [last, time], [battery, provide, backup, tablet, phone, power, failure], [buy, gift, someone, travel], [weve, month, seem, work, describe, get, phone, charge], [im, techy, say, thisbr, charger, ravpowerbr, ravpower, handy, gadget, come, handy, time, remember, need, cord, work, device, drive, go, find, recharge, overnight, time, hour, time, charge, phone, deliver, package, learn, simple, instruction], [charger, use, camp, japan, charge, time, phone, camera, battery, lipstick, kept, day, bag, complain, try, charge, panel, annoy, sunlight, wont, charge, light, interrupt, second, stop, charge, item], [bit, heavy, dont, care, charge, day, charge, friend, phone, go, day, love, colori, carry, purse], [charger], [use], [mili, amp, mili, amp]]","[[handy seem charge phone device wall plug seem take time charge wall power, -0.2732, 4], [phone samsung galaxy note iphone anything thats us usb port charge, 0.6369, 5], [field sale manager mobile tech company carry demo device smartwatch bt headset phone phablets tablet day day remember charge device night struggle im deal battery leave device vehicle charge stop demo find spot plug id care admit leave backpack hear battery noise grab cord backpack plug continue demo work charge amp output put test week charge device carry mah capacity baby tablet didnt get charge flashlight come drop something seat, 0.4939, 5], [product charge phone time hop charge time product money, 0.7778, 5], [describe problem product, -0.2866, 5], [powerbank, 0.4767, 5], [man thing power phone twice mini fan shortwave radio show charge smartest purchase make time, 0.8991, 5], [power, 0.4927, 5], [awesome say make found market, 0.0516, 5], [look ismart technology work get multiple charge edge recommend person battery oh cant forget build lead, 0.6369, 5], [product amazingone thing ive buy amazonfast shipping product work buy, 0.3898, 5], [look great work, 0.7678, 5], [side dy te purchase product, 0.5984, 5], [buy item son travel europe use convenient charge time charge phone faster charge car use phone plan use road trip yes recommend gadget, 0.7845, 5], [bring life saver europe take charge unit power charge phone time recharge recommend, 0.4201, 1], [last time, 0.6597, 5], [battery provide backup tablet phone power failure, -0.0088, 4], [buy gift someone travel, 0.1531, 4], [weve month seem work describe get phone charge, 0.6369, 5], [im techy say thisbr charger ravpowerbr ravpower handy gadget come handy time remember need cord work device drive go find recharge overnight time hour time charge phone deliver package learn simple instruction, 0.7351, 5], [charger use camp japan charge time phone camera battery lipstick kept day bag complain try charge panel annoy sunlight wont charge light interrupt second stop charge item, 0.9623, 5], [bit heavy dont care charge day charge friend phone go day love colori carry purse, 0.8608, 4], [charger, 0.6369, 5], [use, 0.0, 2], [mili amp mili amp, 0.765, 5], [, 0.0, 4]]"
B00MQZ7H9O,[0.5719],[5],"[[work, fine, look, whole, package]]","[[work fine look whole package, 0.5719, 5]]"
B00MS3T2QK,"[0.7506, -0.6893]","[5, 2]","[[awesome, case, make, phone, heavier, wil, protect], [look, case, phone, doesnt, hold, phone, snug, impress, disappoint]]","[[awesome case make phone heavier wil protect, 0.7506, 5], [look case phone doesnt hold phone snug impress disappoint, -0.6893, 2]]"
B00MXNPUCK,[0.7518],[5],"[[nothing, super, expect, look, travel, use, sim, card, case, put]]","[[nothing super expect look travel use sim card case put, 0.7518, 5]]"
