9791171467,[0.0],[1],"[[charger, garbage, receive, charge, tablet, allnothing, sent, replacement, chargeat, junk]]","[[charger garbage receive charge tablet allnothing sent replacement chargeat junk, 0.0, 1]]"
B00499DULO,[0.7506],[5],"[[replace, year, battery, work]]","[[replace year battery work, 0.7506, 5]]"
B004E41R5A,[0.6249],[5],"[[product, seller]]","[[product seller, 0.6249, 5]]"
B004HD56QE,[0.416],[3],"[[fit, jeep, cherokee, dont, know, amazon, say, seem, product, didnt, get, use]]","[[fit jeep cherokee dont know amazon say seem product didnt get use, 0.416, 3]]"
B004Z9W4B0,[0.0],[3],"[[fuzzy, bunny, come]]","[[fuzzy bunny come, 0.0, 3]]"
B005B28DOM,[0.7778],[4],"[[buy, year, last, month, wont, charge, kinda, pain, hardest, time, keep, ear, work, work, phone, squat, rack, gym, walk, forget, bluetooth]]","[[buy year last month wont charge kinda pain hardest time keep ear work work phone squat rack gym walk forget bluetooth, 0.7778, 4]]"
B005JGSWNM,[0.8591],[5],"[[phone, use, case, travel]]","[[phone use case travel, 0.8591, 5]]"
B005KSVG6Y,[-0.6478],[2],"[[lie, phone, offer, protection, water]]","[[lie phone offer protection water, -0.6478, 2]]"
B005ZCBOXK,[0.8519],[5],"[[piel, frama, product, sleeve]]","[[piel frama product sleeve, 0.8519, 5]]"
B0067HQL30,"[0.0, -0.128]","[5, 4]","[[processing, wont, connect, internet, turn, work, connects, internet], [year, work, thing, go, adjust, time, change]]","[[processing wont connect internet turn work connects internet, 0.0, 5], [year work thing go adjust time change, -0.128, 4]]"
B0068AF0HO,[0.7517],[5],"[[glue, use, hot, glue, m, side, tape, use, turn, light, thebr, trunk, motorcycle, work, product]]","[[glue use hot glue m side tape use turn light thebr trunk motorcycle work product, 0.7517, 5]]"
B007BTULMU,[0.3716],[4],"[[sound, price, compact, stay, ear]]","[[sound price compact stay ear, 0.3716, 4]]"
B007W945GC,[0.631],[4],"[[delivery, earhooks, respect, quality]]","[[delivery earhooks respect quality, 0.631, 4]]"
B008FDF716,[0.4404],[5],"[[phone, replacement, atrix, hd, ive, year, work, fine, android, version, run, apps]]","[[phone replacement atrix hd ive year work fine android version run apps, 0.4404, 5]]"
B008P2O89E,"[-0.4767, 0.6249]","[1, 5]","[[shape], [get, break]]","[[shape, -0.4767, 1], [get break, 0.6249, 5]]"
B00931S8CE,[0.4754],[4],"[[satisfy, product]]","[[satisfy product, 0.4754, 4]]"
B009L7G8GI,"[0.5719, 0.0, 0.4404, -0.9803, -0.7354, 0.7111, 0.765, 0.4404, -0.7003]","[5, 5, 4, 1, 1, 5, 2, 5, 3]","[[use, time], [headphone, start, come, apart, month, sound, start, crack, start, come, apart, buy, pair, sam, club, year, work, time, junk], [product, technology, dependent, tech, savvy, sure, buy, genuine, lg, product, watch, fake, check, trademark, buybr, br, pro, equipment, handy, sure, reception, clearbr, con, foot, range, plan, carry, phone, distance, walk], [lg, bluetooth, headset, purchase, refurbish, connection, return, purchase, one, disappoint, purchase, product], [product], [product], [buy, march, longer, charge, like, thing, pay, last, month, convenient, longer, return], [perfection], [buy, bt, headset, june, whenever, use, headset, call, sound, ok, call, switch, iphone, volume, loud, set, phone, headset, io, o, update, help, switch, iphone, problem, remain, loud, download, volume, app, didnt, help, mute, way, get, volume, level, mute, isnt, iphone, avoid, lg, bt, headset, check, forum, problem, lg, aware, fix, issue, model, avoid, avoid]]","[[use time, 0.5719, 5], [headphone start come apart month sound start crack start come apart buy pair sam club year work time junk, 0.0, 5], [product technology dependent tech savvy sure buy genuine lg product watch fake check trademark buybr br pro equipment handy sure reception clearbr con foot range plan carry phone distance walk, 0.4404, 4], [lg bluetooth headset purchase refurbish connection return purchase one disappoint purchase product, -0.9803, 1], [product, -0.7354, 1], [product, 0.7111, 5], [buy march longer charge like thing pay last month convenient longer return, 0.765, 2], [perfection, 0.4404, 5], [buy bt headset june whenever use headset call sound ok call switch iphone volume loud set phone headset io o update help switch iphone problem remain loud download volume app didnt help mute way get volume level mute isnt iphone avoid lg bt headset check forum problem lg aware fix issue model avoid avoid, -0.7003, 3]]"
B009PYUO1W,[0.4215],[5],[[nice]],"[[nice, 0.4215, 5]]"
B009QW3SGQ,[0.8932],[5],"[[buy, use, samsung, ativ, smart, pc, pro, cant, say, couldnt, feel, use, bit, weight, easy, sketch, use, stylus, work, swap, nib, use, tipbr, br, prosbr, work, wacom, enable, screen, point, articulation, pressure, sensitivitybr, eraser, tip, work, wonderfullybr, come, replacement, nib, br, consbr, light, thinbr, plastic, build, nice, feel, cheap]]","[[buy use samsung ativ smart pc pro cant say couldnt feel use bit weight easy sketch use stylus work swap nib use tipbr br prosbr work wacom enable screen point articulation pressure sensitivitybr eraser tip work wonderfullybr come replacement nib br consbr light thinbr plastic build nice feel cheap, 0.8932, 5]]"
B009WUO3RU,"[-0.0767, 0.9009]","[5, 5]","[[dont, date, ride, bike, excellent, wish, bluetooth], [radio, disappoint, recommend, happy, thank]]","[[dont date ride bike excellent wish bluetooth, -0.0767, 5], [radio disappoint recommend happy thank, 0.9009, 5]]"
B009YMGGNK,[0.8176],[5],"[[vey, nice, case, buy, gift, person, like]]","[[vey nice case buy gift person like, 0.8176, 5]]"
B00A25SYII,[0.5563],[5],"[[armband, unlike, made, arm, sweat, front, plastic, thin, touchscreen, button, work]]","[[armband unlike made arm sweat front plastic thin touchscreen button work, 0.5563, 5]]"
B00A36D63Y,[0.8503],[2],"[[dont, believe, cover, case, apple, touch, st, gen, power, switch, open, side, others, state, volume, opening, leave, side, strength, case, see, concern, drop, reason, give, star, protect, appearance, purchase, case, cant, recommend, product]]","[[dont believe cover case apple touch st gen power switch open side others state volume opening leave side strength case see concern drop reason give star protect appearance purchase case cant recommend product, 0.8503, 2]]"
B00B3QBRQQ,"[0.2323, 0.4073]","[3, 5]","[[battery, worth, crap], [range, half, advertise, use, cab, get, feedback, thing, consider, buy]]","[[battery worth crap, 0.2323, 3], [range half advertise use cab get feedback thing consider buy, 0.4073, 5]]"
B00BGAKIUK,"[0.6369, -0.7351]","[5, 1]","[[impact, instal, filterbr, useless, car], [instal, jeep, grande, cherokee, work, noise, eliminate, speaker, simple]]","[[impact instal filterbr useless car, 0.6369, 5], [instal jeep grande cherokee work noise eliminate speaker simple, -0.7351, 1]]"
B00BHSTSO8,[0.8625],[5],"[[price, speaker, pack, end, system, purchase, fill, whole, house, deep, rich, bass, love, speaker, bass, god]]","[[price speaker pack end system purchase fill whole house deep rich bass love speaker bass god, 0.8625, 5]]"
B00BS3TMM0,[-0.7208],[5],"[[order, daughter, didnt, fit, company, sent, replacement, fit, way, take, cover, charge, phone, kinda, defeat, purpose, cover]]","[[order daughter didnt fit company sent replacement fit way take cover charge phone kinda defeat purpose cover, -0.7208, 5]]"
B00CDZMV3O,[0.7351],[5],"[[excellent, memory, card, thank]]","[[excellent memory card thank, 0.7351, 5]]"
B00CU7B9Q0,[0.836],[3],"[[perfect, need, protects, phone, hold, card]]","[[perfect need protects phone hold card, 0.836, 3]]"
B00CZE3HY0,"[0.8555, 0.0, -0.5574]","[5, 1, 1]","[[drop, phone, screen, protector, didnt, break, screen, protector, shatter, piece, junk, buy], [feel, look, protection, recommend, product, iphone, user], [ship, crack, speak, quality, phone, leave, desiredbr, br, side]]","[[drop phone screen protector didnt break screen protector shatter piece junk buy, 0.8555, 5], [feel look protection recommend product iphone user, 0.0, 1], [ship crack speak quality phone leave desiredbr br side, -0.5574, 1]]"
B00D5GAX5I,"[0.34, -0.296, 0.8885, 0.5719, 0.0, 0.4404, 0.6249, 0.9747]","[5, 5, 4, 5, 1, 5, 5, 5]","[[buy], [awesome, stylus, theyre, handle, use, make, manipulate, item, device, nice, weight, color, person, theyre, gum, pink, deep, purple, great, dexterity, motor, skill, issue, hand, finger, nerve, issue, fibromyalgia, use, grip, control, issue, concern, quality, cost, mean, name, brand, charge, upwards, im, thrill, purchase, lose, know, im, go], [work, great, kindle], [package, contain, stylus, pen, contain, feel, rip], [stylus, tip, school, home, great, value, deliver, promise, tip], [stylus, great, problem, didnt, get, pink, order], [perfect], [get, stylus, tip, get, tip, buy, stylus, buy, tip, case, stop, make, kind, stylus, happen, know, stylus, come, pink, purple, offer, color]]","[[buy, 0.34, 5], [awesome stylus theyre handle use make manipulate item device nice weight color person theyre gum pink deep purple great dexterity motor skill issue hand finger nerve issue fibromyalgia use grip control issue concern quality cost mean name brand charge upwards im thrill purchase lose know im go, -0.296, 5], [work great kindle, 0.8885, 4], [package contain stylus pen contain feel rip, 0.5719, 5], [stylus tip school home great value deliver promise tip, 0.0, 1], [stylus great problem didnt get pink order, 0.4404, 5], [perfect, 0.6249, 5], [get stylus tip get tip buy stylus buy tip case stop make kind stylus happen know stylus come pink purple offer color, 0.9747, 5]]"
B00DPNAY1E,[0.6369],[5],"[[delivery, case, fit]]","[[delivery case fit, 0.6369, 5]]"
B00DQJ6J52,[0.6249],[5],[[item]],"[[item, 0.6249, 5]]"
B00DR0PMIK,[-0.2299],[5],"[[doesnt, seem]]","[[doesnt seem, -0.2299, 5]]"
B00DRJPGRI,"[0.7624, 0.0, 0.7506, 0.9509]","[5, 3, 4, 5]","[[mophie, juice, pack, work, hour, use, battery, pack, drop, time, case], [work, great, protects, phone], [doesnt, charge, phone, way], [ship, excellent, suppose, daughter, love, mophie, love, color, work]]","[[mophie juice pack work hour use battery pack drop time case, 0.7624, 5], [work great protects phone, 0.0, 3], [doesnt charge phone way, 0.7506, 4], [ship excellent suppose daughter love mophie love color work, 0.9509, 5]]"
B00E05L77G,[0.4215],[5],"[[nice, case]]","[[nice case, 0.4215, 5]]"
B00EEJQ8RW,[0.6124],[5],"[[product, work, install]]","[[product work install, 0.6124, 5]]"
B00EVKHJCC,[-0.2144],[5],"[[guy, great, issue, replace, problem, screen, work, put, issue, line, dead, pixel, screen, ive, try]]","[[guy great issue replace problem screen work put issue line dead pixel screen ive try, -0.2144, 5]]"
B00EVO51KK,[0.0],[5],[[describe]],"[[describe, 0.0, 5]]"
B00EZ89PEK,"[0.3716, 0.6369]","[3, 5]","[[order, elephant, panda, elephant, panda, great, bunny, receive, whats, sent, w, pink, phone, case, bunny, tail], [girl, love]]","[[order elephant panda elephant panda great bunny receive whats sent w pink phone case bunny tail, 0.3716, 3], [girl love, 0.6369, 5]]"
B00F3IYJZ6,"[0.0, 0.6901]","[4, 5]","[[get, phone, work, say], [everything, come, expect, arrive, earlywhich, well, recommend, company]]","[[get phone work say, 0.0, 4], [everything come expect arrive earlywhich well recommend company, 0.6901, 5]]"
B00F3SIT16,"[0.6124, 0.6249]","[1, 5]","[[buy, case, verizon, lg, g, recieved, case, say, non, verizon, carry, say, description, super, frustrate, refund, state, description], [protector, phone, soft]]","[[buy case verizon lg g recieved case say non verizon carry say description super frustrate refund state description, 0.6124, 1], [protector phone soft, 0.6249, 5]]"
B00F6FIFOC,[-0.3614],[3],"[[work, ok, hinge, clear]]","[[work ok hinge clear, -0.3614, 3]]"
B00F8ISCRC,[-0.3859],[1],"[[throw, garbage, smell, stink, recommend, feel, threw, money, jamas, recomendara, fue, una, perdida, dinero]]","[[throw garbage smell stink recommend feel threw money jamas recomendara fue una perdida dinero, -0.3859, 1]]"
B00FBH05W0,[0.7717],[5],"[[case, colorful, sturdy, fit]]","[[case colorful sturdy fit, 0.7717, 5]]"
B00FKAJMMC,[0.8442],[5],"[[case, fit, bulky, defender, case]]","[[case fit bulky defender case, 0.8442, 5]]"
B00GANTT94,[0.4927],[5],[[product]],"[[product, 0.4927, 5]]"
B00GJFGE3W,"[0.2023, -0.7506]","[3, 5]","[[poor, quality, dead, yearbr, br, company, replace, break], [connect, iphone, turn, get, connect, work, fine]]","[[poor quality dead yearbr br company replace break, 0.2023, 3], [connect iphone turn get connect work fine, -0.7506, 5]]"
B00GSFSORM,[0.5719],[4],"[[niece, love]]","[[niece love, 0.5719, 4]]"
B00H5XOVV4,[0.6369],[5],"[[work, laptop]]","[[work laptop, 0.6369, 5]]"
B00HE04RTO,[-0.4215],[1],"[[broke, day]]","[[broke day, -0.4215, 1]]"
B00HOB1DL8,[0.0],[5],[[ottimo]],"[[ottimo, 0.0, 5]]"
B00HQRIVHE,[0.743],[5],"[[work, love, absence, clutter]]","[[work love absence clutter, 0.743, 5]]"
B00HYSFW22,"[0.4754, 0.9722]","[4, 5]","[[nice, product], [otterbox, buy, friend, saw, mine, fell, love, love, love, protect, phone]]","[[nice product, 0.4754, 4], [otterbox buy friend saw mine fell love love love protect phone, 0.9722, 5]]"
B00HZA6E6W,[0.8225],[5],"[[think, bos, wasnt, go, great, radio]]","[[think bos wasnt go great radio, 0.8225, 5]]"
B00I9LIY9G,"[0.7003, 0.0]","[4, 5]","[[cover, screen], [need, thanks, customer, service]]","[[cover screen, 0.7003, 4], [need thanks customer service, 0.0, 5]]"
B00ID1HZOW,[0.8793],[5],"[[sleek, color, gone, run, look, feel, ship]]","[[sleek color gone run look feel ship, 0.8793, 5]]"
B00IFECL9Q,[0.6249],[5],"[[product, shipping]]","[[product shipping, 0.6249, 5]]"
B00IQCAMTI,[0.0],[2],"[[color, lighter, shown]]","[[color lighter shown, 0.0, 2]]"
B00IU1JN0Y,[0.2609],[5],"[[case, felt, camera, tight, use]]","[[case felt camera tight use, 0.2609, 5]]"
B00IUC88HW,[0.6369],[5],[[case]],"[[case, 0.6369, 5]]"
B00J2T8TAI,[0.4927],[4],"[[case, good, phone, price]]","[[case good phone price, 0.4927, 4]]"
B00J2Z7XXQ,"[0.8812, 0.1002]","[5, 1]","[[smartphone, purchase, year, speck, case, phone, get, month, go, speck, candyshell, fit, iphone, issue, use, volume, button, access, port, switch, etc, protects, phone, drop, case, show, wear, scratch, hold, doesnt, bother, ill, keep, come, brand], [fit, phone, bulge, annoy, bought, speck, candyshell, case, ink, variety, fit, speck, product]]","[[smartphone purchase year speck case phone get month go speck candyshell fit iphone issue use volume button access port switch etc protects phone drop case show wear scratch hold doesnt bother ill keep come brand, 0.8812, 5], [fit phone bulge annoy bought speck candyshell case ink variety fit speck product, 0.1002, 1]]"
B00J5QDUHA,"[0.7574, 0.6249]","[4, 4]","[[happy, purchase, cost, cost, tax]]","[[happy purchase cost cost tax, 0.7574, 4], [, 0.6249, 4]]"
B00J8VKHNW,"[0.7096, 0.8126, 0.6369, -0.5662, -0.1655]","[5, 5, 5, 3, 4]","[[looking, product, fit, feel, notch, use, loctite, thread, check, fm, frequency, hd], [fix, problem, stock, antenna, f, slam, garage, time, pull, notice, drop, radio, reception, station, time, look, loss, reception], [look, good, reception, well, stubby, antenna, longer, hit, cement, beam, work, airport, parking, garage, factory, antenna], [love, look, f, doesnt, come, anything, adhesive, wise, make, steal, sure, think, steal, month]]","[[looking product fit feel notch use loctite thread check fm frequency hd, 0.7096, 5], [fix problem stock antenna f slam garage time pull notice drop radio reception station time look loss reception, 0.8126, 5], [look good reception well stubby antenna longer hit cement beam work airport parking garage factory antenna, 0.6369, 5], [love look f doesnt come anything adhesive wise make steal sure think steal month, -0.5662, 3], [, -0.1655, 4]]"
B00JH886SO,"[0.7645, 0.9267, 0.6249]","[4, 2, 5]","[[fit, great], [appearance, use, fashion, phone, simple, case, prefer, layer, protection, phone, work, good, look], [look, elago, case, ive, love, look, deceive, feel, cheap, elago, one, feel, sturdier, softness, feel, hand, return, get, case]]","[[fit great, 0.7645, 4], [appearance use fashion phone simple case prefer layer protection phone work good look, 0.9267, 2], [look elago case ive love look deceive feel cheap elago one feel sturdier softness feel hand return get case, 0.6249, 5]]"
B00JLMS848,"[-0.7553, 0.2023, 0.9022]","[1, 4, 5]","[[install, work, pairing, product], [rear, wheel, drop, connection, edge, work, fine, front, wheel], [purchase, device, twice, product, arrive, pair, garmin, assume, itbr, br, second, device, pair, garmin, minute, repairbr, br, fail, need, return, unit]]","[[install work pairing product, -0.7553, 1], [rear wheel drop connection edge work fine front wheel, 0.2023, 4], [purchase device twice product arrive pair garmin assume itbr br second device pair garmin minute repairbr br fail need return unit, 0.9022, 5]]"
B00JU00VH8,[0.1999],[3],"[[case, order, fit, phone]]","[[case order fit phone, 0.1999, 3]]"
B00K00QFKO,[0.0],[5],"[[everything, expect]]","[[everything expect, 0.0, 5]]"
B00K0NS0P4,"[-0.0115, 0.8441, -0.4019]","[4, 4, 2]","[[problem, moto, g, dont, start, live, argentina], [phone, nice, app, data, stay, phone, memory, micro, sd, card, root, phone], [budget, phone, great, screen, camera, dont, zoom, detail, real, problem, phone, gig, ram, dont, know, deal, wouldve, pay, ram, there, lot, stutter, use, apps, map, radio, app, crash, time, love, size]]","[[problem moto g dont start live argentina, -0.0115, 4], [phone nice app data stay phone memory micro sd card root phone, 0.8441, 4], [budget phone great screen camera dont zoom detail real problem phone gig ram dont know deal wouldve pay ram there lot stutter use apps map radio app crash time love size, -0.4019, 2]]"
B00KERH94O,[0.0],[1],"[[didnt, work, return]]","[[didnt work return, 0.0, 1]]"
B00KI5OL70,[0.7056],[5],"[[nice, case, lot]]","[[nice case lot, 0.7056, 5]]"
B00KJ67ZB2,[-0.5256],[1],"[[order, cord, review, fit, samsung, phone]]","[[order cord review fit samsung phone, -0.5256, 1]]"
B00KLS2A7C,"[0.9001, 0.2709]","[4, 4]","[[save, old, phone, countless, drop, work, look], [case, get, worn, phone, didnt, fit, backing, resting, leg, chair, wouldnt, fall, make, annoy, get, pocket]]","[[save old phone countless drop work look, 0.9001, 4], [case get worn phone didnt fit backing resting leg chair wouldnt fall make annoy get pocket, 0.2709, 4]]"
B00KO4OXPU,[0.0],[5],[[excelent]],"[[excelent, 0.0, 5]]"
B00KOPMCQG,[0.1531],[3],"[[ok, come, attach, screen, calibration, bit, use, different, kind, tape]]","[[ok come attach screen calibration bit use different kind tape, 0.1531, 3]]"
B00KUZK6JA,"[0.0, 0.0]","[3, 3]","[[overheat, point, burnt, finger]]","[[overheat point burnt finger, 0.0, 3], [, 0.0, 3]]"
B00KVIAP9W,"[0.8805, 0.6249, 0.6249]","[5, 5, 5]","[[get, discount, price, honest, review, glass, help, order, time, wouldnt, bc, glass, wouldve, crack, phone, amazing], [work, great, nexus, phone]]","[[get discount price honest review glass help order time wouldnt bc glass wouldve crack phone amazing, 0.8805, 5], [work great nexus phone, 0.6249, 5], [, 0.6249, 5]]"
B00KYBUWF8,[0.5719],[5],"[[excellent, case, price]]","[[excellent case price, 0.5719, 5]]"
B00L05LUH6,[0.0],[5],[[aaaaa]],"[[aaaaa, 0.0, 5]]"
B00L3190RO,[0.4343],[4],"[[lose, im, man, need, look, cheap, work, fit, came, extra, error, one, slip, simple, pull, yr, hard, time, ask, battle, product]]","[[lose im man need look cheap work fit came extra error one slip simple pull yr hard time ask battle product, 0.4343, 4]]"
B00LAHPJNA,[-0.1977],[2],"[[product, look, case, crack, remove, phone, case, need, remove, case, charge, cable, dock, impress]]","[[product look case crack remove phone case need remove case charge cable dock impress, -0.1977, 2]]"
B00LB879V8,"[0.2732, 0.847, 0.3716, 0.4927, -0.5216]","[3, 4, 2, 4, 1]","[[button, area, press, slit, length, button, area, release, tension, rubber, allow, press], [nice, snug, fit, thicker, protector, downside, headphone, port, offset, jack, need, attention, connect, bottom, case, thick, make, charging, port, access, difficult, button, require, bit, force, detect, push, minor, thing, case, inner], [product, look, give, phone, touch, class], [case, mine, didnt, include, kickstand], [fit, active]]","[[button area press slit length button area release tension rubber allow press, 0.2732, 3], [nice snug fit thicker protector downside headphone port offset jack need attention connect bottom case thick make charging port access difficult button require bit force detect push minor thing case inner, 0.847, 4], [product look give phone touch class, 0.3716, 2], [case mine didnt include kickstand, 0.4927, 4], [fit active, -0.5216, 1]]"
B00LDMYZB4,[-0.6312],[1],"[[phone, arrive, get, star, cant, leave, blank]]","[[phone arrive get star cant leave blank, -0.6312, 1]]"
B00LIIJNNS,[0.0],[1],"[[hold, stay, attach, phoneuseless, send, maxx]]","[[hold stay attach phoneuseless send maxx, 0.0, 1]]"
B00LXGNMI2,[0.8687],[5],"[[itll, pinch, arm, im, strap, doesnt, slip, great, phone, fit, case, open, hole, match, iphone, ear, phone]]","[[itll pinch arm im strap doesnt slip great phone fit case open hole match iphone ear phone, 0.8687, 5]]"
B00M14SRXA,[0.0516],[1],"[[avoid, avoid, design, question, try, make, profit, make, sea, quality, take, hit, chalk, unlucky, stitch, fell, apart, quicker, buy, post, date, purchase, thats, fell, apart, referencing, date, post]]","[[avoid avoid design question try make profit make sea quality take hit chalk unlucky stitch fell apart quicker buy post date purchase thats fell apart referencing date post, 0.0516, 1]]"
B00M2956LK,[-0.0258],[5],"[[nice, donts, get]]","[[nice donts get, -0.0258, 5]]"
B00M65O9J0,[0.4019],[3],"[[case, self, good, case, hold, phone, horizontal, side, case, sony, xperia, za, fit, phone, cover, headphone, plugin, camera, button, bit, cover, use, charging, port]]","[[case self good case hold phone horizontal side case sony xperia za fit phone cover headphone plugin camera button bit cover use charging port, 0.4019, 3]]"
B00MF8U6EU,"[0.9454, 0.9337, -0.3612]","[5, 5, 5]","[[hold, phone, fallen, pocket, number, time, damage, phone, case, dustdirt, get, case, require, remove, clean], [packaging, fine, fit, glass, screen, cover, note, case, cover, screen, wasnt, sure, buy, put, phone, notice, crack, case, upper, leave, corner, email, tech, armor, support, mail, replacement, case, look, phone, tech, armor, product, support], [case, phone, feature, impact, picture, flash, quality, case, use, day, manage, drop, phone, yes, time, case, absorb, impact, scratch, phone, casebr, br, great, price, recommend, market]]","[[hold phone fallen pocket number time damage phone case dustdirt get case require remove clean, 0.9454, 5], [packaging fine fit glass screen cover note case cover screen wasnt sure buy put phone notice crack case upper leave corner email tech armor support mail replacement case look phone tech armor product support, 0.9337, 5], [case phone feature impact picture flash quality case use day manage drop phone yes time case absorb impact scratch phone casebr br great price recommend market, -0.3612, 5]]"
B00MG2WB3O,[0.0],[5],"[[wife, look]]","[[wife look, 0.0, 5]]"
B00MHV8F5W,[-0.732],[1],"[[case, get, dirt, debris, stick, case, case, see, debris, rub, make, scratch, ding, say, offer, decent, drop, protection, cant, make, fact, make, scratch, phone, prevent, recommend, anybody, fact, advise, get, case, make, phone, worse]]","[[case get dirt debris stick case case see debris rub make scratch ding say offer decent drop protection cant make fact make scratch phone prevent recommend anybody fact advise get case make phone worse, -0.732, 1]]"
B00MLZ90YO,[0.9012],[5],"[[look, nice, case, fit, iphone, month, start, yellow, love, crystal, clear, start, price, purchase, toss, yellow, perfect]]","[[look nice case fit iphone month start yellow love crystal clear start price purchase toss yellow perfect, 0.9012, 5]]"
B00MN26HYQ,"[0.2023, 0.7845]","[5, 5]","[[nice, product, work, galaxy, note, ], [work]]","[[nice product work galaxy note , 0.2023, 5], [work, 0.7845, 5]]"
B00MUO8KWY,"[0.0258, -0.6012, 0.4927, 0.4404, -0.296, -0.4019, 0.4404, 0.0, 0.4754, 0.546]","[2, 1, 5, 3, 1, 1, 5, 1, 4, 1]","[[poor, quality, button, dont, work], [nice], [stop, work, month], [get, speaker, work, thats, problem], [get, item, manner, problem, watch, work, turn, get, might, need, charge, put, charge, turn, minute, turn, charge, nothing, die, anyway, moment, work], [please], [buy, watch, fix, bandbr, screan, resolution, response, easley, touch], [kid], [cant, connect, proper, application, cause, site, isnt, english]]","[[poor quality button dont work, 0.0258, 2], [nice, -0.6012, 1], [stop work month, 0.4927, 5], [get speaker work thats problem, 0.4404, 3], [get item manner problem watch work turn get might need charge put charge turn minute turn charge nothing die anyway moment work, -0.296, 1], [please, -0.4019, 1], [buy watch fix bandbr screan resolution response easley touch, 0.4404, 5], [kid, 0.0, 1], [cant connect proper application cause site isnt english, 0.4754, 4], [, 0.546, 1]]"
B00MVZK7WI,"[0.5719, -0.2263]","[5, 3]","[[nice, case, week, stop, work, ], [get, co, worker, love]]","[[nice case week stop work , 0.5719, 5], [get co worker love, -0.2263, 3]]"
B00MYZVQWU,"[0.8591, 0.6249, 0.7906, 0.5478]","[4, 5, 5, 5]","[[broke, clumsy, buy, think, screen, protector, put, lot, better, finger, print, doesnt, work, there, bubble, screen, star, werent], [case, great, wish, find, holster, buy, case, holster, iphone, november, bit, couldnt, find, amazon, go, case, wife, phone, regardless, case, worth, get, throwing], [case], [product, protect, iphone, drop, asphalt]]","[[broke clumsy buy think screen protector put lot better finger print doesnt work there bubble screen star werent, 0.8591, 4], [case great wish find holster buy case holster iphone november bit couldnt find amazon go case wife phone regardless case worth get throwing, 0.6249, 5], [case, 0.7906, 5], [product protect iphone drop asphalt, 0.5478, 5]]"
