B00A020P2G,"[0.7351, -0.9554]","[5, 2]","[[want, replace, nokia, e, series, wish, spend, lot, money, get, duo, worst, experience, dont, know, sim, use, experiencebr, contact, disappear, phone, book, reappear, restart, phone, show, phone, book, look, show, others, disappear, restart, time, number, show, random, imagine, call, come, recognizing, number, number, store, memory, head, worst, try, make, urgent, call, drive, headset, stop, car, number, show, upbr, get, deal, upgrade, samsung, smooth, sail], [phone, order, group, usa, deliver, estimate, delivery, date, month, phone, work, camera, take, decent, picture, battery, last, hour, usage, battery, last]]","[[want replace nokia e series wish spend lot money get duo worst experience dont know sim use experiencebr contact disappear phone book reappear restart phone show phone book look show others disappear restart time number show random imagine call come recognizing number number store memory head worst try make urgent call drive headset stop car number show upbr get deal upgrade samsung smooth sail, 0.7351, 5], [phone order group usa deliver estimate delivery date month phone work camera take decent picture battery last hour usage battery last, -0.9554, 2]]"
B00A4EB4WU,[-0.558],[1],"[[case, area, front, case, volume, button, brittle, case, week, break, break, morebr, br, phone, pull, pocket, attempt, get, refund, sure]]","[[case area front case volume button brittle case week break break morebr br phone pull pocket attempt get refund sure, -0.558, 1]]"
B00A6N2ZB8,"[0.7579, 0.9495, 0.743]","[5, 3, 5]","[[check, dent, shell, ipod, buy, buy, replace, shatter, screen, realize, house, ipod, dent, screen, fit, inside, corner, get, dent, drop, br, br, come, direction, know, advance, husband, figure, handle, challenge, took, hubby, couple, hour, figure, search, find, direction, tube, match, part, receive, kitbr, piece, cut, fit, recommend, purchase, made, buy, amazon, make, easierbr, br, side, screen, work, fine, image, think, worth, investment, someone, make, sure, youre, patient, set, aside, couple, hour, case, trouble], [instruction, clear, follow, youtube, video, see, expectbr, br, screen, work, fine, tool, expect, use, kit, sufficient, keep, mind, arent, design, permanent, tool, use, suchbr, br, snag, replacement, process, use, jumper, wire, device, redetect, screen, doesnt, work, replacement, look], [instal, work]]","[[check dent shell ipod buy buy replace shatter screen realize house ipod dent screen fit inside corner get dent drop br br come direction know advance husband figure handle challenge took hubby couple hour figure search find direction tube match part receive kitbr piece cut fit recommend purchase made buy amazon make easierbr br side screen work fine image think worth investment someone make sure youre patient set aside couple hour case trouble, 0.7579, 5], [instruction clear follow youtube video see expectbr br screen work fine tool expect use kit sufficient keep mind arent design permanent tool use suchbr br snag replacement process use jumper wire device redetect screen doesnt work replacement look, 0.9495, 3], [instal work, 0.743, 5]]"
B00AQ34854,[0.9349],[5],"[[package, feel, love, color, case, protect, corner, phone, bumper, love, change, color, corner]]","[[package feel love color case protect corner phone bumper love change color corner, 0.9349, 5]]"
B00AXX0JOQ,"[0.4215, 0.1007, 0.1779, 0.8126, 0.9201, -0.119, 0.7717, 0.4703, 0.296, 0.4489, 0.8251, 0.9593, 0.0, -0.2755, 0.6249, 0.4215, 0.7955, 0.4754, 0.6249, -0.3291]","[4, 5, 4, 5, 5, 5, 5, 3, 4, 4, 5, 2, 5, 3, 5, 3, 5, 5, 5, 5]","[[thing, work, mount, windshield, bump, road, cause, unit, pop, winshield, keep, kinda, windshield, center], [find, roads, lane, country, area, gps, get, detail, map, chamber, commerce, find, address, look, gps, seem, ok], [gps, miss, feature], [excellent, product, shop, decide, purchase, amazon, glad], [garmin, nuvi, lm, love, decide, upgrade, wife, get, start, try, punch, address, drive, device, get, address, correct, speak, need, work, part], [satisfy, product, voice, command, model, purchase, walmart, cheaper, walmart], [screen, use, make, garmin, look, toy], [part, fit, charge, monitor, car, charger, sent, correct, size], [screen, great, detail, enter, exit, highway, dont, need, trip, planner, run, road, lot, ive, heard, thing, gps, unit, trip, plan, element, learn, read, map, dont, gps, unit, aspect, travel, product, price], [purchase, disappointment, time, garmin, gps, user, fan, look, screen, add, feature, realize, shadow, coming, unitbr, screen, contrast, non, existent, glare, direct, indirect, sunlight, make, view, unlike, garmins, find, auto, brightness, control, make, brighter, make, resolution, image, changing, vehicle, light, direction, screen, brightness, bummer, software, let, vehicle, motion, park, place, save, favorite, forget, push, car, icon, screen, bring, window, allows, navigate, mark, way, point, keep, feature, shortcoming, list, make, brainer, return, unit, review, get, star, unit, size, amazoncom, great, place, shop], [work, great, pay, traffic, notification, reno, try, time, change, voice, car, luck, area, know, way, give, strange, rout, get, location, recognize, name, location, find, inputting, address], [awesome], [instruction, nothing, line, thing, work, follow, online, think, purchase, make, year, techie, im, damn, ill, purchase, source, maybe, year, neighborhood, help], [product, love], [time, understand, voice, command, type, address, want, work], [weve, use, trip, year, fail, update, couple, time, year], [item, doubt, take, space, dash, truck, use, turn, size, isnt, issue], [perfect, love, everything], [exceed, spec]]","[[thing work mount windshield bump road cause unit pop winshield keep kinda windshield center, 0.4215, 4], [find roads lane country area gps get detail map chamber commerce find address look gps seem ok, 0.1007, 5], [gps miss feature, 0.1779, 4], [excellent product shop decide purchase amazon glad, 0.8126, 5], [garmin nuvi lm love decide upgrade wife get start try punch address drive device get address correct speak need work part, 0.9201, 5], [satisfy product voice command model purchase walmart cheaper walmart, -0.119, 5], [screen use make garmin look toy, 0.7717, 5], [part fit charge monitor car charger sent correct size, 0.4703, 3], [screen great detail enter exit highway dont need trip planner run road lot ive heard thing gps unit trip plan element learn read map dont gps unit aspect travel product price, 0.296, 4], [purchase disappointment time garmin gps user fan look screen add feature realize shadow coming unitbr screen contrast non existent glare direct indirect sunlight make view unlike garmins find auto brightness control make brighter make resolution image changing vehicle light direction screen brightness bummer software let vehicle motion park place save favorite forget push car icon screen bring window allows navigate mark way point keep feature shortcoming list make brainer return unit review get star unit size amazoncom great place shop, 0.4489, 4], [work great pay traffic notification reno try time change voice car luck area know way give strange rout get location recognize name location find inputting address, 0.8251, 5], [awesome, 0.9593, 2], [instruction nothing line thing work follow online think purchase make year techie im damn ill purchase source maybe year neighborhood help, 0.0, 5], [product love, -0.2755, 3], [time understand voice command type address want work, 0.6249, 5], [weve use trip year fail update couple time year, 0.4215, 3], [item doubt take space dash truck use turn size isnt issue, 0.7955, 5], [perfect love everything, 0.4754, 5], [exceed spec, 0.6249, 5], [, -0.3291, 5]]"
B00B2IRCLE,"[0.987, 0.34, 0.5719]","[4, 3, 5]","[[excellent], [charge, cord, break, purchase], [speaker, bass, reflex, say, balance, sound, vibrate, bit, table, rattle, thing, emit, frequency, distress, pet, hear, sound, emphasis, midrange, good, use, daisychained, one, stereo, sound, source, psp, game, console, hold, charge, time, use, dont, use, month, plug, good, gobr, version, come, speaker, page, work, charge, unlike, speaker, inline, audio, jackbr, recommend, speaker, indoorporchpatio, wont, hack, beach, party, quieter, day, connect, loud, audio, source, ive, clip, clipping, sound, tape, noise]]","[[excellent, 0.987, 4], [charge cord break purchase, 0.34, 3], [speaker bass reflex say balance sound vibrate bit table rattle thing emit frequency distress pet hear sound emphasis midrange good use daisychained one stereo sound source psp game console hold charge time use dont use month plug good gobr version come speaker page work charge unlike speaker inline audio jackbr recommend speaker indoorporchpatio wont hack beach party quieter day connect loud audio source ive clip clipping sound tape noise, 0.5719, 5]]"
B00BBOQULM,[0.8591],[5],"[[product, price, quick, delivery, happy, customer]]","[[product price quick delivery happy customer, 0.8591, 5]]"
B00BKD738I,[0.9814],[4],"[[work, spend, amount, time, conference, call, unit, im, heard, call, others, function, mute, fact, pop, backpack, need, travel, pleasant, bonus, think, id, try, take, trip, client, location, etc, continues, phone, pair, iphone, etc, id, recommend, others]]","[[work spend amount time conference call unit im heard call others function mute fact pop backpack need travel pleasant bonus think id try take trip client location etc continues phone pair iphone etc id recommend others, 0.9814, 4]]"
B00BREW9CK,[0.2732],[5],"[[work, expect]]","[[work expect, 0.2732, 5]]"
B00BTML3QS,[-0.3798],[3],"[[daughter, like, stitch, came, super, quality]]","[[daughter like stitch came super quality, -0.3798, 3]]"
B00BUHI79I,"[0.4754, 0.936, 0.8016, 0.8807, 0.7906]","[5, 5, 5, 4, 5]","[[screen, protector, easy, get, fit, curve, note, edge], [screen, protector, use, follow, direction, application, number, bubble, worry, wouldnt, go, watch, day, fewer, bubble, day, bubble, see, flimsy, plastic, screen, protector, window, tint, vehicle, recommend, purchase, bubble, go, direction, wait, worth], [buy], [product, make, apply, clean, dust, environment], [satisfy]]","[[screen protector easy get fit curve note edge, 0.4754, 5], [screen protector use follow direction application number bubble worry wouldnt go watch day fewer bubble day bubble see flimsy plastic screen protector window tint vehicle recommend purchase bubble go direction wait worth, 0.936, 5], [buy, 0.8016, 5], [product make apply clean dust environment, 0.8807, 4], [satisfy, 0.7906, 5]]"
B00CGQSBPW,[-0.4215],[1],"[[dont, buy, make, week, hit, bump, thin, connection, ball, joint, broke]]","[[dont buy make week hit bump thin connection ball joint broke, -0.4215, 1]]"
B00CKIHGPW,[0.4932],[2],"[[look, well, chrome, cover, lock, button, didnt, pay, cost, ship]]","[[look well chrome cover lock button didnt pay cost ship, 0.4932, 2]]"
B00D4EEFMS,[-0.6525],[1],"[[purchase, cable, time, cable, charge, phone, charge, rate, hour, plug, source, energy, get, improvement, dont, fit, rugby, phone]]","[[purchase cable time cable charge phone charge rate hour plug source energy get improvement dont fit rugby phone, -0.6525, 1]]"
B00DL7N2XG,[-0.2516],[3],[[loose]],"[[loose, -0.2516, 3]]"
B00DMKGTYQ,[0.8396],[5],"[[household, own, case, year, case, design, build, compel, review, iphone, felt, roller, coaster, earth, kingda, kajackson, nj, iphone, find, use, find, iphone, app, work, recommend]]","[[household own case year case design build compel review iphone felt roller coaster earth kingda kajackson nj iphone find use find iphone app work recommend, 0.8396, 5]]"
B00DP0RO5G,"[0.0, -0.4497, 0.296, 0.8481, 0.6369, 0.0]","[3, 1, 4, 5, 5, 5]","[[didnt, need, wife, get, phone], [ok], [product, work, describe], [battery, keep, run, time, take, charge, run, quicker, battery, replace, somehow, dont, think, suppose, happen, loss], [work, great, price]]","[[didnt need wife get phone, 0.0, 3], [ok, -0.4497, 1], [product work describe, 0.296, 4], [battery keep run time take charge run quicker battery replace somehow dont think suppose happen loss, 0.8481, 5], [work great price, 0.6369, 5], [, 0.0, 5]]"
B00DTV2IPC,[0.765],[5],"[[product, everything, make, ram]]","[[product everything make ram, 0.765, 5]]"
B00DW98WUQ,[0.0],[5],[[]],"[[, 0.0, 5]]"
B00E1LACGG,[0.0],[4],[[need]],"[[need, 0.0, 4]]"
B00E3ENL96,"[0.6249, 0.9022]","[5, 5]","[[awesome], [super, cute]]","[[awesome, 0.6249, 5], [super cute, 0.9022, 5]]"
B00EC805JC,[0.3818],[3],"[[okaysome, improvementwhich, id, hop]]","[[okaysome improvementwhich id hop, 0.3818, 3]]"
B00EIQJ3YQ,[0.7096],[5],"[[saw, dozen, people, america, case, perfect, foe, hurricane, harbor, ]]","[[saw dozen people america case perfect foe hurricane harbor , 0.7096, 5]]"
B00F3SISX0,"[0.8231, 0.6249]","[5, 5]","[[work, great], [case, awosome, look, plenty, case, get, review, time, own, otter, box, live, reputation, week, problem, case, slide, pocket, feel, l, bulky, complaint, screen, protector, isnt, tgat, great, case, havibg, drag, skin, clothes, feel, slip, hand, love]]","[[work great, 0.8231, 5], [case awosome look plenty case get review time own otter box live reputation week problem case slide pocket feel l bulky complaint screen protector isnt tgat great case havibg drag skin clothes feel slip hand love, 0.6249, 5]]"
B00FAC04W2,[-0.0547],[1],"[[tool, break, whatsoever, ribbon, cable, battery, input, slot, circuit, board, flimsy, bend, try, get, solid, connection, piece, junk, dont, waste, money]]","[[tool break whatsoever ribbon cable battery input slot circuit board flimsy bend try get solid connection piece junk dont waste money, -0.0547, 1]]"
B00FG6TZUO,[0.9253],[4],"[[hop, backing, sort, material, paint, finish, isnt, charger, fit, case, hole, doesnt, phone, fault, screen, part, phone, come, dont, think, screen, protect, land, face, front, provide, bumper, aside, feel, nice, feel, phone, lot, safer, clumsiness, case]]","[[hop backing sort material paint finish isnt charger fit case hole doesnt phone fault screen part phone come dont think screen protect land face front provide bumper aside feel nice feel phone lot safer clumsiness case, 0.9253, 4]]"
B00FRRP70Y,"[-0.2397, 0.7783]","[2, 4]","[[money, wish], [work, stop, work, trip, use, battery, pack, like, going, house, lot, phone, battery, wasnt, go, make, whole, day, use, phone, battery, get, however, past, week, battery, pack, show, charge, plug, phone, drop, bar, bit, go, anything, plug, charge, return, show, bar, charge, work, battery, pack, didnt, month, use, id, recommend, check, option]]","[[money wish, -0.2397, 2], [work stop work trip use battery pack like going house lot phone battery wasnt go make whole day use phone battery get however past week battery pack show charge plug phone drop bar bit go anything plug charge return show bar charge work battery pack didnt month use id recommend check option, 0.7783, 4]]"
B00GAKL56M,[0.7397],[5],"[[nice, item]]","[[nice item, 0.7397, 5]]"
B00GB39II0,[0.34],[5],"[[perfect, fit, lay, beach, phone, stomach, sneaker, wave, hit, jump, phone, go, water, recover, damage, water, get, phone, water, resistant, case, save]]","[[perfect fit lay beach phone stomach sneaker wave hit jump phone go water recover damage water get phone water resistant case save, 0.34, 5]]"
B00GDG26P2,[0.7003],[5],"[[concern, product, flimsy, make, appear, phone, month, look, time, purchase, teal]]","[[concern product flimsy make appear phone month look time purchase teal, 0.7003, 5]]"
B00GG63522,[0.5719],[5],"[[excellent, phone]]","[[excellent phone, 0.5719, 5]]"
B00GLPPAJ4,"[0.7351, 0.0]","[4, 5]","[[price, quick, delivery, work], [look]]","[[price quick delivery work, 0.7351, 4], [look, 0.0, 5]]"
B00GOKGQ80,"[0.8572, -0.3724]","[3, 2]","[[case, get, compliment, however, get, dirty, get, case, color, stain, turn, edge, use, dont, want, use, anymore, result, look, beware], [impress, didnt, hold, wear, tear]]","[[case get compliment however get dirty get case color stain turn edge use dont want use anymore result look beware, 0.8572, 3], [impress didnt hold wear tear, -0.3724, 2]]"
B00GS5V3XY,[0.8716],[4],"[[clarity, work, medium, ear, way, ear, hanging, front, bit, extra, length, thembr, complaint, arm, inch, longer, color, silicone, lifting, day, lose, star]]","[[clarity work medium ear way ear hanging front bit extra length thembr complaint arm inch longer color silicone lifting day lose star, 0.8716, 4]]"
B00GVAQWMI,[0.8481],[5],"[[product, great, price, ship]]","[[product great price ship, 0.8481, 5]]"
B00H85GGSA,[0.9118],[4],"[[case, price, fit, grip, look, button, side, enclose, harder, activate]]","[[case price fit grip look button side enclose harder activate, 0.9118, 4]]"
B00HEGP288,"[0.4927, 0.7003, 0.7351, -0.2411, 0.0, -0.8218]","[5, 5, 5, 4, 5, 2]","[[better, garmin, own], [update, power, button, stop, work, order, turn, need, plug, unplug, cigarette, lighter, keep, star, use, gps, silverado, month, battery, gps, turn, find, feature, annoy, way, turn, put, gas, truck, day, eat, junk, food, whats, point, clutter, screen, junk, food, place, gas, station, star, garmin, bc, wireless, backup, camera, help, need, hook, trailer, truck], [gps, fast, state, art, screen, see, map, extreme, sun, light], [use, fair, review], [excellent, gps, uniti, way, work, look, thing], [receive, work, advertise, met, expectation]]","[[better garmin own, 0.4927, 5], [update power button stop work order turn need plug unplug cigarette lighter keep star use gps silverado month battery gps turn find feature annoy way turn put gas truck day eat junk food whats point clutter screen junk food place gas station star garmin bc wireless backup camera help need hook trailer truck, 0.7003, 5], [gps fast state art screen see map extreme sun light, 0.7351, 5], [use fair review, -0.2411, 4], [excellent gps uniti way work look thing, 0.0, 5], [receive work advertise met expectation, -0.8218, 2]]"
B00HQXKUOK,[0.7269],[5],"[[deliver, time, excellent, value]]","[[deliver time excellent value, 0.7269, 5]]"
B00HS03TXA,[0.431],[1],"[[didnt, work, buy]]","[[didnt work buy, 0.431, 1]]"
B00HTVMEFW,[0.0516],[2],"[[card, go, slot, phone, inside, item, close, material, design, problem, wireless, charge, work]]","[[card go slot phone inside item close material design problem wireless charge work, 0.0516, 2]]"
B00HY3HSZQ,"[0.5994, 0.0, 0.7717, 0.4927, 0.891, -0.1165, 0.8555]","[5, 5, 5, 5, 5, 5, 5]","[[forget, license, credit, acrd, home, start, drive, phone, hand], [genius, wish, know, sooner, carry, card, hold, sleek, apply, phone, case, make, life, carry, purse, time, recommend, everyone, ask], [love], [adheres, shamos, case, love, hold, card, space, money, bill, receipt, wear], [greatbr, br, worry, wouldnt, sticky, id, monitor, make, didnt, fall, hasnt, happen, stick, fit, card, problem, card, expose, people, take, card, theyre, plain, sight, b, im, worry, fall], [star]]","[[forget license credit acrd home start drive phone hand, 0.5994, 5], [genius wish know sooner carry card hold sleek apply phone case make life carry purse time recommend everyone ask, 0.0, 5], [love, 0.7717, 5], [adheres shamos case love hold card space money bill receipt wear, 0.4927, 5], [greatbr br worry wouldnt sticky id monitor make didnt fall hasnt happen stick fit card problem card expose people take card theyre plain sight b im worry fall, 0.891, 5], [star, -0.1165, 5], [, 0.8555, 5]]"
B00IJ1ONZK,"[0.9522, 0.8316]","[5, 5]","[[looking, case, impact, resistance, hard, touch, split, great, look, protection], [feel, case, met, expectation, bonus, receive, compliment, look, choice]]","[[looking case impact resistance hard touch split great look protection, 0.9522, 5], [feel case met expectation bonus receive compliment look choice, 0.8316, 5]]"
B00INII71U,[0.6249],[5],"[[product, quick, service]]","[[product quick service, 0.6249, 5]]"
B00IRQTQWW,"[0.3612, 0.296]","[5, 3]","[[take, iphone, repairman, home, button, didnt, work, take, repairman, minute, install, phone, feel], [work, ok]]","[[take iphone repairman home button didnt work take repairman minute install phone feel, 0.3612, 5], [work ok, 0.296, 3]]"
B00IT30Y1A,"[-0.5719, -0.4404]","[1, 1]","[[unit, arrive, connection, load, work], [hate, didnt, come, plug, cord, buy, cord, buy, item]]","[[unit arrive connection load work, -0.5719, 1], [hate didnt come plug cord buy cord buy item, -0.4404, 1]]"
B00IWSNKA4,"[-0.3898, 0.6115]","[1, 3]","[[make, come, represents, nothing, battery, charge, status, battery, charge, battery, charge, try, battery, look, something, make, usa], [receive, product, receive, charger, last, weeks]]","[[make come represents nothing battery charge status battery charge battery charge try battery look something make usa, -0.3898, 1], [receive product receive charger last weeks, 0.6115, 3]]"
B00JGHD9WO,"[-0.1586, -0.2755]","[3, 1]","[[phone, didnt, fit, case, zipper, case, close, phone, junk, drawer], [talk, phone, case, dont, want, talk, speaker, phone]]","[[phone didnt fit case zipper case close phone junk drawer, -0.1586, 3], [talk phone case dont want talk speaker phone, -0.2755, 1]]"
B00JH5ZXYC,"[-0.4773, 0.6956]","[4, 4]","[[nice, well, thinner], [nice, order]]","[[nice well thinner, -0.4773, 4], [nice order, 0.6956, 4]]"
B00JH88558,[-0.1511],[3],"[[recommend, slip]]","[[recommend slip, -0.1511, 3]]"
B00JJXTV0Y,[0.6369],[5],"[[bought, love, convenient, home, give, son, backpack, brother, work, travel]]","[[bought love convenient home give son backpack brother work travel, 0.6369, 5]]"
B00JYNH2S2,[0.8519],[5],"[[fit, look]]","[[fit look, 0.8519, 5]]"
B00K79GE8Q,[0.8402],[5],"[[fun, get, lot, compliment]]","[[fun get lot compliment, 0.8402, 5]]"
B00KCC7TAK,[0.6908],[5],"[[nice, case, good, quality, ship]]","[[nice case good quality ship, 0.6908, 5]]"
B00KCWEEPS,[0.0],[2],"[[device, function, wait, replacement]]","[[device function wait replacement, 0.0, 2]]"
B00KJ0QV9K,"[0.4144, 0.9312, 0.5975]","[5, 5, 4]","[[purchase, gold, box, travel, solution, everexpanding, collection, device, utilize, usb, charger, unit, compact, work, iosandroid, device, lend, task, inline, ac, adapter, cord, dwarf, make, entire, solution, clunky, work, advertise, lose, star, inelegant, power, solution], [everyones, best, friend, work, multiple, slot, allow, phone, charge, time, longer, allow, use, usb, port, computer, help, work, price], [replaces, charger, us, w, power, meter, measure, charge, anything]]","[[purchase gold box travel solution everexpanding collection device utilize usb charger unit compact work iosandroid device lend task inline ac adapter cord dwarf make entire solution clunky work advertise lose star inelegant power solution, 0.4144, 5], [everyones best friend work multiple slot allow phone charge time longer allow use usb port computer help work price, 0.9312, 5], [replaces charger us w power meter measure charge anything, 0.5975, 4]]"
B00KJ6S8OK,[-0.4215],[4],"[[nice, secure, cover, protection, phone, drop, phone, anything, know, phone, pocket, think, ask, trouble, fault, break, problem, finger, whole, bottom, man, hand, man, phone, set, finger, print, activation, hole, cover, get, fingerprint, register, go, code, password, bummer, people, see, work, text, stuff, finger, age, resistant, grip, way, attach, stylus, holder, screen, protector, go, penny, piece, plastic]]","[[nice secure cover protection phone drop phone anything know phone pocket think ask trouble fault break problem finger whole bottom man hand man phone set finger print activation hole cover get fingerprint register go code password bummer people see work text stuff finger age resistant grip way attach stylus holder screen protector go penny piece plastic, -0.4215, 4]]"
B00KRKJ4EG,[0.8687],[5],"[[frequent, phone, dropperand, case, save, time, look, keep, pricey, piece, technology, intact, glad, buy]]","[[frequent phone dropperand case save time look keep pricey piece technology intact glad buy, 0.8687, 5]]"
B00KVPJKBO,[0.4767],[5],"[[buy, bodyguardz, device, love, fact, cut, piece]]","[[buy bodyguardz device love fact cut piece, 0.4767, 5]]"
B00L0S9RYG,[0.8355],[5],"[[waiting, profile, editionand, love, ipod, touch, color, dont, tend, drop, device, lightness, profile, work, fine, dont, plan, carry, credit, card, case, magnet, problem, others, experience, affect, use, wonderful, product]]","[[waiting profile editionand love ipod touch color dont tend drop device lightness profile work fine dont plan carry credit card case magnet problem others experience affect use wonderful product, 0.8355, 5]]"
B00L3N5M3S,[0.6249],[5],"[[product, fast, ship, ]]","[[product fast ship , 0.6249, 5]]"
B00L7OYAE0,[0.7351],[5],"[[case, perfect, kindle, store, kindle, backpack, worryfree, thank, guy]]","[[case perfect kindle store kindle backpack worryfree thank guy, 0.7351, 5]]"
B00LEPNKLQ,"[0.0, -0.2755]","[1, 1]","[[didnt], [doesnt, button, doesnt, let, press, water]]","[[didnt, 0.0, 1], [doesnt button doesnt let press water, -0.2755, 1]]"
B00LH1XO6I,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B00LHONSMK,[0.0],[5],"[[muy, bueno]]","[[muy bueno, 0.0, 5]]"
B00LJ001JA,[0.9613],[4],"[[case, love, coldplay, theme, super, cute, time, case, hard, design, isnt, clear, shown, picture, look, see, plan, change, case, lot, kind, hard, get, case, price, fit, iphone, c]]","[[case love coldplay theme super cute time case hard design isnt clear shown picture look see plan change case lot kind hard get case price fit iphone c, 0.9613, 4]]"
B00LJCWW7W,[0.0],[5],"[[phone, protectedhappy]]","[[phone protectedhappy, 0.0, 5]]"
B00LTEZJLQ,[0.7351],[5],"[[perfect, fit, c]]","[[perfect fit c, 0.7351, 5]]"
B00LWEW18C,[0.4404],[5],"[[quality, construction, outlast, charge, cord, provide, apple, aftermarket, cord]]","[[quality construction outlast charge cord provide apple aftermarket cord, 0.4404, 5]]"
B00LX12HUG,[-0.4215],[1],"[[item, break, week, deliver]]","[[item break week deliver, -0.4215, 1]]"
B00MHV8LTM,[0.4767],[1],"[[kickstand, work, ive, try, surface, far, nothing, keep, kickstand, place, position, phone, watch, movie, write, text, play, game, etc]]","[[kickstand work ive try surface far nothing keep kickstand place position phone watch movie write text play game etc, 0.4767, 1]]"
B00MOSI7A6,[0.9784],[4],"[[case, love, look, feel, hand, nice, slim, gel, material, thing, im, bum, wish, side, front, phone, drop, phone, wouldnt, kill, screen]]","[[case love look feel hand nice slim gel material thing im bum wish side front phone drop phone wouldnt kill screen, 0.9784, 4]]"
B00MP1DN1U,[0.8519],[5],"[[awesome, product, seller, fit, phone, buy]]","[[awesome product seller fit phone buy, 0.8519, 5]]"
