B0006HP7NC,[0.6249],[4],"[[battery, price]]","[[battery price, 0.6249, 4]]"
B004V3KD68,[-0.4215],[1],"[[broke, month]]","[[broke month, -0.4215, 1]]"
B005ZSVZRY,"[-0.5106, 0.0]","[1, 5]","[[come], [garbage, leave, hour, charge, get, work, avoid, matter, seems]]","[[come, -0.5106, 1], [garbage leave hour charge get work avoid matter seems, 0.0, 5]]"
B006YNTJ6I,"[0.5483, 0.5648]","[3, 4]","[[need, come, apart, want, example, dropping, butterfingers, moment], [check, purchase, ipod, gen, help, httpwwweverymaccomsystemsappleipodipodfaqdifferencebetweenipodclassiclategandipodclassicghtml, item, ship, put, ipod, snap, theres, bit, wiggle, room, inside, case, shake, case, ipod, hear, feel, rattle, move, headphone, jack, doesnt, line, center, hole, cut, case, case, wish, time, effort, take, quality, control]]","[[need come apart want example dropping butterfingers moment, 0.5483, 3], [check purchase ipod gen help httpwwweverymaccomsystemsappleipodipodfaqdifferencebetweenipodclassiclategandipodclassicghtml item ship put ipod snap theres bit wiggle room inside case shake case ipod hear feel rattle move headphone jack doesnt line center hole cut case case wish time effort take quality control, 0.5648, 4]]"
B00758DTBW,[-0.6815],[3],"[[looking, mistake, damage]]","[[looking mistake damage, -0.6815, 3]]"
B0079R2MGW,"[0.926, 0.802]","[5, 4]","[[image, yes, orange, wire, connect, end], [camera, work, camerai, ship, time, love, camera, love, price]]","[[image yes orange wire connect end, 0.926, 5], [camera work camerai ship time love camera love price, 0.802, 4]]"
B007D833YM,[0.7501],[4],"[[last, shove, phone, pocket, stone, fall]]","[[last shove phone pocket stone fall, 0.7501, 4]]"
B008DJB0GS,[-0.4404],[1],"[[trackpad, commes, work, phone]]","[[trackpad commes work phone, -0.4404, 1]]"
B008HMT6EO,"[0.4215, 0.6249]","[4, 5]","[[like], [work, great, money]]","[[like, 0.4215, 4], [work great money, 0.6249, 5]]"
B008MP1V4Y,[0.8268],[5],"[[work, fine, price, happy]]","[[work fine price happy, 0.8268, 5]]"
B008R8NDBK,[0.6902],[5],"[[love, case, didnt, scratch, easy]]","[[love case didnt scratch easy, 0.6902, 5]]"
B0092Z479Y,[0.4404],[4],"[[well, band, fenix, ]]","[[well band fenix , 0.4404, 4]]"
B0096C1G1U,[0.8689],[5],"[[perfect, amount, protection, make, iphone, bulky, look, pretty, color]]","[[perfect amount protection make iphone bulky look pretty color, 0.8689, 5]]"
B009P16FKY,"[0.6369, 0.9585, 0.4404, 0.6319, 0.296, 0.7906, 0.1779, 0.4404, 0.3205, -0.27]","[5, 5, 5, 5, 4, 5, 4, 5, 5, 1]","[[nano, sims], [product, use, convert, standard, sim, card, nano, sim, card, difficulty, follow, direction, box, success, insert, sim, card, shown, box, ensure, sim, way, place, cutter, solid, surface, make, sure, sim, card, way, firm, motion, push, card, make, cut, cutter, make, nano, sim, card, convert, micro, sims, nano, include, converter, use, create, nano, card, micro, sim, card, phone, recommend, product], [awesome, product, good, price], [work], [size, phone, shrink, case, phone, feature, expand, designer, seek, sim, card, sd, card, make, space, feature, cell, phone, use, sim, card, use, reviewer, use, ff, sim, card, change, micro, sim, lumia, mean, transition, lumia, move, lumia, use, micro, sim, ff, upgrade, phone, require, remove, sim, card, lumia, lumia, upgrade, lumia, lumia, require, nano, sim, card, ff, instal, nano, sim, card, reviewer, find, aerb, nano, sim, card, cutter, ship, quick, write, instruction, use, tool, caption, drawing, box, tool, easy, use, tool, use, firm, surface, micro, sim, load, tool, firm, pressure, nano, sim, card, eject, inspect, remainder, micro, sim, card, amount, surface, remain, micro, sim, card, instal, nano, sim, card, lumia, sim, card, slot, sim, card, load, problem, material, remainder, micro, sim, card, functionality, form, nano, sim, card, tool, sim, card, choice, recommend, aerb, nano, sim, card, cutter, anyone, update, micro, sim, cell, phone, newer, nano, sim, cell, phone], [use, job, problem], [reduce, card, work], [doesnt, cut, sim, damage, sim, card, get, replace, india, sim], [ok]]","[[nano sims, 0.6369, 5], [product use convert standard sim card nano sim card difficulty follow direction box success insert sim card shown box ensure sim way place cutter solid surface make sure sim card way firm motion push card make cut cutter make nano sim card convert micro sims nano include converter use create nano card micro sim card phone recommend product, 0.9585, 5], [awesome product good price, 0.4404, 5], [work, 0.6319, 5], [size phone shrink case phone feature expand designer seek sim card sd card make space feature cell phone use sim card use reviewer use ff sim card change micro sim lumia mean transition lumia move lumia use micro sim ff upgrade phone require remove sim card lumia lumia upgrade lumia lumia require nano sim card ff instal nano sim card reviewer find aerb nano sim card cutter ship quick write instruction use tool caption drawing box tool easy use tool use firm surface micro sim load tool firm pressure nano sim card eject inspect remainder micro sim card amount surface remain micro sim card instal nano sim card lumia sim card slot sim card load problem material remainder micro sim card functionality form nano sim card tool sim card choice recommend aerb nano sim card cutter anyone update micro sim cell phone newer nano sim cell phone, 0.296, 4], [use job problem, 0.7906, 5], [reduce card work, 0.1779, 4], [doesnt cut sim damage sim card get replace india sim, 0.4404, 5], [ok, 0.3205, 5], [, -0.27, 1]]"
B00AEI2PXS,[0.2242],[4],"[[make, exterior, protects, nano, ipod, mean, listen, touch, pouch, set, change, love, colour, plum, fit, ipod, bit, short, want, zip, head, phone, jack, plug]]","[[make exterior protects nano ipod mean listen touch pouch set change love colour plum fit ipod bit short want zip head phone jack plug, 0.2242, 4]]"
B00AJSJU6S,[0.0],[2],"[[receive, phone, case, flower, come, lot, hello, kitty, head]]","[[receive phone case flower come lot hello kitty head, 0.0, 2]]"
B00AVFDBRS,[0.4404],[5],"[[keep, phone, handy]]","[[keep phone handy, 0.4404, 5]]"
B00AYIL1S8,[0.7096],[5],"[[superb, top, line, meter, radio]]","[[superb top line meter radio, 0.7096, 5]]"
B00B518UOQ,[-0.0],[2],"[[ok, doesnt, louder, volume, quality, sound, overall, guess, get, pay]]","[[ok doesnt louder volume quality sound overall guess get pay, -0.0, 2]]"
B00BHSDEDO,[0.0],[1],"[[advertise, ask, refund, send, anything, send]]","[[advertise ask refund send anything send, 0.0, 1]]"
B00BUJ3CKK,[0.6538],[3],"[[quality, screen, shield, measure, watch, size, order, size, side, recommend, go, mm, size, measure]]","[[quality screen shield measure watch size order size side recommend go mm size measure, 0.6538, 3]]"
B00BWJ9LM6,[0.0],[2],"[[tight, ]]","[[tight , 0.0, 2]]"
B00C2AM31A,[0.0],[2],[[volume]],"[[volume, 0.0, 2]]"
B00C4OYJ2A,[0.659],[5],[[quality]],"[[quality, 0.659, 5]]"
B00CFXYZZ6,[0.5426],[5],"[[cheap, case, well, case, ive, inside, case, pocket, drop, corner, bounce, grind, damage, phone]]","[[cheap case well case ive inside case pocket drop corner bounce grind damage phone, 0.5426, 5]]"
B00CJGQTGM,"[0.2023, 0.8519, 0.8316, 0.9081, 0.5574, -0.2057]","[2, 5, 5, 5, 5, 3]","[[husband, love, work], [make, gym, session, stress, holding, phone, bra, try, figure, stash, lift, weight, fitness, lover], [arrive, time, nicest, quality, work, yr], [please, dont, phone, otterbox, fit, inside, easy, get, situate, get, way], [fit, serve, purpose], [feel, make, got, run, wouldnt, case, spigen, armor, decent, size, case, band, phone, bounce, move]]","[[husband love work, 0.2023, 2], [make gym session stress holding phone bra try figure stash lift weight fitness lover, 0.8519, 5], [arrive time nicest quality work yr, 0.8316, 5], [please dont phone otterbox fit inside easy get situate get way, 0.9081, 5], [fit serve purpose, 0.5574, 5], [feel make got run wouldnt case spigen armor decent size case band phone bounce move, -0.2057, 3]]"
B00D7KGLF8,"[0.3197, 0.584, 0.6249, 0.9103, 0.9538, 0.4927, -0.6808, 0.4019, 0.9382, 0.2732, 0.5916, 0.2732, 0.9565, 0.828, 0.8957, 0.6369, 0.9186, 0.9213, 0.9661, 0.6249, 0.9722, 0.3182, 0.1265, -0.2584, 0.6808, 0.872, 0.3252, -0.6808, 0.0, 0.8316, 0.6249, 0.902, 0.9174, 0.4404]","[3, 5, 5, 5, 4, 5, 1, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 2, 5, 4, 4, 5, 1, 1, 3, 5, 1, 3, 5, 5]","[[stick, place, hasnt, move], [price, setup, suction, work, range, movement, recommend], [doesnt, stick], [phone, holder, price, install, fit, phone, doesnt, seem, sticky, stuff, remove], [amaze, hold, place, tight, clip, powerful, thats, hold, phone, p, position, clip, hand, use, hand, clipunclip], [quality, product, sticky, suction, cup, easy, remove], [work, great], [junk, break, week, day, return, window, expire, money, waste], [work, great, iphone, doesnt, obstruct, view, im, use, get, car, wont, need, move], [thing, suck, doesnt, suction, stay, dashboard, disappoint, cliff, look, phone, lap], [delivery, vicelike, grip, windshield, recommendbr, seller, product], [work, great, suction, hold, phone, good, havent, try, anything], [product, great, price, see, direction, time, suction, cup, work, love, swivel, passenger, look], [youre, look, phone, mount, work, mount, piece, grip, phone, ability, quite, problem, iphone, iphone, br, br, purchase, gift, mount, attache, suction, cup, allow, movedremoved, include, platform, allow, mount, place, textured, surface, jeep, wrangler, friend, place, leave, steer, wheel, jeepbr, br, issue, found, month, use, involves, suction, cup, remove, replace, grit, dirt, accumulate, cup, happens, mount, wont, hold, sun, bake, dashboard, fix, clean, suction, cup, run, water, rub, cup, finger, mount, fall, towards, begin, summer, lastedbr, br, overall, satisfy, car, mount, recommend, anyone, us, phonebased, gps], [work, snap, half, month, use], [buy, car, wife, take, trip, use, car, insert, remove, hand, great, suction, firm, grip, wish, easier, rotate, degree, portrait, landscape, need, unscrew, attachment, rotate, screw], [build], [work, surface, put, bumpy, surface, youll, use, side, tape, come, afraid, fear, tape, remove, car, regardless, sturdy, work, surface], [stuff, use, footprint, bell, whistle, job, look], [bought, cars, family, member, stick, dashboard, ive, try, isnt, degree, car, pinch, stick, windshield, spring, load, mechanism, appear, hold, beast, nexus, case, hasnt, break, use, month, found, price], [work, great, iphone, clip, difficult, phone, thats, bit, galaxy, iphone], [wouldnt, stick, waste, money], [base, didnt, stick, toyota, corolla, tranferred, part, stable, base, garmin, friction, mount, ball, mount, work, nexus, case], [spring, hold, phone, broke, park, touch, phone, arm, heard, pop, phone, slide, holder], [ti, thing, stick, anything, include, textured, dash, panel, hold, phone], [keep, grip, cold, easy, insert, phone, get, buy, present, test], [superb, product, work, perfect, recomend, item], [receive, product, time, love, itit, work, iphone, recommend, anyone], [youre, reading, product, great, work, serve, purpose, complaint, regard, product, rubber, clamp, fall, fix, gluing], [hold, phone, shake, float, vehicles, motion, hit, pennsylvania, pothole, think, something, hand, operation, work, take, phone, put], [work, describe, apply, dashboard, prius, stick, addition, issue, come, weather, stay, placebr, work], [buy, base, review, im, purchase, stand, hasnt, fell, road, there, device, fit, case, shouldnt, trouble, fit, cell, phone, keep, mind, intend, gps, device, wont, fitbr, br, update, get, car, need, mount, didnt, hesitate, order, aduro, ugrip, thing, notice, m, sticker, didnt, stay, place, time, im, use, mount, mount, dashboard, work], [month, work, advertise, install, windshield, load, unload, phone, hand], [use, golf, cart, outing, holder, ive, find, iphone, use, iphone, app, golf, need, see, know, secure, grip, plastic, windshield, detach, golf, cart, grip, phone, way, know, wont, come, loose, use, road, cart, path, fairways, simple, cant, go]]","[[stick place hasnt move, 0.3197, 3], [price setup suction work range movement recommend, 0.584, 5], [doesnt stick, 0.6249, 5], [phone holder price install fit phone doesnt seem sticky stuff remove, 0.9103, 5], [amaze hold place tight clip powerful thats hold phone p position clip hand use hand clipunclip, 0.9538, 4], [quality product sticky suction cup easy remove, 0.4927, 5], [work great, -0.6808, 1], [junk break week day return window expire money waste, 0.4019, 5], [work great iphone doesnt obstruct view im use get car wont need move, 0.9382, 5], [thing suck doesnt suction stay dashboard disappoint cliff look phone lap, 0.2732, 5], [delivery vicelike grip windshield recommendbr seller product, 0.5916, 5], [work great suction hold phone good havent try anything, 0.2732, 5], [product great price see direction time suction cup work love swivel passenger look, 0.9565, 5], [youre look phone mount work mount piece grip phone ability quite problem iphone iphone br br purchase gift mount attache suction cup allow movedremoved include platform allow mount place textured surface jeep wrangler friend place leave steer wheel jeepbr br issue found month use involves suction cup remove replace grit dirt accumulate cup happens mount wont hold sun bake dashboard fix clean suction cup run water rub cup finger mount fall towards begin summer lastedbr br overall satisfy car mount recommend anyone us phonebased gps, 0.828, 4], [work snap half month use, 0.8957, 5], [buy car wife take trip use car insert remove hand great suction firm grip wish easier rotate degree portrait landscape need unscrew attachment rotate screw, 0.6369, 5], [build, 0.9186, 5], [work surface put bumpy surface youll use side tape come afraid fear tape remove car regardless sturdy work surface, 0.9213, 5], [stuff use footprint bell whistle job look, 0.9661, 4], [bought cars family member stick dashboard ive try isnt degree car pinch stick windshield spring load mechanism appear hold beast nexus case hasnt break use month found price, 0.6249, 5], [work great iphone clip difficult phone thats bit galaxy iphone, 0.9722, 5], [wouldnt stick waste money, 0.3182, 2], [base didnt stick toyota corolla tranferred part stable base garmin friction mount ball mount work nexus case, 0.1265, 5], [spring hold phone broke park touch phone arm heard pop phone slide holder, -0.2584, 4], [ti thing stick anything include textured dash panel hold phone, 0.6808, 4], [keep grip cold easy insert phone get buy present test, 0.872, 5], [superb product work perfect recomend item, 0.3252, 1], [receive product time love itit work iphone recommend anyone, -0.6808, 1], [youre reading product great work serve purpose complaint regard product rubber clamp fall fix gluing, 0.0, 3], [hold phone shake float vehicles motion hit pennsylvania pothole think something hand operation work take phone put, 0.8316, 5], [work describe apply dashboard prius stick addition issue come weather stay placebr work, 0.6249, 1], [buy base review im purchase stand hasnt fell road there device fit case shouldnt trouble fit cell phone keep mind intend gps device wont fitbr br update get car need mount didnt hesitate order aduro ugrip thing notice m sticker didnt stay place time im use mount mount dashboard work, 0.902, 3], [month work advertise install windshield load unload phone hand, 0.9174, 5], [use golf cart outing holder ive find iphone use iphone app golf need see know secure grip plastic windshield detach golf cart grip phone way know wont come loose use road cart path fairways simple cant go, 0.4404, 5]]"
B00D8EN9Z8,[-0.2318],[1],"[[video, screen, connector, fit, digitizer, appear, work, video, swap, front, phone, work, connector]]","[[video screen connector fit digitizer appear work video swap front phone work connector, -0.2318, 1]]"
B00DDF2548,[0.0],[5],"[[work, advertise]]","[[work advertise, 0.0, 5]]"
B00DK35MY8,"[0.6249, 0.0, 0.2732]","[5, 2, 4]","[[phone, dimension, offer], [job, work]]","[[phone dimension offer, 0.6249, 5], [job work, 0.0, 2], [, 0.2732, 4]]"
B00DQ9U3X6,[-0.1531],[4],"[[purchase, battery, time, battery, reason, take, star, work, month, go, dead, hour, sobr, br, second, time, buy, battery, well, experience, stay, charge, day, dont, use, im, use, hoursbr, br, use, find, kind, battery, need, deplete, charge, max, try, keep, range, turn, feature, search, wifi, bluetooth, turn, screen, light, setting, adjusts, youre, find, battery, lot, longer, need, replace, month]]","[[purchase battery time battery reason take star work month go dead hour sobr br second time buy battery well experience stay charge day dont use im use hoursbr br use find kind battery need deplete charge max try keep range turn feature search wifi bluetooth turn screen light setting adjusts youre find battery lot longer need replace month, -0.1531, 4]]"
B00DUR2H2E,"[-0.0258, 0.5719]","[5, 5]","[[tool, give, product, use, carefullybr, br, use, hair, drier, didnt, work, loosen, glue, broke, lcd, underneath, id, suggest, spend, buck, heat, gun, string, broke, glue, give, string, thats, nicebr, br, product, instruction], [perfect, everything, need]]","[[tool give product use carefullybr br use hair drier didnt work loosen glue broke lcd underneath id suggest spend buck heat gun string broke glue give string thats nicebr br product instruction, -0.0258, 5], [perfect everything need, 0.5719, 5]]"
B00E486Q48,"[0.9237, 0.9093, 0.4927, 0.6335]","[5, 5, 5, 5]","[[want, case, clear, color, phone, didnt, want, case, cover, case, serve, purpose, see, phone], [amaze, case, clear, slim, excellent, value, look, feel, quality], [spigen, case, brand, buy, case, thin, install]]","[[want case clear color phone didnt want case cover case serve purpose see phone, 0.9237, 5], [amaze case clear slim excellent value look feel quality, 0.9093, 5], [spigen case brand buy case thin install, 0.4927, 5], [, 0.6335, 5]]"
B00EHYPBNQ,[0.8555],[5],"[[fit, iphone, c]]","[[fit iphone c, 0.8555, 5]]"
B00EJ4G0B6,[0.0],[2],[[expect]],"[[expect, 0.0, 2]]"
B00EJXQ2L0,[0.7343],[3],"[[job, hop, time, price, think, deal]]","[[job hop time price think deal, 0.7343, 3]]"
B00ERDE7UA,[0.0],[1],"[[didnt, side, separate]]","[[didnt side separate, 0.0, 1]]"
B00ESYO5IW,"[0.9231, 0.7902, 0.8381, 0.0813, 0.6344]","[5, 5, 5, 2, 4]","[[shell, layer, great, wallet, feature, slide, phone, seem, super, safe, student, id, license, cc, fit, case, protect, fine, drop, card, get, shove, alsoyall, dont, know, get, case], [use, past, month, drop, time, case, doent, scratch, thick, wallet, stay, home, retire, credit, card, id, need, time, life, become, light, weight, relieve, carrying, wallet, time, phone, car, key, im, item, friend, colleague, envy], [case, reason, didnt, give, star, think, slick, compartment, make, phone, hold, card], [love, case, look, recommend, anyone], [di, protect, phone, others, otter, box]]","[[shell layer great wallet feature slide phone seem super safe student id license cc fit case protect fine drop card get shove alsoyall dont know get case, 0.9231, 5], [use past month drop time case doent scratch thick wallet stay home retire credit card id need time life become light weight relieve carrying wallet time phone car key im item friend colleague envy, 0.7902, 5], [case reason didnt give star think slick compartment make phone hold card, 0.8381, 5], [love case look recommend anyone, 0.0813, 2], [di protect phone others otter box, 0.6344, 4]]"
B00FATL48I,"[0.4215, 0.0094]","[5, 5]","[[nice, product], [perfect, companion, otterbox, ion, case, work, ive, use, year, seem, spite, review, otterbox, ion, case, need, holster]]","[[nice product, 0.4215, 5], [perfect companion otterbox ion case work ive use year seem spite review otterbox ion case need holster, 0.0094, 5]]"
B00FDNACFM,[0.9042],[4],"[[alright, kind, warp, cradle, sit, phone, paris, date, didnt, peel, okay, job, protect, phone, try, keep, phone, crack, drop]]","[[alright kind warp cradle sit phone paris date didnt peel okay job protect phone try keep phone crack drop, 0.9042, 4]]"
B00FHI6GVM,"[0.6369, 0.5267, 0.6249, 0.7269, 0.0]","[5, 1, 5, 2, 5]","[[bought, fit, doesnt, fit, phone, snap, case], [case, slim, didnt, feel, protect, phone, drop, threw, order, otterbox], [deliver, advertise], [minimalist, case, ipone, ], [protection, phone, look, exist]]","[[bought fit doesnt fit phone snap case, 0.6369, 5], [case slim didnt feel protect phone drop threw order otterbox, 0.5267, 1], [deliver advertise, 0.6249, 5], [minimalist case ipone , 0.7269, 2], [protection phone look exist, 0.0, 5]]"
