B0006ZUFU4,[0.0],[1],[[turn]],"[[turn, 0.0, 1]]"
B0045EPIG8,[0.6369],[5],[[price]],"[[price, 0.6369, 5]]"
B004DUC11E,[0.0],[1],[[work]],"[[work, 0.0, 1]]"
B004FEEZIA,[0.8442],[5],"[[perfect, fit, ipod, good, outdoor, wear, rubber, band]]","[[perfect fit ipod good outdoor wear rubber band, 0.8442, 5]]"
B004NLTWFG,[0.0],[5],[[excelente]],"[[excelente, 0.0, 5]]"
B005DNW0LQ,[0.7845],[5],"[[nice, system, work]]","[[nice system work, 0.7845, 5]]"
B005FPT5LU,[0.765],[5],"[[work, great, thank, fast, shipping]]","[[work great thank fast shipping, 0.765, 5]]"
B006FFCONA,[0.0],[5],"[[work, intend]]","[[work intend, 0.0, 5]]"
B006GHX5ZS,[0.9041],[5],"[[starter, phone, notsotechsavvy, nice, keyboard, finger, battery, life, good, smartphone]]","[[starter phone notsotechsavvy nice keyboard finger battery life good smartphone, 0.9041, 5]]"
B006R1RU7W,[0.5106],[4],"[[quick, delivery, fit, fine, describe]]","[[quick delivery fit fine describe, 0.5106, 4]]"
B006ZZVE1S,[0.2732],[5],"[[look, couple, speaker, stereo, work, mount, sit, speaker, connection, strip, wire, tab]]","[[look couple speaker stereo work mount sit speaker connection strip wire tab, 0.2732, 5]]"
B0072KN1FC,[0.6249],[5],"[[need, battery, work, phone, purchase, seller]]","[[need battery work phone purchase seller, 0.6249, 5]]"
B0079N707M,[-0.6381],[1],"[[product, fit, blackberry, br, phone, holster, get, tight, therebr, sold, kit, charge, spaceslot, place]]","[[product fit blackberry br phone holster get tight therebr sold kit charge spaceslot place, -0.6381, 1]]"
B007PPYXOC,[-0.8835],[3],"[[item, good, versionsbr, worst, problem, device, switch, freeway, drive, speed, limit, maintain, expect, time, arrival, display, clutter, information, bottombr, iq, feature, accurate, version]]","[[item good versionsbr worst problem device switch freeway drive speed limit maintain expect time arrival display clutter information bottombr iq feature accurate version, -0.8835, 3]]"
B007RABNL6,[0.8316],[5],"[[awesome, sound, perfect, amount, bass, taste]]","[[awesome sound perfect amount bass taste, 0.8316, 5]]"
B008C4AC5Y,[0.0],[2],"[[last, year, capacitor, explode, burn, car, dont, buy]]","[[last year capacitor explode burn car dont buy, 0.0, 2]]"
B008O6J2XS,[-0.2755],[1],"[[product, misrepresent, phone, fit]]","[[product misrepresent phone fit, -0.2755, 1]]"
B008YL1DP8,[0.6249],[5],[[purchase]],"[[purchase, 0.6249, 5]]"
B0097BWWEK,"[0.4672, 0.6249, 0.3612, 0.5095, 0.6249]","[3, 5, 5, 5, 5]","[[battery, else, work, condition], [phone, brand, month, zero, problem], [work, great], [everything, owner, say, glad, bought, user, ]]","[[battery else work condition, 0.4672, 3], [phone brand month zero problem, 0.6249, 5], [work great, 0.3612, 5], [everything owner say glad bought user , 0.5095, 5], [, 0.6249, 5]]"
B009YJ8GRC,[0.0],[5],"[[interchange, pattern, black, blue, hawaiian, flower]]","[[interchange pattern black blue hawaiian flower, 0.0, 5]]"
B009ZC9118,[0.8799],[5],"[[work, good, thank, lumia, ]]","[[work good thank lumia , 0.8799, 5]]"
B00AA281D6,"[0.0, -0.296]","[3, 1]","[[skin, warp, try, refuse, stick, buy]]","[[skin warp try refuse stick buy, 0.0, 3], [, -0.296, 1]]"
B00AXNO8RK,[0.7574],[5],"[[headphone, husband, obsess, quality, expect, worth, penny, recommend]]","[[headphone husband obsess quality expect worth penny recommend, 0.7574, 5]]"
B00B2NEOV0,[0.0],[5],[[excelent]],"[[excelent, 0.0, 5]]"
B00B3B48DA,"[0.8519, 0.5994]","[4, 5]","[[nice, case, sturdy, fit, lg, optimus], [purple, reason, chose, phone, case, wish, company, come, phone, case, android, lg, c, phone, place, put, phone, change, money, credit, card, size, wallet, android, lg, c, phone]]","[[nice case sturdy fit lg optimus, 0.8519, 4], [purple reason chose phone case wish company come phone case android lg c phone place put phone change money credit card size wallet android lg c phone, 0.5994, 5]]"
B00BCGPENO,"[0.0, 0.0]","[5, 5]","[[price], [couldnt, ask, anything, expect]]","[[price, 0.0, 5], [couldnt ask anything expect, 0.0, 5]]"
B00BWE8GXQ,[0.1779],[5],"[[leave, phone, sweat, wash, iphone, case, iphone, go, cycle, year, work, look, amazon, see, order, part, case, buy, entire, case]]","[[leave phone sweat wash iphone case iphone go cycle year work look amazon see order part case buy entire case, 0.1779, 5]]"
B00CE4CKXK,"[0.6249, -0.2732, 0.2057, 0.7845, 0.7627, 0.6213, 0.7845, 0.6369, 0.4404, 0.0]","[5, 2, 4, 5, 5, 4, 4, 5, 4, 4]","[[buy, christmas], [hesitate, purchase, item], [buy], [work, bag, pocket], [run, power, iphone, c, purchase, device, keep, run, run, dream, use, charge, c, charge, short, time, havent, time, plug, phone, lipsticksized, battery, pack, hide, purse, forget, pant, jacket, pocket, love, buying, company], [arrive, device], [come, bag, keep], [phone, glaxy, note, charge]]","[[buy christmas, 0.6249, 5], [hesitate purchase item, -0.2732, 2], [buy, 0.2057, 4], [work bag pocket, 0.7845, 5], [run power iphone c purchase device keep run run dream use charge c charge short time havent time plug phone lipsticksized battery pack hide purse forget pant jacket pocket love buying company, 0.7627, 5], [arrive device, 0.6213, 4], [come bag keep, 0.7845, 4], [phone glaxy note charge, 0.6369, 5], [, 0.4404, 4], [, 0.0, 4]]"
B00CFRZQLE,[-0.6486],[1],"[[trash, dead, arrival, return, item, instal, variety, know]]","[[trash dead arrival return item instal variety know, -0.6486, 1]]"
B00CRWTD2K,[0.8305],[2],"[[headset, out, husband, use, lg, get, fear, get, knock, version, beloved, lg, set, range, barley, heart, talk, purchase, back, keep, put, use, beloved, lg, broke, week, happen, yes, go, use, thing, hate, hate, hear, hat, set, youve, use, ok, hide, set, doesnt, show, uniform, work, good, range, listen, tho, music, time, he, run, work, he, phone, time, something, hide, use, reason, seem, tho, anyway, honest, review, say, picky]]","[[headset out husband use lg get fear get knock version beloved lg set range barley heart talk purchase back keep put use beloved lg broke week happen yes go use thing hate hate hear hat set youve use ok hide set doesnt show uniform work good range listen tho music time he run work he phone time something hide use reason seem tho anyway honest review say picky, 0.8305, 2]]"
B00DVL19NW,[-0.6723],[3],"[[display, work, dont, view, angle, view, wear, polarize, glass, think, phone, break, till, take, sun, glass, realize, idiot]]","[[display work dont view angle view wear polarize glass think phone break till take sun glass realize idiot, -0.6723, 3]]"
B00DZFRX7U,[-0.7087],[3],"[[make, product, didnt, allow, use, iphone, case, ive, become, use, dimension, give, didnt, make, clear, iphone, case, wouldnt, fit, holster, experience, year]]","[[make product didnt allow use iphone case ive become use dimension give didnt make clear iphone case wouldnt fit holster experience year, -0.7087, 3]]"
B00E5XDZFU,"[-0.4215, 0.0, 0.0, 0.0, 0.4404]","[1, 1, 5, 2, 5]","[[camera, price], [money, pay], [insert, sd, card, formatting, camera, work, keep, come, sd, card, formatting, time, result, buy, sd, card, result, waste, money], [screen, cover, melt, month, inside, car], [work, suction, bit, iffy]]","[[camera price, -0.4215, 1], [money pay, 0.0, 1], [insert sd card formatting camera work keep come sd card formatting time result buy sd card result waste money, 0.0, 5], [screen cover melt month inside car, 0.0, 2], [work suction bit iffy, 0.4404, 5]]"
B00EM5PO0U,[0.9837],[5],"[[case, month, case, doesnt, annoy, slip, pocket, protect, c, drop, want, admit, prompt, log, review, happen, week, drop, phone, bathtub, tunein, radio, app, playing, continue, play, water, fish, use, hair, dryer, attempt, remove, moisture, area, bottom, app, keep, playing, phone, work, nothing, happen, love, apple, product, belkin, case, ]]","[[case month case doesnt annoy slip pocket protect c drop want admit prompt log review happen week drop phone bathtub tunein radio app playing continue play water fish use hair dryer attempt remove moisture area bottom app keep playing phone work nothing happen love apple product belkin case , 0.9837, 5]]"
B00ENVSO78,[-0.296],[2],"[[order, phone, girl, phone, replace, trial, run, put, girl, phone, notice, connector, flex, cable, miss, piecebr, br, reason, give, star, order, board, get, prebroken]]","[[order phone girl phone replace trial run put girl phone notice connector flex cable miss piecebr br reason give star order board get prebroken, -0.296, 2]]"
B00EPKG5OG,[0.8617],[5],"[[virb, great, camera, use, dash, cam, mount, ]]","[[virb great camera use dash cam mount , 0.8617, 5]]"
B00EPWF1RQ,"[-0.2755, -0.7256]","[1, 2]","[[fit, phone, advertise], [wasnt, clear, phone, case, expect, emailing, seller, fix, problem, receive, response]]","[[fit phone advertise, -0.2755, 1], [wasnt clear phone case expect emailing seller fix problem receive response, -0.7256, 2]]"
B00F1Z82JK,[0.6249],[4],[[product]],"[[product, 0.6249, 4]]"
B00F3J2KJW,"[-0.2755, 0.6478, 0.6448]","[1, 5, 4]","[[take, charge], [set, charge, pad, nicer, plug], [install, phone, work, go, slim, version, thickness, make, difference, try, put, phone, water, inside]]","[[take charge, -0.2755, 1], [set charge pad nicer plug, 0.6478, 5], [install phone work go slim version thickness make difference try put phone water inside, 0.6448, 4]]"
B00F6FGXEG,[0.6124],[4],"[[work, hold]]","[[work hold, 0.6124, 4]]"
B00F9OQRV8,"[0.6369, 0.0, 0.6249, 0.6249, 0.8779, -0.4404, -0.3052, 0.6249, 0.9382, 0.6124, 0.8126]","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5]","[[slim, case], [perfect, fit, work, otterboxes, protect, phone, sort, stuff, look, nice, phone, port, cover, element], [color, protection], [fit, phone], [excellent, quality, excellent, price], [wife, love, idea, case, trust, use, otter, year, protect, phone, accident], [construct, case, chose, color, make, phone, locate, put, desk, quick, shipment], [goob, seller], [get, dirty, way, fast], [get, dirty, look, way, longer]]","[[slim case, 0.6369, 5], [perfect fit work otterboxes protect phone sort stuff look nice phone port cover element, 0.0, 5], [color protection, 0.6249, 5], [fit phone, 0.6249, 5], [excellent quality excellent price, 0.8779, 5], [wife love idea case trust use otter year protect phone accident, -0.4404, 1], [construct case chose color make phone locate put desk quick shipment, -0.3052, 2], [goob seller, 0.6249, 5], [get dirty way fast, 0.9382, 5], [get dirty look way longer, 0.6124, 5], [, 0.8126, 5]]"
B00FX3ALZI,[0.7996],[5],"[[hold, phone, credit, card]]","[[hold phone credit card, 0.7996, 5]]"
B00FX9R1LE,[0.4939],[4],"[[enjoy, use, think, doesnt, seem, work, ipad, facetime, work, movie, usebr, listen, radio, station]]","[[enjoy use think doesnt seem work ipad facetime work movie usebr listen radio station, 0.4939, 4]]"
B00G3C2FTS,"[0.7469, 0.4927]","[4, 4]","[[accord, expectation, article], [price, do, lot, year, half, drop, water, month, put, rice, working, ok, there, freeze, download, aps, ive, put, virus, use, internet, feature, volume, seem, louder, speaker]]","[[accord expectation article, 0.7469, 4], [price do lot year half drop water month put rice working ok there freeze download aps ive put virus use internet feature volume seem louder speaker, 0.4927, 4]]"
B00GCMLFRM,[0.7003],[5],"[[tooth, health, work]]","[[tooth health work, 0.7003, 5]]"
B00GPAFP7W,"[0.2846, 0.3612, 0.6249, 0.824, 0.872, 0.5719, 0.4404, 0.7845]","[1, 5, 5, 5, 5, 5, 5, 5]","[[sticker, give, button, peel, screen, protector, perfect], [scree, protector, lifetime, warranty, amaze, protector, phone, pull, reposition, create, line, corner, sent, email, company, sent, replacement, charge, year, child, take, car, key, jam, pocket, purse, phone, screen, crack, send, email, tech, armor, sent, replacement, charge, customer, service, tech, armor, didnt, ask, explain, happen, try, tell, fault, damage, happen, honor, lifetime, warranty, polite, customer, service, fact, screen, protector, keep, note, scratch, recommend, anyone], [screen, protector], [work, great], [nice, feel, screen, protector, become, foggy, quarter, screen], [screen, protector, tell, screen, protector, crisp, clean, cant, tell, review, state, something, stylus, leave, mark, protector, havent, issue, bit, hand, use, stylus, overall, product, buy, brand, phone], [time, ive, use, screen, protector, impress, drop, phone, time, crack, apply, cant, tell, money, buy]]","[[sticker give button peel screen protector perfect, 0.2846, 1], [scree protector lifetime warranty amaze protector phone pull reposition create line corner sent email company sent replacement charge year child take car key jam pocket purse phone screen crack send email tech armor sent replacement charge customer service tech armor didnt ask explain happen try tell fault damage happen honor lifetime warranty polite customer service fact screen protector keep note scratch recommend anyone, 0.3612, 5], [screen protector, 0.6249, 5], [work great, 0.824, 5], [nice feel screen protector become foggy quarter screen, 0.872, 5], [screen protector tell screen protector crisp clean cant tell review state something stylus leave mark protector havent issue bit hand use stylus overall product buy brand phone, 0.5719, 5], [time ive use screen protector impress drop phone time crack apply cant tell money buy, 0.4404, 5], [, 0.7845, 5]]"
B00GTGC5ES,[-0.0516],[2],"[[test, thing, light, meter, find, seem, manage, tell, light, v, mind, wont, tell, correct, fstop, set, camera, recommend, save, money, get, proper, light, meter, need]]","[[test thing light meter find seem manage tell light v mind wont tell correct fstop set camera recommend save money get proper light meter need, -0.0516, 2]]"
B00GY08C9Q,[0.4404],[5],[[oem]],"[[oem, 0.4404, 5]]"
B00H2618OW,[0.9528],[4],"[[expect, cute, job]]","[[expect cute job, 0.9528, 4]]"
B00H9IFQ1O,[0.807],[4],"[[samsung, galaxy, note, phone, entirety, thing, case, miss, waterproof, make, case, well]]","[[samsung galaxy note phone entirety thing case miss waterproof make case well, 0.807, 4]]"
B00H9YAF8W,[0.5994],[5],"[[super, cheap, last, time, year]]","[[super cheap last time year, 0.5994, 5]]"
B00HC7GVFM,[-0.4404],[3],"[[screen, damage]]","[[screen damage, -0.4404, 3]]"
B00HY0WX2W,[0.631],[4],"[[keeping, clutter, cable, bag, appears, work, usb, squeeze, effort]]","[[keeping clutter cable bag appears work usb squeeze effort, 0.631, 4]]"
B00I0HJX4E,[0.224],[5],"[[daughter, favorite, case, get, phone, doesnt, want, case, find, phone]]","[[daughter favorite case get phone doesnt want case find phone, 0.224, 5]]"
B00IA0A68I,[0.6249],[5],"[[case, plenty, room]]","[[case plenty room, 0.6249, 5]]"
B00IJ6SLLW,[-0.2041],[1],"[[stop, work, limit, use, return, disappoint, save, time, money, buy]]","[[stop work limit use return disappoint save time money buy, -0.2041, 1]]"
B00ILH3PJC,"[0.8608, 0.8402, 0.8519]","[2, 5, 5]","[[buy, expect, range, sound, smaller, size, speaker, friend, issue, turn, loud, playing, lot, bass, hope, issue, speaker, hesitant, buy, refurb, return], [work, great, love], [item, sound]]","[[buy expect range sound smaller size speaker friend issue turn loud playing lot bass hope issue speaker hesitant buy refurb return, 0.8608, 2], [work great love, 0.8402, 5], [item sound, 0.8519, 5]]"
B00IO6ILFS,[0.7579],[3],"[[tight, get, phone, good, thing, find, way, get, practice]]","[[tight get phone good thing find way get practice, 0.7579, 3]]"
B00IU1JYCG,[-0.3466],[3],"[[get, husband, like, impress]]","[[get husband like impress, -0.3466, 3]]"
B00JCUMZES,"[0.4404, -0.7992]","[5, 3]","[[thanks], [think, get, faulty, cable, month, audio, video, start, come, thought, cheap, adapter, bought, order, oem, samsung, problem, phone, brand, week, stereo, lean, faulty]]","[[thanks, 0.4404, 5], [think get faulty cable month audio video start come thought cheap adapter bought order oem samsung problem phone brand week stereo lean faulty, -0.7992, 3]]"
B00JKVYVS2,"[0.765, 0.6249]","[5, 5]","[[fact, replacement, speaker, thank]]","[[fact replacement speaker thank, 0.765, 5], [, 0.6249, 5]]"
B00JYZYNK0,"[0.5245, -0.5216, 0.0, 0.4588, 0.9169, 0.3378, 0.3182]","[5, 5, 5, 5, 5, 4, 5]","[[bulky, cover, fit, look, phone, add, weight, thickness, phone], [price, cover, fast, delivery, happy], [case, fit, note, fine, bulky, device, order, color, plain], [wont, protect, camera, thin, clear, go, protect, shock], [want, note, case, simple, design, inexpensive, design, help, button, functionality, device], [price, beat, cute]]","[[bulky cover fit look phone add weight thickness phone, 0.5245, 5], [price cover fast delivery happy, -0.5216, 5], [case fit note fine bulky device order color plain, 0.0, 5], [wont protect camera thin clear go protect shock, 0.4588, 5], [want note case simple design inexpensive design help button functionality device, 0.9169, 5], [price beat cute, 0.3378, 4], [, 0.3182, 5]]"
B00KQAJQL8,[-0.4779],[4],"[[apply, screen, pocket, exception, air, pocket, corner, screen, screen, week, bubble, absorb]]","[[apply screen pocket exception air pocket corner screen screen week bubble absorb, -0.4779, 4]]"
B00KTLIZA2,[0.8576],[5],"[[cell, phone, case, size, weight, surface, material, shock, protection, case, grab, clothe, put, pocket, course, go, add, bulk, case, isnt, burden, phone, whatsoever, recommend, highy]]","[[cell phone case size weight surface material shock protection case grab clothe put pocket course go add bulk case isnt burden phone whatsoever recommend highy, 0.8576, 5]]"
B00L296QMY,"[0.3612, -0.52, -0.3412, -0.4215, 0.3182, 0.7906, 0.0, -0.2755, 0.5208, -0.5849, -0.7364, 0.0, 0.8271]","[3, 4, 5, 1, 5, 4, 4, 1, 4, 1, 3, 1, 4]","[[sale, description, call], [clip, break, day, use], [money, wont, case, phone], [quality, price], [receive, sako, black, advance, armor, hybrid, case, product, come, package, case, get, get, nice, fit, kick, stand, doesnt, support, weight, phone, drop, phone, couple, timesand, problem, dent, crack, part, case, slide, mess, volume, button, clip, belt, stay, belt, doesnt, fall, pro, con, product, star, improvement, product, consider, get], [case, corner, case, deliver, damage, snug, fit], [perfect, good], [cool], [junk, wont, fit, belt, case], [make], [portection, phone, price, good], [fit, expect], [remove, phone, holder, cheap, look, come, apart, disappoint]]","[[sale description call, 0.3612, 3], [clip break day use, -0.52, 4], [money wont case phone, -0.3412, 5], [quality price, -0.4215, 1], [receive sako black advance armor hybrid case product come package case get get nice fit kick stand doesnt support weight phone drop phone couple timesand problem dent crack part case slide mess volume button clip belt stay belt doesnt fall pro con product star improvement product consider get, 0.3182, 5], [case corner case deliver damage snug fit, 0.7906, 4], [perfect good, 0.0, 4], [cool, -0.2755, 1], [junk wont fit belt case, 0.5208, 4], [make, -0.5849, 1], [portection phone price good, -0.7364, 3], [fit expect, 0.0, 1], [remove phone holder cheap look come apart disappoint, 0.8271, 4]]"
B00LF5TAPK,[0.3716],[4],"[[case, standbroke, buy, construct, duty, wider, ]]","[[case standbroke buy construct duty wider , 0.3716, 4]]"
B00LL8I14C,[0.8481],[5],"[[price, product]]","[[price product, 0.8481, 5]]"
B00LM5GT02,"[0.802, 0.4588]","[5, 3]","[[cheap, case, style, go, aroind, phone, w, gap, dont, corner, drop, phone, lot, kept, protect, wore, kind, w, picture, order, time, know, get, worn, fast, expect, purple, awhile], [love]]","[[cheap case style go aroind phone w gap dont corner drop phone lot kept protect wore kind w picture order time know get worn fast expect purple awhile, 0.802, 5], [love, 0.4588, 3]]"
B00LMNYEUQ,[0.5621],[1],"[[case, crack, place, corner, stress, point, crack, catch, son, pocket, itbr, catch, im, whole, crack, term, use]]","[[case crack place corner stress point crack catch son pocket itbr catch im whole crack term use, 0.5621, 1]]"
B00LNCR9RG,[0.1027],[1],"[[instal, phone, speaker, stop, work, remove, part]]","[[instal phone speaker stop work remove part, 0.1027, 1]]"
B00LZE7DRI,[-0.3421],[1],"[[disappoint, case, arrive, didnt, look, nice, picture, flimsy, ive, day, crack, design, start, come, recommend, anybody]]","[[disappoint case arrive didnt look nice picture flimsy ive day crack design start come recommend anybody, -0.3421, 1]]"
B00M0RXH1A,[0.872],[5],"[[case, lightweight, fit, sung, rubber, edge, keep, slip, hand]]","[[case lightweight fit sung rubber edge keep slip hand, 0.872, 5]]"
B00M82HV46,"[-0.5095, 0.6249, 0.0, 0.0, 0.6249, -0.6249, -0.2911, -0.4939, -0.2263, -0.2263, 0.5083, 0.6798, 0.0]","[1, 5, 5, 1, 5, 1, 1, 1, 1, 5, 2, 1, 5]","[[worst, charger, charge, phone, buy], [cord, item, advertise], [wire, slow], [expect], [work, everything, need, bought, set, travel, bag], [dissatisfy, car, charger, become, day, day, im, return], [nice, truck, cord, reach, problem], [garbage, stop, work, day], [deal, charge, galaxy, superfastbr, br, cable, foot, month, update, review, star, phone, hasnt, charge, blame, older, whopping, month, phone, today, ive, plug, wiggle, get, phone, keep, charge, saw, reason, cable, end, galaxy, crack, half], [wire, car, plug, stop, work, nd, month], [work, phone, start, lose, battery, power, plug, waste, money, go, buy, verizon, cord, im, return], [itim], [charger, reasonable, price, week, charge, cord, charge, ensure, phone, place, charge, cheapest, charge, cord]]","[[worst charger charge phone buy, -0.5095, 1], [cord item advertise, 0.6249, 5], [wire slow, 0.0, 5], [expect, 0.0, 1], [work everything need bought set travel bag, 0.6249, 5], [dissatisfy car charger become day day im return, -0.6249, 1], [nice truck cord reach problem, -0.2911, 1], [garbage stop work day, -0.4939, 1], [deal charge galaxy superfastbr br cable foot month update review star phone hasnt charge blame older whopping month phone today ive plug wiggle get phone keep charge saw reason cable end galaxy crack half, -0.2263, 1], [wire car plug stop work nd month, -0.2263, 5], [work phone start lose battery power plug waste money go buy verizon cord im return, 0.5083, 2], [itim, 0.6798, 1], [charger reasonable price week charge cord charge ensure phone place charge cheapest charge cord, 0.0, 5]]"
B00MAAMTWA,"[0.6369, 0.6801, -0.5256]","[3, 5, 2]","[[color, nice, case], [quality, poor]]","[[color nice case, 0.6369, 3], [quality poor, 0.6801, 5], [, -0.5256, 2]]"
B00MH2SQDM,[0.7645],[5],"[[work, tobago, use, different, provider, simcards, choose, provider, make, call, love, phone]]","[[work tobago use different provider simcards choose provider make call love phone, 0.7645, 5]]"
B00MM0KRZO,[0.8],[5],"[[super, cute]]","[[super cute, 0.8, 5]]"
B00MQYS97Y,"[-0.2263, 0.3612, 0.6249, 0.6249, -0.8241, 0.5719, 0.0]","[1, 3, 5, 5, 1, 5, 4]","[[service, product], [month, use, maybe, time, work, light, charge, plug, phone, response, nothing, light, press, button, think, battery, charge, try, day, thing, cheap, battery, charger, guess, pay, get], [stop, work, us], [handy, device], [battery, life, doesnt, recommend, buying, bigger, size]]","[[service product, -0.2263, 1], [month use maybe time work light charge plug phone response nothing light press button think battery charge try day thing cheap battery charger guess pay get, 0.3612, 3], [stop work us, 0.6249, 5], [handy device, 0.6249, 5], [battery life doesnt recommend buying bigger size, -0.8241, 1], [, 0.5719, 5], [, 0.0, 4]]"
B00MUQ9E7C,"[0.8519, 0.7845, 0.8934]","[4, 5, 4]","[[case, protect, phone, advertise], [iphone, case, get, compliment, periwinkle, color], [case, protect, iphone, gripe, periwinkle, blue, color, bleeds, making, dirty, bluishpink, hue, place, otherwise, order]]","[[case protect phone advertise, 0.8519, 4], [iphone case get compliment periwinkle color, 0.7845, 5], [case protect iphone gripe periwinkle blue color bleeds making dirty bluishpink hue place otherwise order, 0.8934, 4]]"
B00MWSYJ78,[0.6369],[5],"[[design, securitybr, keep, phone, mark, freebr, ]]","[[design securitybr keep phone mark freebr , 0.6369, 5]]"
B00MXWXMLW,[0.8316],[5],"[[excellent, case, ipad, mini, awesome, design, protection]]","[[excellent case ipad mini awesome design protection, 0.8316, 5]]"
B00MYZVUF8,[0.5927],[4],"[[ship, product]]","[[ship product, 0.5927, 4]]"
B00N1AFSFS,[0.8625],[5],"[[bulky, expect, phone, problem, write, email, cover, do, otterbox]]","[[bulky expect phone problem write email cover do otterbox, 0.8625, 5]]"
