B000281WCU,[0.2732],[4],"[[instruction, suck, need, well, selection, screwsit, mix, match, screw, selection]]","[[instruction suck need well selection screwsit mix match screw selection, 0.2732, 4]]"
B0049H8VKQ,[0.4215],[5],"[[save, price, ticket, time]]","[[save price ticket time, 0.4215, 5]]"
B004CGAK08,[-0.1531],[1],"[[bead, fall, came, mail]]","[[bead fall came mail, -0.1531, 1]]"
B0058GWR8O,[0.1523],[3],"[[unlock, character, key, user, give, tell, distracting, dont, bb, option]]","[[unlock character key user give tell distracting dont bb option, 0.1523, 3]]"
B005OUG2M6,[0.8957],[5],"[[get, gift, boyfriend, get, pink, year, place, come, color, great, hold, size, cell, phone, stand, fine, give, time, look]]","[[get gift boyfriend get pink year place come color great hold size cell phone stand fine give time look, 0.8957, 5]]"
B006070Y9Y,[0.5719],[5],"[[excellent, product]]","[[excellent product, 0.5719, 5]]"
B0064R6VWO,[0.0],[5],"[[hold, phone, case, allow, come, breaking, screen, purchase, phone]]","[[hold phone case allow come breaking screen purchase phone, 0.0, 5]]"
B006764RWS,[0.7906],[4],"[[nice, case, love, opening, camara]]","[[nice case love opening camara, 0.7906, 4]]"
B006CQUBSC,[-0.4588],[1],"[[cheap, buy]]","[[cheap buy, -0.4588, 1]]"
B006J7OIS8,[0.0],[1],"[[hold, charge]]","[[hold charge, 0.0, 1]]"
B007NZDC0U,[0.3612],[5],"[[case, look, thank]]","[[case look thank, 0.3612, 5]]"
B007TE4RAE,[0.5994],[4],"[[put, room, use, ipad, dont, plug, ipads, plug, work, cellphones, design, digging, phone, purse, pull, loose]]","[[put room use ipad dont plug ipads plug work cellphones design digging phone purse pull loose, 0.5994, 4]]"
B007V9ZBSY,[0.0],[5],[[make]],"[[make, 0.0, 5]]"
B0080BT872,[0.6369],[4],"[[plantronics, best, change, mind, others]]","[[plantronics best change mind others, 0.6369, 4]]"
B008B0CJC8,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B008IQSZQE,[0.296],[4],[[ok]],"[[ok, 0.296, 4]]"
B008LM57XO,[0.3182],[4],"[[woah, cool, mini, car, charger, dude]]","[[woah cool mini car charger dude, 0.3182, 4]]"
B008YQP45I,[0.6369],[5],"[[buy, person, teh, family, bring, europe, work, charm, manner, electronics]]","[[buy person teh family bring europe work charm manner electronics, 0.6369, 5]]"
B008ZTK788,[0.0],[2],"[[work, take, seller]]","[[work take seller, 0.0, 2]]"
B0093QERD8,[0.1655],[4],"[[awesome, order, others, use, see, anything]]","[[awesome order others use see anything, 0.1655, 4]]"
B0099S5MA2,[-0.4767],[1],"[[worse, ive, buy]]","[[worse ive buy, -0.4767, 1]]"
B0099YAZA8,[0.9035],[5],"[[delivery, amaze, case, fit, phone, give, look, caseology, delivers]]","[[delivery amaze case fit phone give look caseology delivers, 0.9035, 5]]"
B009D009EK,[0.5201],[5],"[[stripevest, iphone, theyre, superb, year, dozen, drop, mine, look, worn, iphone, inside, look, day, buy, cant, overemphasize, great, theyre, soft, firm, anything, simple, slip, vest, fit, glove, time, get, year, case, isnt, theyre, costeffective, provide, realworld, protection, drop, thick, screen, provide, protection, glass, ive, use, screen, protector, kind, thing, look]]","[[stripevest iphone theyre superb year dozen drop mine look worn iphone inside look day buy cant overemphasize great theyre soft firm anything simple slip vest fit glove time get year case isnt theyre costeffective provide realworld protection drop thick screen provide protection glass ive use screen protector kind thing look, 0.5201, 5]]"
B009L7LWZ0,[0.5106],[4],"[[product, paint, seem, ware, time, price]]","[[product paint seem ware time price, 0.5106, 4]]"
B009NPA0TY,[0.9485],[5],"[[fit, weather, proof, sound, fine, price]]","[[fit weather proof sound fine price, 0.9485, 5]]"
B009PRW750,[0.0],[1],"[[poory, make]]","[[poory make, 0.0, 1]]"
B009ZC7VQU,[0.0],[2],"[[work, audi]]","[[work audi, 0.0, 2]]"
B00A36T96C,"[0.296, 0.7845, 0.6249, -0.4404]","[4, 5, 5, 1]","[[battery, work, nice, phone, work, battery, hold, charge, get, battery, price], [battery, defective, get, charge, process, return], [ok]]","[[battery work nice phone work battery hold charge get battery price, 0.296, 4], [battery defective get charge process return, 0.7845, 5], [ok, 0.6249, 5], [, -0.4404, 1]]"
B00A4496CK,[-0.6269],[1],"[[ship, strap, way, wrap, twice, arm, disappoint]]","[[ship strap way wrap twice arm disappoint, -0.6269, 1]]"
B00A6HH28U,"[0.4404, 0.7906, 0.0]","[5, 5, 1]","[[product, thanks], [fall], [buy]]","[[product thanks, 0.4404, 5], [fall, 0.7906, 5], [buy, 0.0, 1]]"
B00A7N3YQC,[0.6908],[4],"[[nice, color, good, product]]","[[nice color good product, 0.6908, 4]]"
B00AXX0I88,"[0.3716, 0.296, 0.0, 0.6249, 0.7517, 0.3002, 0.9132, 0.0, 0.4927, -0.296, 0.3612, 0.0, 0.8979, 0.8957, 0.4404, 0.0, 0.4404, 0.3926, 0.4215, 0.3933, 0.4404, -0.3818, 0.8271, -0.7006]","[1, 5, 5, 5, 5, 4, 4, 3, 5, 1, 4, 5, 5, 5, 5, 5, 3, 3, 2, 4, 5, 2, 4, 3]","[[thanks], [bit, difficult, set, pre, plan, area, want, show, location, search, road], [ok], [device, crash, month, buy, garmin, customer, care, give, time, get, replacement], [work, great, set, confusion, cancel, onstar, subscription, money, im, save, decide, garmin, go, loan, son, road, trip, nice, share, screen, see, give, info, onstar, fraction, price, happy, purchase], [accurate], [gps, program, need, register, update, map, run, computerssave, moneydo, buy], [purchase, make, function, gps, want, take, round, route, gps, im, answer, question, take, get, lose, take, abandon, gas, station, gas, lol, guess, thats, update, update, left, trip, overall, trip], [expect], [everything, satisfactory], [garmin, stick, limit, voice, option, download, pay, voice, find, address, zip, code, everything, set, desk, require, get, update, drive, fn, gps, block, get, demo, mode, buy, garmin, recommend, friend], [voice, command, doesnt, understand, say, alot, time, use, people], [device, save, make, travel, mistake, time, precaution, went, garmin, site, explore, map, update, possibility, end, seeking, run, update, end, overage, wifi, charge, month], [gps, look, purchase, brand, name, update, map, convenient], [receive, upgrade, map, computer, work, feature, garmen, nice, doesnt, recalculating, miss, turn, exit, gas, state, get, sure, traffic, feature, time, say, anything, mile, say, flowing, coming, bunch, traffic, back, stop, unknown, reason, didnt, say, anything, construction, slow, down, encounter, sell, feature, older, unit, show, problem, line, road, purchase], [garmin, stolen, shop, detail, search, buy, return, company, garmin, work, information, lifetime, map, etc, size, perfect, case, want, longer, make, garmin, great, item], [excelente], [piece, crap], [gps, love, answer, call, alert, travel, freeway, buy, garmin, friction, mount, go, perfect], [work, great], [work], [thanks], [stay, tom, tom, real, time, placement, vehicle, intersection, delay, cause, doubt, turn, affect, forewarn, lane, turn, exit, management, point, interest, tom, tom, selection, voice, limit, voice, command, feature, great, enter, address, try, find, place, address, arent, know, garmin]]","[[thanks, 0.3716, 1], [bit difficult set pre plan area want show location search road, 0.296, 5], [ok, 0.0, 5], [device crash month buy garmin customer care give time get replacement, 0.6249, 5], [work great set confusion cancel onstar subscription money im save decide garmin go loan son road trip nice share screen see give info onstar fraction price happy purchase, 0.7517, 5], [accurate, 0.3002, 4], [gps program need register update map run computerssave moneydo buy, 0.9132, 4], [purchase make function gps want take round route gps im answer question take get lose take abandon gas station gas lol guess thats update update left trip overall trip, 0.0, 3], [expect, 0.4927, 5], [everything satisfactory, -0.296, 1], [garmin stick limit voice option download pay voice find address zip code everything set desk require get update drive fn gps block get demo mode buy garmin recommend friend, 0.3612, 4], [voice command doesnt understand say alot time use people, 0.0, 5], [device save make travel mistake time precaution went garmin site explore map update possibility end seeking run update end overage wifi charge month, 0.8979, 5], [gps look purchase brand name update map convenient, 0.8957, 5], [receive upgrade map computer work feature garmen nice doesnt recalculating miss turn exit gas state get sure traffic feature time say anything mile say flowing coming bunch traffic back stop unknown reason didnt say anything construction slow down encounter sell feature older unit show problem line road purchase, 0.4404, 5], [garmin stolen shop detail search buy return company garmin work information lifetime map etc size perfect case want longer make garmin great item, 0.0, 5], [excelente, 0.4404, 3], [piece crap, 0.3926, 3], [gps love answer call alert travel freeway buy garmin friction mount go perfect, 0.4215, 2], [work great, 0.3933, 4], [work, 0.4404, 5], [thanks, -0.3818, 2], [stay tom tom real time placement vehicle intersection delay cause doubt turn affect forewarn lane turn exit management point interest tom tom selection voice limit voice command feature great enter address try find place address arent know garmin, 0.8271, 4], [, -0.7006, 3]]"
B00BT6NZLA,[0.5974],[1],"[[piece, crap, cant, get, gps, york, city, ny, usa, san, juan, puerto, rico, lie, state, pick, yet, didnt, clock, correct, time, distance, stats, nothing, happen, jacksonville, fl, usa, thats, diverse, test, gps, pick, watch, whats, point, own, wont, clock, time, distance, thats, need, improve, run, eager, get, rid, packaging, im, stuck, crap, recommend, buy, watch]]","[[piece crap cant get gps york city ny usa san juan puerto rico lie state pick yet didnt clock correct time distance stats nothing happen jacksonville fl usa thats diverse test gps pick watch whats point own wont clock time distance thats need improve run eager get rid packaging im stuck crap recommend buy watch, 0.5974, 1]]"
B00C2P61FO,"[-0.6486, 0.765, 0.8957, 0.7579, 0.5994]","[1, 5, 4, 5, 5]","[[burnt, year, go, get], [work, great, sound, distortion, volume, recommend], [work, technology], [box, speaker, output, dead], [amp, house, job, fine, expect, super, quality, sound, price, range, dont, sound, use, connect, bluetooth, outdoor, speaker, cook, area, amp, computer, speaker, job, amp, attest, longevity, outside, plastic, cabinet, year, issue, ive, well, luck, guy, pyle, amp]]","[[burnt year go get, -0.6486, 1], [work great sound distortion volume recommend, 0.765, 5], [work technology, 0.8957, 4], [box speaker output dead, 0.7579, 5], [amp house job fine expect super quality sound price range dont sound use connect bluetooth outdoor speaker cook area amp computer speaker job amp attest longevity outside plastic cabinet year issue ive well luck guy pyle amp, 0.5994, 5]]"
B00C32MQYG,[0.6249],[5],[[case]],"[[case, 0.6249, 5]]"
B00CB6X6Y8,"[0.8832, 0.8801]","[4, 5]","[[thing, get, car, put, iphone, holder, great, see, text, etc, navigation, see, lot, review, mine, year, isnt, go, fact, buy, car, trip, cant, imagine, recommend], [hubby, love, gift, stay, place, he, hand, tooth, ear, piece]]","[[thing get car put iphone holder great see text etc navigation see lot review mine year isnt go fact buy car trip cant imagine recommend, 0.8832, 4], [hubby love gift stay place he hand tooth ear piece, 0.8801, 5]]"
B00CCWP93W,[-0.8479],[3],"[[open, package, thought, waste, money, presentation, case, scratch, gross, stuff, stuck, open, case, take, pack, plugin, accessory, thing, get, betterbr, br, doesnt, take, someone, use, technology, kinda, figure, go, figure, direction, come, power, bank, make, product, seem, confuse, packaging, equipment, fine, kinda, thing, packaging, recommend, product, others, use]]","[[open package thought waste money presentation case scratch gross stuff stuck open case take pack plugin accessory thing get betterbr br doesnt take someone use technology kinda figure go figure direction come power bank make product seem confuse packaging equipment fine kinda thing packaging recommend product others use, -0.8479, 3]]"
B00CIGOW7G,"[0.2617, 0.6249, 0.6249]","[5, 5, 5]","[[work, great], [perfect, want, use, phone, phone, stop, respond, charger, work], [product]]","[[work great, 0.2617, 5], [perfect want use phone phone stop respond charger work, 0.6249, 5], [product, 0.6249, 5]]"
B00CKCQ8NY,[0.6115],[4],"[[buy, case, daughter, phone, seem, far]]","[[buy case daughter phone seem far, 0.6115, 4]]"
B00D1VXZ3E,[0.0],[5],"[[work, greatit, get, signal, remote, place]]","[[work greatit get signal remote place, 0.0, 5]]"
B00D31FWF6,[0.0],[1],"[[cheap, price, quality]]","[[cheap price quality, 0.0, 1]]"
B00DL2J9UG,"[0.6297, 0.5859]","[5, 4]","[[expect, work, describe, satisfy, purchase], [amaze, sound, storage, money, move, time, time]]","[[expect work describe satisfy purchase, 0.6297, 5], [amaze sound storage money move time time, 0.5859, 4]]"
B00DN13BJK,[0.8993],[5],"[[phone, jack, stopper, seem, quality, cute, larger, expect, see, pick, stiff, sturdy, buy, min, pin, stopper, fit, phone, yr, fit, ipad, ipad, ipod, th, gen, school, disk, man]]","[[phone jack stopper seem quality cute larger expect see pick stiff sturdy buy min pin stopper fit phone yr fit ipad ipad ipod th gen school disk man, 0.8993, 5]]"
B00E5XF1GG,[0.5719],[4],"[[excellent, item]]","[[excellent item, 0.5719, 4]]"
B00E68ELFM,[0.4939],[5],"[[fyi, wear, size, bit, loose, perfect, add, gel, insole]]","[[fyi wear size bit loose perfect add gel insole, 0.4939, 5]]"
B00EYBG5QO,[0.8956],[4],"[[item, make, fit, lg, g, exactlyonce, put, phone, case, look, neat, fit, force, prefer, bigger, lg, g, fit, slim, case, phone, move]]","[[item make fit lg g exactlyonce put phone case look neat fit force prefer bigger lg g fit slim case phone move, 0.8956, 4]]"
B00EZJYJSQ,"[0.8885, -0.4215]","[4, 1]","[[receive, fit, perfect, nice, product, thank], [broke, day, cheap, product]]","[[receive fit perfect nice product thank, 0.8885, 4], [broke day cheap product, -0.4215, 1]]"
B00F0P6CQQ,[0.5563],[5],"[[nice, protect, breakage, drop, phone]]","[[nice protect breakage drop phone, 0.5563, 5]]"
B00F5A93FS,[0.6249],[5],[[case]],"[[case, 0.6249, 5]]"
B00FGEBDNS,[-0.7663],[1],"[[fit, phone, modifying, cut, fit, come, loose, fall]]","[[fit phone modifying cut fit come loose fall, -0.7663, 1]]"
B00FQJCS14,[0.4404],[5],[[thanks]],"[[thanks, 0.4404, 5]]"
B00FSKL40W,[0.4404],[5],[[thanks]],"[[thanks, 0.4404, 5]]"
B00FVZK28E,[0.4215],[4],"[[fit, iphone, issue, look, nice, case]]","[[fit iphone issue look nice case, 0.4215, 4]]"
B00GQ75EZM,[0.4404],[5],[[price]],"[[price, 0.4404, 5]]"
B00GR8UEO6,[-0.2469],[1],"[[work, defective, customer, service, seller]]","[[work defective customer service seller, -0.2469, 1]]"
B00GS9CLO0,"[-0.3241, -0.5032, -0.1406]","[4, 1, 3]","[[charge, charge, half, day], [buy, verizon, amazon, month, pull, apart, socket, believe, recall, item, call, verizon, claim, complaints, issue, recall, safe, start, fire, there, wiring, unit, start, smoke, pull, apart, red, square, connects, box, glue, recommend, buy, brand, verizon, ashamed, produce, quality, unsafe, product], [doesnt, case]]","[[charge charge half day, -0.3241, 4], [buy verizon amazon month pull apart socket believe recall item call verizon claim complaints issue recall safe start fire there wiring unit start smoke pull apart red square connects box glue recommend buy brand verizon ashamed produce quality unsafe product, -0.5032, 1], [doesnt case, -0.1406, 3]]"
B00GYORKCM,"[0.9313, 0.6249]","[4, 5]","[[bit, thick, foresee, phone, get, hot, use, time, productbr, fit, seems, provide, cushion, fall, floor], [cover]]","[[bit thick foresee phone get hot use time productbr fit seems provide cushion fall floor, 0.9313, 4], [cover, 0.6249, 5]]"
B00GZ61M0U,[0.6249],[5],"[[work, great, phone]]","[[work great phone, 0.6249, 5]]"
B00H0DDVBU,[-0.3863],[1],"[[excite, buy, convenience, phone, tie, iqi, rest, get, decide, use, dont, want, ruin, phone]]","[[excite buy convenience phone tie iqi rest get decide use dont want ruin phone, -0.3863, 1]]"
B00H4GMHEK,[0.5984],[5],"[[cover, granddaughter, ipad, hold, look, purchase, way]]","[[cover granddaughter ipad hold look purchase way, 0.5984, 5]]"
B00H55KPD0,[0.8211],[5],"[[please, item, price, awesome]]","[[please item price awesome, 0.8211, 5]]"
B00H8HV75K,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B00HIZYCM2,"[-0.296, 0.0, 0.952]","[5, 5, 5]","[[outdated, phone, spluttering, battery, life, hummer, gasoline, person, lifesaver, charger, use, charging, capacity, charge, perfect, size, fit, pocket, charge, phone, onthegobr, flaw, minor, shake, evaluate, chargelevel, feature, bit, sketchy, time, take, amount, force, activate, warrant, star, please, product, recommend, anyone, need, charger], [search, plug, outlet, vacation], [delivery, accurate, discript]]","[[outdated phone spluttering battery life hummer gasoline person lifesaver charger use charging capacity charge perfect size fit pocket charge phone onthegobr flaw minor shake evaluate chargelevel feature bit sketchy time take amount force activate warrant star please product recommend anyone need charger, -0.296, 5], [search plug outlet vacation, 0.0, 5], [delivery accurate discript, 0.952, 5]]"
B00HQAV6IW,[0.7351],[5],"[[perfect, outdoor, type, work, construction, cause, unit, rugged]]","[[perfect outdoor type work construction cause unit rugged, 0.7351, 5]]"
B00HUNQNB0,"[-0.5707, 0.9468]","[1, 5]","[[battery, backup, iphone, great, festival, travel, use, everyday, case, let, im, happy, know, ankers, customer, service], [product, stop, work, month, way, u, return, recommend]]","[[battery backup iphone great festival travel use everyday case let im happy know ankers customer service, -0.5707, 1], [product stop work month way u return recommend, 0.9468, 5]]"
B00I97CSDI,"[0.4404, 0.4404]","[2, 4]","[[headset], [use, headset, month, time, hang, call, phone, headset, pick, call, meaning, pair, phone, person, call, hear, nothing, cant, hear, call, inbound, try, answer, call, headset, hang, inbound, callbr, br, look, headset]]","[[headset, 0.4404, 2], [use headset month time hang call phone headset pick call meaning pair phone person call hear nothing cant hear call inbound try answer call headset hang inbound callbr br look headset, 0.4404, 4]]"
B00IA7LCFC,[0.7625],[1],"[[let, start, say, head, unit, pack, feature, month, notice, strange, issue, develop, issue, volume, knob, control, menu, setting, source, input, bluetooth, usb, hd, radio, etc, month, time, go, press, volume, knob, access, setting, headunits, screen, go, restartbr, br, think, turn, access, setting, knob, cause, time, press, screen, go, screen, go, restarts, affect, button, pandora, dislike, button, time, press, deck, boom, screen, search, web, see, couple, user, issue, model, fix, firmware, update, address, issue, kenwood, support, page, zero, info, regard, try, eject, face, reconnecting, etc, screen, go, deck, work, music, playing, etc, steer, wheel, control, setup, work, head, unit, face, go, outbr, br, product, say, beginning, point, purchase, headunit, cause, cant, use, way, go, return, product, amazon, cause, head, unit]]","[[let start say head unit pack feature month notice strange issue develop issue volume knob control menu setting source input bluetooth usb hd radio etc month time go press volume knob access setting headunits screen go restartbr br think turn access setting knob cause time press screen go screen go restarts affect button pandora dislike button time press deck boom screen search web see couple user issue model fix firmware update address issue kenwood support page zero info regard try eject face reconnecting etc screen go deck work music playing etc steer wheel control setup work head unit face go outbr br product say beginning point purchase headunit cause cant use way go return product amazon cause head unit, 0.7625, 1]]"
B00J331PCM,"[0.9345, 0.8883, 0.3205, 0.0, 0.0]","[4, 5, 3, 4, 1]","[[case, happen, careless, phone, drop, time, scratch, phone, aux, port, adapter, bit, pain, product, recommend, case], [case, everyone, talk, difficult, time, hearing, keep, flap, charge, port, help], [love, case, protect, phone, better, case, use, like, screen, phone, protect, water, damage, case, lowbulk, lowprofile, compare, case, offer, protection, month, use, audio, phone, conversation, distort, point, people, understand, end, line, offer, information, know, issue, give, solution, fix, something, air, pressure, get, trap, inside, case, muffle, audio, receiver, none, solution, work, try, contacting, lose, phone, river, case, work, canoe, trip, canoe, stay, uprightbr, br, case, audio, issue, setback, improve, model], [case, lifeproof, case, purchase, come, front, screen, protector, spill, something, screen, say, test, weather, screen, cover, understand, cheaper, case, purchase, make, protection, claim, case, know, wasnt, purchase]]","[[case happen careless phone drop time scratch phone aux port adapter bit pain product recommend case, 0.9345, 4], [case everyone talk difficult time hearing keep flap charge port help, 0.8883, 5], [love case protect phone better case use like screen phone protect water damage case lowbulk lowprofile compare case offer protection month use audio phone conversation distort point people understand end line offer information know issue give solution fix something air pressure get trap inside case muffle audio receiver none solution work try contacting lose phone river case work canoe trip canoe stay uprightbr br case audio issue setback improve model, 0.3205, 3], [case lifeproof case purchase come front screen protector spill something screen say test weather screen cover understand cheaper case purchase make protection claim case know wasnt purchase, 0.0, 4], [, 0.0, 1]]"
B00J904TCC,[0.3818],[4],"[[month, scratch, use, wallet, case, card, rub, screen, bit, close, minor, deal, breaker, hop, scratch, resistance]]","[[month scratch use wallet case card rub screen bit close minor deal breaker hop scratch resistance, 0.3818, 4]]"
B00JGF7BAM,"[0.0, 0.3412, 0.6249, 0.6124]","[3, 5, 5, 1]","[[case], [fit, say], [case, daughter, drop, phone, crack, screen, dont, worry], [job]]","[[case, 0.0, 3], [fit say, 0.3412, 5], [case daughter drop phone crack screen dont worry, 0.6249, 5], [job, 0.6124, 1]]"
B00JRQXDS4,[0.3818],[4],"[[expect, protect, bose, travel, reccomend]]","[[expect protect bose travel reccomend, 0.3818, 4]]"
B00JSS9LKU,[0.5719],[5],"[[front, stage, center, stereo, excellent]]","[[front stage center stereo excellent, 0.5719, 5]]"
B00JUCV1SO,[-0.0236],[1],"[[love, week, wouldnt, stay, im, disappoint, wish, come, sticker, case, fell]]","[[love week wouldnt stay im disappoint wish come sticker case fell, -0.0236, 1]]"
B00K2EAFJK,[0.7506],[5],"[[fit, verizon, g, phone, cover, price]]","[[fit verizon g phone cover price, 0.7506, 5]]"
B00K3T5KFI,[-0.1027],[1],"[[product, pointless, remove, crack, glass, replace, glue, panel, phone, destroys, save, time, order, entire, replacement, piece]]","[[product pointless remove crack glass replace glue panel phone destroys save time order entire replacement piece, -0.1027, 1]]"
