B00ECW9DB4,"[0.5719, 0.875, 0.8637, 0.2023, 0.4939, 0.4404, 0.9932, -0.5574, 0.8519]","[5, 5, 5, 5, 4, 5, 5, 1, 5]","[[battery, die, month], [way, well, costing, kid, walkie, talkie], [radio, use, couple, week, went, road, trip, offroading, highwayfreeway, get, mile, line, sight, range, radio, loud, volume, fr, radio, get, use, hour, battery, wear, bought, programming, cord, program, use, indoors, know, br, look, set, way, radio, one, get], [use, mom, stroke, need, way, communicate, rest, household, limit, strength, button, speak, require, turn, knob, change, channel, mean, doesnt, change, channel, push, button, take, go, corner, store, communicate, work], [comms, house, landsfarm, run, day, use], [suggestion, save, money, buy, uvr], [need, get, touch, husband, work, property, become, past, year, move, need, case, emergency, fun, walkies, clarity, amaze, need, fun, size, bulky, clip, pocket, petite, lay, clip, wont, fall, dont, use, clip, spring, take, basis, go, room, room, husband, know, wont, lose, clip, great, give, peace, minda, real, good, buy, delivery, complaint], [perfect, ], [work, great, kid, love, battery, time]]","[[battery die month, 0.5719, 5], [way well costing kid walkie talkie, 0.875, 5], [radio use couple week went road trip offroading highwayfreeway get mile line sight range radio loud volume fr radio get use hour battery wear bought programming cord program use indoors know br look set way radio one get, 0.8637, 5], [use mom stroke need way communicate rest household limit strength button speak require turn knob change channel mean doesnt change channel push button take go corner store communicate work, 0.2023, 5], [comms house landsfarm run day use, 0.4939, 4], [suggestion save money buy uvr, 0.4404, 5], [need get touch husband work property become past year move need case emergency fun walkies clarity amaze need fun size bulky clip pocket petite lay clip wont fall dont use clip spring take basis go room room husband know wont lose clip great give peace minda real good buy delivery complaint, 0.9932, 5], [perfect , -0.5574, 1], [work great kid love battery time, 0.8519, 5]]"
B00EG0C2CY,"[0.4754, 0.8402, 0.0]","[5, 5, 5]","[[nice], [nice, fit, feel, drop, seem, offer, decent, protection, nice, feel], [bulky, brand, put, pocket]]","[[nice, 0.4754, 5], [nice fit feel drop seem offer decent protection nice feel, 0.8402, 5], [bulky brand put pocket, 0.0, 5]]"
B00EM8HR1Q,[0.9001],[5],"[[case, buy, protection, love, kick, stand]]","[[case buy protection love kick stand, 0.9001, 5]]"
B00EOFTY2W,[0.0],[5],[[describe]],"[[describe, 0.0, 5]]"
B00ESYO7GC,"[0.6369, 0.6887]","[5, 5]","[[good, price], [handy, fast, shipping]]","[[good price, 0.6369, 5], [handy fast shipping, 0.6887, 5]]"
B00F0P2FNU,"[0.6697, 0.7618]","[5, 2]","[[case, phone, case, guard, corner, corner, inner, case, corner, edge, work, year, half, considering, obsession, remove, phone, case, need, remote, control, break, battery, cover, recommend, case], [holster, break, month, tap, snap, kickstand, stable, rubber, beginning, tear, glad, wait, review, impression, go, value, case, seem, build, time, prove, price, case, job, protect, phone, rubber, tear, case, come, way, otter, case, think, sure, longer, offer, well, protection]]","[[case phone case guard corner corner inner case corner edge work year half considering obsession remove phone case need remote control break battery cover recommend case, 0.6697, 5], [holster break month tap snap kickstand stable rubber beginning tear glad wait review impression go value case seem build time prove price case job protect phone rubber tear case come way otter case think sure longer offer well protection, 0.7618, 2]]"
B00F1EZV9K,"[0.0356, 0.5095, 0.4019, 0.4404]","[4, 4, 3, 5]","[[protection], [look, feel, case, make, phone, heat, im, use], [work, case, im, use, wireless, charge, pad, case, issue, look, cool, doesnt, screen, protector], [fit, droid, maxx, side]]","[[protection, 0.0356, 4], [look feel case make phone heat im use, 0.5095, 4], [work case im use wireless charge pad case issue look cool doesnt screen protector, 0.4019, 3], [fit droid maxx side, 0.4404, 5]]"
B00FABU1VW,[0.6249],[5],"[[battery, work]]","[[battery work, 0.6249, 5]]"
B00FBYYCF4,[-0.6304],[1],"[[watch, less, month, freeze, garmin, support, asking, reset, watch, work, twice, issue, garmin, sent, replacement, replacement, watch, flaw, sent, watch, freeze, leave, charger, wont, charge, work, watch, isnt, color, screen, advertise, color, see, functionality, great, watch, work, price, worth, garmin, doesnt, seem, ton, complaint, freeze, screen, dont, buy, watch, garmin, fix, buggy, software]]","[[watch less month freeze garmin support asking reset watch work twice issue garmin sent replacement replacement watch flaw sent watch freeze leave charger wont charge work watch isnt color screen advertise color see functionality great watch work price worth garmin doesnt seem ton complaint freeze screen dont buy watch garmin fix buggy software, -0.6304, 1]]"
B00FOE56UQ,"[-0.6708, 0.7906]","[1, 5]","[[case, buy, year, old, phone, work, well, expect], [fit, phone, say, disappoint]]","[[case buy year old phone work well expect, -0.6708, 1], [fit phone say disappoint, 0.7906, 5]]"
B00FPHKOPY,[0.4939],[5],"[[save, world, trouble, went, go, camp, remote, area, broke, unit, phone, call, help, stick, love]]","[[save world trouble went go camp remote area broke unit phone call help stick love, 0.4939, 5]]"
B00FWMZY7U,[0.6249],[5],[[sound]],"[[sound, 0.6249, 5]]"
B00G1WNH4M,[0.4818],[4],"[[protects, corner, doesnt, fit, love]]","[[protects corner doesnt fit love, 0.4818, 4]]"
B00G3GPHAS,"[0.6808, 0.6249]","[4, 3]","[[sturdy, everything], [gym]]","[[sturdy everything, 0.6808, 4], [gym, 0.6249, 3]]"
B00GD8QD7C,"[0.5719, 0.3818]","[5, 1]","[[split, couple, week, use, example, get, pay], [excellent]]","[[split couple week use example get pay, 0.5719, 5], [excellent, 0.3818, 1]]"
B00GHHE1Y6,"[0.8316, 0.8934]","[5, 5]","[[im, harry, potter, fan, saw, case, zero, issue, case, love], [use, day, fit, iphone]]","[[im harry potter fan saw case zero issue case love, 0.8316, 5], [use day fit iphone, 0.8934, 5]]"
B00GQDVXYM,[0.2732],[5],"[[work, time, sufficient]]","[[work time sufficient, 0.2732, 5]]"
B00H297I0W,[0.0],[1],"[[need, replacement, flaw, item, stay, ipad, say, send, flaw]]","[[need replacement flaw item stay ipad say send flaw, 0.0, 1]]"
B00HGJL70K,[0.7003],[5],[[thanks]],"[[thanks, 0.7003, 5]]"
B00HJ9TL8C,[0.4927],[5],[[]],"[[, 0.4927, 5]]"
B00HOHPNYK,[0.1531],[4],"[[case, advertise]]","[[case advertise, 0.1531, 4]]"
B00HRO2WTE,[0.6064],[4],"[[work, get, mother, get, dirty, work, place, end, ask, order, black, version, case, case, great, consider, color, option, depend, lifestyle]]","[[work get mother get dirty work place end ask order black version case case great consider color option depend lifestyle, 0.6064, 4]]"
B00I862L9Q,[-0.4215],[1],"[[week, break]]","[[week break, -0.4215, 1]]"
B00I87V8MG,[0.8922],[5],"[[havent, drop, phone, test, case, seem, rugged, texture, make, keep, grip, phone]]","[[havent drop phone test case seem rugged texture make keep grip phone, 0.8922, 5]]"
B00I91OKAI,"[0.9586, 0.8481]","[5, 5]","[[want, case, allow, keep, back, grip, edge, case, fit, bill, recommend], [protection, look]]","[[want case allow keep back grip edge case fit bill recommend, 0.9586, 5], [protection look, 0.8481, 5]]"
B00IOGUA5M,[0.9709],[5],"[[pigtail, left, trail, car, door, ground, road, take, find, replacement, cable, alpine, side, specific, device, plug, end, design, iphone, ipod, give, try, work, device, yes, iphone, ipod, son, friend, instal, watch, youtube, video, installation, go, iphones, buy, adapter, change, pin, iphone, iphone, lightning, port, combination, work, everyone, assort, device, play, car]]","[[pigtail left trail car door ground road take find replacement cable alpine side specific device plug end design iphone ipod give try work device yes iphone ipod son friend instal watch youtube video installation go iphones buy adapter change pin iphone iphone lightning port combination work everyone assort device play car, 0.9709, 5]]"
B00IORDM2O,[0.7351],[5],"[[work, great, make]]","[[work great make, 0.7351, 5]]"
B00IYYJB2M,[0.6369],[5],"[[case, htc, max]]","[[case htc max, 0.6369, 5]]"
B00JB0NZYI,"[0.5709, -0.204, 0.4927, 0.6249, 0.6366, 0.7655]","[5, 5, 5, 4, 4, 5]","[[get, case, today, look, picture, rubber, easy, put, color, piece, bit, harder, take, minute, case, bulky, take, get, use, button, work, plusbr, br, say, dont, waist, time, try, protector, provide, take, minute, align, bubble, remove, front, tab, instruct, leave, residue, needle, say, wasnt, happy, suggest, buy, temper, screen, protector, pro, itbr, br, case, good, product, pay, happy, standard, galaxy], [product], [nice, material, complaint], [enjoy, case], [case, price, daughter, like, fit, prompt, delivery]]","[[get case today look picture rubber easy put color piece bit harder take minute case bulky take get use button work plusbr br say dont waist time try protector provide take minute align bubble remove front tab instruct leave residue needle say wasnt happy suggest buy temper screen protector pro itbr br case good product pay happy standard galaxy, 0.5709, 5], [product, -0.204, 5], [nice material complaint, 0.4927, 5], [enjoy case, 0.6249, 4], [case price daughter like fit prompt delivery, 0.6366, 4], [, 0.7655, 5]]"
B00JDVBOAW,[0.9134],[5],"[[super, shield, keep, print, protects, scratch]]","[[super shield keep print protects scratch, 0.9134, 5]]"
B00JGGUDYW,"[0.5868, -0.2023, 0.4049, 0.7506, 0.7269]","[4, 5, 1, 4, 5]","[[buy, charger, give, phone, boost, power, need, trip, unit, do, job], [order, item, product, work, charge, ask, replacement, mail, break, charger, day, replacement, come, work, excellence, service], [edge, use, vacation, charge, edge, twice, leave, charge, wife, phone], [time, use, charger, realize, work, notice, battery, availability, go, phone, turn, battery, drain, application, take, week, comb, review, think, purchase, guess, unlucky, charger, recommend, experience, wall, charger, phone, percent, increase, charge, minute, charger, connect, hour, lose, charge, good, luck, item], [powerpack, turn, stop, charge, device, load, run, apps, charge, phone, fine, use, shut, stop, charge, bike, ride, track, progress, im, guess, keep, drain, app]]","[[buy charger give phone boost power need trip unit do job, 0.5868, 4], [order item product work charge ask replacement mail break charger day replacement come work excellence service, -0.2023, 5], [edge use vacation charge edge twice leave charge wife phone, 0.4049, 1], [time use charger realize work notice battery availability go phone turn battery drain application take week comb review think purchase guess unlucky charger recommend experience wall charger phone percent increase charge minute charger connect hour lose charge good luck item, 0.7506, 4], [powerpack turn stop charge device load run apps charge phone fine use shut stop charge bike ride track progress im guess keep drain app, 0.7269, 5]]"
B00JH155J4,[0.7345],[3],"[[quite, others]]","[[quite others, 0.7345, 3]]"
B00JP493S2,[-0.1621],[1],"[[waste, money, get, connect, phone, worse, try, google, vktech, wireless, bluetooth, keyboard, help, connect, etc, there, tech, support, owner, run, issue, youre, luck]]","[[waste money get connect phone worse try google vktech wireless bluetooth keyboard help connect etc there tech support owner run issue youre luck, -0.1621, 1]]"
B00JV6JML2,"[0.4168, 0.891, -0.1526]","[5, 5, 2]","[[replacement, lose, charger, use, dont, loose, charge, phone, fine, dont, get, message, charging, others, use, recommend, quality, work, price, couldnt, well], [charger, suppose, stop, work, stop, fit, charging, port, phone, day, lot, thing], [cord, last, month, charge, phone, usb, cord, begin, fray, weak, spot, stop, charge, purchase, usb, cord, dollar, general, plug, work]]","[[replacement lose charger use dont loose charge phone fine dont get message charging others use recommend quality work price couldnt well, 0.4168, 5], [charger suppose stop work stop fit charging port phone day lot thing, 0.891, 5], [cord last month charge phone usb cord begin fray weak spot stop charge purchase usb cord dollar general plug work, -0.1526, 2]]"
B00JX0Y4GE,[0.4601],[2],"[[wife, love, design, case, start, chip, week, use, figure, id, get, hop, defect, case, nd, arrive, broke, put, phone, poor, quality, seem, better, luck, case, ebay, pay, half, money, disappoint]]","[[wife love design case start chip week use figure id get hop defect case nd arrive broke put phone poor quality seem better luck case ebay pay half money disappoint, 0.4601, 2]]"
B00JYKGDD0,"[0.9897, 0.924, 0.7906, 0.4081, 0.8225, 0.4144, 0.0, 0.3716, 0.4588, -0.4215, 0.6369, 0.1531, 0.7841, 0.6808, 0.8162, 0.4927, 0.6428, 0.0, 0.0, 0.8714, 0.9129, 0.0, 0.3818]","[5, 5, 5, 4, 4, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 4, 2, 5, 5, 5, 5, 4]","[[case, ive, use, fit, snug, phone, protects, recommend], [fit, iphone, recommend, cover], [fit, job, wouldnt, mind, protection, price, nice, doesnt, add, lot, bulk, smooth, prefer, texture, doesnt, slide, car], [work, anticipate, arrive, time], [like, case, lot, sturdy, plastic, part, broke, use, silicon, part, im, cheap, buy, expectation, break], [case, phone], [case, bulky], [case], [purchase, husband, seems, please], [find, case, iphone, ability, connect, charger, home, car, hard, inside, provide, excellent, protection, feature, corner, ridge, keep, phone, case, surface], [look, great, cutout], [work, seem, dont, slick, part, case, hand], [case, price, protection, sacrificing, slimness, iphone, fit, phone, button, gonna, buy, different, color], [excellent, good], [luvvitt, ultra, armor, iphone, case, iphone, case, awesome, case, case, month, thing, come, findbr, br, fit, br, iphone, fit, tpu, core, case, button, align, case, need, adjust, volume, lock, phone, case, outer, portion, case, add, layer, protection, fit, tpu, casebr, br, protection, br, find, case, protecting, phone, carelessabusive, behavior, im, type, guy, throw, phone, come, home, day, work, withstood, abuse, prove, durability, drop, phone, remain, condition, scratch, dent, cracksbr, br, look, br, love, way, look, think, awesome, provide, color, choose, look, simple, sleek, design, product, people, cutesy, phone, casesbr, br, price, br, buck, thing, investment, skimp, buying, form, protection, come, phone, cost, arm, leg, day, think, wise, get, sort, case, phone, im, glad, go, casebr, br, overall, case, investment, keep, phone, pristine, condition, past, month, couldnt, beat], [simple, case, give, iphone, bit, thicker, feel, keep], [case, look, however, slippery, iphone, case, past, day, use, case, drop, phone, time], [phone, case, feel, phone, safe], [side, waywayway, slip, hand, time, day, return], [case, bit, slippery], [fit], [look]]","[[case ive use fit snug phone protects recommend, 0.9897, 5], [fit iphone recommend cover, 0.924, 5], [fit job wouldnt mind protection price nice doesnt add lot bulk smooth prefer texture doesnt slide car, 0.7906, 5], [work anticipate arrive time, 0.4081, 4], [like case lot sturdy plastic part broke use silicon part im cheap buy expectation break, 0.8225, 4], [case phone, 0.4144, 3], [case bulky, 0.0, 5], [case, 0.3716, 5], [purchase husband seems please, 0.4588, 5], [find case iphone ability connect charger home car hard inside provide excellent protection feature corner ridge keep phone case surface, -0.4215, 3], [look great cutout, 0.6369, 5], [work seem dont slick part case hand, 0.1531, 5], [case price protection sacrificing slimness iphone fit phone button gonna buy different color, 0.7841, 5], [excellent good, 0.6808, 5], [luvvitt ultra armor iphone case iphone case awesome case case month thing come findbr br fit br iphone fit tpu core case button align case need adjust volume lock phone case outer portion case add layer protection fit tpu casebr br protection br find case protecting phone carelessabusive behavior im type guy throw phone come home day work withstood abuse prove durability drop phone remain condition scratch dent cracksbr br look br love way look think awesome provide color choose look simple sleek design product people cutesy phone casesbr br price br buck thing investment skimp buying form protection come phone cost arm leg day think wise get sort case phone im glad go casebr br overall case investment keep phone pristine condition past month couldnt beat, 0.8162, 5], [simple case give iphone bit thicker feel keep, 0.4927, 5], [case look however slippery iphone case past day use case drop phone time, 0.6428, 4], [phone case feel phone safe, 0.0, 2], [side waywayway slip hand time day return, 0.0, 5], [case bit slippery, 0.8714, 5], [fit, 0.9129, 5], [look, 0.0, 5], [, 0.3818, 4]]"
B00KG1K0BM,"[0.6369, 0.7845]","[4, 5]","[[glass, great, mountain, bike, month, glass, stay, put, track, polarize, lens, buy, lark, expect, quality, product, ive, surprise]]","[[glass great mountain bike month glass stay put track polarize lens buy lark expect quality product ive surprise, 0.6369, 4], [, 0.7845, 5]]"
B00KL1YG1W,[0.9063],[5],"[[case, sturdy, come, drop, phone, worry, card, fall, thing, wish, case, room, fit, mirror, credit, card]]","[[case sturdy come drop phone worry card fall thing wish case room fit mirror credit card, 0.9063, 5]]"
B00KRHF8R6,[0.6249],[5],[[case]],"[[case, 0.6249, 5]]"
B00KTLIZ98,"[-0.1761, 0.0]","[5, 5]","[[want], [cushion, phone, impact, surface]]","[[want, -0.1761, 5], [cushion phone impact surface, 0.0, 5]]"
B00LBVF0FM,[-0.2732],[5],"[[item, return, need, figure]]","[[item return need figure, -0.2732, 5]]"
B00LJOO2VO,[0.0],[1],"[[empresa, nao, confiavel]]","[[empresa nao confiavel, 0.0, 1]]"
B00LLXHAIA,[0.8519],[5],"[[look, quality, iphone, fit, need, take, ride, river, test, ]]","[[look quality iphone fit need take ride river test , 0.8519, 5]]"
B00LP6ET6E,[-0.4215],[1],"[[bewareits, make, china, dont, tell, receive, yesterday, less, hr, belt, clip, broke]]","[[bewareits make china dont tell receive yesterday less hr belt clip broke, -0.4215, 1]]"
B00M20XJZE,[0.6249],[3],[[quality]],"[[quality, 0.6249, 3]]"
B00M20XUI0,[0.807],[5],"[[safety, convenient]]","[[safety convenient, 0.807, 5]]"
B00M5JPY0A,[-0.2585],[5],"[[fast, ship, product, come, work, problem, recommend, use, seller]]","[[fast ship product come work problem recommend use seller, -0.2585, 5]]"
B00MHV8KLQ,[0.9648],[4],"[[material, card, door, intact, month, half, dont, way, hammer, im, gentle, great, case, go, perfect, travel, worry, bring, purse, perfect]]","[[material card door intact month half dont way hammer im gentle great case go perfect travel worry bring purse perfect, 0.9648, 4]]"
B00MNTGES8,[-0.2057],[2],"[[screen, work, privacy, glass]]","[[screen work privacy glass, -0.2057, 2]]"
B00MNVR97G,[-0.4705],[1],"[[design, doesnt, fit, g, advertise, go, loose, hole, case, match, phone, use, remote, control, infrared, feature, phone, take, case, use, feature, use, case, ]]","[[design doesnt fit g advertise go loose hole case match phone use remote control infrared feature phone take case use feature use case , -0.4705, 1]]"
B00MNVRZZ2,[0.5267],[4],"[[way, kickstand, place, phone, stand]]","[[way kickstand place phone stand, 0.5267, 4]]"
B00MOC2UP0,"[0.6249, 0.4404, 0.0, 0.7178]","[5, 5, 3, 5]","[[work, great, buy, power, phone, use, gps, provide], [time, come, hot], [passenger, car, nice, purchase]]","[[work great buy power phone use gps provide, 0.6249, 5], [time come hot, 0.4404, 5], [passenger car nice purchase, 0.0, 3], [, 0.7178, 5]]"
