B000MGFV38,[0.9246],[5],"[[use, year, awesome, value, look, nice]]","[[use year awesome value look nice, 0.9246, 5]]"
B008T263IO,[0.964],[4],"[[pay, steal, compare, otter, box, come, need, case, im, type, person, talk, hand, phone, hand, result, throw, wall, floor, person, ehm, need, case, stood, abuse, feel, hand, thin, case, light, reason, give, star, begin, fall, apart, night, fell, pocket, screen, shatteredbr, br, hey, dont, get, product, youre, person, isnt, throw, abusing, phone, deal, little, case, protect]]","[[pay steal compare otter box come need case im type person talk hand phone hand result throw wall floor person ehm need case stood abuse feel hand thin case light reason give star begin fall apart night fell pocket screen shatteredbr br hey dont get product youre person isnt throw abusing phone deal little case protect, 0.964, 4]]"
B0099LATZ2,[0.4927],[5],"[[working, grate]]","[[working grate, 0.4927, 5]]"
B009APBYQA,"[0.0, 0.4404]","[5, 4]",[[quality]],"[[quality, 0.0, 5], [, 0.4404, 4]]"
B009TDB4P4,[0.7713],[5],"[[awesome, case, protect, iphone, drop, buy, need]]","[[awesome case protect iphone drop buy need, 0.7713, 5]]"
B009ZVXR6E,[0.9227],[5],"[[purchase, aunt, need, case, phone, order, please, thanks, advertise]]","[[purchase aunt need case phone order please thanks advertise, 0.9227, 5]]"
B00A6GIBA4,[-0.296],[2],"[[opening, charge, volume, onoff, correspond, kindle, threw, go, cover]]","[[opening charge volume onoff correspond kindle threw go cover, -0.296, 2]]"
B00AVJFZRI,[0.4215],[5],"[[nice, item]]","[[nice item, 0.4215, 5]]"
B00B7Q7D4M,[0.8689],[5],"[[case, save, phone, fell, pool, good, protection, drop, phone]]","[[case save phone fell pool good protection drop phone, 0.8689, 5]]"
B00BCEKDJG,[0.9821],[5],"[[cant, praise, product, get, boyfriend, christmas, year, september, go, getting, look, worry, wouldnt, sturdy, trust, dont, judge, book, cover, shell, underneath, provide, plenty, strength, durability, blue, silicone, soft, sleek, design, perfect, size, bulky, boyfriend, wear, pocket, day, sit, time, everything, case, go, wish, get, mine]]","[[cant praise product get boyfriend christmas year september go getting look worry wouldnt sturdy trust dont judge book cover shell underneath provide plenty strength durability blue silicone soft sleek design perfect size bulky boyfriend wear pocket day sit time everything case go wish get mine, 0.9821, 5]]"
B00BR3O4CE,"[0.908, 0.0846]","[5, 5]","[[work, great, problem, suction, mount, loosen, come, loose, sunlight, hold, ipad, air, need, put, case, use, foam, fill, empty, space], [seem, idea, use, dont, anyone, use, thing, oh, work, way, design, make, giving, star, say, see, anyone, put, windshield, blind, spot, put, kid, watch, movie, something]]","[[work great problem suction mount loosen come loose sunlight hold ipad air need put case use foam fill empty space, 0.908, 5], [seem idea use dont anyone use thing oh work way design make giving star say see anyone put windshield blind spot put kid watch movie something, 0.0846, 5]]"
B00BTCPPYE,[0.2732],[3],"[[receive, time, fit, use]]","[[receive time fit use, 0.2732, 3]]"
B00BY2850U,[0.6124],[2],"[[screen, fine, come, replacement, tool, size, screw, remove, replacement, screen, need, super, tiny, star, screwdriver, get, circuit, board, rush, order, bind, try, find, tool, need]]","[[screen fine come replacement tool size screw remove replacement screen need super tiny star screwdriver get circuit board rush order bind try find tool need, 0.6124, 2]]"
B00CBQ5M6I,[0.9169],[5],"[[case, fit, phone, love]]","[[case fit phone love, 0.9169, 5]]"
B00CC5JEI0,[0.85],[5],"[[ipad, protect, good, price]]","[[ipad protect good price, 0.85, 5]]"
B00CUQWTU6,[0.0],[3],"[[charge, serve, add, hour, use, phone]]","[[charge serve add hour use phone, 0.0, 3]]"
B00D5MT9JI,[0.6369],[5],[[color]],"[[color, 0.6369, 5]]"
B00DMWFS8C,"[0.4215, 0.4404, -0.9432, 0.6249]","[5, 5, 1, 5]","[[product], [buy, april, dead, august, guess, rent, piece, crap, last, sat, pristine, location, stress, tight, bend, disconnect, connect, couple, time, week, reason, cable, time, month, dont, waste, money], [come, expect, cord, seem, quality, others, price], [nice]]","[[product, 0.4215, 5], [buy april dead august guess rent piece crap last sat pristine location stress tight bend disconnect connect couple time week reason cable time month dont waste money, 0.4404, 5], [come expect cord seem quality others price, -0.9432, 1], [nice, 0.6249, 5]]"
B00DUTODZG,[0.3612],[5],"[[work, greatbr, thank]]","[[work greatbr thank, 0.3612, 5]]"
B00DVHZ0Q8,"[-0.2732, -0.7184]","[1, 1]","[[phone, destroy, excuse, phone, case], [poor, quality, color, black, part, cover, glass, color, start, erase, week, use, nail, simple, touch, sufraces]]","[[phone destroy excuse phone case, -0.2732, 1], [poor quality color black part cover glass color start erase week use nail simple touch sufraces, -0.7184, 1]]"
B00E174RTS,"[0.0, 0.6249, -0.8767, 0.6908, 0.5531, 0.8979, 0.4404, -0.777, 0.897, 0.7003, 0.0, 0.0, 0.9136, 0.8271]","[5, 5, 2, 5, 4, 5, 4, 1, 5, 5, 5, 5, 4, 5]","[[product, perform, replace, bluetooth, transmitter, cable, broke, know, expect, decide, purchase, anker, time, brand, replace, start, use, notice, quality, attempt, test, multiple, environment, cable, etc, ensure, wasnt, anything, cause, problem, narrow, anker, lemon, doesnt, seem, review, device, sound, time, pair, took, try, wasnt, plug, anker, customer, service, call, explain, recieve, sent, replacement, unit, change, review, receive, recognize, quality, use, nexus, test, unit, blind, test, friend, who, ear, trust, land, opinion, scale, nexus, connect, bluetooth, speaker, unit, score, anker, unit, score, distract, distortion, make, item, lower, anker, customer, support, deserves, prop], [perfect, fatherinlaws, hear, aid, connect, tv, hearing, aid, he, love, life, great, product], [anker, wireless, bluetooth, stereo, transmitter, want, work, harman, kardon, onyx, wireless, bluetooth, speaker, happy, performance, gadget, thanks, amazon, ship], [use, bluetooth, receiver, use, sennheiser, momentum, ear, headphone, try, kanex, bt, receiver, didnt, work], [bt, transceiver, par, battery, hr, application, auto, shutoff, loos, contact, pair, speaker, quality, price], [need, device, turn, nonbluetooth, radio, system, bluetooth, attach, plug, stereo, auxiliaryheadphones, turn, anker, device, pair, tooth, headphone, walk, house, listen, music, headphone, bound, like, anker, unit, use, transmit, blue, tooth, signal, great, versatile, product, price], [quality, product, ankler, work, transmitter, receiver, build, switch, distance, good, depend, unit, connect, ankler, product, buy, amazon, reccommended], [pair, bluetooth, headset, try, pair, smartphones, laptop, headset, anker, support, solution, fix, problem, waste, money], [purchase], [product, test, ft, line, sight, range, work, perfect, do, anker], [work, using], [work, advertise, buy]]","[[product perform replace bluetooth transmitter cable broke know expect decide purchase anker time brand replace start use notice quality attempt test multiple environment cable etc ensure wasnt anything cause problem narrow anker lemon doesnt seem review device sound time pair took try wasnt plug anker customer service call explain recieve sent replacement unit change review receive recognize quality use nexus test unit blind test friend who ear trust land opinion scale nexus connect bluetooth speaker unit score anker unit score distract distortion make item lower anker customer support deserves prop, 0.0, 5], [perfect fatherinlaws hear aid connect tv hearing aid he love life great product, 0.6249, 5], [anker wireless bluetooth stereo transmitter want work harman kardon onyx wireless bluetooth speaker happy performance gadget thanks amazon ship, -0.8767, 2], [use bluetooth receiver use sennheiser momentum ear headphone try kanex bt receiver didnt work, 0.6908, 5], [bt transceiver par battery hr application auto shutoff loos contact pair speaker quality price, 0.5531, 4], [need device turn nonbluetooth radio system bluetooth attach plug stereo auxiliaryheadphones turn anker device pair tooth headphone walk house listen music headphone bound like anker unit use transmit blue tooth signal great versatile product price, 0.8979, 5], [quality product ankler work transmitter receiver build switch distance good depend unit connect ankler product buy amazon reccommended, 0.4404, 4], [pair bluetooth headset try pair smartphones laptop headset anker support solution fix problem waste money, -0.777, 1], [purchase, 0.897, 5], [product test ft line sight range work perfect do anker, 0.7003, 5], [work using, 0.0, 5], [work advertise buy, 0.0, 5], [, 0.9136, 4], [, 0.8271, 5]]"
B00E6F1IO2,[0.5267],[4],"[[application, work, fine, follow, direction, protector, work, fine, section, seam, area, concern]]","[[application work fine follow direction protector work fine section seam area concern, 0.5267, 4]]"
B00EAYH0FK,[-0.4449],[1],"[[case, fit]]","[[case fit, -0.4449, 1]]"
B00EYA0ZQQ,"[0.8934, -0.4404]","[4, 1]","[[worthless, didnt, work, couldnt, refund, ], [work, cant, use, phone, hand, charge, lay, surface, overnight, charge]]","[[worthless didnt work couldnt refund , 0.8934, 4], [work cant use phone hand charge lay surface overnight charge, -0.4404, 1]]"
B00F6PN8A8,[0.8316],[5],"[[awesome, case, daughter, love]]","[[awesome case daughter love, 0.8316, 5]]"
B00G964EW4,[-0.1232],[1],"[[loose, fit, iphone, worth, dollar, cost]]","[[loose fit iphone worth dollar cost, -0.1232, 1]]"
B00GAA69YA,[0.4927],[5],"[[picture, quality]]","[[picture quality, 0.4927, 5]]"
B00GBJE61I,[-0.7175],[4],"[[case, plastic, cover, safest, remove, wood, cover, glue, sturdier, case]]","[[case plastic cover safest remove wood cover glue sturdier case, -0.7175, 4]]"
B00GM8795S,[0.8316],[5],"[[quality, price, son, love]]","[[quality price son love, 0.8316, 5]]"
B00GMOBKQ6,[0.3438],[4],"[[case, protects, fit, br, complaint, black, sort, coat, like, peel, theres, sort, finish, peel, offbr, br, problem, get, dirty, show, case]]","[[case protects fit br complaint black sort coat like peel theres sort finish peel offbr br problem get dirty show case, 0.3438, 4]]"
B00GQUIJXS,[0.9749],[5],"[[husband, love, cover, phone, im, glad, release, team, phone, cover, awesome, look, sell, phone, give, case, look, brand, love, image, didnt, wear, put, pocket]]","[[husband love cover phone im glad release team phone cover awesome look sell phone give case look brand love image didnt wear put pocket, 0.9749, 5]]"
B00GTTZ59C,"[0.7964, 0.861]","[5, 5]","[[quality, make, usa], [enjoy, product, purchase, company, problem, nice, job, keep, work]]","[[quality make usa, 0.7964, 5], [enjoy product purchase company problem nice job keep work, 0.861, 5]]"
B00HETZVE0,"[0.0, 0.3804, -0.6232, 0.4404, 0.9001, 0.6249, 0.6249]","[5, 4, 1, 4, 5, 5, 5]","[[deal], [put], [hardest, merchant, deal, money, spend, protector, feel, phone, spent, hour, try, rationalize, sale, fit, open, pack, take, care, lose, cost, send, keep, purchase, need, experience, know, recommend, order, time, rating, worth, time, energy, fight, anymore], [], [work, great, put, oneasy, clean, protects, ordershowed, toldawesome, price, greatbuybuybuy, star, there, star], [work]]","[[deal, 0.0, 5], [put, 0.3804, 4], [hardest merchant deal money spend protector feel phone spent hour try rationalize sale fit open pack take care lose cost send keep purchase need experience know recommend order time rating worth time energy fight anymore, -0.6232, 1], [, 0.4404, 4], [work great put oneasy clean protects ordershowed toldawesome price greatbuybuybuy star there star, 0.9001, 5], [work, 0.6249, 5], [, 0.6249, 5]]"
B00HJILMMG,[0.5992],[3],"[[put, protect, phone]]","[[put protect phone, 0.5992, 3]]"
B00HLRE7HM,[0.9294],[4],"[[think, installation, piece, cake, turn, drive, car, immobilizer, transmission, find, guy, say, install, take, whole, day, installation, cost, demand, time, product, give, instal, kit, give, star, install, carbr, br, say, kit, perfect, entry, level, remote, start, people, look]]","[[think installation piece cake turn drive car immobilizer transmission find guy say install take whole day installation cost demand time product give instal kit give star install carbr br say kit perfect entry level remote start people look, 0.9294, 4]]"
B00HTWYCCO,[0.296],[3],[[ok]],"[[ok, 0.296, 3]]"
B00I3UWHFA,[-0.81],[2],"[[look, nice, month, use, bottom, portion, charger, broke, make, bezel, useless, try, contact, spigen, say, say, get, hear, thing, note, issue, ]]","[[look nice month use bottom portion charger broke make bezel useless try contact spigen say say get hear thing note issue , -0.81, 2]]"
B00IJ74BS8,"[0.6249, 0.0]","[4, 1]","[[product, half, price, wirelessemporium, want, come, door, star], [doesn, charge, phone]]","[[product half price wirelessemporium want come door star, 0.6249, 4], [doesn charge phone, 0.0, 1]]"
B00IM7DYC4,"[0.4404, -0.4767]","[4, 1]","[[screen, protect]]","[[screen protect, 0.4404, 4], [, -0.4767, 1]]"
B00IPS3ZGA,[-0.6668],[1],"[[nice, look, day, get, case, drop, ground, broke, clumsy, person, recommend, get, case, make]]","[[nice look day get case drop ground broke clumsy person recommend get case make, -0.6668, 1]]"
B00IWKG130,"[0.4404, 0.7269]","[4, 5]","[[price, work, im, phone, dropper, work], [work, good, price, case]]","[[price work im phone dropper work, 0.4404, 4], [work good price case, 0.7269, 5]]"
B00J2RRHSU,[0.802],[5],"[[case, stylish, cute, bling]]","[[case stylish cute bling, 0.802, 5]]"
B00JE32DJK,"[0.9117, -0.2755]","[5, 2]","[[please, fast, ship, arrive, love, move, bit, screen, get, position, pentax, k, perfectley, bubble, buy, againbr, thank, ], [fit, k]]","[[please fast ship arrive love move bit screen get position pentax k perfectley bubble buy againbr thank , 0.9117, 5], [fit k, -0.2755, 2]]"
B00JM2JQ1G,[-0.7506],[1],"[[qualitycannot, cover]]","[[qualitycannot cover, -0.7506, 1]]"
B00JUF4JOO,[0.0],[1],"[[plug, wontcharge, say]]","[[plug wontcharge say, 0.0, 1]]"
B00JXS11C6,[0.9463],[4],"[[case, nicer, case, company, purchase, shimontech, story, issue, went, amazing, customer, service, shimontech, thanks]]","[[case nicer case company purchase shimontech story issue went amazing customer service shimontech thanks, 0.9463, 4]]"
B00JZU5Y48,[0.8625],[5],"[[super, cute, case, get, lot, compliment]]","[[super cute case get lot compliment, 0.8625, 5]]"
B00K2PWMSQ,[0.9577],[5],"[[wait, ship, camera, wife, phone, focus, side, note, phone, drop, time, nokia, lumia, case, get, replace, camera, module, good, install, simple]]","[[wait ship camera wife phone focus side note phone drop time nokia lumia case get replace camera module good install simple, 0.9577, 5]]"
B00KB4Z3IO,[0.9871],[1],"[[update, last, month, start, work, say, work, id, connect, hear, loud, buzz, car, get, lot, use, twisting, bend, lead, life, pay, premium, thinking, longer, month, replace, hope, bought, electronics, chain, go, business, business, last, onebr, br, buy, replace, brand, fell, apart, week, car, love, thing, perfect, charge, phone, car, excess, cord, deal, super, happy]]","[[update last month start work say work id connect hear loud buzz car get lot use twisting bend lead life pay premium thinking longer month replace hope bought electronics chain go business business last onebr br buy replace brand fell apart week car love thing perfect charge phone car excess cord deal super happy, 0.9871, 1]]"
B00KCYW35Y,[0.836],[5],"[[amaze, work, great]]","[[amaze work great, 0.836, 5]]"
B00KF4ZO7K,[0.6059],[5],"[[excellent, phone, cover, love, month, use, color, strip, come, order]]","[[excellent phone cover love month use color strip come order, 0.6059, 5]]"
B00KKNICDO,[-0.6361],[2],"[[picture, quality, get, pay]]","[[picture quality get pay, -0.6361, 2]]"
B00KQHW4SI,[0.1815],[5],"[[nice, charge]]","[[nice charge, 0.1815, 5]]"
B00KX7ON3K,[0.9477],[5],"[[product, love, work, nice, fit, cell]]","[[product love work nice fit cell, 0.9477, 5]]"
B00KXZ04E4,[0.3818],[1],"[[delivery, time, charger, use, charger, charge, charge, charge]]","[[delivery time charger use charger charge charge charge, 0.3818, 1]]"
B00L5W86BW,"[0.0, 0.0, 0.8316, 0.0, 0.91, 0.0]","[2, 1, 5, 1, 5, 5]","[[charger, husband, need, car, extra, cord, great, keep, phone, charge, couch, great, price], [product, everything, need, package, pleasure, work, hottcell, buy], [want], [dont, work, phone], [product, describe, samsung, galaxy, micro, usb, connection, try, plug, hotcell, plug, charge, use], [work, day, data, transfer, happen]]","[[charger husband need car extra cord great keep phone charge couch great price, 0.0, 2], [product everything need package pleasure work hottcell buy, 0.0, 1], [want, 0.8316, 5], [dont work phone, 0.0, 1], [product describe samsung galaxy micro usb connection try plug hotcell plug charge use, 0.91, 5], [work day data transfer happen, 0.0, 5]]"
B00L9OUF7O,[0.4019],[4],"[[wish, come, instruction]]","[[wish come instruction, 0.4019, 4]]"
B00LFWS1XK,[0.6249],[5],"[[cover, everyone, see, want]]","[[cover everyone see want, 0.6249, 5]]"
B00LJK4HL8,"[0.2382, 0.6705, 0.8675, 0.8316]","[4, 5, 5, 5]","[[excellent, product, charge, slot, perform], [simple, fast, car, charger, work, intend, charge, multiple, device, look, forbr, br, hindsight, bit, width, nicer, x, square, x, work, expectedbr, br, star], [photo, indicate, fit, inside, console, door, thingy, buick, regal, room, spare, charge, think, find, issue, side, usb, cable, shell, side, tight, go, past, adapter, housing, plastic, work, love, charge, ingres, worry, time], [work, great, want, car, charger, use, multiple, device, perfect]]","[[excellent product charge slot perform, 0.2382, 4], [simple fast car charger work intend charge multiple device look forbr br hindsight bit width nicer x square x work expectedbr br star, 0.6705, 5], [photo indicate fit inside console door thingy buick regal room spare charge think find issue side usb cable shell side tight go past adapter housing plastic work love charge ingres worry time, 0.8675, 5], [work great want car charger use multiple device perfect, 0.8316, 5]]"
B00M2Y94YK,[0.0],[1],"[[cheap, work, time]]","[[cheap work time, 0.0, 1]]"
B00M50VYAI,[0.0],[1],"[[way, earpiece, make]]","[[way earpiece make, 0.0, 1]]"
B00MERJFV2,"[0.9272, 0.0]","[5, 1]","[[bite, opinion, job, want, get, case, see, phone, waterproofbr, dont, care, case, wasnt, compare, case, feel, look], [cheap, plastic]]","[[bite opinion job want get case see phone waterproofbr dont care case wasnt compare case feel look, 0.9272, 5], [cheap plastic, 0.0, 1]]"
B00MHEM56O,[-0.7459],[2],"[[case, nice, color, start, fade, think, get, month, look, retire]]","[[case nice color start fade think get month look retire, -0.7459, 2]]"
B00MTES63I,[-0.5812],[1],"[[get, case, worth, send]]","[[get case worth send, -0.5812, 1]]"
B00MTU6Y5O,[0.6249],[5],"[[work, great, phone, galaxy, mirror, screen, projection, screen, tv]]","[[work great phone galaxy mirror screen projection screen tv, 0.6249, 5]]"
B00N5ABW3G,[0.6249],[4],[[product]],"[[product, 0.6249, 4]]"
B00NAQWHMK,[0.5719],[5],"[[husband, love, case]]","[[husband love case, 0.5719, 5]]"
B00NFEDY6U,"[0.678, 0.6597]","[4, 5]","[[product], [case, cute, dont, see, anything, description, state, rfid, protect, radio, frequency, id, theft, wouldnt, carry, credit, card, give, star, feminine]]","[[product, 0.678, 4], [case cute dont see anything description state rfid protect radio frequency id theft wouldnt carry credit card give star feminine, 0.6597, 5]]"
B00NGNQ8QI,"[-0.1725, 0.802]","[1, 5]","[[look, cheap, time, put, iphone, inside], [work, im, got]]","[[look cheap time put iphone inside, -0.1725, 1], [work im got, 0.802, 5]]"
B00NI3G97Y,[0.6369],[5],"[[come, time, work, ipod]]","[[come time work ipod, 0.6369, 5]]"
B00NN38XG4,"[0.9413, 0.6908]","[5, 5]","[[buy, iphone, look, amaze, super, protect, love, case, deliver, time, wasnt, expect], [nice, good, fit, phone, cover]]","[[buy iphone look amaze super protect love case deliver time wasnt expect, 0.9413, 5], [nice good fit phone cover, 0.6908, 5]]"
B00NNKS6AK,[-0.523],[4],"[[buy, price, cheap, course, cute, design, doesnt, love, owl, lol, come, deal, earbuds, stylus, thing, wasnt, happy, make, drop, goner, use, cover, phone, keep, purse, carry, pocket]]","[[buy price cheap course cute design doesnt love owl lol come deal earbuds stylus thing wasnt happy make drop goner use cover phone keep purse carry pocket, -0.523, 4]]"
B00NPCRFJO,[0.6249],[5],"[[ship, product]]","[[ship product, 0.6249, 5]]"
B00NPLQ51Y,"[0.0, -0.8622, -0.6808, 0.6478, 0.1768, 0.0258, 0.6486, -0.8807, 0.5095, 0.2732]","[2, 1, 5, 5, 5, 1, 1, 1, 5, 4]","[[week, battery, longer, recognize, phone, error, message, recognize, boohiss, disappoint], [updatebr, br, customer, service, contact, send, battery, issue, battery, far, steller, customer, servicebr, br, br, week, occasion, phone, die, charge, give, error, message, start, charge, go, send], [battery, last, day, day, start, get, message, invalid, battery], [work, lg, g, day, phone, pick, lg, battery, start, battery, life, ok, seem, drain, faster, oem, battery, heat, quicker, edit, battery, exchange, week, start, crash, customer, service, anker, mean, product, recommend, avoid, battery, real, damage, phone], [ship, work, well, oem, battery, charge, doesnt, hold, charge, problem, phone, way, nice, spare], [seem, measure, battery, stay, hour, drop, accelerate, pace], [battery, battery, come, lg, g, ask, tell, difference, battery, ive, use, recommend, battery, anyone, need, spare, replacement, battery, regret, buy, pack, save, dollar], [glad, pick], [buy, battery, replace, malfunction, stock, battery, g, seem, work, couple, day, begin, shut, phone, couldnt, turn, phone, connect, chargerbr, br, think, defect, battery, get, replacement, vendor, exact, thing, power, phone, show, error, message, think, mean, batterybr, br, vendor, great, rma, exchange, quick, easy, give, refund, second, battery, didnt, work, make, send, battery, problem, battery, quality, im, stick, oem, battery], [battery, week, get, hour, oem, battery, year, last, longer, piece, know]]","[[week battery longer recognize phone error message recognize boohiss disappoint, 0.0, 2], [updatebr br customer service contact send battery issue battery far steller customer servicebr br br week occasion phone die charge give error message start charge go send, -0.8622, 1], [battery last day day start get message invalid battery, -0.6808, 5], [work lg g day phone pick lg battery start battery life ok seem drain faster oem battery heat quicker edit battery exchange week start crash customer service anker mean product recommend avoid battery real damage phone, 0.6478, 5], [ship work well oem battery charge doesnt hold charge problem phone way nice spare, 0.1768, 5], [seem measure battery stay hour drop accelerate pace, 0.0258, 1], [battery battery come lg g ask tell difference battery ive use recommend battery anyone need spare replacement battery regret buy pack save dollar, 0.6486, 1], [glad pick, -0.8807, 1], [buy battery replace malfunction stock battery g seem work couple day begin shut phone couldnt turn phone connect chargerbr br think defect battery get replacement vendor exact thing power phone show error message think mean batterybr br vendor great rma exchange quick easy give refund second battery didnt work make send battery problem battery quality im stick oem battery, 0.5095, 5], [battery week get hour oem battery year last longer piece know, 0.2732, 4]]"
B00NSMV3E4,[0.6249],[5],"[[product, fast, ship]]","[[product fast ship, 0.6249, 5]]"
B00OCFF68A,"[0.659, 0.9023, 0.0, 0.4215, 0.6369]","[5, 5, 3, 4, 5]","[[save, phone, thousand, time], [buy, last, month, bash, phone, rock, drive, way, hit, figure, glass, glass, go, bust, think, live, month, star, break, bother, mebr, br, put, yes, doesnt, edge, dont, see, thats, deal, use, verus, wallet, case, pair, see, time, come, look, awesome, buy], [glass, screen, protector, ive, use], [expect, product], [cover, whole, screen, month, usage, screen, protector, scratch]]","[[save phone thousand time, 0.659, 5], [buy last month bash phone rock drive way hit figure glass glass go bust think live month star break bother mebr br put yes doesnt edge dont see thats deal use verus wallet case pair see time come look awesome buy, 0.9023, 5], [glass screen protector ive use, 0.0, 3], [expect product, 0.4215, 4], [cover whole screen month usage screen protector scratch, 0.6369, 5]]"
B00OGPOUYC,[0.2732],[3],"[[cover, compare, advertise, quality]]","[[cover compare advertise quality, 0.2732, 3]]"
B00OK8QPLG,"[0.9661, 0.9153]","[5, 5]","[[wow, amaze, quality, get, expect, buy, case, love], [itsaw, buy, buying, case, wish, color, tho, recommend, fit, perfect, keep, phone, safe]]","[[wow amaze quality get expect buy case love, 0.9661, 5], [itsaw buy buying case wish color tho recommend fit perfect keep phone safe, 0.9153, 5]]"
B00OWXGGZO,[0.8301],[3],"[[fun, fit, fitbit, band, say, latch, keeper, catch, fall, fit, bit, band]]","[[fun fit fitbit band say latch keeper catch fall fit bit band, 0.8301, 3]]"
B00OXOFOMI,"[-0.6013, 0.5719]","[2, 5]","[[excellent], [quality, good, material, thick, hinders, fingerprint, sensor, register, fingerprint, help, awkwardbr, br, cheap, feel, regret, purchase]]","[[excellent, -0.6013, 2], [quality good material thick hinders fingerprint sensor register fingerprint help awkwardbr br cheap feel regret purchase, 0.5719, 5]]"
B00P2X07UI,"[0.7184, 0.7391]","[5, 4]","[[suppose, fitment], [simple, shell, case]]","[[suppose fitment, 0.7184, 5], [simple shell case, 0.7391, 4]]"
B00P5S3YDM,"[0.4404, 0.0]","[5, 5]","[[hasnt, let, job, store, lot], [light, weight]]","[[hasnt let job store lot, 0.4404, 5], [light weight, 0.0, 5]]"
B00PCKQ4JO,[0.8271],[5],"[[pouchbr, solid, build, durablebr, iphone, form, factorbr, thanks, snugg]]","[[pouchbr solid build durablebr iphone form factorbr thanks snugg, 0.8271, 5]]"
B00PGG5DF0,[0.5984],[5],"[[buy, son, phone, click, perfect, price, recommend, month, problem, protects, phone]]","[[buy son phone click perfect price recommend month problem protects phone, 0.5984, 5]]"
B00PKQ8FS8,[0.653],[3],"[[nice, get, bent, doesnt, fit, phone, look, nice]]","[[nice get bent doesnt fit phone look nice, 0.653, 3]]"
B00PO12G3E,[0.0],[5],[[awsome]],"[[awsome, 0.0, 5]]"
B00PQLXQ6I,[0.6249],[5],[[case]],"[[case, 0.6249, 5]]"
