6073894996,[0.8519],[5],"[[work, great]]","[[work great, 0.8519, 5]]"
B009XDJN4E,"[0.4404, 0.8591]","[5, 5]","[[order, case, work, wait, refund, company, case, live, promise, fit, feel, hold, case, order, receive], [im, please]]","[[order case work wait refund company case live promise fit feel hold case order receive, 0.4404, 5], [im please, 0.8591, 5]]"
B00AA2B228,[0.3612],[5],"[[fit, motorola, droid, razar, m, wellgood, cover, price, order, color]]","[[fit motorola droid razar m wellgood cover price order color, 0.3612, 5]]"
B00AM7XPQW,[0.8988],[5],"[[carry, cash, great, buy, useful]]","[[carry cash great buy useful, 0.8988, 5]]"
B00ANBU4D4,[-0.2057],[5],"[[keep, dashboard, soft, drop, havent, break, anything]]","[[keep dashboard soft drop havent break anything, -0.2057, 5]]"
B00B1G8FDQ,[0.6369],[5],[[expect]],"[[expect, 0.6369, 5]]"
B00BJY2XJ2,[-0.1027],[4],"[[phone, limit, memory, update, apps]]","[[phone limit memory update apps, -0.1027, 4]]"
B00C78W0ME,"[0.0, 0.0, 0.8126, 0.4404, 0.6674]","[5, 3, 5, 5, 4]","[[design], [move, lot], [hit, pump, road, come, mount, keep, eye, youll, fine], [use, everyday, bicycle, get, rock, itunes, check, weather, use, turnbyturn, navigation, street, portland, oregon], [ride, bicycle, day, mile, mount, hold, download, cycling, app, push, play, go]]","[[design, 0.0, 5], [move lot, 0.0, 3], [hit pump road come mount keep eye youll fine, 0.8126, 5], [use everyday bicycle get rock itunes check weather use turnbyturn navigation street portland oregon, 0.4404, 5], [ride bicycle day mile mount hold download cycling app push play go, 0.6674, 4]]"
B00C9J07WG,[-0.6908],[2],"[[clip, weak, broke]]","[[clip weak broke, -0.6908, 2]]"
B00CP94816,[0.8589],[5],"[[letter, feel, amaze, year, look, got, well]]","[[letter feel amaze year look got well, 0.8589, 5]]"
B00CR00I7Q,[0.6542],[1],"[[get, throat, yesterday, w, excite, get, try, get, work, today, find, dont, work, earpiece, work, doesnt, work]]","[[get throat yesterday w excite get try get work today find dont work earpiece work doesnt work, 0.6542, 1]]"
B00CV2M68E,"[0.376, 0.9484, 0.9217, 0.3612, 0.8519, 0.6369, 0.1002, -0.2755, 0.4404]","[1, 4, 5, 1, 5, 5, 1, 1, 5]","[[hate, look, try, put, phone, want, reset, phone, factory, setting, load, something, dont, want, need, cant, get, phone, problem], [fit, phone, say], [arrive, match, description, provide, ad, thanks], [delivery], [doesnt, fit, volume, power, button, slot, tiny], [amaze, protecting, add, bit, bulk, go, pocket, case, protects, phone, year, think, toy, keep, phone, safe], [item, work, wife, love, itbr, thank], [casewould, buy, great, service, way], [case, tight, fit, phone]]","[[hate look try put phone want reset phone factory setting load something dont want need cant get phone problem, 0.376, 1], [fit phone say, 0.9484, 4], [arrive match description provide ad thanks, 0.9217, 5], [delivery, 0.3612, 1], [doesnt fit volume power button slot tiny, 0.8519, 5], [amaze protecting add bit bulk go pocket case protects phone year think toy keep phone safe, 0.6369, 5], [item work wife love itbr thank, 0.1002, 1], [casewould buy great service way, -0.2755, 1], [case tight fit phone, 0.4404, 5]]"
B00D1Y7ZLE,"[0.4404, -0.2755, 0.848]","[4, 1, 5]","[[doesnt, fit, volume, control, area, cover, get, replacement, condition], [case, feel, sturdy, quality, rubber, slim, come, screen, protector, thats, havent, drop, phone, feel, confident, hit, rock, something, hold, fine, case], [fit, work]]","[[doesnt fit volume control area cover get replacement condition, 0.4404, 4], [case feel sturdy quality rubber slim come screen protector thats havent drop phone feel confident hit rock something hold fine case, -0.2755, 1], [fit work, 0.848, 5]]"
B00D5UZC32,[-0.296],[5],"[[case, help, phone, bounce, time, count, complaint, button, camera, touchy, find, picture, take, talk, phone]]","[[case help phone bounce time count complaint button camera touchy find picture take talk phone, -0.296, 5]]"
B00DDVC4W0,[0.4215],[4],"[[nice, case]]","[[nice case, 0.4215, 4]]"
B00DDVPDZ0,"[-0.4215, 0.8481, 0.0, 0.7689]","[1, 5, 3, 5]","[[price, quality], [belt, clip, broke, day], [fit, glove, note, phone, otterbox, defender, case, fit, holster, problem, hold], [case, bulky, work]]","[[price quality, -0.4215, 1], [belt clip broke day, 0.8481, 5], [fit glove note phone otterbox defender case fit holster problem hold, 0.0, 3], [case bulky work, 0.7689, 5]]"
B00DWBQQ02,"[0.7299, 0.0]","[5, 5]","[[work], [product, store, photo, video, song, download, apps, worry, space, phone]]","[[work, 0.7299, 5], [product store photo video song download apps worry space phone, 0.0, 5]]"
B00DWQMG1A,[0.8377],[5],[[work]],"[[work, 0.8377, 5]]"
B00E5QBOD2,"[0.0, 0.8836]","[1, 5]","[[didint, fix, phone, wasnt, expect, sent, replacement], [case, year, hold, drop, phone, time, damage, case, experience]]","[[didint fix phone wasnt expect sent replacement, 0.0, 1], [case year hold drop phone time damage case experience, 0.8836, 5]]"
B00E6FDAWA,[-0.3818],[1],"[[film, bubble, installation, crap]]","[[film bubble installation crap, -0.3818, 1]]"
B00EB3FZHK,[0.6249],[1],"[[purchase, christmas, give, piece, open, christmas, look, activate, day, shower, use, junk, junk, waisted, money]]","[[purchase christmas give piece open christmas look activate day shower use junk junk waisted money, 0.6249, 1]]"
B00EE1WR0M,[0.091],[2],"[[product, price, wire, arent, attach]]","[[product price wire arent attach, 0.091, 2]]"
B00EECL900,[0.7417],[5],"[[whats, love, product, love, smell, leather, unpack, get, compliment, time, people, run, regret, delivery, time]]","[[whats love product love smell leather unpack get compliment time people run regret delivery time, 0.7417, 5]]"
B00EZEDXHY,[0.0],[1],"[[want, return, shipping, cost, return, cost, case]]","[[want return shipping cost return cost case, 0.0, 1]]"
B00F2NDCB4,[0.5719],[5],[[excellent]],"[[excellent, 0.5719, 5]]"
B00F94NKYK,[0.8625],[5],"[[transaction, go, get, case, time, amazon, say, im, happy, purchase]]","[[transaction go get case time amazon say im happy purchase, 0.8625, 5]]"
B00FBKOXO8,[0.5719],[5],"[[excellent, product]]","[[excellent product, 0.5719, 5]]"
B00FFKSFXE,[0.6557],[4],"[[put, battery, phone, look]]","[[put battery phone look, 0.6557, 4]]"
B00GA831O8,[0.8698],[2],"[[yes, like, color, get, lot, compliment, phone, recommend, product, care, break, phone, expose, upper, part, screen, drop, phone, surface, screen, crack, case, look, go, protection, recommend, case, whatsoever]]","[[yes like color get lot compliment phone recommend product care break phone expose upper part screen drop phone surface screen crack case look go protection recommend case whatsoever, 0.8698, 2]]"
B00GOHIZSW,[0.5719],[5],"[[excellent, ]]","[[excellent , 0.5719, 5]]"
B00GS1LUMM,"[0.7178, 0.9474, 0.8047]","[5, 5, 3]","[[spouse, like, think, try, grip, dont, use, case, carry, phone], [perfect, case, dont, case, want, phone, scratch, crack, drop, fit, made, apple, protects, want, change, weight, size, phone, love], [turn, little, week, warm, water, soap, allow, dry, obv]]","[[spouse like think try grip dont use case carry phone, 0.7178, 5], [perfect case dont case want phone scratch crack drop fit made apple protects want change weight size phone love, 0.9474, 5], [turn little week warm water soap allow dry obv, 0.8047, 3]]"
B00GU1QM0K,[0.5023],[3],"[[buy, case, husband, end, pink, color, red, use]]","[[buy case husband end pink color red use, 0.5023, 3]]"
B00GVFEHIO,[-0.1656],[1],"[[cheap, thin, rubber, come, tight, think, drop, ipad, wouldnt, protect, kickstand, work, pull, dont, know, time, use, break, use, tiny, metal, rod, hold, spend, money, buy, protection, dont, recommend, anyone, bring, see, diamond]]","[[cheap thin rubber come tight think drop ipad wouldnt protect kickstand work pull dont know time use break use tiny metal rod hold spend money buy protection dont recommend anyone bring see diamond, -0.1656, 1]]"
B00GXAEFX4,[-0.1641],[2],"[[work, mount, handlebar, bike, dont, allow, instrumentation, swivel, mount, sits, sideways, view, useless, fit, phone]]","[[work mount handlebar bike dont allow instrumentation swivel mount sits sideways view useless fit phone, -0.1641, 2]]"
B00GXCLI4G,"[0.7687, -0.7495, 0.8885]","[5, 3, 4]","[[buy, friend, instal, sound, lot, better, factory, system], [buy, put, mercury, cougar, replace, stock, speaker, keep, job, bass, aint, good, start, distort, volume, listen, aint, loud, cant, turn, bass, job], [speaker, price, range, use, bos, speaker, vehicle, project, disappoint]]","[[buy friend instal sound lot better factory system, 0.7687, 5], [buy put mercury cougar replace stock speaker keep job bass aint good start distort volume listen aint loud cant turn bass job, -0.7495, 3], [speaker price range use bos speaker vehicle project disappoint, 0.8885, 4]]"
B00GY0GMZ2,[0.7184],[5],"[[work, make, handle, car]]","[[work make handle car, 0.7184, 5]]"
B00GYE81QG,[0.0],[1],"[[pack, get, work]]","[[pack get work, 0.0, 1]]"
B00H3QXTTI,[0.2023],[5],"[[arrive, work, fine]]","[[arrive work fine, 0.2023, 5]]"
B00H5O9N2U,[0.7506],[5],"[[fit, suppose, daughter, like, stay, month]]","[[fit suppose daughter like stay month, 0.7506, 5]]"
B00HJVK2JM,[0.1301],[1],"[[disappointing, follow, instruction, run, protector, remove, make, watch, blur, recommend, asinbhjvkjm, x, vikuiti, cv, screen, protector, core, black, fit, adhesiveness, ultra, clear, scratchresistant]]","[[disappointing follow instruction run protector remove make watch blur recommend asinbhjvkjm x vikuiti cv screen protector core black fit adhesiveness ultra clear scratchresistant, 0.1301, 1]]"
B00HVXJ3AM,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B00HY3HT0K,[0.8832],[5],"[[supper, sticky, wont, fall, stick, good, price, well]]","[[supper sticky wont fall stick good price well, 0.8832, 5]]"
B00J48TNU2,"[0.8297, 0.0]","[5, 5]","[[goodthank], [case, protects, phone, take, apart, thing, water, get, trap, droplet, etc, cant, use, touch, take, apart, get, water]]","[[goodthank, 0.8297, 5], [case protects phone take apart thing water get trap droplet etc cant use touch take apart get water, 0.0, 5]]"
B00J8JWNUE,"[0.5719, 0.7574, -0.6602]","[5, 5, 1]","[[item, design, work], [super, charge, doesnt, support, charger], [excellent, job, charge, phone, ipad]]","[[item design work, 0.5719, 5], [super charge doesnt support charger, 0.7574, 5], [excellent job charge phone ipad, -0.6602, 1]]"
B00JDRTY08,[0.8416],[4],"[[get, look, time, color, get, im, sure, clean, easy, something, think, get, darker, color, get, weight, match, phone, look, working, nice, drop, problem]]","[[get look time color get im sure clean easy something think get darker color get weight match phone look working nice drop problem, 0.8416, 4]]"
B00JDV0Z2K,[0.2732],[4],"[[case, fit, seem, rugged, use, purchase]]","[[case fit seem rugged use purchase, 0.2732, 4]]"
B00K7XN070,[0.0],[1],"[[buy, wife, fade, side, month, use, order, look]]","[[buy wife fade side month use order look, 0.0, 1]]"
B00KM9A5F4,"[0.9169, 0.9402]","[5, 5]","[[file, bit, kd, link, dash, cam, tslot, amazon, purchase, otherwise, happy, purchase, dashcam, tuck, rearview, mirror, dashcam, detaches], [work, hold, camera, adjustment, instal, dodge, grand, caravan]]","[[file bit kd link dash cam tslot amazon purchase otherwise happy purchase dashcam tuck rearview mirror dashcam detaches, 0.9169, 5], [work hold camera adjustment instal dodge grand caravan, 0.9402, 5]]"
B00KT4YLMU,"[-0.296, 0.0327]","[3, 5]","[[cant, complain, come, mail, fast, find, need, gave, refund, issue], [comment]]","[[cant complain come mail fast find need gave refund issue, -0.296, 3], [comment, 0.0327, 5]]"
B00KXW83SQ,[0.0],[1],"[[item, work]]","[[item work, 0.0, 1]]"
B00L221D7E,"[0.8687, 0.3291]","[4, 4]","[[work, expect, direction, give, make, follow, nuvi, look, performs], [gps, lot, function, work, fine, destination, set, correct, function]]","[[work expect direction give make follow nuvi look performs, 0.8687, 4], [gps lot function work fine destination set correct function, 0.3291, 4]]"
B00LB879ZY,"[0.0, 0.654]","[3, 3]","[[face, label, didnt, peel], [ok, guess, button, kinda, include, screen, protector, attracts, print, screen, protector, come, kick, stand, seem, idea, main, screen, wont, rotate, program, home, screen, clock, dont, stand, finger, print, collect, removal, front, bezel, crack, paint, begin, become, removing, battery, reset]]","[[face label didnt peel, 0.0, 3], [ok guess button kinda include screen protector attracts print screen protector come kick stand seem idea main screen wont rotate program home screen clock dont stand finger print collect removal front bezel crack paint begin become removing battery reset, 0.654, 3]]"
B00LJX5IMM,[0.7902],[5],"[[amp, wake, kicker, comp, speaker, sound, push, speaker]]","[[amp wake kicker comp speaker sound push speaker, 0.7902, 5]]"
B00LWY10DY,[0.8439],[5],"[[item, customer, happy, product]]","[[item customer happy product, 0.8439, 5]]"
B00M4B7V6E,[0.2732],[5],"[[charger, work, arrive, time]]","[[charger work arrive time, 0.2732, 5]]"
B00MBWBIVA,[0.3612],[1],"[[work, iphone, recognize, half, time, set, charge, pad, disconnect, make, iphone, beep]]","[[work iphone recognize half time set charge pad disconnect make iphone beep, 0.3612, 1]]"
B00MI4A9Y8,[0.9239],[5],"[[case, alot, case, gay, background, style, love]]","[[case alot case gay background style love, 0.9239, 5]]"
B00N3I7HW0,[-0.2755],[3],"[[dont, extension, wallet, flap, get, way]]","[[dont extension wallet flap get way, -0.2755, 3]]"
B00NB3M308,[0.5719],[5],"[[perfect, order, expect]]","[[perfect order expect, 0.5719, 5]]"
B00NEI4HYK,"[-0.6124, 0.93, 0.0, 0.0772, -0.3071, -0.4215, 0.6369]","[1, 4, 4, 5, 1, 3, 4]","[[nice, phone, case, reason, buy, others, hear, phone, button, push, case, great, price], [try, run, water, drop, purpose, test, durability, excellent, problem, im, phone, thats, expect, waterproof], [ues, put, sink, turn, water, fine, talk, noone, sound, tunel, door, charger, extermal, break, try], [job, protect, phone], [color, show, test, leave, water, hour, water, inside, case], [buti, want], [latch, charer, import, broke, week, use, case, make, case, longer, water]]","[[nice phone case reason buy others hear phone button push case great price, -0.6124, 1], [try run water drop purpose test durability excellent problem im phone thats expect waterproof, 0.93, 4], [ues put sink turn water fine talk noone sound tunel door charger extermal break try, 0.0, 4], [job protect phone, 0.0772, 5], [color show test leave water hour water inside case, -0.3071, 1], [buti want, -0.4215, 3], [latch charer import broke week use case make case longer water, 0.6369, 4]]"
B00NFYCWA4,[0.4576],[1],"[[expect, support, corner, flimsy, come, pocket]]","[[expect support corner flimsy come pocket, 0.4576, 1]]"
B00NHZUODI,[-0.4019],[1],"[[make, use, handful, time, break, invest, well, phone, holder, waste, money]]","[[make use handful time break invest well phone holder waste money, -0.4019, 1]]"
B00NM8TLFW,[0.886],[5],"[[change, color, case, perfect, phone, recommend, anyone]]","[[change color case perfect phone recommend anyone, 0.886, 5]]"
B00NPSRYWG,[0.7906],[4],"[[battery, case, recharges, phone, charge, sync, battery, case, good, protection, case]]","[[battery case recharges phone charge sync battery case good protection case, 0.7906, 4]]"
B00NQFWUE0,[0.5859],[5],[[amaze]],"[[amaze, 0.5859, 5]]"
B00NT9GN3C,[0.4019],[5],"[[perfect, fit, install, stock, who, gonna, send, anything, less]]","[[perfect fit install stock who gonna send anything less, 0.4019, 5]]"
B00NX6JPPO,[0.8271],[5],"[[please, husband, love]]","[[please husband love, 0.8271, 5]]"
B00O310XTU,"[0.9359, -0.1119, 0.25, 0.128, 0.0378, 0.8106, 0.9616]","[5, 4, 5, 5, 5, 5, 4]","[[stitch, br, leather, quality, br, protection, quality, light, toss, dropsbr, fit, phone, br, hole, placement, br, charger, port, open, use, note, stock, charge, cablebr, card, slot, lose, card, cashbr, camera, interference, nonebr, br, month, favorite, friend, purchase, live], [case, wife, case, haas, note, note, carry, wallet, pursebr, drawback, get, stylus, difficult, dont, use, anyways], [quality, smell, leather, reminds, shoe, shop, kid, shoe, make, tricky, take, hold, train, pas, credit, card, problem, problem, phone, hold, case, iottie, car, mount, need, phone, bare, im, try, work, way, get, phone, case, phone, fall], [case, nice, wellmade, im, give, star, month, look, shabby, month, use, show, sign, come, apart], [hold, get, scratch, tiny, bit, oil, complete, rubdown, give, perfect, weather, look, get, compliment, money, credit, card, id, place, perfect], [case, star, retention, band, break, use, regardless, star, product, buy], [buy, item, use, galaxy, note, get, burn, leather, wallet, plastic, item, quality, leather, look, year, put, cash, id, play, bank, credit, card, phone, fit, perfect, wallet, leather, case, worth, penny]]","[[stitch br leather quality br protection quality light toss dropsbr fit phone br hole placement br charger port open use note stock charge cablebr card slot lose card cashbr camera interference nonebr br month favorite friend purchase live, 0.9359, 5], [case wife case haas note note carry wallet pursebr drawback get stylus difficult dont use anyways, -0.1119, 4], [quality smell leather reminds shoe shop kid shoe make tricky take hold train pas credit card problem problem phone hold case iottie car mount need phone bare im try work way get phone case phone fall, 0.25, 5], [case nice wellmade im give star month look shabby month use show sign come apart, 0.128, 5], [hold get scratch tiny bit oil complete rubdown give perfect weather look get compliment money credit card id place perfect, 0.0378, 5], [case star retention band break use regardless star product buy, 0.8106, 5], [buy item use galaxy note get burn leather wallet plastic item quality leather look year put cash id play bank credit card phone fit perfect wallet leather case worth penny, 0.9616, 4]]"
B00O88TP56,[0.813],[3],"[[wish, place, zipper, pocket, change, kind, awkward, use, phonebut, go, run]]","[[wish place zipper pocket change kind awkward use phonebut go run, 0.813, 3]]"
B00OCDTYQC,[0.6249],[5],"[[everything, want, phone, case]]","[[everything want phone case, 0.6249, 5]]"
B00ODP9YF0,"[0.6249, 0.6369, 0.3612]","[5, 5, 5]","[[purchase, familiybr, sturdy, work], [wire, work], [thank]]","[[purchase familiybr sturdy work, 0.6249, 5], [wire work, 0.6369, 5], [thank, 0.3612, 5]]"
B00OMHFWJQ,[0.2732],[5],"[[say, work, need]]","[[say work need, 0.2732, 5]]"
B00ORKXLKK,[0.5719],[5],"[[work, wonderful, purchase]]","[[work wonderful purchase, 0.5719, 5]]"
B00OZTJ4BS,[0.6249],[5],"[[awesome, case, nothing, say]]","[[awesome case nothing say, 0.6249, 5]]"
B00P7QQRT0,[0.296],[5],"[[work, thick, material, scratch, damage, perfect, backpack]]","[[work thick material scratch damage perfect backpack, 0.296, 5]]"
B00PBCANYK,[0.631],[5],"[[phone, case, love, design, kickstand, dont, use, anyway]]","[[phone case love design kickstand dont use anyway, 0.631, 5]]"
B00PBDD5FI,"[-0.0772, -0.5423, -0.1614]","[2, 1, 3]","[[micro, usb, fit, galaxy, month, clip, broke], [seem, make, connection, charge, weeks, surprise, look, sturdy], [quality]]","[[micro usb fit galaxy month clip broke, -0.0772, 2], [seem make connection charge weeks surprise look sturdy, -0.5423, 1], [quality, -0.1614, 3]]"
B00PFPESSK,[0.836],[5],"[[come, screen, protector, pen, fit, perfectlybr]]","[[come screen protector pen fit perfectlybr, 0.836, 5]]"
B00PGO24VS,[0.93],[5],"[[yes, daughter, love, fit, glove, thank, amazon]]","[[yes daughter love fit glove thank amazon, 0.93, 5]]"
B00PHBFDEK,"[0.7351, 0.6597]","[5, 5]","[[thank, product], [product, recommend]]","[[thank product, 0.7351, 5], [product recommend, 0.6597, 5]]"
B00PHN79YA,"[-0.7722, 0.1796]","[1, 1]","[[tracker, im, disappoint, wrist, strap, tracker, fall, disengage, fall, wrist, lucky, time, lost, tracker, tracker, strap, theyve, house, bag, mine, ive, notice, fall], [jawbone, strap, move, disappointment, huge, design, flawbr, ive, lose, move, occasion, design, strapbr, strap, hold, wellbr, keep, lose, move, tracker, device, keep, turn, notice, ban, fallen, track, itembr, band, fit, wrist, slimness, color, red, jawbone, need, go, draw, board, fix, design, band]]","[[tracker im disappoint wrist strap tracker fall disengage fall wrist lucky time lost tracker tracker strap theyve house bag mine ive notice fall, -0.7722, 1], [jawbone strap move disappointment huge design flawbr ive lose move occasion design strapbr strap hold wellbr keep lose move tracker device keep turn notice ban fallen track itembr band fit wrist slimness color red jawbone need go draw board fix design band, 0.1796, 1]]"
B00PIKPQA6,[-0.0772],[1],"[[put, piece, paper, towel, inside, test, min, happen, dissapointed, take, time, come, waste, money, time]]","[[put piece paper towel inside test min happen dissapointed take time come waste money time, -0.0772, 1]]"
B00PJWARFW,[-0.2263],[1],"[[stop, work]]","[[stop work, -0.2263, 1]]"
B00PNL9M5K,"[0.0258, 0.7906, 0.6249, -0.1779, -0.7096, 0.5719, 0.4404, -0.5989]","[4, 5, 5, 5, 1, 5, 5, 2]","[[look, feel, downside, see, scratch, screen, protector, apply, screen, protector, year, get, skill, pointless, glass, screen, protector, idiot], [sorry, say, screen, protector, crack, day, use, strange, occurrence, make], [go, adjust, screen, protector, put, ipod, cover, screen, protector, shatter, crack, throw, waste, money], [excellent, product], [apply, great, quality], [poor, fall, mi, hand, scratch, surface, phone]]","[[look feel downside see scratch screen protector apply screen protector year get skill pointless glass screen protector idiot, 0.0258, 4], [sorry say screen protector crack day use strange occurrence make, 0.7906, 5], [go adjust screen protector put ipod cover screen protector shatter crack throw waste money, 0.6249, 5], [excellent product, -0.1779, 5], [apply great quality, -0.7096, 1], [poor fall mi hand scratch surface phone, 0.5719, 5], [, 0.4404, 5], [, -0.5989, 2]]"
B00PRCYUWK,[0.7351],[5],"[[unit, work]]","[[unit work, 0.7351, 5]]"
B00PRX2C9C,[-0.5423],[1],"[[order, come, iphone, case, picture]]","[[order come iphone case picture, -0.5423, 1]]"
B00PT2METY,"[-0.3318, -0.4754]","[1, 5]","[[receive, today, disappoint, try, phone, realize, cut, fit, screen, make, difficult, attempt, get, align, wouldnt, dissapointed, millimeter, miss, side, there, length, miss, way, privacy, protection, youd, think, turn, side, blurring, screen, anything, screen, protector, add, look, screen, lose, clarity], [buy, month, protector, stand, test, time, annoy, people, see, whats, intend, glare, reduction, amazeballs]]","[[receive today disappoint try phone realize cut fit screen make difficult attempt get align wouldnt dissapointed millimeter miss side there length miss way privacy protection youd think turn side blurring screen anything screen protector add look screen lose clarity, -0.3318, 1], [buy month protector stand test time annoy people see whats intend glare reduction amazeballs, -0.4754, 5]]"
B00PTUBB6I,[-0.4588],[1],"[[put, phone]]","[[put phone, -0.4588, 1]]"
B00PXDG8V4,"[0.0, 0.3612, 0.2382, 0.91, -0.1952, 0.2382]","[5, 5, 4, 5, 5, 3]","[[product], [fit, note, make, clean, nice, add, protection], [installation, trap, bubblesbr, worth, buy], [temporary, screen, protector, doesnt, cover, entire, front, phone, side, cover, screen], [quick, ship, item, describe], [doesnt, cover, way, edge]]","[[product, 0.0, 5], [fit note make clean nice add protection, 0.3612, 5], [installation trap bubblesbr worth buy, 0.2382, 4], [temporary screen protector doesnt cover entire front phone side cover screen, 0.91, 5], [quick ship item describe, -0.1952, 5], [doesnt cover way edge, 0.2382, 3]]"
B00PY13YM6,"[-0.1531, 0.5187]","[4, 5]","[[case, lot, drop, phone, provide, cushion, screen, wallet, pocket, mean, stuff, carry, go, case, month, start, look, bit, fray, edge, expect, get, lot, abuse, intact, function, br, thing, design, case, adjust, volume], [arrive, love, magnet, latch, picture, show, slimmer, hold, card, well, post, review, husband, account]]","[[case lot drop phone provide cushion screen wallet pocket mean stuff carry go case month start look bit fray edge expect get lot abuse intact function br thing design case adjust volume, -0.1531, 4], [arrive love magnet latch picture show slimmer hold card well post review husband account, 0.5187, 5]]"
B00Q106EW6,[0.4404],[4],"[[look, good]]","[[look good, 0.4404, 4]]"
B00Q5ZM156,[-0.5704],[1],"[[hate, productbr, try, didnt, work, replace, seem, pay, juss, see, light, bottom, charge, phone, nothingbr, disappoint, productbr, suggest, buy, thisbr, flag, product]]","[[hate productbr try didnt work replace seem pay juss see light bottom charge phone nothingbr disappoint productbr suggest buy thisbr flag product, -0.5704, 1]]"
B00Q9182PY,[0.2023],[1],"[[work, thing, set, driver, build, window, attempt, use, installer, include, cd, computer, crash, brand, install, o, issue, reboot, installer, shut, device, work, web, search, yield, information, product, buy, get, update, driver, manufacturer, support, return, refund]]","[[work thing set driver build window attempt use installer include cd computer crash brand install o issue reboot installer shut device work web search yield information product buy get update driver manufacturer support return refund, 0.2023, 1]]"
B00QBIE2WW,[0.0],[5],"[[product, describe, ship]]","[[product describe ship, 0.0, 5]]"
