105995656X,[0.6597],[5],"[[issue, productbut, wireless, solution, send, replacement, excellent, customer, service]]","[[issue productbut wireless solution send replacement excellent customer service, 0.6597, 5]]"
B00KX90VWK,[0.7964],[1],"[[shipment, arrive, feel, case, silicone, texture, like, feel, instal, phone, case, keep, power, button, press, shut, phone, guess, battery, life, well, phone, time, return, case, please, amazon, return, process]]","[[shipment arrive feel case silicone texture like feel instal phone case keep power button press shut phone guess battery life well phone time return case please amazon return process, 0.7964, 1]]"
B00KY3RFDS,[0.6486],[5],"[[monkey, protects, phone]]","[[monkey protects phone, 0.6486, 5]]"
B00L32B18O,"[0.9949, 0.4927, 0.6124, 0.1901, 0.0]","[4, 5, 2, 5, 5]","[[receive, shine, yesterday, happy, purchase, chose, shine, versatile, fit, bit, idea, bracelet, wrist, head, bought, silver, mesh, band, wear, shine, look, look, secure, hold, shine, plastic, band, come, itbr, factor, keep, rating, wish, quick, onetap, get, time, im, try, replace, watch, get, impatient, wait, time, flash, wish, alarm, feature, wake, vibration, jawbone, hasbr, howeverthis, device, sea, glass, picture, nice, wont, clash, anything, anticipate, buy, bloom, necklace, versatility, product, want, something, didnt, wear, place, look, nice, walk, morning, mile, route, day, seem, excite, purchase], [thing, samsung, galaxy, problems, sync, customer, service, awesome, give, pointer, correct, problem, issue, know, deal, blame, samsung], [please, product], [nice, receive, box, shine, think, order, item, come, packaging, seal, break, open, box, notice, battery, tarnish, scratch, please, let, know, purchase, repackaged, item, feel, dupe, shine, work, sync, mini, ], [want]]","[[receive shine yesterday happy purchase chose shine versatile fit bit idea bracelet wrist head bought silver mesh band wear shine look look secure hold shine plastic band come itbr factor keep rating wish quick onetap get time im try replace watch get impatient wait time flash wish alarm feature wake vibration jawbone hasbr howeverthis device sea glass picture nice wont clash anything anticipate buy bloom necklace versatility product want something didnt wear place look nice walk morning mile route day seem excite purchase, 0.9949, 4], [thing samsung galaxy problems sync customer service awesome give pointer correct problem issue know deal blame samsung, 0.4927, 5], [please product, 0.6124, 2], [nice receive box shine think order item come packaging seal break open box notice battery tarnish scratch please let know purchase repackaged item feel dupe shine work sync mini , 0.1901, 5], [want, 0.0, 5]]"
B00L9E5XBW,[0.6249],[5],"[[transaction, product, describe]]","[[transaction product describe, 0.6249, 5]]"
B00LBYQN7S,"[-0.7364, 0.4793, 0.6862]","[2, 5, 5]","[[work, doesnt, camera, annoy, replacement], [fit, deliver, date, display, order, bought, white, phone, get, corner, damage, cover, look, cool, feel, came, buying, entire, phone, nothing, complain], [buy, wife, cause, battery, shell, black, att, gophone, want, confirm, oem, nokia, battery, shell, lumia, build, quality, amaze, fit, glove, seen, nokia, lumia, battery, cover, button, quality, super, make, see, photo, ive, attach, laser, cut, amount, press, feedback, quality, product]]","[[work doesnt camera annoy replacement, -0.7364, 2], [fit deliver date display order bought white phone get corner damage cover look cool feel came buying entire phone nothing complain, 0.4793, 5], [buy wife cause battery shell black att gophone want confirm oem nokia battery shell lumia build quality amaze fit glove seen nokia lumia battery cover button quality super make see photo ive attach laser cut amount press feedback quality product, 0.6862, 5]]"
B00LGIVN4W,"[0.7823, 0.6944]","[4, 4]","[[audio, aspect, headphone, perfect, problem, use, jogging, week, run, half, hour, day, problem, slip, ear, back, run, problem, annoy, issue, rubber, string, piece, bit, catch, shirt, yank, earpiece, ear, zip, tie, band, tighter, run, chin, head, seem, work], [product, earpiece, size]]","[[audio aspect headphone perfect problem use jogging week run half hour day problem slip ear back run problem annoy issue rubber string piece bit catch shirt yank earpiece ear zip tie band tighter run chin head seem work, 0.7823, 4], [product earpiece size, 0.6944, 4]]"
B00LGZ1OXU,[-0.8616],[1],"[[buy, mount, bought, mount, husband, birthday, month, rid, zero, crash, drop, bike, mount, snap, ride, middle, street, damage, cell, phone, purchase, week, didnt, hit, bump, say, buy, product, youll, end, damage, phone, buy, mount, anyway]]","[[buy mount bought mount husband birthday month rid zero crash drop bike mount snap ride middle street damage cell phone purchase week didnt hit bump say buy product youll end damage phone buy mount anyway, -0.8616, 1]]"
B00LL7H9NC,"[0.2533, 0.8555]","[3, 5]","[[case, side, cover, button, push, press, side, top, button, frustrate], [case, want, color, picture, show, case]]","[[case side cover button push press side top button frustrate, 0.2533, 3], [case want color picture show case, 0.8555, 5]]"
B00LOZ5YL0,[-0.1406],[2],"[[design, great, protection, phone, hold, drop, got, bent, order, whole, case]]","[[design great protection phone hold drop got bent order whole case, -0.1406, 2]]"
B00LSDHOU2,"[-0.4215, -0.2946, 0.4939]","[2, 2, 1]","[[broke, day], [work, month, fell, apart, great, buy], [look, different, productcompany, ive, period, time, rubber, piece, pull, bumper, exact, placeupper, hand, corner]]","[[broke day, -0.4215, 2], [work month fell apart great buy, -0.2946, 2], [look different productcompany ive period time rubber piece pull bumper exact placeupper hand corner, 0.4939, 1]]"
B00LTTWR48,"[0.2023, 0.4404, 0.6801, 0.8481, 0.5719]","[4, 5, 5, 5, 5]","[[ok, screen, protector, time, get, bubble], [happy, anti, glare, antiglare, antifingerprint, screen, protectorbr, easy, install], [screen, protector, one, purchase, store, come, clean, cloth, package, face, instal, cover, make, install, wrinkle, please, vendor, iflash, inc, prompt, delivery, use, vendor], [install, work, advertise], [perfect, screen, protector, cheap]]","[[ok screen protector time get bubble, 0.2023, 4], [happy anti glare antiglare antifingerprint screen protectorbr easy install, 0.4404, 5], [screen protector one purchase store come clean cloth package face instal cover make install wrinkle please vendor iflash inc prompt delivery use vendor, 0.6801, 5], [install work advertise, 0.8481, 5], [perfect screen protector cheap, 0.5719, 5]]"
B00LXFUDPS,[0.743],[5],"[[thing, charge, phone, protects, couldnt, ask, doesnt, make, phone, bulky]]","[[thing charge phone protects couldnt ask doesnt make phone bulky, 0.743, 5]]"
B00M8YXV1Q,"[0.6249, 0.0, 0.9537, 0.7964]","[5, 5, 5, 5]","[[work, expect], [save, time, iphone, use, juice, fit, pocketbook, use, fly, camping, daughter, phone, run, batter, life, impress, pull, anker, battery, juice, top, cell, phone, insurance, use, phone, tablet, second, lent, friend, like, keep], [product], [son, love, chagrer, hold, charge, time, carry, pocket]]","[[work expect, 0.6249, 5], [save time iphone use juice fit pocketbook use fly camping daughter phone run batter life impress pull anker battery juice top cell phone insurance use phone tablet second lent friend like keep, 0.0, 5], [product, 0.9537, 5], [son love chagrer hold charge time carry pocket, 0.7964, 5]]"
B00MH5HRYS,[-0.4215],[1],"[[rivits, hold, belt, clip, holster, broke, second, use]]","[[rivits hold belt clip holster broke second use, -0.4215, 1]]"
B00MHV8SM2,"[0.8176, 0.5966, 0.6369, 0.6249, -0.1531, 0.9432]","[5, 4, 5, 5, 2, 5]","[[hesitant, buy, case, review, go, buy, cuz, switch, phone, case, month, half, isnt, bulky, care, stowaway, convenient, dont, use, stowaway, alot, get, card, get, stuck, piece, plastic, inside, service, purpose, card, fit, clamp], [fit, card, recommend], [case], [go, door, start, week, afraid, ask, guess, warn, others], [wife, love, shop, case, hold, card, add, ton, extra, case, phone, fitg, bill, color, great, protection, boot]]","[[hesitant buy case review go buy cuz switch phone case month half isnt bulky care stowaway convenient dont use stowaway alot get card get stuck piece plastic inside service purpose card fit clamp, 0.8176, 5], [fit card recommend, 0.5966, 4], [case, 0.6369, 5], [go door start week afraid ask guess warn others, 0.6249, 5], [wife love shop case hold card add ton extra case phone fitg bill color great protection boot, -0.1531, 2], [, 0.9432, 5]]"
B00MI1ERM6,[0.6369],[5],"[[work, charm]]","[[work charm, 0.6369, 5]]"
B00MOCTZ62,[0.6249],[5],"[[light, use, light, lot, philippine, quick, recharge, time, last, charge]]","[[light use light lot philippine quick recharge time last charge, 0.6249, 5]]"
B00MOMI4BO,[-0.6597],[1],"[[get, shot, righton, waste, money, way, dust, object, stick, touchscreen, side, film, film, bought]]","[[get shot righton waste money way dust object stick touchscreen side film film bought, -0.6597, 1]]"
B00MRJQ3US,"[-0.5229, 0.7717, 0.296, 0.6369]","[1, 5, 4, 5]","[[ok], [fit, phone], [screen, protector, try, iphone], [state, dont, fit, lie, issue, fact, case, trap, heat, inside, screen, protector, good, fry, electronics, isnt, worth, trade, say, electronics]]","[[ok, -0.5229, 1], [fit phone, 0.7717, 5], [screen protector try iphone, 0.296, 4], [state dont fit lie issue fact case trap heat inside screen protector good fry electronics isnt worth trade say electronics, 0.6369, 5]]"
B00MV6UBIC,"[-0.7845, -0.9078, -0.4215]","[3, 3, 1]","[[havent, use, adn, prong, loose, ill, put, gorilla, glue, use, trip, update], [broke, use], [charger, work, charging, phone, europe, reason, want, charge, tablet, think, problem, tablet, return, charge, problem, disappear, take, review, grain, salt, problem, tablet]]","[[havent use adn prong loose ill put gorilla glue use trip update, -0.7845, 3], [broke use, -0.9078, 3], [charger work charging phone europe reason want charge tablet think problem tablet return charge problem disappear take review grain salt problem tablet, -0.4215, 1]]"
B00N1X5IBO,"[0.5719, 0.8999, -0.2924, 0.6249, 0.296, 0.5209, 0.6486]","[5, 5, 2, 4, 3, 5, 3]","[[protect, screen], [im, impress], [ok], [case, construction, worker], [look, sharp, side, dont, lot, grip, slippery, slide, hand, hold, phone, volume, rocker, power, switch, turn, cause, plethora, issue, think, go, exchange, defener, series], [perfect, fit, delivery, product, lightweight, drop, iphone, time, damage], [fit, perfect]]","[[protect screen, 0.5719, 5], [im impress, 0.8999, 5], [ok, -0.2924, 2], [case construction worker, 0.6249, 4], [look sharp side dont lot grip slippery slide hand hold phone volume rocker power switch turn cause plethora issue think go exchange defener series, 0.296, 3], [perfect fit delivery product lightweight drop iphone time damage, 0.5209, 5], [fit perfect, 0.6486, 3]]"
B00N3P7R3M,[0.0892],[5],"[[product, good, quality, help, resolve, problem]]","[[product good quality help resolve problem, 0.0892, 5]]"
B00N4J9J9W,"[0.4404, 0.765, 0.9697, 0.5719, -0.8917, 0.9651, -0.2641, 0.4215, 0.8399, 0.7964, -0.8967, 0.4813, 0.6249, 0.5719, 0.9401, 0.6249, 0.7684, 0.6549, 0.7506, 0.6369, 0.8901, 0.9852, 0.977, 0.7837, 0.983, 0.8591, -0.4019, -0.0635, 0.775, 0.9824, 0.9287, 0.8122, 0.2707, 0.8442, -0.4767, 0.8921, 0.3252]","[4, 5, 4, 5, 1, 5, 3, 5, 5, 5, 1, 1, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 1, 5, 1, 4, 1]","[[cellphone, holder, purchase, return, didnt, hold, phone, place, fall, drive, didnt, wide, work, describe, hold, phone, place, open, gps, feet, keep, phone, steadyand, side, hold, cushion, havent, try, window, holder, happy, purchase], [work, mount, option], [product, try, air, vent, mount, seem, work, mount, others, sits, place, twist, turn, california, road, quickrelease, button, bottom, make, grab, phone, get, car], [work, improvement, rest, leg, adjust, point, vent, base, put, keep, foot, radio], [car, mount, exceed, expectation, others, try, thanks, quick, shipment], [bought, dad, complete, disappointment, confuse, put, realize, part, damage, break, arrive, dont, damage, ship, damage, ship, way, didnt, receive, shape, product, base, part, suppose, clear, suction, cup, damage, perform, job, attach, windowstick, air, ventbr, buy, hope, itll, undamaged, perform, product, failure], [part, vent, didnt, work, truck, suction, piece, windshield, work], [thing, legit, im, happy], [unit, money, everything, want, value], [phone, car, mount, use, air, vent, version, matter, bump, car, drive, mount, budge, hold, phone, video, make, sure, instruction, video], [fit, toyota, rav, insertor, remove, phone, device, swivel, feature, allow, phone, view, suction, cup, adhere, front, windshield, love, cost, device], [work, advertise, use, air, vent, attachment, video, install], [get, feel, right], [excellent, product, try, car, mount, suction, cup, stick, window, wellbr, br, product, week, problembr, br, recommend, watch, videobr, br, great, snazzy, product, overall], [car, mount, work, perfect, fix, car, mount, ac, vent, video, tutorial, explain, mount, fix, cushion, make, dont, get, scratch, phone], [thing, phone, holder, stick, non, glass, surface, dashboard, chevy, aveo, ac, adapter, work, vent, holding, phone, windshield, please, messing, drive, state], [love, love, product, thing, work, worth, way, pay, surprise, people, give, product, anything, less, star, try, pull, suction, cup, part, mount, window, couldnt, pull, use, amount, force, carpenter, weak, hang, drywall, frame, fyi, wont, fall, youre, drive, recommend], [okay, month, continue, lift, work, need, thats, hold, use, map, drive], [value, money, give, way, mount, clip, vacuum, take, get, method, install, convenient], [video, product, lot, trouble, take, awhile, figure], [update, get, ordering, husband, use, vent, mount, ease, accessibility, get, phone, vehicle, vent, mount, seem, work, vehicle, chevys, model, ill, take, look, see, neglect, tighten, something, purchase, recommend, thembr, br, like, purchase, niece, christmas, order, husband, think, car, handsfree, conversation, follow, online, map, storage, phone, drivingbr, br, ive, short, time, date, love, vehicle, windshield, rake, use, window, mount, im, use, vent, mount, use, zone, way, work, morning, wonderful, use, phone, speaker, see, turn, distance, use, google, map, money, spent], [vehicle, everyday, cant, leave, place, last, month, start, fall, apartbr, suction, cup], [clip, version, didnt, fit, air, condition, slit, mount, version, broke, phone, wasnt, damage], [charge, phone, find, someplace, random, think, thought, please, keep, informaed, ill, contribute, way], [product], [product, junk, dont, waste, money], [instal, car, mount, tends, twist, robust, pothole, bump, thats, inconvenience, ill, get, grip, good, watch, video, self, explanatory, easy, install, use, galaxy, note, case, make, bit, thicker, fit, clip, vent, stick, windshield, versatile, easy, switch], [come, product, think, design, video, versatile, mount, option, excellent, buy, day, order, kid, job], [arrive, break], [son, us, day, give, aaa, rating, awesome, unit], [work, advertise, nice, choice, windshield, air, vent], [money, design, come, part, vent, glass, recommend, buy], [thing, hard, put, grant, didnt, read, direction, unscrew, stuff, clip, put, base, holding, phone, doesnt, lock, base, move, remove, ball, allows, adjust, cant, get, people, make, decent, purchase, like, know, thing, hold, phone, doesnt, lock, rest, apparatus, update, year, purchase, broke, clean, suction, cup, glue, unfortunate, wasnt, great, product, begin, sturdy, last, star, star], [excellent, car, mount, car, mount, want, car, mount, fit, air, vent, dashboard, installation, excellent, video, worth, spent], [suction, cup, great, truck, wish, arm, arm, vent, mount, getting, vw, tiguan, thing, well, vent, mount, stabilizer, arm, need, upper, stabilizer, arm, im, mechanic, allot, weight, vent, bounce, hit, bump, im, sure, go, break, vent, say, product, snap, wont, come, apart, dollar, walmart], [ok, look, phone, mount, happen, come, look, way, mount, decide, buy, quality, piece, purchase, suction, cup, hold, windshield, phone, release, button, make, unmounting, phone, super, easybr, br, recommend, product]]","[[cellphone holder purchase return didnt hold phone place fall drive didnt wide work describe hold phone place open gps feet keep phone steadyand side hold cushion havent try window holder happy purchase, 0.4404, 4], [work mount option, 0.765, 5], [product try air vent mount seem work mount others sits place twist turn california road quickrelease button bottom make grab phone get car, 0.9697, 4], [work improvement rest leg adjust point vent base put keep foot radio, 0.5719, 5], [car mount exceed expectation others try thanks quick shipment, -0.8917, 1], [bought dad complete disappointment confuse put realize part damage break arrive dont damage ship damage ship way didnt receive shape product base part suppose clear suction cup damage perform job attach windowstick air ventbr buy hope itll undamaged perform product failure, 0.9651, 5], [part vent didnt work truck suction piece windshield work, -0.2641, 3], [thing legit im happy, 0.4215, 5], [unit money everything want value, 0.8399, 5], [phone car mount use air vent version matter bump car drive mount budge hold phone video make sure instruction video, 0.7964, 5], [fit toyota rav insertor remove phone device swivel feature allow phone view suction cup adhere front windshield love cost device, -0.8967, 1], [work advertise use air vent attachment video install, 0.4813, 1], [get feel right, 0.6249, 5], [excellent product try car mount suction cup stick window wellbr br product week problembr br recommend watch videobr br great snazzy product overall, 0.5719, 5], [car mount work perfect fix car mount ac vent video tutorial explain mount fix cushion make dont get scratch phone, 0.9401, 4], [thing phone holder stick non glass surface dashboard chevy aveo ac adapter work vent holding phone windshield please messing drive state, 0.6249, 4], [love love product thing work worth way pay surprise people give product anything less star try pull suction cup part mount window couldnt pull use amount force carpenter weak hang drywall frame fyi wont fall youre drive recommend, 0.7684, 4], [okay month continue lift work need thats hold use map drive, 0.6549, 5], [value money give way mount clip vacuum take get method install convenient, 0.7506, 5], [video product lot trouble take awhile figure, 0.6369, 5], [update get ordering husband use vent mount ease accessibility get phone vehicle vent mount seem work vehicle chevys model ill take look see neglect tighten something purchase recommend thembr br like purchase niece christmas order husband think car handsfree conversation follow online map storage phone drivingbr br ive short time date love vehicle windshield rake use window mount im use vent mount use zone way work morning wonderful use phone speaker see turn distance use google map money spent, 0.8901, 5], [vehicle everyday cant leave place last month start fall apartbr suction cup, 0.9852, 5], [clip version didnt fit air condition slit mount version broke phone wasnt damage, 0.977, 5], [charge phone find someplace random think thought please keep informaed ill contribute way, 0.7837, 5], [product, 0.983, 5], [product junk dont waste money, 0.8591, 5], [instal car mount tends twist robust pothole bump thats inconvenience ill get grip good watch video self explanatory easy install use galaxy note case make bit thicker fit clip vent stick windshield versatile easy switch, -0.4019, 4], [come product think design video versatile mount option excellent buy day order kid job, -0.0635, 4], [arrive break, 0.775, 5], [son us day give aaa rating awesome unit, 0.9824, 5], [work advertise nice choice windshield air vent, 0.9287, 5], [money design come part vent glass recommend buy, 0.8122, 5], [thing hard put grant didnt read direction unscrew stuff clip put base holding phone doesnt lock base move remove ball allows adjust cant get people make decent purchase like know thing hold phone doesnt lock rest apparatus update year purchase broke clean suction cup glue unfortunate wasnt great product begin sturdy last star star, 0.2707, 1], [excellent car mount car mount want car mount fit air vent dashboard installation excellent video worth spent, 0.8442, 5], [suction cup great truck wish arm arm vent mount getting vw tiguan thing well vent mount stabilizer arm need upper stabilizer arm im mechanic allot weight vent bounce hit bump im sure go break vent say product snap wont come apart dollar walmart, -0.4767, 1], [ok look phone mount happen come look way mount decide buy quality piece purchase suction cup hold windshield phone release button make unmounting phone super easybr br recommend product, 0.8921, 4], [, 0.3252, 1]]"
B00N5ABQZ0,[0.0],[1],"[[stay, week, air, bubble, start, get, glass, throw]]","[[stay week air bubble start get glass throw, 0.0, 1]]"
B00NAHI2YQ,"[0.8122, 0.4404, -0.4215, 0.8834, 0.8402]","[5, 5, 1, 5, 5]","[[perfect, hold, iphone], [use, firm, grip, phone], [phone, stay, place, break, iphone, fell, rid, bike, nevermore], [mount, sturdy, wellmade, samsung, galaxy, fit, please, purchase], [tool, need, grip, th, claw, strength, handle, bumpy, road]]","[[perfect hold iphone, 0.8122, 5], [use firm grip phone, 0.4404, 5], [phone stay place break iphone fell rid bike nevermore, -0.4215, 1], [mount sturdy wellmade samsung galaxy fit please purchase, 0.8834, 5], [tool need grip th claw strength handle bumpy road, 0.8402, 5]]"
B00NETKRI4,[0.8481],[5],"[[fit, great, look]]","[[fit great look, 0.8481, 5]]"
B00NG761HK,[-0.6207],[1],"[[item, crack, pocket, car, lie, worth, sum, money]]","[[item crack pocket car lie worth sum money, -0.6207, 1]]"
B00NI15LKM,[0.8519],[5],"[[case, love, belt, clip, kickstand]]","[[case love belt clip kickstand, 0.8519, 5]]"
B00NIGLUU2,[0.0],[1],"[[iphone, android, charger, didnt, work]]","[[iphone android charger didnt work, 0.0, 1]]"
B00NL1G7Y8,[0.1272],[4],"[[price, sound, quality, volume, volume, bass, make, shake, lot, battery, last, hour, avg, couple, week, depend, volume, randomize, song, usb, add, device, tad, odd, nothing, knock, comment, bluetooth, functionality, havent, use]]","[[price sound quality volume volume bass make shake lot battery last hour avg couple week depend volume randomize song usb add device tad odd nothing knock comment bluetooth functionality havent use, 0.1272, 4]]"
B00NLM46CM,[0.5859],[5],"[[amaze, product, mah, case]]","[[amaze product mah case, 0.5859, 5]]"
B00NM384TQ,[0.4404],[5],"[[case, want, quality]]","[[case want quality, 0.4404, 5]]"
B00NW6IO7U,[-0.1511],[1],"[[fell, apart, week, hinge, recommend]]","[[fell apart week hinge recommend, -0.1511, 1]]"
B00NXDWLO4,[0.3321],[5],[[make]],"[[make, 0.3321, 5]]"
B00O4DF48C,[0.9245],[5],"[[im, glad, purchase, case, phone, perfect, dont, worry, phone, screen, get, scratch, purchase]]","[[im glad purchase case phone perfect dont worry phone screen get scratch purchase, 0.9245, 5]]"
B00OH2UG92,[0.7264],[5],"[[receiver, sensitivity, modelsthat, translates, range, radio, price]]","[[receiver sensitivity modelsthat translates range radio price, 0.7264, 5]]"
B00OKRDBIC,[0.7845],[3],"[[case, seem, watertight, finger, print, id, phone, work, screen, part, seem, scratch]]","[[case seem watertight finger print id phone work screen part seem scratch, 0.7845, 3]]"
B00OPYJV4S,"[0.7184, 0.4215, 0.7351]","[5, 5, 5]","[[excellent, br, ], [happy, purchasehave, use, charge, tablet, phone, plenty, sparevery, cool, battery], [nice]]","[[excellent br , 0.7184, 5], [happy purchasehave use charge tablet phone plenty sparevery cool battery, 0.4215, 5], [nice, 0.7351, 5]]"
B00ORYTCRC,"[0.0, 0.9494]","[1, 5]","[[arrive, take, day, shipping, fit, android, device, super, find, head, bed, dont, worry, outlet], [buy, cheapest, bought]]","[[arrive take day shipping fit android device super find head bed dont worry outlet, 0.0, 1], [buy cheapest bought, 0.9494, 5]]"
B00OW01PH6,"[0.529, 0.5524, -0.2144, -0.7278]","[3, 5, 4, 1]","[[case, cute, fun, thing, tail, fall, otherwise, nice, case, lay, house, show, ], [problem, wire, wide, mold, place, describe], [worst, case, ive, buy, amazon, eye, shape, fur, fall, doesnt, phone], [case, cute, work, suppose, problem, fit, hole, camera, take, take, phone]]","[[case cute fun thing tail fall otherwise nice case lay house show , 0.529, 3], [problem wire wide mold place describe, 0.5524, 5], [worst case ive buy amazon eye shape fur fall doesnt phone, -0.2144, 4], [case cute work suppose problem fit hole camera take take phone, -0.7278, 1]]"
B00OW7YC7E,[0.1999],[1],"[[item, arrive, come, case, screen, protector, make, doesnt, screen, case, drop, recommend, product, others]]","[[item arrive come case screen protector make doesnt screen case drop recommend product others, 0.1999, 1]]"
B00P61FTKE,[-0.7391],[1],"[[cheap, quality, leather, hide, construction, tacky, pink, flower, inside, thing, couple, month, crack, peeling, dump, dollar, shipping, joke, line, brown, envelopereallybr, id, send, spend, ship, productbr, poor, quality, buy, dollar, store, br, embarrass, carrybr, advertisingbr, deserve, star, allbr, stay, company]]","[[cheap quality leather hide construction tacky pink flower inside thing couple month crack peeling dump dollar shipping joke line brown envelopereallybr id send spend ship productbr poor quality buy dollar store br embarrass carrybr advertisingbr deserve star allbr stay company, -0.7391, 1]]"
B00P7H5YPW,[0.7964],[5],"[[thanks, best]]","[[thanks best, 0.7964, 5]]"
B00PAFTM72,[0.9168],[4],"[[battery, arrive, time, package, wellbr, battery, nokia, lumia, start, trouble, hold, charge, day, use, phone, phone, music, video, internet, use, know, need, battery, take, chance, battery, date, date, replacing, battery, need, tool, friend, supply, last, phone, brand, newbr, hey, price, battery, worth, keep, work, year, happy]]","[[battery arrive time package wellbr battery nokia lumia start trouble hold charge day use phone phone music video internet use know need battery take chance battery date date replacing battery need tool friend supply last phone brand newbr hey price battery worth keep work year happy, 0.9168, 4]]"
B00PDO5N9G,[-0.8932],[1],"[[case, break, place, day, broke, place, st, week, cheap, phone, case, wouldnt, recommend, buy, wont, protect, phone, didnt, use, week, tossing, trash, waste, money]]","[[case break place day broke place st week cheap phone case wouldnt recommend buy wont protect phone didnt use week tossing trash waste money, -0.8932, 1]]"
B00PE3E6M6,"[0.3612, -0.5448]","[4, 1]","[[picture], [case, fit]]","[[picture, 0.3612, 4], [case fit, -0.5448, 1]]"
B00PF76U1Q,"[-0.4215, 0.0]","[2, 1]","[[last, month, headpiece, snap], [sound, greatbr, bluetooth, connection, problematicbr, charge, connector, charge, plug, roll, dicebr, power]]","[[last month headpiece snap, -0.4215, 2], [sound greatbr bluetooth connection problematicbr charge connector charge plug roll dicebr power, 0.0, 1]]"
B00PHBQMTU,[0.8225],[5],"[[gift, hear]]","[[gift hear, 0.8225, 5]]"
B00PIRWNNC,[0.296],[4],[[ok]],"[[ok, 0.296, 4]]"
B00PKKH91S,[0.4404],[5],"[[study, case]]","[[study case, 0.4404, 5]]"
B00Q1QUHXW,[0.0],[5],"[[luv, case]]","[[luv case, 0.0, 5]]"
B00Q35D43Q,[0.6096],[5],"[[goodvery, happy]]","[[goodvery happy, 0.6096, 5]]"
B00Q3UB79Y,"[0.8442, 0.296]","[5, 2]","[[love], [ok]]","[[love, 0.8442, 5], [ok, 0.296, 2]]"
B00Q56WA92,[0.5267],[5],[[enjoy]],"[[enjoy, 0.5267, 5]]"
B00QEKRJQ8,[0.5719],[5],"[[super, rugged, case, worth, penny, environment, situation, drop, phone]]","[[super rugged case worth penny environment situation drop phone, 0.5719, 5]]"
B00QHMP9RO,[0.0],[1],"[[charger, work, label, state, ma, output, use, app, device, test, show, ma, output]]","[[charger work label state ma output use app device test show ma output, 0.0, 1]]"
B00QTETRU0,"[0.9337, -0.1476]","[3, 1]","[[lens, blurry, take, picture, blurry, recommend, waste, money], [eye, kinda, place, lens, recommend, year, old, get, recommend, buying, nicer, eye, say, lens]]","[[lens blurry take picture blurry recommend waste money, 0.9337, 3], [eye kinda place lens recommend year old get recommend buying nicer eye say lens, -0.1476, 1]]"
B00QUWHE6U,[0.7684],[5],"[[way, way, bigger, imagine, awesome]]","[[way way bigger imagine awesome, 0.7684, 5]]"
B00R1GZHEK,[0.7096],[5],"[[product, work, fine]]","[[product work fine, 0.7096, 5]]"
B00R1PD202,[-0.4767],[1],"[[poor, quality]]","[[poor quality, -0.4767, 1]]"
B00R3UDPKC,[0.1464],[2],"[[impress, thats, need, okay]]","[[impress thats need okay, 0.1464, 2]]"
B00R3ZSQB0,[0.6369],[5],"[[thiss, product]]","[[thiss product, 0.6369, 5]]"
B00R43YMHI,[-0.0263],[1],"[[knock, dont, trust, protect, phone]]","[[knock dont trust protect phone, -0.0263, 1]]"
B00RETCE54,[0.8442],[5],"[[perfect, fit, feel, protection]]","[[perfect fit feel protection, 0.8442, 5]]"
B00RGRCV8E,[0.0],[1],"[[day, use, magnet, clip, wouldnt, click]]","[[day use magnet clip wouldnt click, 0.0, 1]]"
B00RLJ7FCE,"[-0.395, 0.1154]","[3, 5]","[[world, iphone, ipad, need, charge, time, wish, cord, live, fact], [say, speed, charge, charger, trip]]","[[world iphone ipad need charge time wish cord live fact, -0.395, 3], [say speed charge charger trip, 0.1154, 5]]"
B00RTR87M0,[0.7964],[5],"[[case, sturdy, easy, grip]]","[[case sturdy easy grip, 0.7964, 5]]"
B00RYESMC8,[0.6124],[5],"[[lot, thank]]","[[lot thank, 0.6124, 5]]"
B00S4KEQ80,[0.6124],[4],"[[wok, advertise]]","[[wok advertise, 0.6124, 4]]"
B00S4PQWIW,[0.5719],[4],[[excellent]],"[[excellent, 0.5719, 4]]"
B00SDH0CH8,[0.7871],[5],"[[user, care, device]]","[[user care device, 0.7871, 5]]"
B00SFF9IPA,[0.7506],[2],"[[product, cute, search, cover, ipod, statement, say, fit, ipod, fit, ipod, disappoint, didnt, fit]]","[[product cute search cover ipod statement say fit ipod fit ipod disappoint didnt fit, 0.7506, 2]]"
B00T3O67VA,[0.8676],[5],"[[find, case, fit, motorola, droid, turbo, nylon, fit, thrill, design, get, job, done, recommend]]","[[find case fit motorola droid turbo nylon fit thrill design get job done recommend, 0.8676, 5]]"
B00T410NKS,"[-0.7096, -0.4215, -0.4215, 0.0, 0.6249, -0.5448]","[1, 5, 2, 1, 5, 3]","[[awesome, case, arrive, time], [junk], [belt, clip, break, phone, case, broke, day, receive], [clip, break, day], [fit, abr, corner, come, corner, time, try, slide, phone, holster], [broke, week]]","[[awesome case arrive time, -0.7096, 1], [junk, -0.4215, 5], [belt clip break phone case broke day receive, -0.4215, 2], [clip break day, 0.0, 1], [fit abr corner come corner time try slide phone holster, 0.6249, 5], [broke week, -0.5448, 3]]"
B00T6HPVYI,[0.8074],[3],"[[foam, pad, mean, make, snug, fit, fell, day, use, okay, buy, super, glue, time, buy]]","[[foam pad mean make snug fit fell day use okay buy super glue time buy, 0.8074, 3]]"
B00U31WS06,[0.7783],[2],"[[thats, medal, bend, shape]]","[[thats medal bend shape, 0.7783, 2]]"
