B0002IED58,[0.6249],[5],"[[work, wrangler]]","[[work wrangler, 0.6249, 5]]"
B007LQWSYC,[0.7351],[5],"[[miss, link, jeep, wrangler, audio, sub, build, seat, rubicon, upgrade, factory, speaker, set, kicker, midrangetweeter, combo, stock, jeep, stereo, sound, alpine, system, cost, way, allow, keep, utility, space, backtrunk, area, sub, floorbr, br, great, sound, amount, thumpbr, br, recommend]]","[[miss link jeep wrangler audio sub build seat rubicon upgrade factory speaker set kicker midrangetweeter combo stock jeep stereo sound alpine system cost way allow keep utility space backtrunk area sub floorbr br great sound amount thumpbr br recommend, 0.7351, 5]]"
B007OZIYXO,[0.6124],[4],"[[cheap, phone, case, job, clip, break, month, order, kid, phone, price]]","[[cheap phone case job clip break month order kid phone price, 0.6124, 4]]"
B008D4X804,[0.1958],[5],"[[buy, thing, year, get, review, thing, outlast, slam, wall, screen, crack, timeforceetc, drop, kick, punch, launch, run, phone, kia, yes, case, feel, case, fluke, production, regardless, love, thing, phone, prevent, time, phone, month, break, run, sat, tire, work, car, forgot, move, car, stepson, freak, run, phone, amaze, break, like, thick, screen, protector, come, use, peel, stick, one, help, lot, buy, plan, get, case, day]]","[[buy thing year get review thing outlast slam wall screen crack timeforceetc drop kick punch launch run phone kia yes case feel case fluke production regardless love thing phone prevent time phone month break run sat tire work car forgot move car stepson freak run phone amaze break like thick screen protector come use peel stick one help lot buy plan get case day, 0.1958, 5]]"
B008OSESK8,[0.7493],[3],"[[case, tends, fall, apart, credit, card, stuff, point, sturdier, design, help]]","[[case tends fall apart credit card stuff point sturdier design help, 0.7493, 3]]"
B008URYEO8,[-0.5964],[4],"[[seems, water, however, correct, im, use, camera, thats, part, io, io, dont, ability, switch, video, camera, underwater, seem, work, io, handy, know, time, io, update, make, control, house, course, make, model, house, iphone, know, use, old, iphone, ]]","[[seems water however correct im use camera thats part io io dont ability switch video camera underwater seem work io handy know time io update make control house course make model house iphone know use old iphone , -0.5964, 4]]"
B008UV6AZU,[0.8074],[4],"[[price, quality]]","[[price quality, 0.8074, 4]]"
B0091HD0VE,"[0.7351, 0.7506]","[5, 5]","[[price, work, fine, keep, phone, charge], [replacement, charger, cell, phone, obtain, assurance, wireless, charger, fallen, apart, plug, phone, replacement, work, describe]]","[[price work fine keep phone charge, 0.7351, 5], [replacement charger cell phone obtain assurance wireless charger fallen apart plug phone replacement work describe, 0.7506, 5]]"
B0093IHX5U,[0.8194],[3],"[[quality, case, advertise, phone, multiple, time, counter, car, window, name, shock, absorption, case, great, job, protect, iphone, year, half, thanks, case, look, brand, take, thing, dont, case, buy, color, white, get, scratch, scratch, someone, keep, phone, backpack, purse, get, know, phone, go, get, scratch, something, consider, youre, decide, color, getbr, br, thing, bit, considering, last, month, rubber, start, tear, replace, candyshell, casein, future, think, stick, regular, candyshell, dock, function, nice, didnt, find, use, dont, think, extra, money, slight, add, bulk]]","[[quality case advertise phone multiple time counter car window name shock absorption case great job protect iphone year half thanks case look brand take thing dont case buy color white get scratch scratch someone keep phone backpack purse get know phone go get scratch something consider youre decide color getbr br thing bit considering last month rubber start tear replace candyshell casein future think stick regular candyshell dock function nice didnt find use dont think extra money slight add bulk, 0.8194, 3]]"
B00974L4D2,"[-0.0314, 0.8271, 0.7351, 0.5023]","[4, 5, 5, 5]","[[case, plenty, protection, look, sleek, slide, pocket, pull, upwards, put, case, month, phone, take, tumble, come, unharmedbr, br, criticism, interior, gray, plastic, case, bit, loose, bottom, phone, button, thin, strip, rubber, wiggle, bit, there, gap, rubber, plastic, ive, kind, stuff, rubbery, part, plastic, work, fine], [want, half, price, fit, glove], [job], [case, nice, keep, iphone, protect, time]]","[[case plenty protection look sleek slide pocket pull upwards put case month phone take tumble come unharmedbr br criticism interior gray plastic case bit loose bottom phone button thin strip rubber wiggle bit there gap rubber plastic ive kind stuff rubbery part plastic work fine, -0.0314, 4], [want half price fit glove, 0.8271, 5], [job, 0.7351, 5], [case nice keep iphone protect time, 0.5023, 5]]"
B0099YOQKI,[0.0],[5],[[advertise]],"[[advertise, 0.0, 5]]"
B00A0CIS5C,[0.9099],[5],"[[excellent, phone, delivery, condition, work, champ]]","[[excellent phone delivery condition work champ, 0.9099, 5]]"
B00ACE4IRA,"[0.2263, 0.4215]","[3, 5]","[[like, lot], [week, corner, tab, top, leave, hold, phone, broke, say, spend, get, something, well, quality]]","[[like lot, 0.2263, 3], [week corner tab top leave hold phone broke say spend get something well quality, 0.4215, 5]]"
B00AEJX4OG,[0.2732],[5],"[[case, fit, phone, concern, pop, corner, portion, sit, bit, doesnt, affect, hold, phone]]","[[case fit phone concern pop corner portion sit bit doesnt affect hold phone, 0.2732, 5]]"
B00AR0A9HW,"[-0.8402, -0.3182, 0.3612]","[1, 1, 5]","[[cable, screw, hole, hold, want, make, sort, craddle], [st, time, plug, inner, wire, expose, connection, end, go, look, quality, control, need], [buy, break, break, use, carry, charge, tabletbr, br, usb, plug, end, reinforce, micro, usb, end, cable, break, micro, usb, end]]","[[cable screw hole hold want make sort craddle, -0.8402, 1], [st time plug inner wire expose connection end go look quality control need, -0.3182, 1], [buy break break use carry charge tabletbr br usb plug end reinforce micro usb end cable break micro usb end, 0.3612, 5]]"
B00AY5DU2G,[0.0772],[1],"[[kind, find, need]]","[[kind find need, 0.0772, 1]]"
B00B41B4M2,"[-0.1531, 0.8519]","[3, 5]","[[sturdy, make, picture, problem, put, phone, caller, couldnt, speaker, remove, case], [love]]","[[sturdy make picture problem put phone caller couldnt speaker remove case, -0.1531, 3], [love, 0.8519, 5]]"
B00BB5GQRE,"[0.9969, 0.8375, 0.6249, 0.9064]","[4, 5, 5, 5]","[[come, fast, description, product, good, price, appreciate, thank], [device, great, job, charging, phone, go], [review, product, majority, people, novice, category, appreciate, review, gear, level, expertise, isbr, work, hold, charge, day, loose, charge, cell, phone, tablet, etc, connect, charger, power, expend, charge, thing, charging, take, charge, tablet, phone, listen, book, lot, phone, need, charge, end, use, oftenbr, heavier, size, seem, function, charge, charge, use, empty, keep, velcro, strap, charger, tie, device, charger, otherwise, charge, purse, backpack, seem, come, disconnect, pouch, cell, phone, fit, disconnecting, motionbr, need, hold, dont, carry, medium, bag, recommend, get, charger, wont, charge, thing, compromise, ease, use, v, charge, ability, better, route, gobr, version, device, get, reduce, price, come, value, order, clear, inventory, likelihood, give, discount, usuallybr, flashlight, brighter, expect, device, find, need, kid, love, play, howeverbr, avoid, charger, see, check, lane, lot, store, tend, junk, something, cheap, reason, look, work, horsebr, come, keep, carrying, bag, make, sure, cord, handyheap, reason, look, work, horsebr, come, keep, carrying, bag, make, sure, cord], [updatebr, seller, contact, review, want, assure, satisfaction, sent, replacement, return, battery, charger, seller, request, satisfaction, today, time, sincerity, company, back, product, charger, work, well, charge, rate, nice, feature, battery, charger, remain, charge, capacity, digital, display, build, lead, flashlight, size, nice, compact, rotation, go, battery, charger, power, hungry, iphone, need, daybr, br, reviewbr, charger, lot, lot, family, noticing, difference, intocircuit, charger, look, nice, battery, status, display, take, time, chargebr, br, wasnt, option, receive, star, rating]]","[[come fast description product good price appreciate thank, 0.9969, 4], [device great job charging phone go, 0.8375, 5], [review product majority people novice category appreciate review gear level expertise isbr work hold charge day loose charge cell phone tablet etc connect charger power expend charge thing charging take charge tablet phone listen book lot phone need charge end use oftenbr heavier size seem function charge charge use empty keep velcro strap charger tie device charger otherwise charge purse backpack seem come disconnect pouch cell phone fit disconnecting motionbr need hold dont carry medium bag recommend get charger wont charge thing compromise ease use v charge ability better route gobr version device get reduce price come value order clear inventory likelihood give discount usuallybr flashlight brighter expect device find need kid love play howeverbr avoid charger see check lane lot store tend junk something cheap reason look work horsebr come keep carrying bag make sure cord handyheap reason look work horsebr come keep carrying bag make sure cord, 0.6249, 5], [updatebr seller contact review want assure satisfaction sent replacement return battery charger seller request satisfaction today time sincerity company back product charger work well charge rate nice feature battery charger remain charge capacity digital display build lead flashlight size nice compact rotation go battery charger power hungry iphone need daybr br reviewbr charger lot lot family noticing difference intocircuit charger look nice battery status display take time chargebr br wasnt option receive star rating, 0.9064, 5]]"
B00BSV0IN4,[0.6124],[5],"[[gift, go]]","[[gift go, 0.6124, 5]]"
B00BUF7MW8,[0.4215],[4],"[[quick, seller, like, product]]","[[quick seller like product, 0.4215, 4]]"
B00CFOLIPU,[-0.2057],[1],"[[work, make]]","[[work make, -0.2057, 1]]"
B00CMN13ZY,[0.2263],[2],"[[nice, case, didnt, couple, week, side, case, snap]]","[[nice case didnt couple week side case snap, 0.2263, 2]]"
B00DDTZN4S,"[0.21, 0.3716, 0.0]","[4, 5, 1]","[[couldnt, get, work], [work, great, galaxy, longer, charge, time, wire, charge, go, wireless, charger, fast, shipping], [drop, galaxy, charge, port, broke, way, chargecan, take, time, charge, depend, everything, phone, get, job, done]]","[[couldnt get work, 0.21, 4], [work great galaxy longer charge time wire charge go wireless charger fast shipping, 0.3716, 5], [drop galaxy charge port broke way chargecan take time charge depend everything phone get job done, 0.0, 1]]"
B00DESFHX0,"[0.8934, 0.0]","[4, 5]","[[work, describe, get, need], [im, unit, set, operation, complaint, blue, fan, channel, time, playing, music, years, lot, blue]]","[[work describe get need, 0.8934, 4], [im unit set operation complaint blue fan channel time playing music years lot blue, 0.0, 5]]"
B00DJAC2MW,[0.0],[5],[[excelente]],"[[excelente, 0.0, 5]]"
B00DMFHHGU,[0.4927],[5],"[[please, product]]","[[please product, 0.4927, 5]]"
B00E0T0ACU,[0.6369],[5],[[fit]],"[[fit, 0.6369, 5]]"
B00E3SD8QI,[-0.169],[4],"[[cutter, cut, sim, card, bite, play, slot, place, card, go, cut, get, align, right, avoid, cut, chip, cut, need, clean, edge, card, burr, edge, prevent, get, stuck, phonesbr, br, say, havent, mess, sim, seem, job]]","[[cutter cut sim card bite play slot place card go cut get align right avoid cut chip cut need clean edge card burr edge prevent get stuck phonesbr br say havent mess sim seem job, -0.169, 4]]"
B00E46EAUW,"[0.6997, -0.4767]","[5, 1]","[[excellent, product, fast, ship, expect, recommend], [cheap, break]]","[[excellent product fast ship expect recommend, 0.6997, 5], [cheap break, -0.4767, 1]]"
B00EPKGHAS,[0.0],[3],"[[charge, battery, faster, plug, virb, usb, port]]","[[charge battery faster plug virb usb port, 0.0, 3]]"
B00EU83H26,[0.6249],[5],"[[awesome, case]]","[[awesome case, 0.6249, 5]]"
B00EZKCHAW,[0.7717],[5],"[[rubber, cassette, tape, holder, son, love]]","[[rubber cassette tape holder son love, 0.7717, 5]]"
B00F3IUN24,"[-0.296, 0.4404]","[4, 5]","[[deal, quality], [issue, arrive, schedule]]","[[deal quality, -0.296, 4], [issue arrive schedule, 0.4404, 5]]"
B00F94PG3I,"[0.926, -0.4035, -0.2732]","[5, 2, 1]","[[happy, product, doesnt, fit, card, year, rip, apart, phone, case, wallet, pull], [wallet, case, fit, phone, love, color], [case, week, wear, hair, man, make, product, edge, case, color, leave, see, man, make, material, showing, dont, buy, waste, money, order, hope, work]]","[[happy product doesnt fit card year rip apart phone case wallet pull, 0.926, 5], [wallet case fit phone love color, -0.4035, 2], [case week wear hair man make product edge case color leave see man make material showing dont buy waste money order hope work, -0.2732, 1]]"
B00F9RRYWG,[0.8742],[5],"[[payment, fast, shipping, satisfy, purchase]]","[[payment fast shipping satisfy purchase, 0.8742, 5]]"
B00FECV1JI,[0.0],[5],[[need]],"[[need, 0.0, 5]]"
B00FN01RRC,[0.0],[4],"[[greatits, work, time]]","[[greatits work time, 0.0, 4]]"
B00FP1Q38W,[0.0258],[5],"[[case, prevent, teenager, break, phone, hasnt, gone, year, breaking, prior, case]]","[[case prevent teenager break phone hasnt gone year breaking prior case, 0.0258, 5]]"
B00FP1Q9RW,[0.8687],[5],"[[love, case, get, lot, compliment, slim, protect, phone, fell]]","[[love case get lot compliment slim protect phone fell, 0.8687, 5]]"
B00FPWA1K2,[0.9774],[3],"[[star, want, lot, battery, use, stuff, make, universal, application, apple, device, recognize, anything, plug, try, cord, generation, device, everything, construction, take, lot, force, open, cut, thumb, plastic, time, open, snap, loose, overcome, closure, test, battery, btc, universal, battery, charger, analyzer, tester, liion, nimh, nicd, battery, impress, exceed, state, rating, time, ive, test, perform, say, check, im, go, send, batteries, value, price, thing, otherwise, useless, wont, work, device, fair, manufacturer, say, dont, think, fair, assume, mean, percentage, market, use, iphones, ipads]]","[[star want lot battery use stuff make universal application apple device recognize anything plug try cord generation device everything construction take lot force open cut thumb plastic time open snap loose overcome closure test battery btc universal battery charger analyzer tester liion nimh nicd battery impress exceed state rating time ive test perform say check im go send batteries value price thing otherwise useless wont work device fair manufacturer say dont think fair assume mean percentage market use iphones ipads, 0.9774, 3]]"
B00FX1S9OU,[0.7906],[4],"[[work, great, well, otter, box, less]]","[[work great well otter box less, 0.7906, 4]]"
B00FXBYHOG,"[0.0, 0.6597, -0.4569]","[1, 4, 1]","[[main, reason, get, headset, work, want, call, use, work, apps, headset, awesome, exercise, remain, come, crunch, sit, ups, tendency, slip, deal, live], [lg, tone, hb, couple, year, love, power, switch, broke, longer, turn, headset, year, understand, arent, build, foreverbr, br, decide, treat, lg, tone, ultra, nice, sound, decent, range, battery, life, however, weak, notice, hairline, crack, month, receive, recommend, friend, couple, week, crack, turn, break, day, chip, fell, charge, bend, plug, charger, drop, put, pocket, anything, damage, lg, customer, service, ask, send, return, say, defect, foundbr, br, im, disappoint, find, stereo, bluetooth, headset, otherwise, loyal, lg, customer, advocate], [work, ]]","[[main reason get headset work want call use work apps headset awesome exercise remain come crunch sit ups tendency slip deal live, 0.0, 1], [lg tone hb couple year love power switch broke longer turn headset year understand arent build foreverbr br decide treat lg tone ultra nice sound decent range battery life however weak notice hairline crack month receive recommend friend couple week crack turn break day chip fell charge bend plug charger drop put pocket anything damage lg customer service ask send return say defect foundbr br im disappoint find stereo bluetooth headset otherwise loyal lg customer advocate, 0.6597, 4], [work , -0.4569, 1]]"
B00G07G8HQ,[-0.4969],[3],"[[def, sturdy, case, fine, thing, stand, part, pia, break, nail, get, fake, nail, get, go, carry, guitar, pic, come]]","[[def sturdy case fine thing stand part pia break nail get fake nail get go carry guitar pic come, -0.4969, 3]]"
B00G323NGM,"[-0.296, 0.6249, 0.8519]","[1, 5, 5]","[[case, month, shape, ], [sturdy, case, great, quality, product], [broke, put, take]]","[[case month shape , -0.296, 1], [sturdy case great quality product, 0.6249, 5], [broke put take, 0.8519, 5]]"
B00G6C5NR6,"[0.5719, 0.5267, 0.6249]","[5, 5, 5]","[[adapter, perfect], [use, recharge, v, k, mah, battery, bankbr, br, asinbngltzq, anker, nd, gen, astro, pro, mah, port, aluminum, charger, battery, power, bank, vv, multivoltage, port, poweriq, technology, ipad, air, mini, iphone, c, galaxy, tab, note, nexus, moto, x, g, lg, optimus, htc, p, vita, morebr, br, turn, power, v, take, camp, trip, fastest, job, keep, battery, trip], [seems, work]]","[[adapter perfect, 0.5719, 5], [use recharge v k mah battery bankbr br asinbngltzq anker nd gen astro pro mah port aluminum charger battery power bank vv multivoltage port poweriq technology ipad air mini iphone c galaxy tab note nexus moto x g lg optimus htc p vita morebr br turn power v take camp trip fastest job keep battery trip, 0.5267, 5], [seems work, 0.6249, 5]]"
B00G70D02M,[0.9493],[5],"[[earbuds, sound, quality, earbuds, nice, stay, place, wear, lay, side, bed, remote, make, pauseplay, answer, call]]","[[earbuds sound quality earbuds nice stay place wear lay side bed remote make pauseplay answer call, 0.9493, 5]]"
B00GAATMR6,[0.2732],[5],[[cover]],"[[cover, 0.2732, 5]]"
