1059742772,[0.6176],[5],"[[charger, work, fine, get, time, thank, till, time, order, get, star, yaya, awsome]]","[[charger work fine get time thank till time order get star yaya awsome, 0.6176, 5]]"
B00ATL6W6Q,"[0.9836, 0.7755, 0.2367]","[4, 5, 3]","[[stylus, iphone, doesnt, work, ipad, main, reason, make, purchase, iphone, im, displease, give, friend, hope, use, enjoy, great, value], [item, come, boys, look, way, telescope, problem, pen, work, thing, seller, try, make, say, seller, get, star, give, product, star, arent], [work, quality, buy, need]]","[[stylus iphone doesnt work ipad main reason make purchase iphone im displease give friend hope use enjoy great value, 0.9836, 4], [item come boys look way telescope problem pen work thing seller try make say seller get star give product star arent, 0.7755, 5], [work quality buy need, 0.2367, 3]]"
B00AXZY42W,"[0.0, 0.4927, 0.872, 0.9245, -0.2853, 0.4404, 0.765, 0.0, 0.4249, 0.3612, -0.25, 0.0, 0.5719, 0.4215]","[4, 5, 4, 5, 1, 5, 5, 5, 1, 4, 3, 4, 5, 4]","[[tom, tom, garmin, offer, bit], [week, garmin, nuvi, lm, fail, hold, charge, battery, continue, deplete, rate, think, display, brightness, drain, battery, faster, turn, brightness, problem, turn, brightness, lack, visibility, day, drive, need, brightness, see, screen, broad, daylight, navigator, center, hood, dashboard, shining, brightness, gps, drain, ton, battery, seem, charge, good, way, trip, mile, afraid, use, car, charger, gps, time, drain, battery, life, car, battery, thing, super, computer, understand, drain, battery, br, buy, year, car, electronics, plan, price, shock, bargain, price, plan, use, fix, cover, smart, guard, protection, plan, ill, update, review, call, find, outbr, br, hardware, reliability, come, battery, durability, battery, life], [travel, companion], [seller, clue, heard, area, suburbs, exaggerate, get, correct, location, time, miles, dont, use, turn, phone, waze, put, dashboard], [thank, garman, work, awesome], [product], [tomtom], [gps, value, price, use, week], [excellent, gps, lifetime, map], [nice, unit, price, everything, need, alert, concern, alert, get, model], [excelent], [wait, get], [description, unclear, bluetooth], [gps, accurate, map, read, display, loud, speaker, good, description, route, change, make, make, say, route]]","[[tom tom garmin offer bit, 0.0, 4], [week garmin nuvi lm fail hold charge battery continue deplete rate think display brightness drain battery faster turn brightness problem turn brightness lack visibility day drive need brightness see screen broad daylight navigator center hood dashboard shining brightness gps drain ton battery seem charge good way trip mile afraid use car charger gps time drain battery life car battery thing super computer understand drain battery br buy year car electronics plan price shock bargain price plan use fix cover smart guard protection plan ill update review call find outbr br hardware reliability come battery durability battery life, 0.4927, 5], [travel companion, 0.872, 4], [seller clue heard area suburbs exaggerate get correct location time miles dont use turn phone waze put dashboard, 0.9245, 5], [thank garman work awesome, -0.2853, 1], [product, 0.4404, 5], [tomtom, 0.765, 5], [gps value price use week, 0.0, 5], [excellent gps lifetime map, 0.4249, 1], [nice unit price everything need alert concern alert get model, 0.3612, 4], [excelent, -0.25, 3], [wait get, 0.0, 4], [description unclear bluetooth, 0.5719, 5], [gps accurate map read display loud speaker good description route change make make say route, 0.4215, 4]]"
B00B6K06Z2,[0.34],[5],"[[awesome, arrive, day, problem, volume, button, push]]","[[awesome arrive day problem volume button push, 0.34, 5]]"
B00BB0VD4K,"[0.6369, 0.2814, 0.9943]","[4, 5, 4]","[[use, carry, past, year, carry, credit, card, need, carry, cash, anymore, cell, phone, vaultskin, phone, case, great, need, nice, slim, hold, credit, card, driver, license, there, slot, case, want, bring, cash, bill, time, dont, need, bring, wallet, anymore, phone, slide, need, remove, bit, make, sure, credit, card, secure, flap, hold, card, secures, magnet, time, card, fell, garage, concern, problem, hang, years, bit, get, time, remove, phone, put, unu, felt, life, span, recommend, buy, item], [work, quite, leather, bit, stiff, soften, couple, week, use], [case, ive, buy, wish, last, longer]]","[[use carry past year carry credit card need carry cash anymore cell phone vaultskin phone case great need nice slim hold credit card driver license there slot case want bring cash bill time dont need bring wallet anymore phone slide need remove bit make sure credit card secure flap hold card secures magnet time card fell garage concern problem hang years bit get time remove phone put unu felt life span recommend buy item, 0.6369, 4], [work quite leather bit stiff soften couple week use, 0.2814, 5], [case ive buy wish last longer, 0.9943, 4]]"
B00BJN6WYK,"[-0.3182, -0.2755, -0.4939, 0.5927]","[1, 1, 3, 5]","[[otterbox, lifesaver, broke, week, wad, touch, rubber, part, touch, snap, return, replace, day, pass], [build, screen, cover, disappointing], [weirdit, fit, htc], [duty, bulky, good, butter, finger]]","[[otterbox lifesaver broke week wad touch rubber part touch snap return replace day pass, -0.3182, 1], [build screen cover disappointing, -0.2755, 1], [weirdit fit htc, -0.4939, 3], [duty bulky good butter finger, 0.5927, 5]]"
B00BNXY58G,[0.0],[3],"[[didnt, front]]","[[didnt front, 0.0, 3]]"
B00BR1QHC6,[-0.296],[1],"[[battery, use, see, metal, connect]]","[[battery use see metal connect, -0.296, 1]]"
B00CBTOMV6,[0.0],[3],"[[think, get, pad, keep, need, pad]]","[[think get pad keep need pad, 0.0, 3]]"
B00CJDENDG,[0.8519],[5],"[[work, product]]","[[work product, 0.8519, 5]]"
B00CWLX7XM,[0.5719],[4],"[[excellent, ]]","[[excellent , 0.5719, 4]]"
B00CZDW60W,[0.5228],[5],"[[time, purchase, quality, producthappy, costumer]]","[[time purchase quality producthappy costumer, 0.5228, 5]]"
B00D62IFGU,[-0.5118],[1],"[[replace, follow, instruction, line, wireless, glass, crack, week, replace, suspect, glass, damage, eye]]","[[replace follow instruction line wireless glass crack week replace suspect glass damage eye, -0.5118, 1]]"
B00DOKIU32,[0.1027],[5],"[[replacement, samsung, note, look, box, broke, note, day, come, upgrade, note]]","[[replacement samsung note look box broke note day come upgrade note, 0.1027, 5]]"
B00DTVEIGE,[0.6249],[5],"[[work, great, use, phone, day, charging]]","[[work great use phone day charging, 0.6249, 5]]"
B00E29GW6G,"[-0.1575, 0.6249]","[3, 5]","[[phone, money, ship], [get, phone, replace, rugby, smart, survive, year, rugged, use, neglect, charge, port, wore, love, phone, rugby, pro, phone, faster, rugby, incarnation, sure, charge, port, cover, rip, apart, week, wasnt, rugged, self, callers, hold, phone, left, shoulder, cheek, posture, favor, style, hold, phone]]","[[phone money ship, -0.1575, 3], [get phone replace rugby smart survive year rugged use neglect charge port wore love phone rugby pro phone faster rugby incarnation sure charge port cover rip apart week wasnt rugged self callers hold phone left shoulder cheek posture favor style hold phone, 0.6249, 5]]"
B00E2OJ1W8,[0.6551],[4],"[[con, distance, linesbr, mount, degreesbr, pro, price, ship, video, lead, good, power, lead, crimp, work, problem]]","[[con distance linesbr mount degreesbr pro price ship video lead good power lead crimp work problem, 0.6551, 4]]"
B00EEO4W9S,"[0.5719, 0.2023]","[5, 5]","[[perfect], [work, fine]]","[[perfect, 0.5719, 5], [work fine, 0.2023, 5]]"
B00EFFR23E,[0.5719],[5],[[excellent]],"[[excellent, 0.5719, 5]]"
B00EP0T69C,[-0.2755],[1],[[quality]],"[[quality, -0.2755, 1]]"
B00ETKK4QM,[0.4588],[5],[[case]],"[[case, 0.4588, 5]]"
B00F2COJSK,[0.5719],[5],"[[perfect, allways]]","[[perfect allways, 0.5719, 5]]"
B00FAP9AXS,[0.0],[1],"[[fell, apart, hr]]","[[fell apart hr, 0.0, 1]]"
B00FC07F56,[0.6369],[5],[[case]],"[[case, 0.6369, 5]]"
B00FVVR09W,[-0.5439],[1],"[[case, look, fade, didnt, fit, case, plastic, screen, protector, get, mess, case]]","[[case look fade didnt fit case plastic screen protector get mess case, -0.5439, 1]]"
B00GNTVZC4,"[0.1321, 0.742, -0.1027, 0.7964, 0.34, 0.0]","[4, 2, 4, 5, 5, 2]","[[tell, come, update, life, get, notify, update, pay], [understand, cause, let, pass, turn], [function, hear, becomes, becuase, sound, clear, volume], [work, great, speed, warning], [magellan, maestro, satisfy, road, mate, cumbersome, operate, hit, button, get, option, son, garmin, nuvi, easy, operate, know, know, magellan, roadnate]]","[[tell come update life get notify update pay, 0.1321, 4], [understand cause let pass turn, 0.742, 2], [function hear becomes becuase sound clear volume, -0.1027, 4], [work great speed warning, 0.7964, 5], [magellan maestro satisfy road mate cumbersome operate hit button get option son garmin nuvi easy operate know know magellan roadnate, 0.34, 5], [, 0.0, 2]]"
B00GT5XLCE,"[0.5859, -0.2023, -0.4019, 0.2382, 0.765, -0.7851, 0.2755, 0.6437]","[5, 1, 1, 5, 3, 1, 4, 3]","[[work, expect, wish, know, proximity, sensor, work, doubt, fault, product], [arrive, break, miss, return, date, wasnt, ready, take, phone, apart, week, buy, icracked, kit, arrive, promise], [dont, get, everyone, say, work, someone, know, repair, mine, fine], [quality, screen, everything, need, remove, screen, install, provide, hope, need, buy, choice], [phone, drop, instal, broke, everything, instal, lcd, dosent, make, connection, wont, sit, place, wont, buy, seller, buy, risk], [tool, kit, lead, screen, get, money, incompetence, thank, frank], [yes, screen, nice, didnt, come, rest, set, tool, etc, change, work], [brake, kinda, working, screen]]","[[work expect wish know proximity sensor work doubt fault product, 0.5859, 5], [arrive break miss return date wasnt ready take phone apart week buy icracked kit arrive promise, -0.2023, 1], [dont get everyone say work someone know repair mine fine, -0.4019, 1], [quality screen everything need remove screen install provide hope need buy choice, 0.2382, 5], [phone drop instal broke everything instal lcd dosent make connection wont sit place wont buy seller buy risk, 0.765, 3], [tool kit lead screen get money incompetence thank frank, -0.7851, 1], [yes screen nice didnt come rest set tool etc change work, 0.2755, 4], [brake kinda working screen, 0.6437, 3]]"
B00GZJO8OY,[0.0],[3],"[[samsug, galaxy, didnt, work, upgrade, phone, galaxy, edgeit, work]]","[[samsug galaxy didnt work upgrade phone galaxy edgeit work, 0.0, 3]]"
B00H92CLT0,"[-0.3412, 0.8834]","[1, 4]","[[read, customer, suggestion, sunnycalusa, get, product, mix, product, one, amazon, storage, iphone, screen, replacement, receive, replacement, contact, sent, sure, recall, stocksbr, br, frustrate, occur, seller, provide, product, satisfy, product, quality, price, seem, compare, give, suggestion, amazon, seller, provide, kit, use, remove, screen, damaging, inside, phone, didnt, see, side, tape, glue, tool, kit, use, tape, window, insulator, kit, dont, see, issue, screen, happy, customer]]","[[read customer suggestion sunnycalusa get product mix product one amazon storage iphone screen replacement receive replacement contact sent sure recall stocksbr br frustrate occur seller provide product satisfy product quality price seem compare give suggestion amazon seller provide kit use remove screen damaging inside phone didnt see side tape glue tool kit use tape window insulator kit dont see issue screen happy customer, -0.3412, 1], [, 0.8834, 4]]"
B00HDZQ15I,[0.6124],[5],"[[fit, holster, extract, last, month]]","[[fit holster extract last month, 0.6124, 5]]"
B00HK0MLDM,[0.7172],[5],"[[product, price, gps]]","[[product price gps, 0.7172, 5]]"
B00HPTU00E,"[0.6369, 0.0, 0.6249, -0.6999, 0.6249, 0.9081, -0.2732, 0.52]","[5, 5, 5, 2, 5, 5, 3, 4]","[[work, fast, broke, usage, month, drop, waist, height, pin, event], [work], [work, great, fastplanning, buying], [device, great, lot, power, delivery, thank, device], [wall, charger, buy], [charger, work, carry, travel, work, keep, device, go, havent, problem], [work], [charge, normal, rate, nothing, fancy]]","[[work fast broke usage month drop waist height pin event, 0.6369, 5], [work, 0.0, 5], [work great fastplanning buying, 0.6249, 5], [device great lot power delivery thank device, -0.6999, 2], [wall charger buy, 0.6249, 5], [charger work carry travel work keep device go havent problem, 0.9081, 5], [work, -0.2732, 3], [charge normal rate nothing fancy, 0.52, 4]]"
B00HQPGVDW,"[-0.2263, 0.2023, -0.2263, -0.2732, 0.9633, 0.4404, 0.0]","[1, 1, 1, 5, 5, 4, 1]","[[stop, work, bend, wire, get, keep, charge], [charge, phone], [buy, item], [micro, usb, usb, cable, charge, p, shock, come, box, black, p, gadget, want, charge, work, complaint, feel, connector, usb, side, seem, micro, usb, side, look, cant, tell, point, go, test, couple, daysweeks, price, look, feel, oh, try, connect, window, phone, microsoft, lumia, cable, computer, sure, everybody, say, data, thats, nonsense, work, fine, transfer, file, breeze, micro, usb, usb, cable, wire, inside, tell, rest, transfer, file, charge, phone, thats, thing, read, took, phone, thats, connect, window, machine, phone, get, recognize, connect, browse, folder, subfolders, copypaste, data, problem], [order, product, replace, current, usb, charger, order, working, attempt, try, return, cant], [receive, fast, work, fine, days, couldnt, charge, phone, buy, battery, charge, android]]","[[stop work bend wire get keep charge, -0.2263, 1], [charge phone, 0.2023, 1], [buy item, -0.2263, 1], [micro usb usb cable charge p shock come box black p gadget want charge work complaint feel connector usb side seem micro usb side look cant tell point go test couple daysweeks price look feel oh try connect window phone microsoft lumia cable computer sure everybody say data thats nonsense work fine transfer file breeze micro usb usb cable wire inside tell rest transfer file charge phone thats thing read took phone thats connect window machine phone get recognize connect browse folder subfolders copypaste data problem, -0.2732, 5], [order product replace current usb charger order working attempt try return cant, 0.9633, 5], [receive fast work fine days couldnt charge phone buy battery charge android, 0.4404, 4], [, 0.0, 1]]"
B00HUIGNQ0,[0.9162],[5],"[[awesome, replacement, digitizer, work, recommend, seller]]","[[awesome replacement digitizer work recommend seller, 0.9162, 5]]"
B00I0MXTM6,[0.9509],[5],"[[case, snug, look, great, feel]]","[[case snug look great feel, 0.9509, 5]]"
B00I0Z1U5G,[0.9217],[4],"[[case, work, con, way, charger, fit, fix, o, knife, work]]","[[case work con way charger fit fix o knife work, 0.9217, 4]]"
B00I9IJLFU,[0.4404],[5],[[thanks]],"[[thanks, 0.4404, 5]]"
B00IEFUB3E,[0.9055],[4],"[[amaze, quality, look, make, phone, feel, safer, hand, volume, rocker, easier, detect, give, secure, feel, usb, bit, wider, accommodate, thicker, charge, cable, headphone, jack, cable, charge, keep, get, disconnect, clearance]]","[[amaze quality look make phone feel safer hand volume rocker easier detect give secure feel usb bit wider accommodate thicker charge cable headphone jack cable charge keep get disconnect clearance, 0.9055, 4]]"
B00IEFUC4C,"[-0.555, 0.9127, 0.0, 0.6925, 0.9513, 0.5719]","[1, 3, 3, 3, 5, 5]","[[fairness, order, product, think, fit, g, regular, g, id, use, case, dont, moron], [get, case, galaxy, come, try, price, lifeproofotterboxbr, br, ok, case, lay, slide, annoy, isnt, quality, otterbox, price, difference, serve, purpose, year, get, otterbox, better, case, worth, protect, investment], [accessory, galaxy, need, room, put, screen, dust, particle, result, get, rid, manufacturer, fault, case, solid, form, fit, screen, protector, protects, harm, drop, half, dozen, time, asphalt, scratch, issue, allbr, br, worry, bust, get, relax, great, gear], [last, year, excellent, shape], [otterbox, get, opt, try, case, mistake, phone, less, month, year, drop, floor, hit, side, screen, get, crack, protect, simple, fall], [moth, rubber, start, warp, start, fall, look, replacement]]","[[fairness order product think fit g regular g id use case dont moron, -0.555, 1], [get case galaxy come try price lifeproofotterboxbr br ok case lay slide annoy isnt quality otterbox price difference serve purpose year get otterbox better case worth protect investment, 0.9127, 3], [accessory galaxy need room put screen dust particle result get rid manufacturer fault case solid form fit screen protector protects harm drop half dozen time asphalt scratch issue allbr br worry bust get relax great gear, 0.0, 3], [last year excellent shape, 0.6925, 3], [otterbox get opt try case mistake phone less month year drop floor hit side screen get crack protect simple fall, 0.9513, 5], [moth rubber start warp start fall look replacement, 0.5719, 5]]"
B00IVB9GUU,[0.6249],[5],"[[work, great]]","[[work great, 0.6249, 5]]"
B00IXPM03Y,"[0.7569, 0.6682]","[4, 5]","[[south, korea, product, ], [everything, life, pioneer, name, concern, sound, equalizer, adjustment, dvd, awesome, addition, vehicle, happy, quality, problem, app, mode, phone, save, money, ditch, app, feature, product]]","[[south korea product , 0.7569, 4], [everything life pioneer name concern sound equalizer adjustment dvd awesome addition vehicle happy quality problem app mode phone save money ditch app feature product, 0.6682, 5]]"
B00J6C6OZI,[0.4854],[4],"[[fit, ok, road, dificult, take, garmin, device]]","[[fit ok road dificult take garmin device, 0.4854, 4]]"
B00J7RZRUU,[0.6486],[5],"[[screen, protector, go, month, month, start, break]]","[[screen protector go month month start break, 0.6486, 5]]"
B00J9OBWUU,[0.09],[2],"[[samsung, plug, get]]","[[samsung plug get, 0.09, 2]]"
B00JF0D8SC,[0.6573],[4],[[]],"[[, 0.6573, 4]]"
B00JJZWGDQ,[-0.1695],[2],"[[worth, money]]","[[worth money, -0.1695, 2]]"
B00JUEDZ5Y,"[0.0, 0.0]","[1, 4]","[[feel, cheap, job], [piece, garbage, go]]","[[feel cheap job, 0.0, 1], [piece garbage go, 0.0, 4]]"
B00K1JSTL2,"[0.8999, 0.6249, 0.6369]","[5, 5, 5]","[[order, mother, law, come, happy, apply, awesome, quality], [product]]","[[order mother law come happy apply awesome quality, 0.8999, 5], [product, 0.6249, 5], [, 0.6369, 5]]"
B00K5HU80U,"[-0.7011, -0.4391, -0.669]","[3, 1, 4]","[[fit, m, access, volume, bar, great, block, seam, turn, want, go, vice, versa, seem, case, fit, m, make], [make, m, notch, button, simple, armband, case, work, fit, keep, phone, case], [us, fall, apart, foam, torn, mesh, thing, hold]]","[[fit m access volume bar great block seam turn want go vice versa seem case fit m make, -0.7011, 3], [make m notch button simple armband case work fit keep phone case, -0.4391, 1], [us fall apart foam torn mesh thing hold, -0.669, 4]]"
B00K6KADZQ,[0.4404],[5],"[[case, price, yr, boy]]","[[case price yr boy, 0.4404, 5]]"
B00K6ON4EO,[0.261],[4],"[[power, run, subwoofer, q, w, way, jbl, msc, turn, volume, power, cut, sure, cause, amp, ah, battery, honda, fit, br, br, use, year, problem, perfect, project]]","[[power run subwoofer q w way jbl msc turn volume power cut sure cause amp ah battery honda fit br br use year problem perfect project, 0.261, 4]]"
B00KG0BPD0,[0.0],[5],[[expect]],"[[expect, 0.0, 5]]"
B00KMRYSUE,[0.7579],[5],"[[size, perfect, travel, save, bunch, time, fone, die]]","[[size perfect travel save bunch time fone die, 0.7579, 5]]"
