9713957334,"[0.4404, 0.5719]","[5, 5]","[[perfect, htcone, m], [work, good, come, fast]]","[[perfect htcone m, 0.4404, 5], [work good come fast, 0.5719, 5]]"
B00BJG5BKI,[-0.8689],[3],"[[phone, great, feature, camera, phone, month, place, charge, refuse, come, happen, thought, rang, phone, phone, calling, say, phone, isnt, respondingbr, wait, battery, die, see, issue]]","[[phone great feature camera phone month place charge refuse come happen thought rang phone phone calling say phone isnt respondingbr wait battery die see issue, -0.8689, 3]]"
B00BMRLK3Q,"[0.9725, 0.8553]","[4, 5]","[[alpine, own, concern, sound, adjustment, need, tweeking, alpine, pick, frequency, mx, easier, turn, stereo, went, hardware, love, blu, tooth, capability, ability, play, music, jack, connect, come, jack, usb, port, buy], [look, look, control, work, shouldbr, br, ship, come, packaging, packing, bubble, deck]]","[[alpine own concern sound adjustment need tweeking alpine pick frequency mx easier turn stereo went hardware love blu tooth capability ability play music jack connect come jack usb port buy, 0.9725, 4], [look look control work shouldbr br ship come packaging packing bubble deck, 0.8553, 5]]"
B00BNPS3XW,"[0.6249, 0.5719, 0.8779, 0.7717, 0.6249, -0.3612, 0.6369, 0.5106, -0.2755, 0.6249, 0.6369]","[4, 5, 4, 4, 4, 4, 5, 4, 1, 5, 5]","[[work, fine], [product], [fit, headphone, jack, iphone, dont, see, fit, ipad, jack, phone, arent, size, doesnt, make, sense, bought, different], [tablet, pen], [stylus, arrive, expect, tip, provide, response], [stylus, plan, order, gift], [work, welleliminates, type, error, drawback, lack, attachment, iphone, ipad, need], [product, advertise], [arrive, work, know, funny, piece, connect, lanyard, design, plug, headphone, jack, help, keep, track, stylus], [work, iphone]]","[[work fine, 0.6249, 4], [product, 0.5719, 5], [fit headphone jack iphone dont see fit ipad jack phone arent size doesnt make sense bought different, 0.8779, 4], [tablet pen, 0.7717, 4], [stylus arrive expect tip provide response, 0.6249, 4], [stylus plan order gift, -0.3612, 4], [work welleliminates type error drawback lack attachment iphone ipad need, 0.6369, 5], [product advertise, 0.5106, 4], [arrive work know funny piece connect lanyard design plug headphone jack help keep track stylus, -0.2755, 1], [work iphone, 0.6249, 5], [, 0.6369, 5]]"
B00BPESOZI,[-0.4909],[1],"[[customer, service, pay, phone, suck, slow, camera, dont, work, business, dont, return, emailiim, disappoint]]","[[customer service pay phone suck slow camera dont work business dont return emailiim disappoint, -0.4909, 1]]"
B00BQ5KHJW,"[0.4855, 0.7227, 0.6249, 0.8399, 0.765, 0.6378, -0.4854, 0.5859, -0.3197, 0.5182, 0.4215, 0.7089, 0.0, 0.5719, -0.0258, 0.6124, 0.5106, 0.4404, 0.6369, 0.4404, 0.4927, 0.9427, 0.9209, 0.8519, -0.1027, 0.5719, -0.2732, 0.8074, 0.3616, 0.9756, 0.8481, 0.7602, -0.2732, 0.0, 0.0, -0.4927, 0.4404, 0.4588]","[5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[get, charge, samsung, charge, recharges, love, charge, port, thats, trade, amount, charge], [anker, product, charge, nexus, tablet, g, smartphone, multiple, time, require, recharge], [product, great, price], [n], [suppose, travel, charge, awesome, guess, general, challenge, cost], [battery], [month, charge, device, charge, port, longer, work, update, today, change, review, product, star, owe, customer, support, service, receive, guy, anker, hesitate, ship, replacement, keep, ensure, everything, work, perfect, product, figure, somehow, get, give, anker, device, work, make, job], [product, charge, camera, sony, hxv, twice, sony, xperia, spare, battery], [purchase, replacement, battery, pack, stolen, length, battery, pack, issue, people, doesnt, pocket, work, keep, bag, case, something, need, charge, im, transportation, charge, phone, dont, need, recharge, battery, pack, amount, juice, good, item, hand], [done, charge, iphone, c, power, spare], [battery, charge, phone, faster, negativity, towards, product, take, bit, time, charge, state, size, fine, opinion, bigger, average, battery, pack, charge, phone, time, sole, intention, purchase, use, vacation, schoolbr, unique, feature, battery, pack, flashlight, activate, press, power, buttonbr, functionality, battery, simple, doesnt, require, time, grasp, concept, battery], [charger], [lifesaver], [product, charge, phone, go, business, use, day, issue, usb, wire, come, splinter, work, buy, wire, set, dollars, besides, issue], [battery, charger, time, need, charge, day, use, phone, lotbr, br, charge, usb, port, allow, device, charge, time, quip, need, cable], [product], [product, seller, recommend], [business, trip, ny, coworker, everyones, friend, charge, everybody], [excellent, battery, pack, life, built, feel, solid, pick, lightning, deal, use, year], [buy, charger, anker, couple, year, saw, deal, product, jump, opportunity, product, size, battery, hold, charge, go, battery, cycle, lg, g, need, recharge, battery, outlet, phone, charge, try, feature, charge, take, awhile, expect, battery, size, phone, prepare, make, lot, space, otherwise, great, use], [arrive, light, lit, plug, iphone, charge, phone, charge, min, fast, phone, warm, top, ipad, time, take, min, bring, anker, light, plug, charge, less, hour, use, device, time, lose, count, day, anker, charge, think, ah, conservative, rating, come, layer, mesh, bag, provide, pad, carry, pocket, ill, bet, get, day, airline, travel, run, outlet, concourse, figure, hook, macbook], [use, time, travel], [buy, trip, asia, disappoint, recharge, phone, battery, twice, day, using, gps, navigate, please], [answer], [excellent, device, price, use, vacation, week, fail, charge, device, time, problem], [yearno, problem, charge, ipod, touch, time, quicklyi, remember, hour, charge, combination, size, weight, power, capacitybr, br, come, thick, mesh, bag, protects, drop, cord, pocket, connect, ipod, iphone, great, ipod, wont, hold, charge, longwill, keep, ipod, go, camera, use, least, couple, hour, freeze, temp], [quality], [keep, phone, go, day], [product, side, kind, heavy, lightweight, backpack, get, charge, iphone, take, minute, charge, come, carry, case], [product, good, capacity, amaze, charge, thing, think, somewhat, light, mah, thts, expect], [perfect], [adore, ankers, battery, charger, version, battery, charger, force, upgrade, anker, charger, stolen, try, brand, know, want, buy], [work, great], [travel, everywhere, power, iphone, ipad, client, search, power, outlet, hook, keep, work, found, get, charge, charge, unit], [awesome, cool, look, sleek, get, job, done, expect, def, buy, need], [excellent, product, work, describe, hold, charge, charge, galaxy, edge, time], [thing, rule, charge, plus, time, battery], [excellent, carry, bag, car, hold, charge, use, shall]]","[[get charge samsung charge recharges love charge port thats trade amount charge, 0.4855, 5], [anker product charge nexus tablet g smartphone multiple time require recharge, 0.7227, 4], [product great price, 0.6249, 5], [n, 0.8399, 5], [suppose travel charge awesome guess general challenge cost, 0.765, 5], [battery, 0.6378, 4], [month charge device charge port longer work update today change review product star owe customer support service receive guy anker hesitate ship replacement keep ensure everything work perfect product figure somehow get give anker device work make job, -0.4854, 5], [product charge camera sony hxv twice sony xperia spare battery, 0.5859, 5], [purchase replacement battery pack stolen length battery pack issue people doesnt pocket work keep bag case something need charge im transportation charge phone dont need recharge battery pack amount juice good item hand, -0.3197, 5], [done charge iphone c power spare, 0.5182, 5], [battery charge phone faster negativity towards product take bit time charge state size fine opinion bigger average battery pack charge phone time sole intention purchase use vacation schoolbr unique feature battery pack flashlight activate press power buttonbr functionality battery simple doesnt require time grasp concept battery, 0.4215, 4], [charger, 0.7089, 5], [lifesaver, 0.0, 5], [product charge phone go business use day issue usb wire come splinter work buy wire set dollars besides issue, 0.5719, 5], [battery charger time need charge day use phone lotbr br charge usb port allow device charge time quip need cable, -0.0258, 5], [product, 0.6124, 4], [product seller recommend, 0.5106, 5], [business trip ny coworker everyones friend charge everybody, 0.4404, 4], [excellent battery pack life built feel solid pick lightning deal use year, 0.6369, 5], [buy charger anker couple year saw deal product jump opportunity product size battery hold charge go battery cycle lg g need recharge battery outlet phone charge try feature charge take awhile expect battery size phone prepare make lot space otherwise great use, 0.4404, 5], [arrive light lit plug iphone charge phone charge min fast phone warm top ipad time take min bring anker light plug charge less hour use device time lose count day anker charge think ah conservative rating come layer mesh bag provide pad carry pocket ill bet get day airline travel run outlet concourse figure hook macbook, 0.4927, 5], [use time travel, 0.9427, 4], [buy trip asia disappoint recharge phone battery twice day using gps navigate please, 0.9209, 5], [answer, 0.8519, 5], [excellent device price use vacation week fail charge device time problem, -0.1027, 5], [yearno problem charge ipod touch time quicklyi remember hour charge combination size weight power capacitybr br come thick mesh bag protects drop cord pocket connect ipod iphone great ipod wont hold charge longwill keep ipod go camera use least couple hour freeze temp, 0.5719, 5], [quality, -0.2732, 4], [keep phone go day, 0.8074, 4], [product side kind heavy lightweight backpack get charge iphone take minute charge come carry case, 0.3616, 5], [product good capacity amaze charge thing think somewhat light mah thts expect, 0.9756, 5], [perfect, 0.8481, 5], [adore ankers battery charger version battery charger force upgrade anker charger stolen try brand know want buy, 0.7602, 5], [work great, -0.2732, 5], [travel everywhere power iphone ipad client search power outlet hook keep work found get charge charge unit, 0.0, 5], [awesome cool look sleek get job done expect def buy need, 0.0, 5], [excellent product work describe hold charge charge galaxy edge time, -0.4927, 5], [thing rule charge plus time battery, 0.4404, 5], [excellent carry bag car hold charge use shall, 0.4588, 5]]"
B00BS63EGM,"[0.2023, 0.0, 0.0]","[5, 1, 3]","[[time, wait, charge, phone], [junk, buy, connection, separate, couple, us], [gret, charger, use, im, home, charge, phone, thanks]]","[[time wait charge phone, 0.2023, 5], [junk buy connection separate couple us, 0.0, 1], [gret charger use im home charge phone thanks, 0.0, 3]]"
B00BZG4F54,[-0.3412],[1],"[[dont, buy]]","[[dont buy, -0.3412, 1]]"
B00C51LKEC,[0.7717],[5],"[[fit, samsung, flip, phone, seem, come, belt, ease]]","[[fit samsung flip phone seem come belt ease, 0.7717, 5]]"
B00C5TV724,[0.4588],[5],[[need]],"[[need, 0.4588, 5]]"
B00CIRLLEW,[0.9341],[1],"[[powermat, need, change, design, iphone, powermat, case, work, day, feature, case, rugged, toss, let, fall, phone, safe, doesnt, affect, charge, ability, case, get, iphone, buy, powermat, case, mat, notice, design, faith, experience, case, cumbersome, sharp, edge, predecessor, take, fall, fall, stop, charge, ok, start, use, charge, use, need, remove, bottom, pieceattached, everytime, charge, replace, case, issue, couple, week, bottom, piece, snap, piece, hand, end, case]]","[[powermat need change design iphone powermat case work day feature case rugged toss let fall phone safe doesnt affect charge ability case get iphone buy powermat case mat notice design faith experience case cumbersome sharp edge predecessor take fall fall stop charge ok start use charge use need remove bottom pieceattached everytime charge replace case issue couple week bottom piece snap piece hand end case, 0.9341, 1]]"
B00COAYO42,[0.6249],[5],[[headphone]],"[[headphone, 0.6249, 5]]"
B00CXZW35K,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B00D0ZZJTE,[0.4398],[2],"[[look, game, boy, phone]]","[[look game boy phone, 0.4398, 2]]"
B00D2XSZQ8,[0.6187],[5],"[[work, month, bluetooth, work, anymore, use, sd, card, play, music, read, gps, get, freeze]]","[[work month bluetooth work anymore use sd card play music read gps get freeze, 0.6187, 5]]"
B00D8OI5MU,"[0.7906, -0.4767, 0.8519]","[5, 3, 5]","[[disappoint, connect, case, phone], [purchase, need, come, say, love, use, work, compact, convenient, great, buy, money], [awesome, nightstand, phone, charger, look, get, job, done]]","[[disappoint connect case phone, 0.7906, 5], [purchase need come say love use work compact convenient great buy money, -0.4767, 3], [awesome nightstand phone charger look get job done, 0.8519, 5]]"
B00DBVV8QA,"[-0.6858, 0.8555]","[4, 5]","[[usb, slot, destroy, usb, charger, use, work, problem, snuggle, station, charge], [work, time, well]]","[[usb slot destroy usb charger use work problem snuggle station charge, -0.6858, 4], [work time well, 0.8555, 5]]"
B00DWCAO4K,[0.3182],[1],"[[purchase, phone, time, forget, review, stop, use, case, purchase, reason, power, devicebr, br, purchase, case, experience, case, phone, reboot, case, tight, powersleep, button, pocket, hand, reboot]]","[[purchase phone time forget review stop use case purchase reason power devicebr br purchase case experience case phone reboot case tight powersleep button pocket hand reboot, 0.3182, 1]]"
B00DY2SEFE,[0.9571],[5],"[[husband, case, phone, couple, year, hes, done, phone, treat, drop, backpack, junk, phone, condition, case, bulky, finish, allow, slide, pocket, recommend, case, great, fit, protection, money, otterbox, case]]","[[husband case phone couple year hes done phone treat drop backpack junk phone condition case bulky finish allow slide pocket recommend case great fit protection money otterbox case, 0.9571, 5]]"
B00E6Z0VGI,"[0.7962, 0.5719]","[5, 4]","[[buy, year, son, love], [father, love, case, use, today, slim, handle, remove, replace]]","[[buy year son love, 0.7962, 5], [father love case use today slim handle remove replace, 0.5719, 4]]"
B00EOJ14QM,[0.6369],[4],"[[fit, phone]]","[[fit phone, 0.6369, 4]]"
B00EZP8SSW,[0.0],[1],"[[take, hour, charge, battery]]","[[take hour charge battery, 0.0, 1]]"
B00F87TE70,"[0.4939, 0.5994]","[5, 5]","[[sister, law, love]]","[[sister law love, 0.4939, 5], [, 0.5994, 5]]"
B00F8OLUO8,[0.6249],[5],"[[case, sturdy, looking]]","[[case sturdy looking, 0.6249, 5]]"
B00FEGO60K,[0.34],[5],"[[show, kpop, pride]]","[[show kpop pride, 0.34, 5]]"
B00FJDQJ0S,[-0.1341],[3],"[[case, fine, recommend, housingstoring, credit, card, take, case, time, want, use, case]]","[[case fine recommend housingstoring credit card take case time want use case, -0.1341, 3]]"
B00FM7R1WG,[-0.6389],[1],"[[phone, piece, freeze, make, mine, day, mad, threw, wall]]","[[phone piece freeze make mine day mad threw wall, -0.6389, 1]]"
B00FOIVXN6,[0.9403],[5],"[[case, amaze, picture, pixelated, detail, case, expect, case, great, price]]","[[case amaze picture pixelated detail case expect case great price, 0.9403, 5]]"
B00FRBVMLS,[0.6249],[5],"[[product, time, ]]","[[product time , 0.6249, 5]]"
B00FYIUCB0,[0.7964],[5],"[[iphone, c, case, find, bright, screen, cover]]","[[iphone c case find bright screen cover, 0.7964, 5]]"
B00G024X32,"[0.6369, 0.7501]","[5, 5]","[[happy, hold, iphone, look], [mount, lexus, hold, note, shock, absorption, case, design]]","[[happy hold iphone look, 0.6369, 5], [mount lexus hold note shock absorption case design, 0.7501, 5]]"
B00GBUIE2Y,"[0.6249, -0.296]","[5, 1]","[[dont, need, use], [work]]","[[dont need use, 0.6249, 5], [work, -0.296, 1]]"
B00GP3NTN6,[0.4497],[1],"[[say, phone, unlock, try, use, sim, card, work, ask, password, password, send, please]]","[[say phone unlock try use sim card work ask password password send please, 0.4497, 1]]"
B00GQJY3WU,[0.0],[3],"[[st, work, box, get, replacement]]","[[st work box get replacement, 0.0, 3]]"
B00GS89XS8,[-0.8179],[2],"[[product, complicate, application, buy, glass, screen, protector, alternative]]","[[product complicate application buy glass screen protector alternative, -0.8179, 2]]"
B00GZSPQ00,"[-0.6416, 0.8639]","[2, 4]","[[case, smell, rotten, egg, let, day, smell, disappoint], [case, great, fit, job, great, price, reason, didnt, give, star, problem, others, smell, smell, couple, foot, rotten, egg, smell, idk, change, otherwise, great, case]]","[[case smell rotten egg let day smell disappoint, -0.6416, 2], [case great fit job great price reason didnt give star problem others smell smell couple foot rotten egg smell idk change otherwise great case, 0.8639, 4]]"
B00H14RQPK,[-0.357],[1],"[[work, glad, pay]]","[[work glad pay, -0.357, 1]]"
B00H38YZ0I,"[0.6249, 0.0]","[5, 5]","[[everythings, great]]","[[everythings great, 0.6249, 5], [, 0.0, 5]]"
B00H4O0EZG,[-0.5759],[2],"[[case, mean, indeed, slim, corner, snap, phone, side, leather, grip, extend, phone, plastic, material, feel, flimsy, dont, feel, assure, phone, drop, case, stand, impact]]","[[case mean indeed slim corner snap phone side leather grip extend phone plastic material feel flimsy dont feel assure phone drop case stand impact, -0.5759, 2]]"
B00H5VMP6E,[0.0],[5],"[[black, gasket, work, case]]","[[black gasket work case, 0.0, 5]]"
B00H8WD4I8,[0.2732],[5],"[[hold, time]]","[[hold time, 0.2732, 5]]"
B00HA6ACW8,[-0.128],[5],"[[work, tough]]","[[work tough, -0.128, 5]]"
B00HFRX3M8,[0.4404],[5],[[deal]],"[[deal, 0.4404, 5]]"
B00HX3G6J6,"[0.0, 0.0]","[5, 3]","[[seems, always, get, people, make, send, curl, edge, todays, smartphones, need, screen, protector]]","[[seems always get people make send curl edge todays smartphones need screen protector, 0.0, 5], [, 0.0, 3]]"
B00HX8TJDQ,[0.7255],[4],"[[price, battery, getting, work]]","[[price battery getting work, 0.7255, 4]]"
B00HXKN4B2,"[0.8074, 0.4404]","[5, 3]","[[fit, put, bubble, depend, case, corner, push, bit]]","[[fit put bubble depend case corner push bit, 0.8074, 5], [, 0.4404, 3]]"
B00HY3HT2S,[-0.2617],[3],"[[disappointingbr, br, fold, dollar, bill, make, there, way, call, money, clipbr, br, hold]]","[[disappointingbr br fold dollar bill make there way call money clipbr br hold, -0.2617, 3]]"
B00HZUVKP2,"[0.5256, 0.6249]","[5, 5]","[[simple, case, work, phone], [case, hold, maxboost, say, impress, surpass, expectation]]","[[simple case work phone, 0.5256, 5], [case hold maxboost say impress surpass expectation, 0.6249, 5]]"
B00IAPY10C,[0.836],[4],"[[awesome, quality, amaze]]","[[awesome quality amaze, 0.836, 4]]"
B00IOWME14,[0.5859],[4],"[[submit, review, itseems, winner]]","[[submit review itseems winner, 0.5859, 4]]"
B00IPQA7FO,"[0.807, -0.1779]","[5, 5]","[[awesome, agile], [mount, fall, fact, suction, cup, difficult, move, purchase, car, seeing, action, parent, buy, car, fit, iphone, husband, lg, dad, htc, fine]]","[[awesome agile, 0.807, 5], [mount fall fact suction cup difficult move purchase car seeing action parent buy car fit iphone husband lg dad htc fine, -0.1779, 5]]"
B00ITITME0,[-0.7003],[1],"[[wait, insane, amount, time, tablet, doesnt, stay, loose, make, cushion, fell, day, get, pay]]","[[wait insane amount time tablet doesnt stay loose make cushion fell day get pay, -0.7003, 1]]"
B00IZLZB96,"[0.8858, 0.5859]","[5, 5]","[[godsend, travel], [use, week, isle, work, usb, port, cell, phone, ipad, halo, friend, forgot, kindle, charger]]","[[godsend travel, 0.8858, 5], [use week isle work usb port cell phone ipad halo friend forgot kindle charger, 0.5859, 5]]"
B00J0KL4M4,"[0.3543, 0.5719, 0.7964]","[5, 5, 5]","[[arrive, product], [cover, work, phone, smart, phone, phone], [use]]","[[arrive product, 0.3543, 5], [cover work phone smart phone phone, 0.5719, 5], [use, 0.7964, 5]]"
B00JAI0PH6,[0.9538],[5],"[[purchase, case, replace, sticker, style, qi, receiver, use, solution, case, perfect, fit, make, quality, material, look, stylish, oem, battery, cover, happy, battery, cover, price, offer]]","[[purchase case replace sticker style qi receiver use solution case perfect fit make quality material look stylish oem battery cover happy battery cover price offer, 0.9538, 5]]"
B00JCZ2WGO,"[0.8957, 0.3389]","[3, 3]","[[okay, case, iphone, fit, kind, bit, awkward, hand, compare, case, price, work, fit, bit, need, settle, phone, guess, way, put, felt, phone, go, fall, front, doesnt, overlap, edge, hasnt], [star, fit, snug, look, cool]]","[[okay case iphone fit kind bit awkward hand compare case price work fit bit need settle phone guess way put felt phone go fall front doesnt overlap edge hasnt, 0.8957, 3], [star fit snug look cool, 0.3389, 3]]"
B00JE13VES,[0.6249],[5],[[case]],"[[case, 0.6249, 5]]"
B00JEYM1AU,[0.7544],[3],"[[buy, mobilens, pack, birthday, gift, seem, alright, come, package, clip, iphone, phone, case, feel, serf, purpose, give, star, clip, iphone, case, hassle, use, seem, flimsier, picture, wouldnt, recommend]]","[[buy mobilens pack birthday gift seem alright come package clip iphone phone case feel serf purpose give star clip iphone case hassle use seem flimsier picture wouldnt recommend, 0.7544, 3]]"
B00JH42E4A,"[0.4927, 0.4927]","[4, 4]","[[proctects, cell, phone]]","[[proctects cell phone, 0.4927, 4], [, 0.4927, 4]]"
B00JJLP3GM,[0.8591],[5],"[[buy, uncle, nice, case, sturdy, feel, cell, phone, look, well]]","[[buy uncle nice case sturdy feel cell phone look well, 0.8591, 5]]"
B00JO307ZW,"[0.25, 0.8016, 0.8442, 0.3818]","[5, 5, 2, 3]","[[perfect, charge, station, issue, incline, ipad, keep, slide, surface, charge, fix, issue, adding, non, slip, rubber, matbr, br, update, th, november, purchase, item, august, work, week, stop, work, downgrading, rating, reflect], [neater, way, storeuse, cord], [use, office, clean, look, month, use, hold, market], [stay, onbr, cant, emphasize, wont, stay, onbr, idea, reduce, clutter, table, darn, top, cover, wont, stay]]","[[perfect charge station issue incline ipad keep slide surface charge fix issue adding non slip rubber matbr br update th november purchase item august work week stop work downgrading rating reflect, 0.25, 5], [neater way storeuse cord, 0.8016, 5], [use office clean look month use hold market, 0.8442, 2], [stay onbr cant emphasize wont stay onbr idea reduce clutter table darn top cover wont stay, 0.3818, 3]]"
B00JPHNDTO,[0.2732],[5],"[[item, fit]]","[[item fit, 0.2732, 5]]"
B00JYZPQI8,"[-0.3215, 0.1301, 0.0, 0.3612, 0.875, 0.1506, 0.0, 0.879]","[1, 4, 1, 1, 5, 3, 4, 5]","[[case, customer, service], [drop, phone, digitizer, case, suppose, protection, wasnt], [crystal, clear, fit, phone, put, skin, artwork, show, buy, case, design, ive, drop, time, nothing, happen, hard, get, volume, button, reason, buy], [case, work, husband, samsung, issue, company, make, thing, husband, doesnt, care, bottom, say, case, wording, clear, fit, snug], [buy, amazon, look, review, today, phone, fell, face, floor, screen, crack, point, impact, sideedge, case, cover, power, button, cover, didnt, absorb, impact, dont, recommend, buy, cover], [product, describe], [cover, problem, fit, tight, leave, gap, leave, side, let, moisture, show, phone], [return, hiw, say, thisl, look, water, phone, look, terriblesorry]]","[[case customer service, -0.3215, 1], [drop phone digitizer case suppose protection wasnt, 0.1301, 4], [crystal clear fit phone put skin artwork show buy case design ive drop time nothing happen hard get volume button reason buy, 0.0, 1], [case work husband samsung issue company make thing husband doesnt care bottom say case wording clear fit snug, 0.3612, 1], [buy amazon look review today phone fell face floor screen crack point impact sideedge case cover power button cover didnt absorb impact dont recommend buy cover, 0.875, 5], [product describe, 0.1506, 3], [cover problem fit tight leave gap leave side let moisture show phone, 0.0, 4], [return hiw say thisl look water phone look terriblesorry, 0.879, 5]]"
B00JZGKX4S,[0.3483],[5],"[[work, know, fall, pool, get, catch, rain, problem]]","[[work know fall pool get catch rain problem, 0.3483, 5]]"
B00KGHKH32,[0.807],[5],"[[item, deliver, time, describe, went, working, great]]","[[item deliver time describe went working great, 0.807, 5]]"
B00KL7ZASY,[0.8748],[5],"[[im, happy, case, receive, mannerit, nice, fix, wellbr, thank, amazon, ]]","[[im happy case receive mannerit nice fix wellbr thank amazon , 0.8748, 5]]"
B00KQ9GL08,[0.7506],[5],"[[case, protects, phone]]","[[case protects phone, 0.7506, 5]]"
B00KQYH65M,[-0.3612],[2],"[[difficult, get, air, bubble, shield]]","[[difficult get air bubble shield, -0.3612, 2]]"
B00KT1NDWW,[0.0],[1],[[junk]],"[[junk, 0.0, 1]]"
B00KTADODQ,[0.5994],[5],[[love]],"[[love, 0.5994, 5]]"
B00KUZK9YW,[-0.4767],[1],"[[charger, suck, cord, start, fray, falling, apart, less, week, metal, thing, thatplugs, phone, come, time, use]]","[[charger suck cord start fray falling apart less week metal thing thatplugs phone come time use, -0.4767, 1]]"
