B0002OPKC2,[0.6779],[5],"[[sound, surprising]]","[[sound surprising, 0.6779, 5]]"
B0066WVKKA,[0.5859],[5],"[[duty, case, second, drop, case, van, damage, phone, case, builtin, screen, protector, recommend, buy, gorilla, clear, tape, put, face, screen, protector, protect, builtin, screen, scratch, wear, time, tape, get, scratch, compromise, peel, put, piece, recommend, case]]","[[duty case second drop case van damage phone case builtin screen protector recommend buy gorilla clear tape put face screen protector protect builtin screen scratch wear time tape get scratch compromise peel put piece recommend case, 0.5859, 5]]"
B006G8ILJC,[0.5719],[5],"[[excellent, product]]","[[excellent product, 0.5719, 5]]"
B006GQWTZQ,[0.0],[5],"[[keep, come, phone, accessory]]","[[keep come phone accessory, 0.0, 5]]"
B007406HOC,[0.0],[1],[[make]],"[[make, 0.0, 1]]"
B007VGR3HY,[0.8074],[4],"[[item, come]]","[[item come, 0.8074, 4]]"
B0087FE01U,"[0.296, 0.764]","[5, 5]","[[ok], [fit, pocket, cheap, cute]]","[[ok, 0.296, 5], [fit pocket cheap cute, 0.764, 5]]"
B008HP4TP2,[0.6956],[5],"[[stylus, disappear, grandchildren, cleaning, cloth, pleasant, surprise]]","[[stylus disappear grandchildren cleaning cloth pleasant surprise, 0.6956, 5]]"
B009RFC4IU,"[0.4404, 0.6969]","[4, 5]","[[item, sturdy, price, thank], [case]]","[[item sturdy price thank, 0.4404, 4], [case, 0.6969, 5]]"
B009W32PW2,[0.7269],[3],"[[case, price]]","[[case price, 0.7269, 3]]"
B00A87K5SW,[0.7579],[5],"[[phone, case, br, please, keep, quality, dont, change]]","[[phone case br please keep quality dont change, 0.7579, 5]]"
B00AEKEA48,[-0.2732],[3],"[[work, year, cut]]","[[work year cut, -0.2732, 3]]"
B00ANW2KTY,[0.0],[5],"[[aaa, order]]","[[aaa order, 0.0, 5]]"
B00BGYQB0M,[0.8658],[5],"[[fit, daughter, ipod, come, drop, design]]","[[fit daughter ipod come drop design, 0.8658, 5]]"
B00BJN7BPE,[0.7351],[5],"[[cheap, make, protects, phone, access, charge, ear, plug, line]]","[[cheap make protects phone access charge ear plug line, 0.7351, 5]]"
B00D7GLEJU,"[0.0, 0.8122, 0.6369, 0.9512]","[4, 5, 5, 5]","[[case, fit, love], [case, great, didnt, think, kickstand, come, doesnt, make, phone, drop, phone, time, height, protect, screen], [love, casebr, well, expect], [describe]]","[[case fit love, 0.0, 4], [case great didnt think kickstand come doesnt make phone drop phone time height protect screen, 0.8122, 5], [love casebr well expect, 0.6369, 5], [describe, 0.9512, 5]]"
B00D7YSGUC,"[0.4404, 0.807]","[5, 3]","[[last, month, ok, price, case, slim, fit, g, need, take, cover, phone, time, tends, break], [case, buy, gift, brother, box]]","[[last month ok price case slim fit g need take cover phone time tends break, 0.4404, 5], [case buy gift brother box, 0.807, 3]]"
B00D94Y9AQ,[0.7964],[5],"[[buy, gift, parent, love]]","[[buy gift parent love, 0.7964, 5]]"
B00DDI9CWI,[0.9273],[5],"[[girl, love, product, work, drop, phone, time, case, save, phone, recommend, product]]","[[girl love product work drop phone time case save phone recommend product, 0.9273, 5]]"
B00DUFFPAW,"[0.7906, 0.4404, 0.6369, 0.0]","[5, 5, 5, 5]","[[want], [ship, time, frame, thanks], [work]]","[[want, 0.7906, 5], [ship time frame thanks, 0.4404, 5], [work, 0.6369, 5], [, 0.0, 5]]"
B00DYTCV38,[0.6124],[5],"[[work, right, shouldnt, darn, im, glad]]","[[work right shouldnt darn im glad, 0.6124, 5]]"
B00DYX5DYI,"[0.4929, 0.4404, 0.8658, -0.6597, 0.8316, 0.0, -0.8978, 0.128, 0.4215, -0.4585]","[5, 5, 5, 2, 5, 4, 5, 2, 5, 1]","[[case, get, moisture, itbr, time, hearing, wellbr, okay], [case, good, none, charge, cord, access, poor, pain, buy], [g, year, case, save, time, case, keep, reserve], [couldnt, take, unit, apart, take, retailer, couldnt, get, apart, suggest, knock, couldnt, get, apart, order, didnt, sent], [case, wish, mention, register, instal, need, number, inside, case, register, case, difficult, couple, scuff, affect, case, usage, headphone, jack, deep, price, drop, getting, case, heart, sank, worry, damage], [purchase, case, husband, work, steel, metal, manufacturing, phone, case, keep, phone, protect, environment, endure, basis, case, protect, phone, paint, metal, debris, drop, time, cant, say, thing, brand, purchase, lifeproof, case, buy, phone], [advertise, protect, phone, strange, construction, knockoff], [buy, friend, love, save, buck], [receive, case, day, leaving, vacationbr, use, day, river, seabr, work, excellent, money, underwater, camera, photo, videosbr, dropstested]]","[[case get moisture itbr time hearing wellbr okay, 0.4929, 5], [case good none charge cord access poor pain buy, 0.4404, 5], [g year case save time case keep reserve, 0.8658, 5], [couldnt take unit apart take retailer couldnt get apart suggest knock couldnt get apart order didnt sent, -0.6597, 2], [case wish mention register instal need number inside case register case difficult couple scuff affect case usage headphone jack deep price drop getting case heart sank worry damage, 0.8316, 5], [purchase case husband work steel metal manufacturing phone case keep phone protect environment endure basis case protect phone paint metal debris drop time cant say thing brand purchase lifeproof case buy phone, 0.0, 4], [advertise protect phone strange construction knockoff, -0.8978, 5], [buy friend love save buck, 0.128, 2], [receive case day leaving vacationbr use day river seabr work excellent money underwater camera photo videosbr dropstested, 0.4215, 5], [, -0.4585, 1]]"
B00E0SZUL2,[0.8937],[5],"[[look, feel, snap]]","[[look feel snap, 0.8937, 5]]"
B00EOU40TE,[0.6249],[5],"[[work, great, adjust, angle, fish, finder, see]]","[[work great adjust angle fish finder see, 0.6249, 5]]"
B00ESH4IHC,[0.8267],[4],"[[buy, gift, friend, love, take, star, arent, fit, lg, m]]","[[buy gift friend love take star arent fit lg m, 0.8267, 4]]"
B00ESL7FVE,[0.0],[5],"[[device, hold, nokia, lumia, icon, phone]]","[[device hold nokia lumia icon phone, 0.0, 5]]"
B00EYS9K2I,[0.2023],[4],"[[keep, phone, dont, expect, charge]]","[[keep phone dont expect charge, 0.2023, 4]]"
B00F3IWMIM,[0.6115],[5],"[[wife, happy]]","[[wife happy, 0.6115, 5]]"
B00F8BM2G6,"[0.0, 0.7269]","[1, 4]","[[charge, take, hour, total, im, please, buy, cell, phone, battery, amazon, recommend, im, use, charge, anyone, say, unlimited, power], [work]]","[[charge take hour total im please buy cell phone battery amazon recommend im use charge anyone say unlimited power, 0.0, 1], [work, 0.7269, 4]]"
B00FLL63VI,"[0.0516, 0.0]","[1, 1]","[[order, year, send, faulty, mix, match, digitizer, screen, sent, promise, sent, month, nothing], [doesnt, work]]","[[order year send faulty mix match digitizer screen sent promise sent month nothing, 0.0516, 1], [doesnt work, 0.0, 1]]"
B00FZB7IGS,[0.8316],[5],"[[excellent, service]]","[[excellent service, 0.8316, 5]]"
B00G5TS8JK,[0.1872],[5],"[[phone, case, exceed, expectation, cookie, please, isnt, bulky, entire, bezel, phone, protect, port, cut, precision, button, offer, response, case, offer, slight, lip, protruding, screen, argue, offer, layer, protection, case, doesnt, effect, ability, detach, include, quality, qmadix, series, case, make, consider, temper, glass, screen, protector, competitor, price, difference]]","[[phone case exceed expectation cookie please isnt bulky entire bezel phone protect port cut precision button offer response case offer slight lip protruding screen argue offer layer protection case doesnt effect ability detach include quality qmadix series case make consider temper glass screen protector competitor price difference, 0.1872, 5]]"
B00GTY1OB0,[0.7351],[5],"[[fit, work]]","[[fit work, 0.7351, 5]]"
B00H1O5EM2,[0.8355],[5],"[[use, sound, get, sort, use, tooth, connection, playing, stuff, phone, quality, phone, call, use, radio, put, mike, clip, rear, view, mirror, suggestion, place]]","[[use sound get sort use tooth connection playing stuff phone quality phone call use radio put mike clip rear view mirror suggestion place, 0.8355, 5]]"
B00HOBYYJG,"[-0.4585, 0.567, 0.6369, 0.8375]","[2, 4, 5, 2]","[[case, cute, protection, good, look], [expect, picture, sticker, happy, ], [broke, monthsbr]]","[[case cute protection good look, -0.4585, 2], [expect picture sticker happy , 0.567, 4], [broke monthsbr, 0.6369, 5], [, 0.8375, 2]]"
B00HUTGRKG,"[0.7677, 0.9402]","[2, 5]","[[try, kit, use, tool, nicer, kit, ive, purchase, screen, image, look, attempting, iphone, screen, replacement, make, sure, get, digitizer, get, glass, replacement, digitizer, glue, glass, need, heat, gun, soften, glue, get, break, glass, get, digitizer, recommend, dont, rush, make, hour, set], [fix, iphones, side, job, recommend, buy, screen, telling, screen, come, condition, gram, attach, glass, come, apart, show, come, inside, phone, frustrate, way, attach, plastic, glass, please, take, consideration, make, screen]]","[[try kit use tool nicer kit ive purchase screen image look attempting iphone screen replacement make sure get digitizer get glass replacement digitizer glue glass need heat gun soften glue get break glass get digitizer recommend dont rush make hour set, 0.7677, 2], [fix iphones side job recommend buy screen telling screen come condition gram attach glass come apart show come inside phone frustrate way attach plastic glass please take consideration make screen, 0.9402, 5]]"
B00HWL4N1C,[-0.4767],[2],"[[try, install, rv, keep, whistle, turn, draw, volt, disappoint]]","[[try install rv keep whistle turn draw volt disappoint, -0.4767, 2]]"
B00HY687FI,[0.6249],[5],[[protector]],"[[protector, 0.6249, 5]]"
B00HZTONR0,[0.7783],[5],"[[super, shield, use, apply, phone]]","[[super shield use apply phone, 0.7783, 5]]"
B00IMVHR32,[0.3182],[3],"[[solve, problem, device, thanks]]","[[solve problem device thanks, 0.3182, 3]]"
B00IP1Z4A2,[0.5267],[5],"[[cool, product, work]]","[[cool product work, 0.5267, 5]]"
B00IPPVD9E,[0.9042],[5],"[[everyone, home, sit, front, nissan, quest, love, get, screen, gpsradio, dirty, order, prepare, clean, screen, instal, screen, protector, easy, clean, show, fingerprint, mark, recommend, vehicle, give, cost]]","[[everyone home sit front nissan quest love get screen gpsradio dirty order prepare clean screen instal screen protector easy clean show fingerprint mark recommend vehicle give cost, 0.9042, 5]]"
B00IWL77YG,[-0.3071],[2],"[[buy, wife, side, side, day, register, half, activity, device, pin, point, issue, cap, fell, week, order, replacement, jawbone, website, deal, issue]]","[[buy wife side side day register half activity device pin point issue cap fell week order replacement jawbone website deal issue, -0.3071, 2]]"
B00J2MRZLO,[0.6369],[5],"[[wallet, phone, room, moneycheckscredit, card, phone, pocket, oh, order, wear, purchase, strap]]","[[wallet phone room moneycheckscredit card phone pocket oh order wear purchase strap, 0.6369, 5]]"
B00J39QGZC,"[0.4404, 0.8922, 0.644, 0.0, 0.7932, 0.7776, 0.0]","[5, 5, 5, 5, 5, 5, 5]","[[love, device, get, tire, run, juice, get, find, wait, auto, dealership, drs, office, etc, charge, try, home, work, havent, receive, see, convenient, im, sure, shipping, thanks], [say, buy, cheap, price, say, thing, hold, charge, charge, phone, x, charge, awesome, product], [excelent, product], [amaze, never, problem, always, keep, handbag], [cheap, cheap, didnt, design, thought, id, lose, hold, charge, charge, week, find, backup, cell, phone, golf, range, finder, etc], [last, charge, iphone, ], [light, weight, charger]]","[[love device get tire run juice get find wait auto dealership drs office etc charge try home work havent receive see convenient im sure shipping thanks, 0.4404, 5], [say buy cheap price say thing hold charge charge phone x charge awesome product, 0.8922, 5], [excelent product, 0.644, 5], [amaze never problem always keep handbag, 0.0, 5], [cheap cheap didnt design thought id lose hold charge charge week find backup cell phone golf range finder etc, 0.7932, 5], [last charge iphone , 0.7776, 5], [light weight charger, 0.0, 5]]"
B00J6HIUBO,"[0.7845, 0.6249, 0.5994, 0.0, 0.6997, 0.8173, 0.8126, 0.3818]","[5, 5, 2, 4, 5, 5, 5, 5]","[[phone, cover, last, get, scratch, month, price], [satified], [product], [nice, screen, protector, price], [protect, screen, phone], [provide, protection, phone, finger, print, scratch, like, seem, cut, glare, see, screen, use], [putting, screen, protector, come, pack, perfect, phone, take, lot, abuse, please, ease, get, hang, durability, product, great, buy], [screen, protector, fit, degrade, resolution, take, put, protector, trash]]","[[phone cover last get scratch month price, 0.7845, 5], [satified, 0.6249, 5], [product, 0.5994, 2], [nice screen protector price, 0.0, 4], [protect screen phone, 0.6997, 5], [provide protection phone finger print scratch like seem cut glare see screen use, 0.8173, 5], [putting screen protector come pack perfect phone take lot abuse please ease get hang durability product great buy, 0.8126, 5], [screen protector fit degrade resolution take put protector trash, 0.3818, 5]]"
B00JBYPNPS,[0.807],[5],"[[quality, price, arrive]]","[[quality price arrive, 0.807, 5]]"
B00JK3DX8Y,[0.0],[3],"[[phone, run, facebook, apps]]","[[phone run facebook apps, 0.0, 3]]"
B00JKUAAHO,[0.6249],[5],"[[case, buy]]","[[case buy, 0.6249, 5]]"
B00JVDWHSK,[0.6369],[5],"[[quality, case, spot, buy, couple, brand, wallet, style, case, made, quality, material, sew]]","[[quality case spot buy couple brand wallet style case made quality material sew, 0.6369, 5]]"
B00JW6CFYW,[0.0],[4],"[[case, tend, make, phone, overheat]]","[[case tend make phone overheat, 0.0, 4]]"
B00JYH526M,[0.5913],[3],"[[receive, item, today, fit, blackberry, z, open, package, remove, trident, case, try, fit, tight, flap, close, color, keep, flap, close, back, go, manufacturer, need, redesign, idea]]","[[receive item today fit blackberry z open package remove trident case try fit tight flap close color keep flap close back go manufacturer need redesign idea, 0.5913, 3]]"
B00JYKGFOW,"[0.0, -0.6023]","[1, 2]","[[screen, protector, look, installs, week, protector, start, chip, home, button, day, get, think, get, piece, thumb, recommend, product], [glass, week, lift, edge]]","[[screen protector look installs week protector start chip home button day get think get piece thumb recommend product, 0.0, 1], [glass week lift edge, -0.6023, 2]]"
B00K44HAP0,[0.7003],[5],"[[come, please, product, work, phone]]","[[come please product work phone, 0.7003, 5]]"
B00K69P5LE,[0.9065],[5],"[[receive, mail, today, day, order, shipping, info, say, wouldnt, th, satifised, cute, bright, color, nice, fit, case]]","[[receive mail today day order shipping info say wouldnt th satifised cute bright color nice fit case, 0.9065, 5]]"
B00K7DJRB8,"[0.5719, 0.6369]","[5, 4]","[[happy, purchase]]","[[happy purchase, 0.5719, 5], [, 0.6369, 4]]"
B00KDCG5WC,[0.0],[1],"[[give, fast, buy]]","[[give fast buy, 0.0, 1]]"
B00KFOHEA0,[0.6908],[5],"[[satisfy, thanks]]","[[satisfy thanks, 0.6908, 5]]"
B00KG45W08,"[0.8979, 0.4927, 0.4927]","[5, 5, 5]","[[order, super, please, price, product, awesome, hold, charge, keep, family, go, take, picture, etc, phone, family, vacation, school, field, trip], [poweradd, convenient, please, product]]","[[order super please price product awesome hold charge keep family go take picture etc phone family vacation school field trip, 0.8979, 5], [poweradd convenient please product, 0.4927, 5], [, 0.4927, 5]]"
B00KH3SZTS,[0.0],[4],"[[web, sight, packaging, direction, use, wireless, setup, give, star]]","[[web sight packaging direction use wireless setup give star, 0.0, 4]]"
B00KL5QP2G,[0.0],[3],"[[mix, feeling]]","[[mix feeling, 0.0, 3]]"
B00KQYIUFC,[0.7579],[5],"[[plug, play, melt, face, amp, lot, feature]]","[[plug play melt face amp lot feature, 0.7579, 5]]"
B00L1A5OAO,[0.5719],[5],"[[daughter, love]]","[[daughter love, 0.5719, 5]]"
B00L4EFZIS,[0.6249],[5],[[awesome]],"[[awesome, 0.6249, 5]]"
B00LB140O4,[0.9274],[4],"[[case, come, day, love, love, color]]","[[case come day love love color, 0.9274, 4]]"
B00LBPM1FA,[0.0],[5],[[want]],"[[want, 0.0, 5]]"
B00LETVK8W,[-0.8176],[1],"[[stick, windshield, state, day, phone, case, way, stick, daysbr, stick, unit, fell, hit, floor, broke, iphone, glass, thing, cost, hundred, buck, phonebr, include, cost, unit, cause, phone, glass, brake]]","[[stick windshield state day phone case way stick daysbr stick unit fell hit floor broke iphone glass thing cost hundred buck phonebr include cost unit cause phone glass brake, -0.8176, 1]]"
B00LF5H5M0,"[0.8354, 0.2263]","[5, 4]","[[case, hold, stand], [arrive, time, surprise, combine, item]]","[[case hold stand, 0.8354, 5], [arrive time surprise combine item, 0.2263, 4]]"
B00LS8I33O,[0.1531],[1],"[[try, install, work, screen, thick, part, dont, match, might, send, try, contact, seller]]","[[try install work screen thick part dont match might send try contact seller, 0.1531, 1]]"
B00M6IW7K0,"[0.9144, -0.8073]","[5, 1]","[[come, time, super, cute, doesnt, cheap, look, image, isnt, focus, hop, slightest, bit, grainy, otherwise, im, order, house, design, btw], [disappointment, cover, place, bottom, edge, phone, phone, protect, case, phone, get, sit, counter, unused]]","[[come time super cute doesnt cheap look image isnt focus hop slightest bit grainy otherwise im order house design btw, 0.9144, 5], [disappointment cover place bottom edge phone phone protect case phone get sit counter unused, -0.8073, 1]]"
B00M8IBWUY,[0.8793],[5],"[[enjoy, havent, problem, work]]","[[enjoy havent problem work, 0.8793, 5]]"
B00M8RJY8W,[0.6213],[5],[[]],"[[, 0.6213, 5]]"
B00MAHW2HA,"[0.0, 0.9041]","[5, 5]","[[get, year, son, friend, love, attractive, phone, work], [excelent]]","[[get year son friend love attractive phone work, 0.0, 5], [excelent, 0.9041, 5]]"
B00MAWIEI6,[0.7096],[5],"[[nice, color, sleepery]]","[[nice color sleepery, 0.7096, 5]]"
B00MFTWUCA,[0.3818],[5],"[[case, get, galaxy, core, prime]]","[[case get galaxy core prime, 0.3818, 5]]"
B00MG21NCY,"[0.926, -0.0521]","[5, 2]","[[case, g, perfect, watchingthe, kickstand, awesome, dont, hold, worry, fall, protects, phone, havent, test, dropability]]","[[case g perfect watchingthe kickstand awesome dont hold worry fall protects phone havent test dropability, 0.926, 5], [, -0.0521, 2]]"
B00MQEKS5K,[-0.2755],[1],"[[phone, get, wet, recommend]]","[[phone get wet recommend, -0.2755, 1]]"
B00MQSJ1Q8,"[0.1655, 0.7964]","[3, 5]","[[case, classy, look], [drop, portion, case, broke, day, receive]]","[[case classy look, 0.1655, 3], [drop portion case broke day receive, 0.7964, 5]]"
B00N0QX288,"[0.9509, 0.0, -0.1779]","[4, 1, 5]","[[jambox, know, quality, jawbone, start, research, online, bigger, speaker, narrow, jambox, bose, ue, megaboom, jbl, charge, see, youtube, video, ambox, go, head, head, bose, soundlink, kill, done, deal, refurbish, im, happy, man, use, eliminate, wire, clunky, computer, speaker, inside, iphone, tablet, laptop, desktop, everything, boooyaa, end], [speaker, use, super, loud, indoors, outdoor, space, look, something, louder, indoor, spacebr, good, solid, speakerbr, seller, great], [garbage, dent, scratch, color, fade]]","[[jambox know quality jawbone start research online bigger speaker narrow jambox bose ue megaboom jbl charge see youtube video ambox go head head bose soundlink kill done deal refurbish im happy man use eliminate wire clunky computer speaker inside iphone tablet laptop desktop everything boooyaa end, 0.9509, 4], [speaker use super loud indoors outdoor space look something louder indoor spacebr good solid speakerbr seller great, 0.0, 1], [garbage dent scratch color fade, -0.1779, 5]]"
B00N3IKC1S,[0.9042],[5],"[[look, great, install, protect, phone]]","[[look great install protect phone, 0.9042, 5]]"
B00N3NXFT4,[0.6249],[5],"[[monitor, sailboat, system, permit, monitor, solar, generator, charge, underway]]","[[monitor sailboat system permit monitor solar generator charge underway, 0.6249, 5]]"
B00N57VNZ6,[-0.4215],[1],"[[belt, holder, stiches, break, week]]","[[belt holder stiches break week, -0.4215, 1]]"
B00N6F0OMA,[-0.5594],[3],"[[didnt, hold, look, lot, broke]]","[[didnt hold look lot broke, -0.5594, 3]]"
B00N9TE6CC,"[0.4404, 0.3612]","[5, 5]","[[sturdy, cradle, phone]]","[[sturdy cradle phone, 0.4404, 5], [, 0.3612, 5]]"
B00NBA1S8Y,[0.2111],[2],"[[broke, bum]]","[[broke bum, 0.2111, 2]]"
B00NC8PMUK,[0.9313],[5],"[[amaze, device, know, id, love, thing, joke, compare, wish, battery, longer, im, hop, model, come, battery, get, day, use, watch, days, lucky, charge, charge, quick, thats, nice]]","[[amaze device know id love thing joke compare wish battery longer im hop model come battery get day use watch days lucky charge charge quick thats nice, 0.9313, 5]]"
B00NF48OZ6,[0.976],[4],"[[case, wish, easier, clean, white, rubber, trim, buy, idea, see, get, dirty, clean, need, mine, stain, color, try, soak, bleach, water, oxi, clean, seem, help, need, research, well, way, clean, rubber, order, color, something, consideration, hate, live, disposablybr, br, nice, case, price, adequate, protection, year, daughter, get, ahold, phone]]","[[case wish easier clean white rubber trim buy idea see get dirty clean need mine stain color try soak bleach water oxi clean seem help need research well way clean rubber order color something consideration hate live disposablybr br nice case price adequate protection year daughter get ahold phone, 0.976, 4]]"
