1059844575,"[0.6249, 0.6249]","[5, 5]","[[get, time], [work, great, advertise]]","[[get time, 0.6249, 5], [work great advertise, 0.6249, 5]]"
B008XFKW7U,[0.0],[5],"[[work, describe, get, need]]","[[work describe get need, 0.0, 5]]"
B00972M9VK,"[0.0, 0.8225, 0.8625]","[3, 4, 5]","[[work, great, sound, operate, use, unit], [figure, program, scanner], [scanner, work, far, havent, explore, capability]]","[[work great sound operate use unit, 0.0, 3], [figure program scanner, 0.8225, 4], [scanner work far havent explore capability, 0.8625, 5]]"
B009LRNLW2,"[0.296, 0.3612, 0.0]","[1, 5, 2]","[[phone, hold, charge, disconnect, incoming, outgoing, call], [take, week, tracfone, instal, simcard, get, thing, function, simcards, region, exercise, caution, order, online, anyone, tracfone]]","[[phone hold charge disconnect incoming outgoing call, 0.296, 1], [take week tracfone instal simcard get thing function simcards region exercise caution order online anyone tracfone, 0.3612, 5], [, 0.0, 2]]"
B009XOSLG4,[0.8807],[5],"[[perfect, phone, cover, hawk, fan, arrive, thanx]]","[[perfect phone cover hawk fan arrive thanx, 0.8807, 5]]"
B009Y103AI,[0.4404],[3],"[[seller, phone, alot]]","[[seller phone alot, 0.4404, 3]]"
B00AB3XK1W,[0.4404],[4],"[[protection, seem, cause, pod, overheat]]","[[protection seem cause pod overheat, 0.4404, 4]]"
B00AQMHZBY,[0.0],[5],[[style]],"[[style, 0.0, 5]]"
B00B1L097Q,[-0.296],[5],"[[take, ten, day, damage, case, fade, color]]","[[take ten day damage case fade color, -0.296, 5]]"
B00B9AS80O,[-0.8951],[1],"[[case, son, phone, drop, face, shatter, bought, girlfriend, get, wet, destroy, phone, recommend, case, price]]","[[case son phone drop face shatter bought girlfriend get wet destroy phone recommend case price, -0.8951, 1]]"
B00BAO15UE,[-0.2755],[3],"[[trim, doesnt, fit, bos, din, camry]]","[[trim doesnt fit bos din camry, -0.2755, 3]]"
B00CS4WRCK,[0.7089],[5],"[[awesome, extend, life, phone]]","[[awesome extend life phone, 0.7089, 5]]"
B00D63QAGG,"[0.5719, 0.3134, 0.7143]","[5, 5, 5]","[[perfect], [work, advertise, anker, port, usb, charger, laptop, power, supply, enclosure, provide, close, inspection, leather, seam, nicer, price, trick, look, nice], [keep, counter]]","[[perfect, 0.5719, 5], [work advertise anker port usb charger laptop power supply enclosure provide close inspection leather seam nicer price trick look nice, 0.3134, 5], [keep counter, 0.7143, 5]]"
B00DJGED2I,[0.4404],[5],"[[product, shipping, time]]","[[product shipping time, 0.4404, 5]]"
B00DMN04XK,[0.1496],[4],"[[case, doesnt, snap, pop, restart, phone]]","[[case doesnt snap pop restart phone, 0.1496, 4]]"
B00E3ALGVA,"[0.8251, 0.5466, 0.5574]","[5, 3, 3]","[[product, quality, goodbr, problembr, br, iphone, casebr, move, support, parallelbr, difficult, connect, iphonebr, br, case, perfect], [want, ipadphone, prop, nightstand, id, charge, ipad, night, itd, great, use, ipad, stereo, system, thats, use], [love, product, get, handy, bought, get, soon]]","[[product quality goodbr problembr br iphone casebr move support parallelbr difficult connect iphonebr br case perfect, 0.8251, 5], [want ipadphone prop nightstand id charge ipad night itd great use ipad stereo system thats use, 0.5466, 3], [love product get handy bought get soon, 0.5574, 3]]"
B00E65TNYE,[0.8979],[5],"[[buy, ipad, save, get, wifi, model, realize, gps, buy, gps, rout, work, work, airplane, sit, window, track, plane, standalone, use, plot, route, polaris, atv, download, route, overlay, map]]","[[buy ipad save get wifi model realize gps buy gps rout work work airplane sit window track plane standalone use plot route polaris atv download route overlay map, 0.8979, 5]]"
B00E7N8HYW,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B00EE0ACUA,[0.6369],[5],[[case]],"[[case, 0.6369, 5]]"
B00EZL2BWA,"[0.0772, 0.0, -0.2628]","[2, 3, 3]","[[purchase, battery, time, battery, swell, dispose, star], [battery, miscommunication, seller, receive, replacementsbut, charge, station, melt], [batterie, life, oem, battery, im, unsure, refurbish, remanufactured, serve, purpose, spare, battery, doesnt, oem]]","[[purchase battery time battery swell dispose star, 0.0772, 2], [battery miscommunication seller receive replacementsbut charge station melt, 0.0, 3], [batterie life oem battery im unsure refurbish remanufactured serve purpose spare battery doesnt oem, -0.2628, 3]]"
B00F0IQVCS,"[0.4985, 0.9823, 0.2732]","[5, 3, 4]","[[design, product, hold, ipad, landscape, portrait, orientation], [lock, cup, holder, stable, allow, tablet, move], [product, live, review, fit, tight, cup, holder, gmc, sierra, pickup, part, sturdy, tablet, holder, finger, hold, tabletwe, use, panasonic, toughpads, work, ipad, anything, thin, light, fine, adjust, bigger, screen, tablet, use, cell, phone, holder, look, work, go, star, figure, way, hold, toughpad, better, change, star, smart, phone, give, star, someone, recommend, different, attachment, hold, toughpad, give, rating]]","[[design product hold ipad landscape portrait orientation, 0.4985, 5], [lock cup holder stable allow tablet move, 0.9823, 3], [product live review fit tight cup holder gmc sierra pickup part sturdy tablet holder finger hold tabletwe use panasonic toughpads work ipad anything thin light fine adjust bigger screen tablet use cell phone holder look work go star figure way hold toughpad better change star smart phone give star someone recommend different attachment hold toughpad give rating, 0.2732, 4]]"
B00F1LTKM2,"[0.8126, 0.6361, 0.5854, 0.5413]","[5, 5, 4, 5]","[[friend, love, case, get, week, take], [couple, stone, miss, crack, receive, maybe, lot], [size]]","[[friend love case get week take, 0.8126, 5], [couple stone miss crack receive maybe lot, 0.6361, 5], [size, 0.5854, 4], [, 0.5413, 5]]"
B00F93IOR4,[0.8442],[5],"[[sound, look]]","[[sound look, 0.8442, 5]]"
B00FK55AAA,[-0.4215],[1],"[[item, break]]","[[item break, -0.4215, 1]]"
B00FNF85X6,"[-0.7781, 0.7841]","[2, 5]","[[duty, holder, phone, nicer, phone, cover, come, strap, change, wash, product, get, seller], [great, neoprene, doesnt, breathe, loop, twist, degree, tighten, armband, twist, im, run, lengthen, strap, inch, phone, start, bounce, tension, workaround, put, loop, inside, case, phone, lock, place, strap, cant, adjust, point, design, material, choice, arent]]","[[duty holder phone nicer phone cover come strap change wash product get seller, -0.7781, 2], [great neoprene doesnt breathe loop twist degree tighten armband twist im run lengthen strap inch phone start bounce tension workaround put loop inside case phone lock place strap cant adjust point design material choice arent, 0.7841, 5]]"
B00FS2WJ7C,[-0.5667],[3],"[[background, ooks, woodenlike, get, ivory, color, color, elephant, vibrant]]","[[background ooks woodenlike get ivory color color elephant vibrant, -0.5667, 3]]"
B00FWTO51E,[0.7184],[5],"[[work, fine]]","[[work fine, 0.7184, 5]]"
B00G197Q4M,[0.6948],[5],"[[happy, product]]","[[happy product, 0.6948, 5]]"
B00GC15LBE,"[0.0, 0.6249, 0.7096]","[3, 5, 4]","[[last, couple, month, work, last], [work, great, keep, microusb, lightning, adapter, leash, p, charge, iphone, im, playing], [device, work, buying]]","[[last couple month work last, 0.0, 3], [work great keep microusb lightning adapter leash p charge iphone im playing, 0.6249, 5], [device work buying, 0.7096, 4]]"
B00GGCNVJI,"[0.9001, -0.2023, 0.6249]","[3, 1, 5]","[[odor, threw, product, purchase], [card, slot, hold, card, faux, leather, tear, starter, see, carry, article, oppose, wallet, n, phone, plan, buy, quality]]","[[odor threw product purchase, 0.9001, 3], [card slot hold card faux leather tear starter see carry article oppose wallet n phone plan buy quality, -0.2023, 1], [, 0.6249, 5]]"
B00GKMDMD4,[-0.3926],[5],"[[use, death, lose, remember, packaging, price]]","[[use death lose remember packaging price, -0.3926, 5]]"
B00GNSJU90,"[0.5859, -0.9659, 0.9058, 0.7425, 0.3612]","[5, 5, 5, 5, 5]","[[phone, weighs, brick, end, evening, hour, use, left, phone, dead, noon, battery, case, rubber, edge, work, buy, wife, buy, iphone, battery, arrive, use, go], [phone, battery], [battery, change, way, use, phone, duration, battery, increase, quality, battery, use, recommend], [battery, amaze, keep, charge, day], [anker, battery, charger, use, day, last, day, try, extend, battery, anker, fit, phone, case, struggle, button, come, trust, brand]]","[[phone weighs brick end evening hour use left phone dead noon battery case rubber edge work buy wife buy iphone battery arrive use go, 0.5859, 5], [phone battery, -0.9659, 5], [battery change way use phone duration battery increase quality battery use recommend, 0.9058, 5], [battery amaze keep charge day, 0.7425, 5], [anker battery charger use day last day try extend battery anker fit phone case struggle button come trust brand, 0.3612, 5]]"
B00GOJR4DC,"[0.5719, 0.0]","[5, 5]","[[son, love], [shipworked, expect]]","[[son love, 0.5719, 5], [shipworked expect, 0.0, 5]]"
B00GR9X53C,[0.0],[5],"[[case, stylish, quality]]","[[case stylish quality, 0.0, 5]]"
B00GZ8P9MA,[0.891],[5],"[[want, phone, come, super, fast]]","[[want phone come super fast, 0.891, 5]]"
B00H4BHJLQ,[0.4404],[5],"[[convenient, use]]","[[convenient use, 0.4404, 5]]"
B00HO3I4TK,[0.8658],[5],"[[cute, perfect, tablet, order]]","[[cute perfect tablet order, 0.8658, 5]]"
B00HSUN69M,"[0.6666, 0.8555, 0.7717, 0.3716, -0.3089]","[4, 5, 5, 1, 2]","[[work, great, need, downstairs, car, drag, cord], [seem, connection, plug, device, flimsy, cord, last, year, didnt, month], [plug, kindle, stay, engage, charge], [problem, cable, expect, charge, kindle, fashion, length, allow, wall, use, charging, glad, freedom], [sturdy, secure, color, black, doesnt, blend, white, cable, use, device, charge, time, thick, wire, doesnt, get, tangle, wind]]","[[work great need downstairs car drag cord, 0.6666, 4], [seem connection plug device flimsy cord last year didnt month, 0.8555, 5], [plug kindle stay engage charge, 0.7717, 5], [problem cable expect charge kindle fashion length allow wall use charging glad freedom, 0.3716, 1], [sturdy secure color black doesnt blend white cable use device charge time thick wire doesnt get tangle wind, -0.3089, 2]]"
B00I3ULOOK,[0.7083],[4],"[[fit, galaxy, put, onit, loses, color, done, area, bit]]","[[fit galaxy put onit loses color done area bit, 0.7083, 4]]"
B00I59VBH4,"[0.2732, -0.3597, 0.7269, 0.9437, 0.952, 0.6249, 0.5859, 0.8122]","[3, 2, 5, 5, 5, 5, 4, 5]","[[awesome, bluetooth, receiver, hook, amp, playing, music, phone, minute, think, sound, quality, dont, know, bit, rate, stream, phone, sound, think, decent, amplifier, youll, please, havent, notice, lag, glitch, play, update, use], [receiver, listen, music, thanks, convenienceit, provides], [update, br, use, audio, receiver, use, wire, headphone, generation, appletv, audio, receiver, pair, atv, search, device, atv, setting, gt, remote, amp, device, press, sync, button, siri, remote, control, volume, tv, make, control, volume, downside, receiver, require, ac, power, wire, headphone, reach, sit, mm, audio, extension, cable, solves, issue, thoughbr, br, review, br, need, simplify, streaming, mobile, device, pc, usb, bluetooth, dongle, lack, driver, win, work, well, go, line, sound, device, motherboard], [look, simple, bluetooth, receiver, turn, audioengine, power, speaker, enable, system, bedroom, run, minute, work, expect, sound, quality, great, tiny, take, travel], [work, deal, play, music, ipad, android, phone, change, music, stereo, buy, stereo, receiver, spent, thiscool], [work, issue, stay, connect], [work, connect, wish, power, switch], [limit, range, sketchy, connection, ft, feel, waste]]","[[awesome bluetooth receiver hook amp playing music phone minute think sound quality dont know bit rate stream phone sound think decent amplifier youll please havent notice lag glitch play update use, 0.2732, 3], [receiver listen music thanks convenienceit provides, -0.3597, 2], [update br use audio receiver use wire headphone generation appletv audio receiver pair atv search device atv setting gt remote amp device press sync button siri remote control volume tv make control volume downside receiver require ac power wire headphone reach sit mm audio extension cable solves issue thoughbr br review br need simplify streaming mobile device pc usb bluetooth dongle lack driver win work well go line sound device motherboard, 0.7269, 5], [look simple bluetooth receiver turn audioengine power speaker enable system bedroom run minute work expect sound quality great tiny take travel, 0.9437, 5], [work deal play music ipad android phone change music stereo buy stereo receiver spent thiscool, 0.952, 5], [work issue stay connect, 0.6249, 5], [work connect wish power switch, 0.5859, 4], [limit range sketchy connection ft feel waste, 0.8122, 5]]"
B00I9N3JIK,[0.296],[3],"[[make, compare, kenwood, deck, work, fine]]","[[make compare kenwood deck work fine, 0.296, 3]]"
B00IMQ1W10,[0.8765],[5],"[[wont, go, device, make, find, us, watch, love]]","[[wont go device make find us watch love, 0.8765, 5]]"
B00IN2RUX2,[0.7925],[5],"[[surprise, sound, worry, price, happy, buy, daughter]]","[[surprise sound worry price happy buy daughter, 0.7925, 5]]"
B00IO43H8Q,[-0.7096],[2],"[[broke, less, month, phone, drop, accident, buy]]","[[broke less month phone drop accident buy, -0.7096, 2]]"
B00IO5I5B4,"[-0.2498, 0.6369, 0.6486]","[1, 1, 4]","[[order, battery, didnt, recharge, return, amazon, went, great, get, nd, unit, arrives, battery, wont, chargebr, br, skip, buy, seller, amazon, product], [speaker, loud, metal, frame, front, come, day], [arrive, time, expect, value]]","[[order battery didnt recharge return amazon went great get nd unit arrives battery wont chargebr br skip buy seller amazon product, -0.2498, 1], [speaker loud metal frame front come day, 0.6369, 1], [arrive time expect value, 0.6486, 4]]"
B00IT1AYCQ,[0.4387],[5],"[[wouldnt, know, didnt, dash, place, hold, iphone, sits, magnet, rokform, case, work, magnet, type, case]]","[[wouldnt know didnt dash place hold iphone sits magnet rokform case work magnet type case, 0.4387, 5]]"
B00IU775I0,[0.9015],[4],"[[friend, phone, repair, isnt, timid, youre, afraid, part, youre, keeping, track, screw, go, way, make, someone, happybr, br, wish, cheaper, part, comparableage, iphone, less, half]]","[[friend phone repair isnt timid youre afraid part youre keeping track screw go way make someone happybr br wish cheaper part comparableage iphone less half, 0.9015, 4]]"
B00JCYLSY2,[0.3291],[3],"[[glass, look, perfect, get, contact, seller, try, get, update, resolution, way]]","[[glass look perfect get contact seller try get update resolution way, 0.3291, 3]]"
B00JG30N4K,[0.6801],[5],"[[nice, product, recommend, others]]","[[nice product recommend others, 0.6801, 5]]"
B00JH69S8S,[0.8481],[5],"[[product, great, seller]]","[[product great seller, 0.8481, 5]]"
B00JIWZDVM,[0.92],[5],"[[picture, love, ship, fast, protect, ship]]","[[picture love ship fast protect ship, 0.92, 5]]"
B00JS4SFH4,"[0.7092, -0.0382]","[4, 5]","[[job, protect, iphone, plastic, housing, reconnect, complicate, option, need], [daughter, take, snorkel, work, problem, thanks]]","[[job protect iphone plastic housing reconnect complicate option need, 0.7092, 4], [daughter take snorkel work problem thanks, -0.0382, 5]]"
B00K7TXHRW,[0.4939],[5],"[[save, phone, someny, time]]","[[save phone someny time, 0.4939, 5]]"
B00KBFU4HS,[0.2732],[1],"[[work, cricket, phone, look, useless, cricket, network, thanks, take, money]]","[[work cricket phone look useless cricket network thanks take money, 0.2732, 1]]"
B00KCF2M8G,"[0.6249, 0.9477, 0.8271, -0.395]","[5, 3, 4, 1]","[[love, carry, stuff, pocketbook], [want, zero, star, couldnt, review, gave, star, case, fit, phone, phone, slide, case, send], [material, start, rip, mo, case, time, try, take, phone, week, plastic, edge, crack, piece, keep, chip, month, cute, need, longevity, drop, time, protect, bit, bulky, cute, inside], [come, apart, use, everyday, credit, card, slot, stretch, tad, estimate, ive, year, use, recommend]]","[[love carry stuff pocketbook, 0.6249, 5], [want zero star couldnt review gave star case fit phone phone slide case send, 0.9477, 3], [material start rip mo case time try take phone week plastic edge crack piece keep chip month cute need longevity drop time protect bit bulky cute inside, 0.8271, 4], [come apart use everyday credit card slot stretch tad estimate ive year use recommend, -0.395, 1]]"
B00KEIF1JS,[0.9136],[5],"[[nice, slim, leather, case, strap, snap, stay, shut, deal, year, day, buy]]","[[nice slim leather case strap snap stay shut deal year day buy, 0.9136, 5]]"
B00KFSOUG2,[-0.4215],[3],"[[work, ok, month, start, problem, cord, separate, lightning, end, cord, side, lightning, end, stop, work, get, pay]]","[[work ok month start problem cord separate lightning end cord side lightning end stop work get pay, -0.4215, 3]]"
B00KGVAAS0,[0.2263],[4],"[[stand, ipad, air, slim, case, adjust, way, front, keep, tipping, fall, compact, size, charger, sit, stand]]","[[stand ipad air slim case adjust way front keep tipping fall compact size charger sit stand, 0.2263, 4]]"
B00KJM0ZCM,[0.8999],[5],"[[item, work, perfect, onyx, radio, fit, install]]","[[item work perfect onyx radio fit install, 0.8999, 5]]"
B00KO5BMMQ,[0.807],[3],"[[want, cute, owl, phone, ok, price, call, case, snap, cover]]","[[want cute owl phone ok price call case snap cover, 0.807, 3]]"
B00KUKY96G,[-0.4585],[3],"[[sound, quality, isnt, great, link, bluetooth]]","[[sound quality isnt great link bluetooth, -0.4585, 3]]"
B00KY7YTRO,"[0.4194, 0.5719]","[4, 5]","[[work, perfect], [job, alright, cheap, price, wise, button, kind, stiff, meaning, press, work, jeep, remote, work, feeling, pressure, push, work]]","[[work perfect, 0.4194, 4], [job alright cheap price wise button kind stiff meaning press work jeep remote work feeling pressure push work, 0.5719, 5]]"
B00L1VQXP8,[-0.2755],[1],[[fit]],"[[fit, -0.2755, 1]]"
B00L2ZIYBE,"[0.6249, 0.9528, 0.9162]","[5, 5, 5]","[[case, fit, thicker, want, come, screen, cleaner, color, spot, love, great, price], [case, love, great, deal], [case]]","[[case fit thicker want come screen cleaner color spot love great price, 0.6249, 5], [case love great deal, 0.9528, 5], [case, 0.9162, 5]]"
B00L5WW0DC,[0.7783],[5],"[[phone, wish, wouldve, buy, price, gone, way]]","[[phone wish wouldve buy price gone way, 0.7783, 5]]"
B00LO3RDQQ,"[0.8487, 0.431]","[5, 5]","[[design, charge, port, flimsy, cant, hold, product, exact, replacement, time, instal, charge, port, son, tablet, time, installation, easy, minute, start, stop, thing, keep, use, electronics, case, dull, butter, knife, work, nicelystart, part, case, charge, port, replacing, screw, speaker, youll, need, remove, torque, crack, speaker, frame, screw, hole, deal, multiple, screw, hole, use, magnify, glass, loupe, see, flip, ribbon, cable, lock, keep, shouldnt, problem], [lote, bigger, work, fine]]","[[design charge port flimsy cant hold product exact replacement time instal charge port son tablet time installation easy minute start stop thing keep use electronics case dull butter knife work nicelystart part case charge port replacing screw speaker youll need remove torque crack speaker frame screw hole deal multiple screw hole use magnify glass loupe see flip ribbon cable lock keep shouldnt problem, 0.8487, 5], [lote bigger work fine, 0.431, 5]]"
B00LOH2INA,[0.4404],[5],"[[lightweight, carry]]","[[lightweight carry, 0.4404, 5]]"
B00LOYMR34,[0.93],[5],"[[make, fit, protects, phone, want]]","[[make fit protects phone want, 0.93, 5]]"
B00LPAEPAU,"[0.5719, 0.4228]","[5, 4]","[[excellent], [deck, price, use, function, semi, star, fact, cold, temperature, reset, setting, annoy, rest]]","[[excellent, 0.5719, 5], [deck price use function semi star fact cold temperature reset setting annoy rest, 0.4228, 4]]"
B00LTV3K56,"[0.624, 0.8411, 0.0516, -0.6115, 0.6249, 0.6705, -0.6486, 0.2263, 0.0, -0.5095]","[5, 4, 1, 1, 5, 5, 1, 5, 5, 1]","[[product, price, less, competitor, prompt, delivery], [microfiber, cloth, miss, box, difficult, install], [put], [order, miss, wipe, cloth, prep, pad, plastic, disintegrate, apply, phone, apply, product], [make, work, case, bummer], [please, product, worth, price, point], [work, break, phone, drop, provide, zero, protection, iphone, screen, shatter, save, money, spend, product, work, sigh], [standing, test, time], [worth, money], [work]]","[[product price less competitor prompt delivery, 0.624, 5], [microfiber cloth miss box difficult install, 0.8411, 4], [put, 0.0516, 1], [order miss wipe cloth prep pad plastic disintegrate apply phone apply product, -0.6115, 1], [make work case bummer, 0.6249, 5], [please product worth price point, 0.6705, 5], [work break phone drop provide zero protection iphone screen shatter save money spend product work sigh, -0.6486, 1], [standing test time, 0.2263, 5], [worth money, 0.0, 5], [work, -0.5095, 1]]"
B00LXIWTIE,"[0.2732, 0.7713]","[2, 5]","[[awesome, case, protect, phone], [case, fit, stay, clip, rubber, slip, case, get, pay]]","[[awesome case protect phone, 0.2732, 2], [case fit stay clip rubber slip case get pay, 0.7713, 5]]"
B00MAX28ZU,[0.4215],[5],"[[order, husband, like, description, state]]","[[order husband like description state, 0.4215, 5]]"
B00MDGVHYC,[0.2609],[3],"[[like, phone, fell]]","[[like phone fell, 0.2609, 3]]"
B00MOSNT6I,[-0.5267],[3],"[[nice, box, fear, get, pay, show, sign]]","[[nice box fear get pay show sign, -0.5267, 3]]"
B00MQOBJHQ,"[-0.5423, 0.4201, 0.1195, 0.2263, 0.4588]","[4, 2, 5, 2, 5]","[[cant, screen, review, glass, thin, packaging, screen, plastic, sleeve, inside, cardboard, box, size, screen, stuck, larger, box, wrap, protection, keep, slide, screen, crack, right, corner, receive, star, screen, decent, decent, home, button, market, screen, work, plug, crack], [product, home, work, company, say, return, husband, throw, part], [screen, insulate, spend, money, well, digitizer, expect, spend, ], [star, anything, replace, digitizer, screen, lcd, darn, mini, part, quality, ive, see, bought, ebay, complete, junk, broken, arrival, package, wrap, look, brand, newbr, br, say, buy, mini, fragile, compare, ipad, crack, screen, drop, mini, screen, crack, look, cross, eyedbr, br, make, watch, video, instruction, attempt, repair, pain, rear, time, get, muffin, tin, keep, section, screw, order, take, screw, hand, deal, get, epoxy, dab, drop, perimeter, case, digitizer, adhesive, mat, digitizer, isnt, get, stack, book, set, night, youve, lay, screen, dont, forget, magnet, embed, factory, screen, corner, transfer, screen, dont, come, replacement, ifixit, good, source, instructionsbr, br, patience, remove, screen, time, shatter, time, prepare, job, pick, piece, glass, glue], [order, seller, issue, quality, find, shop, repair, year]]","[[cant screen review glass thin packaging screen plastic sleeve inside cardboard box size screen stuck larger box wrap protection keep slide screen crack right corner receive star screen decent decent home button market screen work plug crack, -0.5423, 4], [product home work company say return husband throw part, 0.4201, 2], [screen insulate spend money well digitizer expect spend , 0.1195, 5], [star anything replace digitizer screen lcd darn mini part quality ive see bought ebay complete junk broken arrival package wrap look brand newbr br say buy mini fragile compare ipad crack screen drop mini screen crack look cross eyedbr br make watch video instruction attempt repair pain rear time get muffin tin keep section screw order take screw hand deal get epoxy dab drop perimeter case digitizer adhesive mat digitizer isnt get stack book set night youve lay screen dont forget magnet embed factory screen corner transfer screen dont come replacement ifixit good source instructionsbr br patience remove screen time shatter time prepare job pick piece glass glue, 0.2263, 2], [order seller issue quality find shop repair year, 0.4588, 5]]"
B00MRIXZLO,[0.0],[1],[[garbage]],"[[garbage, 0.0, 1]]"
B00MX5VRB6,[0.5719],[4],"[[case, drop, alot]]","[[case drop alot, 0.5719, 4]]"
B00MYZW8LI,[0.25],[2],"[[looking, case]]","[[looking case, 0.25, 2]]"
B00N3IKCR2,"[0.946, 0.6249]","[5, 4]","[[ship, case, fit, phone, give, phone, grip, recommend, simple, phone, case, protect], [drop, phone, time, hold]]","[[ship case fit phone give phone grip recommend simple phone case protect, 0.946, 5], [drop phone time hold, 0.6249, 4]]"
B00N44WEY4,[0.3818],[4],"[[screen, protector, phone, suck, come, apart, seam, screen, drop, come, apart, buy, phone]]","[[screen protector phone suck come apart seam screen drop come apart buy phone, 0.3818, 4]]"
